,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Mulvihill, Wm J Jr",https://www.nytimes.com/1967/08/16/archives/deaths.html,"Mulvihill, Wm J Jr",,41,The New York Times,[],"[{'name': 'persons', 'value': 'MULVIHILL, WM J JR', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-08-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/b169336e-787f-580d-b8c0-cff205ac4709,0,nyt://article/b169336e-787f-580d-b8c0-cff205ac4709,Deaths,,,Deaths,,,,,[],,
1,Publisher J M Hadley and ed J M Carter int on roles in recent ad gains; illus,https://www.nytimes.com/1967/08/15/archives/advertising-quiet-victory-for-a-magazine.html,Publisher J M Hadley and ed J M Carter int on roles in recent ad gains; illus,,60,The New York Times,[],"[{'name': 'persons', 'value': 'HADLEY, J MICHAEL', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'SUFFOLK (NY) SUN', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'LADIES HOME JOURNAL', 'rank': 3, 'major': 'N'}]",1967-08-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/88fd536f-b561-552f-8e6e-a44567eb4079,0,nyt://article/88fd536f-b561-552f-8e6e-a44567eb4079,Advertising: Quiet Victory for a Magazine,,,Advertising: Quiet Victory for a Magazine,,,,BY Philip A. Dougherty,"[{'firstname': 'Philip', 'middlename': 'A.', 'lastname': 'Dougherty', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Business & Finance
2,,https://www.nytimes.com/1967/08/15/archives/roosevelt-raceway-entries.html,,,48,The New York Times,[],[],1967-08-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/5e7743c8-430a-5657-aaff-185dea983672,0,nyt://article/5e7743c8-430a-5657-aaff-185dea983672,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],,S
3,"Hurowitz, Saml W",https://www.nytimes.com/1967/08/15/archives/deaths.html,"Hurowitz, Saml W",,39,The New York Times,[],"[{'name': 'persons', 'value': 'HUROWITZ, SAML W', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-08-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/c5d9f136-368b-5d1b-9378-654e411e2a52,0,nyt://article/c5d9f136-368b-5d1b-9378-654e411e2a52,Deaths,,,Deaths,,,,,[],,
4,,https://www.nytimes.com/1967/08/14/archives/deaths.html,,,31,The New York Times,[],[],1967-08-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/921a9fc5-5e19-5c3c-b0cd-b65ff4a37b60,0,nyt://article/921a9fc5-5e19-5c3c-b0cd-b65ff4a37b60,Deaths,1,,Deaths,,,,,[],,
5,"Recent gifts to the Fresh Air Fund have increased the total contributions for this year's appeal to $359,139,81.",https://www.nytimes.com/1967/08/13/archives/concerns-aid-fresh-air-fund-appeal.html,,,82,The New York Times,[],"[{'name': 'organizations', 'value': 'Fresh Air Fund', 'rank': 1, 'major': 'N'}]",1967-08-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/928f305e-3a39-5b41-8896-3f0d578ff948,0,nyt://article/928f305e-3a39-5b41-8896-3f0d578ff948,Concerns Aid Fresh Air Fund Appeal,,,Concerns Aid Fresh Air Fund Appeal,,,,,[],,
6,"LOCUST VALLEY, L.I., Aug. 11--Kerry Melville of Australia and Tory Fretz of Los Angeles reached the final of the annual invitation women's grass court tennis tournament at the Piping Rock Club today.  ",https://www.nytimes.com/1967/08/12/archives/net-final-gained-by-miss-melville.html,,,19,The New York Times,[],[],1967-08-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/9118fde2-20b3-536c-8a06-461488aa7a56,0,nyt://article/9118fde2-20b3-536c-8a06-461488aa7a56,NET FINAL GAINED BY MISS MELVILLE,1,,NET FINAL GAINED BY MISS MELVILLE,,,,,[],,S
7,"MacFarlane, Jno L",https://www.nytimes.com/1967/08/12/archives/john-mfarlane-71-securities-dealer.html,"MacFarlane, Jno L",,25,The New York Times,[],"[{'name': 'persons', 'value': 'MACFARLANE, JNO L', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-08-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/5ce9429f-1c91-5a32-baac-94bed7426751,0,nyt://article/5ce9429f-1c91-5a32-baac-94bed7426751,"JOHN M'FARLANE, 71, SECURITIES DEALER",,,"JOHN M'FARLANE, 71, SECURITIES DEALER",,,,,[],,
8,,https://www.nytimes.com/1967/08/12/archives/television.html,,,53,The New York Times,[],[],1967-08-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/abb066ef-b480-5996-946d-ade5ee26b2bb,0,nyt://article/abb066ef-b480-5996-946d-ade5ee26b2bb,Television,1,,Television,,,,,[],,
9,Trading remained active yesterday on the American Stock Exchange as prices edged down.  ,https://www.nytimes.com/1967/08/11/archives/stocks-down-a-bit-on-american-list-volume-still-heavy.html,,,44,The New York Times,[],[],1967-08-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/803ebfe8-f94f-50fb-afa2-436a22068596,0,nyt://article/803ebfe8-f94f-50fb-afa2-436a22068596,Stocks Down a Bit On American List; Volume Still Heavy,1,,Stocks Down a Bit On American List; Volume Still Heavy,,,,By Douglas W. Cray,"[{'firstname': 'Douglas', 'middlename': 'W.', 'lastname': 'Cray', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B
