,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Lorenzo Bouier missed his singlegame school record by three yards as he rushed for 205 yards and two touchdowns yesterday to lead Maine to a 17-8 victory over the U.S. Merchant Marine Academy at Tomb Memorial Field in Kings Point, L.I.  ",https://www.nytimes.com/1980/09/07/archives/kings-point-beaten-ny-tech-plays-tie.html,,,S,11,The New York Times,[],[],1980-09-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/c3b32485-3fc2-58eb-9c17-c5f4d35b305c,0,nyt://article/c3b32485-3fc2-58eb-9c17-c5f4d35b305c,Kings Point Beaten; N.Y. Tech Plays Tie,1,,Kings Point Beaten; N.Y. Tech Plays Tie,,,,,[],
1,"SOUTH BEND, Ind., Sept. 6-- Forced to play without its all-America quarterback, Mark Herrmann, for the first time since he entered college in 1977, Purdue was no match for Notre Dame today, and the Irish opened their 94th football season by beating the Boilermakers, 31-10.  ",https://www.nytimes.com/1980/09/07/archives/irish-top-purdue-irish-rout-purdue-in-season-opener-3110-passes-to.html,,,S,1,The New York Times,[],[],1980-09-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/991af6ee-990e-5949-8bb1-10f3cbf173b6,0,nyt://article/991af6ee-990e-5949-8bb1-10f3cbf173b6,"Irish Top Purdue; Irish Rout Purdue in Season Opener, 31-10 Passes to Hunter Click Purdue Retaliates Briefly",2,,"Irish Top Purdue; Irish Rout Purdue in Season Opener, 31-10 Passes to Hunter Click Purdue Retaliates Briefly",,,,By Gordon S. White Jr. Special To the New York Times,"[{'firstname': 'Gordon', 'middlename': 'S.', 'lastname': 'White', 'qualifier': 'Jr.', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"He knows a little about physics and a lot about football, so the Jets' coach, Walt Michaels, asks: ""What's that law of physics? Bodies in motion tend to get hurt?""  ",https://www.nytimes.com/1980/09/07/archives/jets-opening-with-hope-but-giants-outlook-is-bleak-offense-defense.html,,,S,9,The New York Times,[],[],1980-09-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/bb4ca181-0bee-5db9-b805-5a52974d2267,0,nyt://article/bb4ca181-0bee-5db9-b805-5a52974d2267,"Jets Opening With Hope, but Giants' Outlook Is Bleak; Offense Defense",1,,"Jets Opening With Hope, but Giants' Outlook Is Bleak; Offense Defense",,,,By Gerald Eskenazi,"[{'firstname': 'Gerald', 'middlename': None, 'lastname': 'Eskenazi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,Diligent detective work by two numismatic sleuths has led to the rediscovery of a long-lost and long-sought certificate confirming the identity and  location of the very first Morgan silver dollar.  ,https://www.nytimes.com/1980/09/07/archives/numismatics-certificate-found-to-confirm-first-morgan-dollar-stacks.html,,,A,46,The New York Times,[],[],1980-09-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/14ececbb-d85d-5586-946b-5ef72c90c146,0,nyt://article/14ececbb-d85d-5586-946b-5ef72c90c146,NUMISMATICS; Certificate Found to Confirm First Morgan Dollar Stack's Sale,1,,NUMISMATICS; Certificate Found to Confirm First Morgan Dollar Stack's Sale,,,,ED REITER,"[{'firstname': 'Ed', 'middlename': None, 'lastname': 'REITER', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"WASHINGTON, Sept. 6--New Jersey received support from an unlikely quarter in its attempt to get a New York VHF television station reassigned to it when two suburban Representatives from New York endorsed the idea...  ",https://www.nytimes.com/1980/09/07/archives/2-new-yorkers-back-a-measure-on-tv-in-jersey-metropolitan.html,,,,55,The New York Times,[],[],1980-09-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/806b063e-0096-5f73-a9a5-cae29adcac42,0,nyt://article/806b063e-0096-5f73-a9a5-cae29adcac42,2 New Yorkers Back a Measure On TV in Jersey; Metropolitan Congressional Notes First Vote in Congress,1,,2 New Yorkers Back a Measure On TV in Jersey; Metropolitan Congressional Notes First Vote in Congress,,,,By Irvin Molotsky,"[{'firstname': 'Irvin', 'middlename': None, 'lastname': 'Molotsky', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,"On a night when the Oakland A's gave the Baltimore Orioles a game, the California Angels gave the Yankees a game.  ",https://www.nytimes.com/1980/09/06/archives/yanks-beat-angels-on-randolph-hit-in-10th-angel-errors-aid-yanks.html,,,S,15,The New York Times,[],[],1980-09-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/34ece2de-2369-5e6f-a9c3-06f433fdb9f1,0,nyt://article/34ece2de-2369-5e6f-a9c3-06f433fdb9f1,"Yanks Beat Angels on Randolph Hit in 10th; Angel Errors Aid Yanks Relief for Yankees Yankees Prevail, 6-5 Angel Strategy Fails ",2,,"Yanks Beat Angels on Randolph Hit in 10th; Angel Errors Aid Yanks Relief for Yankees Yankees Prevail, 6-5 Angel Strategy Fails ",,,,By Murray Chass,"[{'firstname': 'Murray', 'middlename': None, 'lastname': 'Chass', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"BONANZA CREEK, Yukon Territory--The Klondike gold rush is on again.  ",https://www.nytimes.com/1980/09/06/archives/klondikes-new-gold-rush-sourdoughs-are-replaced-by-bulldozers.html,,,B,27,The New York Times,[],[],1980-09-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/99c16eb2-578b-5d9b-bb6c-8550aba1f34a,0,nyt://article/99c16eb2-578b-5d9b-bb6c-8550aba1f34a,Klondike's New Gold Rush; Sourdoughs Are Replaced By Bulldozers Bulldozers Mark New Gold Rush In Klondike ,2,,Klondike's New Gold Rush; Sourdoughs Are Replaced By Bulldozers Bulldozers Mark New Gold Rush In Klondike ,,,,By Andrew H. Malcolm Special To the New York Times,"[{'firstname': 'Andrew', 'middlename': 'H.', 'lastname': 'Malcolm', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,"SAN DIEGO, Sept. 5--The New York Mets sank deeper into their tailspin tonight when they lost to the San Diego Padres, 4-2, for their seventh straight defeat and the 19th in the last 22 games.  ",https://www.nytimes.com/1980/09/06/archives/mets-defeated-by-padres-42-for-7th-consecutive-loss-lost-chance-for.html,,,S,17,The New York Times,[],[],1980-09-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/bf921968-608e-5286-be7b-fa39ff8e23c9,0,nyt://article/bf921968-608e-5286-be7b-fa39ff8e23c9,"Mets Defeated by Padres, 4-2, for 7th Consecutive Loss; Lost Chance for Big Inning Padres Pull Ahead ",1,,"Mets Defeated by Padres, 4-2, for 7th Consecutive Loss; Lost Chance for Big Inning Padres Pull Ahead ",,,,By Joseph Durso Special To the New York Times,"[{'firstname': 'Joseph', 'middlename': 'Durso', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"THE stereotype pop-music record executive sometimes re  calls a debased version of Diogenes. Except that instead of searching for an honest man, the record executive is searching for a trend--any trend, as long as it will sell.  ",https://www.nytimes.com/1980/09/05/archives/the-pop-life-happy-landing-for-b52s-disk-wild-planet.html,,,T,14,The New York Times,[],[],1980-09-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/cba87eaa-1b20-5e95-8dc3-6005f928e08c,0,nyt://article/cba87eaa-1b20-5e95-8dc3-6005f928e08c,"The Pop Life; Happy landing for B-52's disk, 'Wild Planet.' ",1,,"The Pop Life; Happy landing for B-52's disk, 'Wild Planet.' ",,,,John Rockwell,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Rockwell', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"Senator Donald W. Stewart of Alabama, elected two years ago to complete the term of the late Senator James B. Allen, was forced into a Democratic runoff in Tuesday's primary election. Jeremiah Denton, a former Vietnam war prisoner, won the Republican nomination.  ",https://www.nytimes.com/1980/09/04/archives/alabama-senator-is-forced-into-democratic-runoff.html,,,A,22,The New York Times,[],[],1980-09-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/16e0be3a-9f5d-57a6-86e6-b0c5821d1344,0,nyt://article/16e0be3a-9f5d-57a6-86e6-b0c5821d1344,Alabama Senator Is Forced Into Democratic Runoff,1,,Alabama Senator Is Forced Into Democratic Runoff,,,,,[],
