,abstract,web_url,snippet,lead_paragraph,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/norbert-schemansky,,,[],[],2018-06-06T18:41:08+0000,multimedia,Obituaries,Obituaries,nyt://interactive/880c9572-b7eb-424e-9a3d-26deccbc4657,0,nyt://interactive/880c9572-b7eb-424e-9a3d-26deccbc4657,Notable Deaths 2016: Norbert Schemansky,,,,,,,,[],
1,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/noel-neill,,,[],[],2018-06-06T18:41:03+0000,multimedia,Obituaries,Obituaries,nyt://interactive/460c384a-99f5-4535-9a8b-d0e55a214d88,0,nyt://interactive/460c384a-99f5-4535-9a8b-d0e55a214d88,Notable Deaths 2016: Noel Neill,,,,,,,,[],
2,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/nikolaus-harnoncourt,,,[],[],2018-06-06T18:40:57+0000,multimedia,Obituaries,Obituaries,nyt://interactive/ff7193e5-6c27-44ec-9fa5-d6f1025f431b,0,nyt://interactive/ff7193e5-6c27-44ec-9fa5-d6f1025f431b,Notable Deaths 2016: Nikolaus Harnoncourt,,,,,,,,[],
3,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/neville-marriner,,,[],[],2018-06-06T18:40:52+0000,multimedia,Obituaries,Obituaries,nyt://interactive/44556931-b883-4a15-843a-d8c16550cd13,0,nyt://interactive/44556931-b883-4a15-843a-d8c16550cd13,Notable Deaths 2016: Neville Marriner ,,,,,,,,[],
4,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/nera-white,,,[],[],2018-06-06T18:40:45+0000,multimedia,Obituaries,Obituaries,nyt://interactive/eeb403bb-ff14-4858-b2c4-a18132f1b7a9,0,nyt://interactive/eeb403bb-ff14-4858-b2c4-a18132f1b7a9,Notable Deaths 2016: Nera White,,,,,,,,[],
5,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/nate-thurmond,,,[],[],2018-06-06T18:40:40+0000,multimedia,Obituaries,Obituaries,nyt://interactive/05ff83a2-ef73-4778-8dbc-abb1cdd27869,0,nyt://interactive/05ff83a2-ef73-4778-8dbc-abb1cdd27869,Notable Deaths 2016: Nate Thurmond,,,,,,,,[],
6,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/natalie-babbitt,,,[],[],2018-06-06T18:40:34+0000,multimedia,Obituaries,Obituaries,nyt://interactive/b4afc97a-437a-47be-9db2-ddc34a5fa48a,0,nyt://interactive/b4afc97a-437a-47be-9db2-ddc34a5fa48a,Notable Deaths 2016: Natalie Babbitt,,,,,,,,[],
7,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/nancy-reagan,,,[],[],2018-06-06T18:40:29+0000,multimedia,Obituaries,Obituaries,nyt://interactive/e0ab031e-8e68-4aeb-ba31-9ec0e17cf9d1,0,nyt://interactive/e0ab031e-8e68-4aeb-ba31-9ec0e17cf9d1,Notable Deaths 2016: Nancy Reagan,,,,,,,,[],
8,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/nancy-mairs,,,[],[],2018-06-06T18:40:24+0000,multimedia,Obituaries,Obituaries,nyt://interactive/ccd4e4a3-750c-41bc-95fd-aee61e994128,0,nyt://interactive/ccd4e4a3-750c-41bc-95fd-aee61e994128,Notable Deaths 2016: Nancy Mairs,,,,,,,,[],
9,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/muhammad-ali,,,[],[],2018-06-06T18:40:18+0000,multimedia,Obituaries,Obituaries,nyt://interactive/9ab2f141-9b26-461e-a585-74a02d1647ec,0,nyt://interactive/9ab2f141-9b26-461e-a585-74a02d1647ec,Notable Deaths 2016: Muhammad Ali,,,,,,,,[],
