,abstract,web_url,snippet,lead_paragraph,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/roger-tsien,,,[],[],2018-06-06T18:45:07+0000,multimedia,Obituaries,Obituaries,nyt://interactive/2a59c8d7-7809-4f8c-b67c-c396668bc16a,0,nyt://interactive/2a59c8d7-7809-4f8c-b67c-c396668bc16a,Notable Deaths 2016: Roger Tsien,,,,,,,,[],
1,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/roger-enrico,,,[],[],2018-06-06T18:45:02+0000,multimedia,Obituaries,Obituaries,nyt://interactive/425a3bc8-c0fe-4769-8807-6726c24ed940,0,nyt://interactive/425a3bc8-c0fe-4769-8807-6726c24ed940,Notable Deaths 2016: Roger Enrico,,,,,,,,[],
2,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/robin-chandler-duke,,,[],[],2018-06-06T18:44:56+0000,multimedia,Obituaries,Obituaries,nyt://interactive/c332b74e-5aec-48d9-828f-83a6f883755d,0,nyt://interactive/c332b74e-5aec-48d9-828f-83a6f883755d,Notable Deaths 2016: Robin Chandler Duke,,,,,,,,[],
3,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/roberth-b-baldwin,,,[],[],2018-06-06T18:44:51+0000,multimedia,Obituaries,Obituaries,nyt://interactive/9920ae25-aacd-4de7-bc24-56e6f776057e,0,nyt://interactive/9920ae25-aacd-4de7-bc24-56e6f776057e,Notable Deaths 2016: Robert H.B. Baldwin,,,,,,,,[],
4,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/roberte-allen,,,[],[],2018-06-06T18:44:45+0000,multimedia,Obituaries,Obituaries,nyt://interactive/be4f49a7-b35e-4226-9caf-a896bf059ba7,0,nyt://interactive/be4f49a7-b35e-4226-9caf-a896bf059ba7,Notable Deaths 2016: Robert E. Allen,,,,,,,,[],
5,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/robert-vaughn,,,[],[],2018-06-06T18:44:40+0000,multimedia,Obituaries,Obituaries,nyt://interactive/d3f4fc4e-6745-4316-90c9-f96bdfbd14b0,0,nyt://interactive/d3f4fc4e-6745-4316-90c9-f96bdfbd14b0,Notable Deaths 2016: Robert Vaughn,,,,,,,,[],
6,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/robert-stigwood,,,[],[],2018-06-06T18:44:34+0000,multimedia,Obituaries,Obituaries,nyt://interactive/148ee3fe-6060-4bd6-9c55-a7f62031b7db,0,nyt://interactive/148ee3fe-6060-4bd6-9c55-a7f62031b7db,Notable Deaths 2016: Robert Stigwood,,,,,,,,[],
7,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/robert-horton,,,[],[],2018-06-06T18:44:29+0000,multimedia,Obituaries,Obituaries,nyt://interactive/8087fe55-d20b-4597-a44c-bbcb4200e4a7,0,nyt://interactive/8087fe55-d20b-4597-a44c-bbcb4200e4a7,Notable Deaths 2016: Robert Horton,,,,,,,,[],
8,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/robert-bennett,,,[],[],2018-06-06T18:44:23+0000,multimedia,Obituaries,Obituaries,nyt://interactive/21348ce9-0256-4235-a33e-66b34b468b4f,0,nyt://interactive/21348ce9-0256-4235-a33e-66b34b468b4f,Notable Deaths 2016: Robert Bennett,,,,,,,,[],
9,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/rob-ford,,,[],[],2018-06-06T18:44:18+0000,multimedia,Obituaries,Obituaries,nyt://interactive/05b5cf76-c465-4c97-aebe-670d2b13d76b,0,nyt://interactive/05b5cf76-c465-4c97-aebe-670d2b13d76b,Notable Deaths 2016: Rob Ford,,,,,,,,[],
