,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"On a Saturday evening in June 2018, with temperatures in the 70s and the Red Sox playing at Fenway Park, supporters of Massachusetts Sen. Elizabeth Warren gathered at the City Winery Boston for a fundraiser.",https://www.nytimes.com/aponline/2019/12/21/us/politics/ap-us-election-2020-warren-wine.html,"On a Saturday evening in June 2018, with temperatures in the 70s and the Red Sox playing at Fenway Park, supporters of Massachusetts Sen. Elizabeth Warren gathered at the City Winery Boston for a fundraiser.","WASHINGTON — On a Saturday evening in June 2018, with temperatures in the 70s and the Red Sox playing at Fenway Park, supporters of Massachusetts Sen. Elizabeth Warren gathered at the City Winery Boston for a fundraiser.",AP,[],[],2019-12-21T14:27:27+0000,article,None,U.S.,Politics,News,nyt://article/12916e3a-16a6-58ab-9be5-a7d9ff3c727a,1331,nyt://article/12916e3a-16a6-58ab-9be5-a7d9ff3c727a,Warren's Souvenir Wine Bottle Pops Up in Big-Donor Debate,,,Warren's Souvenir Wine Bottle Pops Up in Big-Donor Debate,,,,By The Associated Press,[],The Associated Press
1,"Three years into Donald Trump's presidency, the U.S. government is ramping up its efforts to seize private land in Texas to build a border wall.",https://www.nytimes.com/aponline/2019/12/21/us/ap-us-border-wall-texas.html,"Three years into Donald Trump's presidency, the U.S. government is ramping up its efforts to seize private land in Texas to build a border wall.","HOUSTON — Three years into Donald Trump's presidency, the U.S. government is ramping up its efforts to seize private land in Texas to build a border wall.",AP,[],[],2019-12-21T14:18:27+0000,article,None,U.S.,,News,nyt://article/e4b5cacb-ffdb-558d-9353-2412a2c95441,812,nyt://article/e4b5cacb-ffdb-558d-9353-2412a2c95441,US Heads to Court to Build Trump Border Wall in Texas,,,US Heads to Court to Build Trump Border Wall in Texas,,,,By The Associated Press,[],The Associated Press
2,"British Prime Minister Boris Johnson said on Saturday he would carry on trying to help the family of 19-year-old Briton Harry Dunn, killed in a road collision with a U.S. diplomat's wife who then left the country.",https://www.nytimes.com/reuters/2019/12/21/world/europe/21reuters-britain-usa-crash-johnson.html,"British Prime Minister Boris Johnson said on Saturday he would carry on trying to help the family of 19-year-old Briton Harry Dunn, killed in a road collision with a U.S. diplomat's wife who then left the country.","LONDON — British Prime Minister Boris Johnson said on Saturday he would carry on trying to help the family of 19-year-old Briton Harry Dunn, killed in a road collision with a U.S. diplomat's wife who then left the country.",Reuters,[],[],2019-12-21T13:51:31+0000,article,None,World,Europe,News,nyt://article/64f6b049-c03f-5f85-bb36-5514e2e3a919,204,nyt://article/64f6b049-c03f-5f85-bb36-5514e2e3a919,UK's Johnson Says He Will Keep Pressing U.S. Over Fatal Crash,,,UK's Johnson Says He Will Keep Pressing U.S. Over Fatal Crash,,,,By Reuters,[],Reuters
3,"The closing passage in  President Donald Trump's impeachment-eve letter  to House Speaker Nancy Pelosi had the ring of truth to it. He was writing his thoughts for history, he said. For 100 years from now, ""when people look back at this affair.”",https://www.nytimes.com/aponline/2019/12/21/us/politics/ap-us-fact-check-week.html,"The closing passage in  President Donald Trump's impeachment-eve letter  to House Speaker Nancy Pelosi had the ring of truth to it. He was writing his thoughts for history, he said. For 100 years from now, ""when people look back at this affair.”","WASHINGTON — The closing passage in President Donald Trump's impeachment-eve letter to House Speaker Nancy Pelosi had the ring of truth to it. He was writing his thoughts for history, he said. For 100 years from now, ""when people look back at this affair.”",AP,[],[],2019-12-21T13:21:29+0000,article,None,U.S.,Politics,News,nyt://article/ac0c38e6-19ec-5a38-920f-5d90d944286e,3082,nyt://article/ac0c38e6-19ec-5a38-920f-5d90d944286e,AP FACT CHECK: Trump's Distorted Letter to Dems and History,,,AP FACT CHECK: Trump's Distorted Letter to Dems and History,,,,By The Associated Press,[],The Associated Press
4,The Afghan government said Saturday it has detained about 700 Islamic State group fighters and family members in eastern Afghanistan over the past six months. ,https://www.nytimes.com/aponline/2019/12/21/world/asia/ap-as-afghanistan.html,The Afghan government said Saturday it has detained about 700 Islamic State group fighters and family members in eastern Afghanistan over the past six months. ,"KABUL, Afghanistan — The Afghan government said Saturday it has detained about 700 Islamic State group fighters and family members in eastern Afghanistan over the past six months. ",AP,[],[],2019-12-21T13:21:27+0000,article,None,World,Asia Pacific,News,nyt://article/7bab97be-2ad4-5918-a4cb-92576069d44a,268,nyt://article/7bab97be-2ad4-5918-a4cb-92576069d44a,"Afghan Official: Hundreds of IS Members, Family Detained",,,"Afghan Official: Hundreds of IS Members, Family Detained",,,,By The Associated Press,[],The Associated Press
5,"Russia's Foreign Ministry said on Saturday that Moscow will press ahead with a major Russia-to-Germany natural gas pipeline, disregarding U.S. sanctions.",https://www.nytimes.com/reuters/2019/12/21/business/21reuters-usa-russia-nord-stream-reaction.html,"Russia's Foreign Ministry said on Saturday that Moscow will press ahead with a major Russia-to-Germany natural gas pipeline, disregarding U.S. sanctions.","MOSCOW — Russia's Foreign Ministry said on Saturday that Moscow will press ahead with a major Russia-to-Germany natural gas pipeline, disregarding U.S. sanctions.",Reuters,[],[],2019-12-21T12:18:38+0000,article,None,Business Day,,News,nyt://article/2d07d924-e050-5162-9052-3d9c9f2ca8cc,89,nyt://article/2d07d924-e050-5162-9052-3d9c9f2ca8cc,Russia to Go Ahead With Gas Pipe Project Despite U.S. Sanctions,,,Russia to Go Ahead With Gas Pipe Project Despite U.S. Sanctions,,,,By Reuters,[],Reuters
6,"China's top lawmaking body on Saturday criticized the defense bill that Washington passed this week as ""interference"", Chinese state news agency Xinhua reported.",https://www.nytimes.com/reuters/2019/12/21/world/asia/21reuters-china-usa-defense.html,"China's top lawmaking body on Saturday criticized the defense bill that Washington passed this week as ""interference"", Chinese state news agency Xinhua reported.","SHANGHAI — China's top lawmaking body on Saturday criticized the defense bill that Washington passed this week as ""interference"", Chinese state news agency Xinhua reported.",Reuters,[],[],2019-12-21T11:54:34+0000,article,None,World,Asia Pacific,News,nyt://article/7bac1834-3f18-5cee-8060-0b70d7f8127a,198,nyt://article/7bac1834-3f18-5cee-8060-0b70d7f8127a,China Criticizes U.S. Defense Bill as Interference,,,China Criticizes U.S. Defense Bill as Interference,,,,By Reuters,[],Reuters
7,"Russia and Ukraine announced terms of a new gas transit deal on Saturday, under which Moscow will supply Europe for at least another five years via its former Soviet neighbour and pay a $2.9 billion settlement to Kiev to end a legal dispute.",https://www.nytimes.com/reuters/2019/12/21/business/21reuters-russia-ukraine-gas-details.html,"Russia and Ukraine announced terms of a new gas transit deal on Saturday, under which Moscow will supply Europe for at least another five years via its former Soviet neighbour and pay a $2.9 billion settlement to Kiev to end a legal dispute.","MOSCOW/KIEV — Russia and Ukraine announced terms of a new gas transit deal on Saturday, under which Moscow will supply Europe for at least another five years via its former Soviet neighbour and pay a $2.9 billion settlement to Kiev to end a legal dispute.",Reuters,[],[],2019-12-21T11:36:37+0000,article,None,Business Day,,News,nyt://article/d1c46165-d03a-5c57-b7b6-64efc3b8615e,430,nyt://article/d1c46165-d03a-5c57-b7b6-64efc3b8615e,"Russia, Ukraine Outline Terms for Five-Year Gas Transit Deal to End Row",,,"Russia, Ukraine Outline Terms for Five-Year Gas Transit Deal to End Row",,,,By Reuters,[],Reuters
8,"Russia must keep to schedule on implementing the Nord Stream 2 gas pipeline link to Europe, a senior Russian senator told state news agency RIA on Saturday, after pipe-laying was suspended due to U.S. sanctions.",https://www.nytimes.com/reuters/2019/12/21/business/21reuters-usa-russia-nord-stream-senate.html,"Russia must keep to schedule on implementing the Nord Stream 2 gas pipeline link to Europe, a senior Russian senator told state news agency RIA on Saturday, after pipe-laying was suspended due to U.S. sanctions.","MOSCOW — Russia must keep to schedule on implementing the Nord Stream 2 gas pipeline link to Europe, a senior Russian senator told state news agency RIA on Saturday, after pipe-laying was suspended due to U.S. sanctions.",Reuters,[],[],2019-12-21T10:06:31+0000,article,None,Business Day,,News,nyt://article/f801fa3f-e872-52fd-ac8c-057667a1a9aa,82,nyt://article/f801fa3f-e872-52fd-ac8c-057667a1a9aa,Russia Must Press on With Nord Stream 2 Gas Line to Europe: Russian Senator,,,Russia Must Press on With Nord Stream 2 Gas Line to Europe: Russian Senator,,,,By Reuters,[],Reuters
9,A company that operates ships laying sections of a new German-Russian pipeline said Saturday it is suspending the work after U.S. President Donald Trump signed legislation threatening sanctions.,https://www.nytimes.com/aponline/2019/12/21/business/bc-eu-germany-us-russia-sanctions.html,A company that operates ships laying sections of a new German-Russian pipeline said Saturday it is suspending the work after U.S. President Donald Trump signed legislation threatening sanctions.,BERLIN — A company that operates ships laying sections of a new German-Russian pipeline said Saturday it is suspending the work after U.S. President Donald Trump signed legislation threatening sanctions.,AP,[],[],2019-12-21T10:00:27+0000,article,None,Business Day,,News,nyt://article/e61f4375-69a9-59e2-9ad6-92be482c08a5,673,nyt://article/e61f4375-69a9-59e2-9ad6-92be482c08a5,Firm Suspends Nord Stream 2 Pipeline Work Over US Sanctions,,,Firm Suspends Nord Stream 2 Pipeline Work Over US Sanctions,,,,By The Associated Press,[],The Associated Press
