,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Some members of the U.S. Senate hearing President Donald Trump's impeachment trial, a proceeding following decades-old precedent, said they welcomed at least one of the chamber's anachronistic rules: a ban on cellphones.",https://www.nytimes.com/reuters/2020/01/24/us/politics/24reuters-usa-trump-impeachment-scene.html,"Some members of the U.S. Senate hearing President Donald Trump's impeachment trial, a proceeding following decades-old precedent, said they welcomed at least one of the chamber's anachronistic rules: a ban on cellphones.","WASHINGTON — Some members of the U.S. Senate hearing President Donald Trump's impeachment trial, a proceeding following decades-old precedent, said they welcomed at least one of the chamber's anachronistic rules: a ban on cellphones.",Reuters,[],[],2020-01-24T09:40:32+0000,article,None,U.S.,Politics,News,nyt://article/ca7d721a-8f3c-5f3c-865a-99a8fc0f5844,533,nyt://article/ca7d721a-8f3c-5f3c-865a-99a8fc0f5844,U.S. Senators on 'Digital Detox' as They Hear Trump's Impeachment Trial,,,U.S. Senators on 'Digital Detox' as They Hear Trump's Impeachment Trial,,,,By Reuters,[],Reuters
1,U.S. House of Representatives Democrats on Friday wrap up their arguments in the impeachment trial of President Donald Trump in the U.S. Senate.,https://www.nytimes.com/reuters/2020/01/24/us/politics/24reuters-usa-trump-impeachment-quotes-factbox.html,U.S. House of Representatives Democrats on Friday wrap up their arguments in the impeachment trial of President Donald Trump in the U.S. Senate.,(Reuters) - U.S. House of Representatives Democrats on Friday wrap up their arguments in the impeachment trial of President Donald Trump in the U.S. Senate.,Reuters,[],[],2020-01-24T09:40:31+0000,article,None,U.S.,Politics,News,nyt://article/2f8ed063-68cd-5397-b146-de048d21f7c2,475,nyt://article/2f8ed063-68cd-5397-b146-de048d21f7c2,'Constitutional Crime:' Quotes From the Fourth Day of Trump's Impeachment Trial,,,'Constitutional Crime:' Quotes From the Fourth Day of Trump's Impeachment Trial,,,,By Reuters,[],Reuters
2,"Starting on Wednesday, seven members of the House of Representatives will try to convince the U.S. Senate that President Donald Trump should be removed from office. ",https://www.nytimes.com/reuters/2020/01/24/us/politics/24reuters-usa-trump-impeachment-managers-factbox.html,"Starting on Wednesday, seven members of the House of Representatives will try to convince the U.S. Senate that President Donald Trump should be removed from office. ","(Reuters) - Starting on Wednesday, seven members of the House of Representatives will try to convince the U.S. Senate that President Donald Trump should be removed from office. ",Reuters,[],[],2020-01-24T09:40:29+0000,article,None,U.S.,Politics,News,nyt://article/4ce096e7-6077-5d0d-a379-f00b2e57d68f,476,nyt://article/4ce096e7-6077-5d0d-a379-f00b2e57d68f,Factbox: Here's the Team Arguing for Trump's Removal in the Senate,,,Factbox: Here's the Team Arguing for Trump's Removal in the Senate,,,,By Reuters,[],Reuters
3,"A protester burst into the Senate visitor gallery shouting ""dismiss the charges"" during U.S. President Donald Trump's impeachment trial on Wednesday, only to be quickly subdued and led away in handcuffs by police.",https://www.nytimes.com/reuters/2020/01/24/us/politics/24reuters-usa-trump-impeachment-protester.html,"A protester burst into the Senate visitor gallery shouting ""dismiss the charges"" during U.S. President Donald Trump's impeachment trial on Wednesday, only to be quickly subdued and led away in handcuffs by police.","WASHINGTON — A protester burst into the Senate visitor gallery shouting ""dismiss the charges"" during U.S. President Donald Trump's impeachment trial on Wednesday, only to be quickly subdued and led away in handcuffs by police.",Reuters,[],[],2020-01-24T09:40:28+0000,article,None,U.S.,Politics,News,nyt://article/6227b6c8-2f19-54a5-9bc6-1e7eefefbe46,134,nyt://article/6227b6c8-2f19-54a5-9bc6-1e7eefefbe46,Protester Shouting 'Dismiss the Charges' Briefly Interrupts Trump Impeachment Trial,,,Protester Shouting 'Dismiss the Charges' Briefly Interrupts Trump Impeachment Trial,,,,By Reuters,[],Reuters
4,U.S. Senate Democratic leader Chuck Schumer on Wednesday ruled out a so-called witness trade in which Republicans call witnesses Democrats want in exchange for former Vice President Joe Biden's son Hunter Biden testifying in President Donald Trump's impeachment trial.,https://www.nytimes.com/reuters/2020/01/24/us/politics/24reuters-usa-trump-impeachment-witnesses.html,U.S. Senate Democratic leader Chuck Schumer on Wednesday ruled out a so-called witness trade in which Republicans call witnesses Democrats want in exchange for former Vice President Joe Biden's son Hunter Biden testifying in President Donald Trump...,WASHINGTON — U.S. Senate Democratic leader Chuck Schumer on Wednesday ruled out a so-called witness trade in which Republicans call witnesses Democrats want in exchange for former Vice President Joe Biden's son Hunter Biden testifying in President Donald Trump's impeachment trial.,Reuters,[],[],2020-01-24T09:40:25+0000,article,None,U.S.,Politics,News,nyt://article/c4483915-d4d7-5e7c-88f8-3f299a44f35d,110,nyt://article/c4483915-d4d7-5e7c-88f8-3f299a44f35d,Democrat Schumer: Impeachment Witness Trade Involving Hunter Biden 'Off the Table',,,Democrat Schumer: Impeachment Witness Trade Involving Hunter Biden 'Off the Table',,,,By Reuters,[],Reuters
5,"Twenty U.S. states sued the Trump administration on Thursday to block what they called its latest effort to allow blueprints for making guns from 3-D printers to be released on the internet, threatening a proliferation of ""ghost guns"" that spread violence.",https://www.nytimes.com/reuters/2020/01/24/us/23reuters-usa-3d-guns.html,"Twenty U.S. states sued the Trump administration on Thursday to block what they called its latest effort to allow blueprints for making guns from 3-D printers to be released on the internet, threatening a proliferation of ""ghost guns"" that spread ...","(Reuters) - Twenty U.S. states sued the Trump administration on Thursday to block what they called its latest effort to allow blueprints for making guns from 3-D printers to be released on the internet, threatening a proliferation of ""ghost guns"" that spread violence.",Reuters,[],[],2020-01-24T09:40:12+0000,article,None,U.S.,,News,nyt://article/b35b7624-9f23-5dd7-9d82-8d7c8a6f0606,385,nyt://article/b35b7624-9f23-5dd7-9d82-8d7c8a6f0606,U.S. States Sue to Block White House From Allowing 3-D Printed Guns,,,U.S. States Sue to Block White House From Allowing 3-D Printed Guns,,,,By Reuters,[],Reuters
6,"U.S. President Donald Trump was the ringleader of an effort to coerce Ukraine to dig up dirt on a domestic political rival, ""worked hard"" to cover it up and has shown no remorse, Democratic lawmakers said on Friday in his impeachment trial.",https://www.nytimes.com/reuters/2020/01/24/us/politics/24reuters-usa-trump-impeachment.html,"U.S. President Donald Trump was the ringleader of an effort to coerce Ukraine to dig up dirt on a domestic political rival, ""worked hard"" to cover it up and has shown no remorse, Democratic lawmakers said on Friday in his impeachment trial.","WASHINGTON — U.S. President Donald Trump was the ringleader of an effort to coerce Ukraine to dig up dirt on a domestic political rival, ""worked hard"" to cover it up and has shown no remorse, Democratic lawmakers said on Friday in his impeachment trial.",Reuters,[],[],2020-01-24T09:37:11+0000,article,None,U.S.,Politics,News,nyt://article/d5336ff0-d7f9-559b-ac36-b34a34ce6bf0,980,nyt://article/d5336ff0-d7f9-559b-ac36-b34a34ce6bf0,"Democrats Say Trump 'Worked Hard' on Ukraine Cover-Up, Shows No Remorse",,,"Democrats Say Trump 'Worked Hard' on Ukraine Cover-Up, Shows No Remorse",,,,By Reuters,[],Reuters
7,"U.S. Senate Democratic Leader Chuck Schumer on Wednesday did not slam the door shut on the possibility of Joe Biden or his son Hunter testifying in the impeachment trial of President Donald Trump, but he said there was no need to hear from anyone unrelated to the charges.",https://www.nytimes.com/reuters/2020/01/24/us/politics/24reuters-usa-trump-impeachment-bidens.html,"U.S. Senate Democratic Leader Chuck Schumer on Wednesday did not slam the door shut on the possibility of Joe Biden or his son Hunter testifying in the impeachment trial of President Donald Trump, but he said there was no need to hear from anyone ...","WASHINGTON — U.S. Senate Democratic Leader Chuck Schumer on Wednesday did not slam the door shut on the possibility of Joe Biden or his son Hunter testifying in the impeachment trial of President Donald Trump, but he said there was no need to hear from anyone unrelated to the charges.",Reuters,[],[],2020-01-24T09:37:09+0000,article,None,U.S.,Politics,News,nyt://article/59e1a409-4d3c-521d-8b20-eea1deba1592,133,nyt://article/59e1a409-4d3c-521d-8b20-eea1deba1592,U.S. Sen. Schumer Says Bidens Have 'Nothing to Do' With Trump Impeachment Charges,,,U.S. Sen. Schumer Says Bidens Have 'Nothing to Do' With Trump Impeachment Charges,,,,By Reuters,[],Reuters
8,"U.S. President Donald Trump will sign a trade pact between the United States, Mexico and Canada on Wednesday during a ceremony at the White House, an administration official told Reuters on Thursday.",https://www.nytimes.com/reuters/2020/01/24/business/24reuters-usa-trade-usmca-exclusive.html,"U.S. President Donald Trump will sign a trade pact between the United States, Mexico and Canada on Wednesday during a ceremony at the White House, an administration official told Reuters on Thursday.","DORAL, Fla. — U.S. President Donald Trump will sign a trade pact between the United States, Mexico and Canada on Wednesday during a ceremony at the White House, an administration official told Reuters on Thursday.",Reuters,[],[],2020-01-24T09:28:12+0000,article,None,Business Day,,News,nyt://article/b205dd60-cd0f-504b-9f00-fde9b943c516,207,nyt://article/b205dd60-cd0f-504b-9f00-fde9b943c516,Exclusive: Trump to Sign USMCA Trade Deal Wednesday at the White House-Source,,,Exclusive: Trump to Sign USMCA Trade Deal Wednesday at the White House-Source,,,,By Reuters,[],Reuters
9,"More than two years after he first proposed a peace plan for Israel and the Palestinians, U.S. President Donald Trump said on Thursday he would reveal details on how he will tackle the long intractable political issues within days.",https://www.nytimes.com/reuters/2020/01/24/world/middleeast/24reuters-israel-palestinians-usa-explainer.html,"More than two years after he first proposed a peace plan for Israel and the Palestinians, U.S. President Donald Trump said on Thursday he would reveal details on how he will tackle the long intractable political issues within days.","JERUSALEM — More than two years after he first proposed a peace plan for Israel and the Palestinians, U.S. President Donald Trump said on Thursday he would reveal details on how he will tackle the long intractable political issues within days.",Reuters,[],[],2020-01-24T09:25:25+0000,article,None,World,Middle East,News,nyt://article/d93d8697-763f-56de-a335-3a3dac9379e4,862,nyt://article/d93d8697-763f-56de-a335-3a3dac9379e4,Explainer: What Do We Know About Trump's Mideast Peace Plan?,,,Explainer: What Do We Know About Trump's Mideast Peace Plan?,,,,By Reuters,[],Reuters
