,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1968/01/24/archives/obituary-1-no-title.html,,,45,The New York Times,[],[],1968-01-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/1e8504fd-381c-5e25-980b-cabf3974f5c5,0,nyt://article/1e8504fd-381c-5e25-980b-cabf3974f5c5,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
1,,https://www.nytimes.com/1968/01/21/archives/jeanie-adams-gillespie-bride-of-donald-steele.html,,,72,The New York Times,[],[],1968-01-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/c2b3e97e-038c-5292-8128-df0866cc7f48,0,nyt://article/c2b3e97e-038c-5292-8128-df0866cc7f48,Jeanie Adams Gillespie Bride of Donald Steele,1,,Jeanie Adams Gillespie Bride of Donald Steele,,,,,[],,
2,"Command repts record 2.5-million passengers and 680,000 tons of cargo carried, '67",https://www.nytimes.com/1968/01/21/archives/operations-in-asia-help-us-command-set-airlift-records.html,"Command repts record 2.5-million passengers and 680,000 tons of cargo carried, '67",,21,The New York Times,[],"[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY AIRLIFT COMMAND', 'rank': 2, 'major': 'N'}]",1968-01-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/63e5e0f5-d007-5853-8df2-74dcbe3b26de,0,nyt://article/63e5e0f5-d007-5853-8df2-74dcbe3b26de,Operations in Asia Help U.S. Command Set Airlift Records,,,Operations in Asia Help U.S. Command Set Airlift Records,,,,,[],,S
3,"Twenty-five competitors who will take part in the first annual Catskill invitation figure skating championship on Feb. 10, will practice at five different rinks next Saturday.  ",https://www.nytimes.com/1968/01/21/archives/ice-skaters-to-drill-in-5-rinks-saturday.html,,,4,The New York Times,[],[],1968-01-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/830f0564-d088-592b-a2e7-cd6fb9552ca2,0,nyt://article/830f0564-d088-592b-a2e7-cd6fb9552ca2,ICE SKATERS TO DRILL IN 5 RINKS SATURDAY,1,,ICE SKATERS TO DRILL IN 5 RINKS SATURDAY,,,,,[],,SPORTSS
4,,https://www.nytimes.com/1968/01/21/archives/announcements.html,,,73,The New York Times,[],[],1968-01-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/75a6c9af-ff8d-5a46-a3ef-d29ed9e4fcb2,0,nyt://article/75a6c9af-ff8d-5a46-a3ef-d29ed9e4fcb2,Announcements,1,,Announcements,,,,,[],,
5,,https://www.nytimes.com/1968/01/20/archives/obituary-1-no-title.html,,,29,The New York Times,[],[],1968-01-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/8d21fd88-fbad-5172-b27f-1b686188bd22,0,nyt://article/8d21fd88-fbad-5172-b27f-1b686188bd22,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
6,"Granowitz, Sanford (Mrs)",https://www.nytimes.com/1968/01/19/archives/obituary-1-no-title.html,"Granowitz, Sanford (Mrs)",,47,The New York Times,[],"[{'name': 'persons', 'value': 'GRANOWITZ, SANFORD', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-01-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/bc698b8a-0092-52d5-a5d0-d880ab00dd3a,0,nyt://article/bc698b8a-0092-52d5-a5d0-d880ab00dd3a,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
7,"Prime of Miss Jean Brodie, The: (By J Allen, based on M Spark novel) rev",https://www.nytimes.com/1968/01/17/archives/theater-teachers-tale-miss-jean-brodie-at-the-helen-hayes.html,"Prime of Miss Jean Brodie, The: (By J Allen, based on M Spark novel) rev",,39,The New York Times,[],"[{'name': 'persons', 'value': 'J ALLEN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'PRIME OF MISS JEAN BRODIE, THE', 'rank': 4, 'major': 'N'}]",1968-01-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/90c34ef9-6cb4-5565-b36a-c73d3d7b4acd,0,nyt://article/90c34ef9-6cb4-5565-b36a-c73d3d7b4acd,Theater: Teacher's Tale; ' Miss Jean Brodie' at the Helen Hayes,,,Theater: Teacher's Tale; ' Miss Jean Brodie' at the Helen Hayes,,,,By Clive Barnes,"[{'firstname': 'Clive', 'middlename': None, 'lastname': 'Barnes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
8,"The Russian Children's Welfare Society, founded 42 years ago to help sick and poor children of refugees from the Soviet Union, will be aided by the fourth annual Petroushka Ball on Jan. 26 at the Pierre Hotel.  ",https://www.nytimes.com/1968/01/16/archives/petroushka-ball-jan-26-at-pierre-to-aid-children.html,,,29,The New York Times,[],[],1968-01-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/3e28053e-108f-58b8-b882-8dba33a792fb,0,nyt://article/3e28053e-108f-58b8-b882-8dba33a792fb,Petroushka Ball Jan. 26 at Pierre To Aid Children,1,,Petroushka Ball Jan. 26 at Pierre To Aid Children,,,,,[],,
9,,https://www.nytimes.com/1968/01/16/archives/obituary-1-no-title.html,,,39,The New York Times,[],[],1968-01-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/0057f6f1-186c-557f-b9c9-dbbe7ced608e,0,nyt://article/0057f6f1-186c-557f-b9c9-dbbe7ced608e,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
