,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"The Bush administration asserts that federal price negotiations would cause the current Medicare drug benefit to unravel, and would not result in lower drug prices.",https://www.nytimes.com/2006/11/13/washington/13medicare.html,"The Bush administration asserts that federal price negotiations would cause the current Medicare drug benefit to unravel, and would not result in lower drug prices.","WASHINGTON, Nov. 12 — The Bush administration said on Sunday that it would strenuously oppose one of the Democrats’ top priorities for the new Congress: legislation authorizing the government to negotiate with drug companies to secure lower drug prices for Medicare beneficiaries.",A,16,The New York Times,[],"[{'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Tommy G', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Discount Selling', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ANTHRAX', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Leavitt, Michael O', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Anthem Incorporated', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Pelosi, Nancy', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Veterans', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Washington (DC)', 'rank': 17, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 19, 'major': 'N'}]",2006-11-13T05:00:00+0000,article,National,Washington,News,nyt://article/918aa8b4-9f69-5179-82a9-ae05f31d107d,978,nyt://article/918aa8b4-9f69-5179-82a9-ae05f31d107d,Administration Opposes Democrats’ Plan for Negotiating Medicare Drug Prices,,,Administration Opposes Democrats’ Plan for Negotiating Medicare Drug Prices,,,,By Robert Pear,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Pear', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,"Roundup of election results in Midwest; tallies; map; chart; Illinois: Tammy Duckworth, who lost her legs in Iraq and drew international attention with challenge to Pres Bush's policy, loses to Peter Roskam in bid for seat of retiring Rep Henry Hyde in heavily Republican DuPage County; Rep Melissa Bean and Gov Rod Blagojevich, Democrats, win; Indiana: Democrat Brad Ellsworth trounces Rep John Hostettler; Democrat Joe Donnelly unseats Rep Chris Chocola and Baron Hill takes back seat he lost to Mike Sodrel in 2004; four Republican and two Democratic congressmen win, as does Sen Richard Lugar; Iowa: Democrats elect governor, win Legislature and, in stunning upset, oust Jim Leach, moderate Republican in Congress for 30 years; Chet Culver defeats Rep Jim Nussle in governor's race; Dave Loebsack unseats Leach; Democrat Bruce Braley defeats Mike Whalen for Nussle seat; Kansas: Democratic Gov Kathleen Sebelius cruises to re-election; Republican-turned-Democrat Paul Morrison easily unseats controversial Atty Gen Phill Kline; Mark Parkinson, also former Republican, is elected lieutenant governor; Democrat Nancy Boyda unseats Repr Jim Ryun; Republicans hold control of state Board of Education but critics of teaching evolution lose majority; Michigan: Democrats take control of Legislature and hold governorship with Jennifer Granholm's re-election; voters approve anti-affirmative action initiative; Sen Debbie Stabenow wins; Missouri: Democrat Claire McCaskill ousts Sen Jim Talent in closely watched race in bellwether state; voters approve stem cell research and minimum wage increase; Minnesota: Gov Tim Pawlenty defeats Democrat Mike Hatch by one percentage point; Democrat Amy Klobuchar defeats Rep Mark Kennedy to become first female elected to Senate from state; Democrat Tim Walz unseats Rep Gil Gutknecht; Nebraska: Democratic Sen Ben Nelson wins easily; Republican Adrian Smith defeats Scott Kleeb for House; Republican Gov Dave Heineman defeats David Hahn; North Dakota: Sen Kent Conrad and Rep Earl Pomeroy, Democrats, win; voters approve limiting eminent domain property seizures; Ohio: Democrat Ted Strickland defeats J Kenneth Blackwell for governor, Democrat Sherrod Brown unseats Sen Mike DeWine; Democrats win other statewide offices and six of 18 Congressional districts, gain of one, with two undecided; candidates backing teaching of evolution win seats on state Board of Education; one is Tom Sawyer, recruited by university scientists to challenge Deborah Owens Fink; South Dakota: voters reject broad abortion ban, 56-44 percent; Gov Michael Rounds and Rep Stephanie Herseth win; Wisconsin: Gov Jim Doyle defeats Rep Mark Green and fellow Democrat Sen Herb Kohl defeats Robert Lorge; voters approve ban on same-sex unions and nonbinding proposal for reinstatement of death penalty",https://www.nytimes.com/2006/11/09/us/the-2006-elections-state-by-state-midwest.html,"Roundup of election results in Midwest; tallies; map; chart; Illinois: Tammy Duckworth, who lost her legs in Iraq and drew international attention with challenge to Pres Bush's policy, loses to Peter Roskam in bid for seat of retiring Rep Henry Hy...",Correction Appended,P,12,The New York Times,[],"[{'name': 'glocations', 'value': 'Kansas', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Nebraska', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'DuPage County (Ill)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iowa', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Midwestern States (US)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Ohio', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Illinois', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Michigan', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'North Dakota', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Minnesota', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Indiana', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Missouri', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 14, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 16, 'major': 'N'}, {'name': 'persons', 'value': 'Ryun, Jim', 'rank': 17, 'major': 'N'}, {'name': 'persons', 'value': 'Hill, Baron', 'rank': 18, 'major': 'N'}, {'name': 'persons', 'value': 'Heineman, Dave', 'rank': 19, 'major': 'N'}, {'name': 'persons', 'value': 'Nelson, Ben', 'rank': 20, 'major': 'N'}, {'name': 'persons', 'value': 'Hatch, Mike', 'rank': 21, 'major': 'N'}, {'name': 'persons', 'value': 'DeWine, Mike', 'rank': 22, 'major': 'N'}, {'name': 'persons', 'value': 'Granholm, Jennifer M', 'rank': 23, 'major': 'N'}, {'name': 'persons', 'value': 'MCSWEENEY, DAVID', 'rank': 24, 'major': 'N'}, {'name': 'persons', 'value': 'Roskam, Peter J', 'rank': 25, 'major': 'N'}, {'name': 'persons', 'value': 'TOPINKA, JUDY BAAR', 'rank': 26, 'major': 'N'}, {'name': 'persons', 'value': 'MECHTEL, MATT', 'rank': 27, 'major': 'N'}, {'name': 'persons', 'value': 'KENNEDY, MARK', 'rank': 28, 'major': 'N'}, {'name': 'persons', 'value': 'Lugar, Richard G', 'rank': 29, 'major': 'N'}, {'name': 'persons', 'value': 'Morrison, Paul', 'rank': 30, 'major': 'N'}, {'name': 'persons', 'value': 'Pawlenty, Tim', 'rank': 31, 'major': 'N'}, {'name': 'persons', 'value': 'Smith, Adrian', 'rank': 32, 'major': 'N'}, {'name': 'persons', 'value': 'Gutknecht, Gil', 'rank': 33, 'major': 'N'}, {'name': 'persons', 'value': 'SODREL, MIKE', 'rank': 34, 'major': 'N'}, {'name': 'persons', 'value': 'BRALEY, BRUCE L', 'rank': 35, 'major': 'N'}, {'name': 'persons', 'value': 'Klobuchar, Amy', 'rank': 36, 'major': 'N'}, {'name': 'persons', 'value': 'GROTBERG, MATT', 'rank': 37, 'major': 'N'}, {'name': 'persons', 'value': 'PARKINSON, MARK', 'rank': 38, 'major': 'N'}, {'name': 'persons', 'value': 'Leach, Jim', 'rank': 39, 'major': 'N'}, {'name': 'persons', 'value': 'OSBORN, STEVE', 'rank': 40, 'major': 'N'}, {'name': 'persons', 'value': 'TALENT, JIM', 'rank': 41, 'major': 'N'}, {'name': 'persons', 'value': 'Whalen, Mike', 'rank': 42, 'major': 'N'}, {'name': 'persons', 'value': 'Donnelly, Joe', 'rank': 43, 'major': 'N'}, {'name': 'persons', 'value': 'Nussle, Jim', 'rank': 44, 'major': 'N'}, {'name': 'persons', 'value': 'KLEEB, SCOTT', 'rank': 45, 'major': 'N'}, {'name': 'persons', 'value': 'Brown, Sherrod', 'rank': 46, 'major': 'N'}, {'name': 'persons', 'value': 'BEAN, MELISSA', 'rank': 47, 'major': 'N'}, {'name': 'persons', 'value': 'RICKETTS, PETE', 'rank': 48, 'major': 'N'}, {'name': 'persons', 'value': 'Pomeroy, Earl', 'rank': 49, 'major': 'N'}, {'name': 'persons', 'value': 'Blagojevich, Rod R', 'rank': 50, 'major': 'N'}, {'name': 'persons', 'value': 'Ellsworth, Brad', 'rank': 51, 'major': 'N'}, {'name': 'persons', 'value': 'Boyda, Nancy', 'rank': 52, 'major': 'N'}, {'name': 'persons', 'value': 'Hyde, Henry J', 'rank': 53, 'major': 'N'}, {'name': 'persons', 'value': 'Conrad, Kent', 'rank': 54, 'major': 'N'}, {'name': 'persons', 'value': 'Stabenow, Debbie', 'rank': 55, 'major': 'N'}, {'name': 'persons', 'value': 'DeVos, Dick', 'rank': 56, 'major': 'N'}, {'name': 'persons', 'value': 'Sebelius, Kathleen', 'rank': 57, 'major': 'N'}, {'name': 'persons', 'value': 'Blackwell, J Kenneth', 'rank': 58, 'major': 'N'}, {'name': 'persons', 'value': 'Hostettler, John', 'rank': 59, 'major': 'N'}, {'name': 'persons', 'value': 'Strickland, Ted', 'rank': 60, 'major': 'N'}, {'name': 'persons', 'value': 'Duckworth, L Tammy', 'rank': 61, 'major': 'N'}, {'name': 'persons', 'value': 'Chocola, Chris', 'rank': 62, 'major': 'N'}, {'name': 'persons', 'value': 'HAHN, DAVID', 'rank': 63, 'major': 'N'}, {'name': 'persons', 'value': 'LOEBSACK, DAVID W', 'rank': 64, 'major': 'N'}, {'name': 'persons', 'value': 'Kline, Phill', 'rank': 65, 'major': 'N'}, {'name': 'persons', 'value': 'McCaskill, Claire', 'rank': 66, 'major': 'N'}, {'name': 'persons', 'value': 'BOUCHARD, MICHAEL', 'rank': 67, 'major': 'N'}, {'name': 'persons', 'value': 'Culver, Chet', 'rank': 68, 'major': 'N'}, {'name': 'persons', 'value': 'Walz, Tim', 'rank': 69, 'major': 'N'}, {'name': 'subject', 'value': 'Stem Cells', 'rank': 70, 'major': 'N'}, {'name': 'subject', 'value': 'Legislatures and Parliaments', 'rank': 71, 'major': 'N'}, {'name': 'subject', 'value': 'Minorities (US)', 'rank': 72, 'major': 'N'}, {'name': 'subject', 'value': 'Minimum Wage', 'rank': 73, 'major': 'N'}, {'name': 'subject', 'value': 'LABOR', 'rank': 74, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 75, 'major': 'N'}, {'name': 'subject', 'value': 'ELECTION ISSUES', 'rank': 76, 'major': 'N'}, {'name': 'subject', 'value': 'Marriages', 'rank': 77, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 78, 'major': 'N'}, {'name': 'subject', 'value': 'Attorneys General', 'rank': 79, 'major': 'N'}, {'name': 'subject', 'value': 'Evolution', 'rank': 80, 'major': 'N'}, {'name': 'subject', 'value': 'Referendums', 'rank': 81, 'major': 'N'}, {'name': 'subject', 'value': 'AFFIRMATIVE ACTION', 'rank': 82, 'major': 'N'}, {'name': 'subject', 'value': 'ABORTION', 'rank': 83, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 84, 'major': 'N'}, {'name': 'subject', 'value': 'Education and Schools', 'rank': 85, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 86, 'major': 'N'}, {'name': 'subject', 'value': 'Governors (US)', 'rank': 87, 'major': 'N'}, {'name': 'subject', 'value': 'Eminent Domain', 'rank': 88, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 89, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 90, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 91, 'major': 'N'}, {'name': 'subject', 'value': 'Election Results', 'rank': 92, 'major': 'N'}, {'name': 'subject', 'value': 'Government Employees', 'rank': 93, 'major': 'N'}]",2006-11-09T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/8d240622-f7b3-5788-8b26-f2d88bb917e8,3407,nyt://article/8d240622-f7b3-5788-8b26-f2d88bb917e8,Midwest,THE 2006 ELECTIONS: STATE BY STATE,,THE 2006 ELECTIONS: STATE BY STATE; Midwest,,,,"By Vikas Bajaj, Julie Bosman, Sewell Chan, Sam Dillon, David M. Herszenhorn, Andy Newman, Robert Pear, Richard Pérez-Peña, Ray Rivera and Fernanda Santos contributed to this report","[{'firstname': 'Vikas', 'middlename': None, 'lastname': 'Bajaj', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Julie', 'middlename': None, 'lastname': 'Bosman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Sewell', 'middlename': None, 'lastname': 'Chan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}, {'firstname': 'Sam', 'middlename': None, 'lastname': 'Dillon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 4}, {'firstname': 'David', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 5}]",,
2,State-by-state tallies of results in elections to House of Representatives and United States Senate; maps and graphs showing results in major metropolitan areas and illustrating balance of power between Democrats and Republicans in both houses of Congress,https://www.nytimes.com/2006/11/09/washington/us/the-2006-elections-congress.html,State-by-state tallies of results in elections to House of Representatives and United States Senate; maps and graphs showing results in major metropolitan areas and illustrating balance of power between Democrats and Republicans in both houses of ...,"""The Races for the House""",P,8,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'CONGRESS', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Urban Areas', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Election Results', 'rank': 8, 'major': 'N'}]",2006-11-09T05:00:00+0000,article,National Desk,U.S.,List,nyt://article/50ede6d9-57c0-5742-ad93-50d53e27564c,6604,nyt://article/50ede6d9-57c0-5742-ad93-50d53e27564c,CONGRESS,THE 2006 ELECTIONS,,THE 2006 ELECTIONS; CONGRESS,,,,,[],,Politics
3,Roundup of election results in Midwestern states; map; exit poll responses (M),https://www.nytimes.com/2006/11/08/us/politics/state-by-state-results-the-midwest.html,Roundup of election results in Midwestern states; map; exit poll responses (M),"A big shift in Ohio, and a Senate battle in Missouri that turned all eyes to the Show Me State.",P,13,The New York Times,[],"[{'name': 'glocations', 'value': 'Kansas', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Nebraska', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'South Dakota', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iowa', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Midwestern States (US)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Ohio', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Illinois', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Michigan', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'North Dakota', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Minnesota', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Indiana', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Missouri', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Wisconsin', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC OPINION', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Election Results', 'rank': 17, 'major': 'N'}]",2006-11-08T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/b7bc42f2-93ae-5813-bd52-40a85aa71efd,1687,nyt://article/b7bc42f2-93ae-5813-bd52-40a85aa71efd,State by State Results: The Midwest,THE 2006 ELECTIONS: STATE BY STATE,,THE 2006 ELECTIONS: STATE BY STATE; Midwest,,,,"Vikas Bajaj, Julie Bosman, Sewell Chan, Sam Dillon, David M. Herszenhorn, Andy Newman, Robert Pear, Richard Pérez-Peña, Ray Rivera and Fernanda Santos contributed to this report","[{'firstname': 'Vikas', 'middlename': None, 'lastname': 'Bajaj', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Julie', 'middlename': None, 'lastname': 'Bosman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Sewell', 'middlename': None, 'lastname': 'Chan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}, {'firstname': 'Sam', 'middlename': None, 'lastname': 'Dillon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 4}, {'firstname': 'David', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 5}]",,
4,Illinois.,https://www.nytimes.com/2006/11/08/us/politics/08sbsmidwestcnd.html,Illinois.,Illinois,,,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/11/08/us/politics/1108-sbs-MIDWEST-for-web.gif', 'height': 560, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]",[],2006-11-08T05:00:00+0000,article,ContinuousNews,U.S.,News,nyt://article/e7add6d4-573e-535a-b5e8-a0693ba2a295,1627,nyt://article/e7add6d4-573e-535a-b5e8-a0693ba2a295,State by State Results: The Midwest,,,State-By-State Results: The Midwest,,,,,[],,Politics
5,"Charles Baxter Op-Ed article contends that Mark Kennedy's strategy for winning Minnesota's vacant Senate seat is to attack Democratic candidate Amy Klobuchar instead of discussing issues; says in Minnesota, polarizing negative ads may have lost their appeal because calamitous current events seem so urgent (M)",https://www.nytimes.com/2006/11/05/opinion/divorcecourt-politics.html,"Charles Baxter Op-Ed article contends that Mark Kennedy's strategy for winning Minnesota's vacant Senate seat is to attack Democratic candidate Amy Klobuchar instead of discussing issues; says in Minnesota, polarizing negative ads may have lost th...","Minneapolis - WATCHING a recent debate for Minnesota's vacant Senate seat, a friend of mine remarked, ""I hadn't expected the Lincoln-Douglas debates. But I was hoping for something better than 'Divorce Court.' """,4,13,The New York Times,[],"[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'KENNEDY, MARK', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Klobuchar, Amy', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Political Advertising', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ELECTION ISSUES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 7, 'major': 'N'}]",2006-11-05T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/8153ed16-4c5a-5aa0-9c32-034a660a7e13,567,nyt://article/8153ed16-4c5a-5aa0-9c32-034a660a7e13,Divorce-Court Politics,Op-Ed Contributor,,Divorce-Court Politics,,,,By Charles Baxter,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Baxter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,"In Minnesota, the appeal to polarization may have lost its appeal, possibly because the press of calamitous current events seems so urgent.",https://www.nytimes.com/2006/11/05/opinion/05baxter.html,"In Minnesota, the appeal to polarization may have lost its appeal, possibly because the press of calamitous current events seems so urgent.",Minneapolis,WK,13,The New York Times,"[{'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/11/04/opinion/minn.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2006/11/04/opinion/minn.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2006-11-05T05:00:00+0000,article,OpEd,Opinion,Op-Ed,nyt://article/ddea4b2e-2acd-59e0-833a-f438f488d4cc,574,nyt://article/ddea4b2e-2acd-59e0-833a-f438f488d4cc,Divorce-Court Politics,Op-Ed Contributor,,Divorce-Court Politics,,,,By Charles Baxter,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Baxter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,"Sen Barack Obama of Illinois is highly sought after by Democratic candidates for Congress across the country; photo of Obama in Rochester, Minn, to help rally support for Amy Klobuchar, Senate candidate, and Tim Walz, House candidate (M)",https://www.nytimes.com/2006/11/01/us/politics/a-senate-newcomer-helping-fellow-democrats-on-the-trail-and.html,"Sen Barack Obama of Illinois is highly sought after by Democratic candidates for Congress across the country; photo of Obama in Rochester, Minn, to help rally support for Amy Klobuchar, Senate candidate, and Tim Walz, House candidate (M)","MILWAUKEE, Oct. 31 - Senator Barack Obama of Illinois has become the prize catch of the midterm campaign. More sought after than virtually every other Democrat, Mr. Obama was fully booked, long ago, on a schedule to take him across a large swath of the country to help his party try to win control of Congress.",A,19,The New York Times,[],"[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Klobuchar, Amy', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Walz, Tim', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 10, 'major': 'N'}]",2006-11-01T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/3734d698-cb78-5b14-a85a-a602429eca56,1053,nyt://article/3734d698-cb78-5b14-a85a-a602429eca56,"A Senate Newcomer, Helping Fellow Democrats on the Trail and Drawing Big Crowds",,,"A Senate Newcomer, Helping Fellow Democrats on the Trail and Drawing Big Crowds",,,,By Anne E. Kornblut,"[{'firstname': 'Anne', 'middlename': 'E.', 'lastname': 'Kornblut', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Politics
8,Senator Barack Obama of Illinois has become the prize catch of the midterm campaign.,https://www.nytimes.com/2006/11/01/us/politics/01obama.html,Senator Barack Obama of Illinois has become the prize catch of the midterm campaign.,"MILWAUKEE, Oct. 31  Senator Barack Obama of Illinois has become the prize catch of the midterm campaign. More sought after than virtually every other Democrat, Mr. Obama was fully booked, long ago, on a schedule to take him across a large swath of the country to help his party try to win control of Congress. ",A,19,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/11/01/us/01obama_lg.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2006/11/01/us/01obama_lg.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/11/01/us/01obama_lg.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2006/11/01/us/01obama_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2006/11/01/us/01obama_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'House of Representatives', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 4, 'major': 'N'}]",2006-11-01T05:00:00+0000,article,National,U.S.,News,nyt://article/13a58f33-9d2c-5965-a370-75b3027a52b1,1058,nyt://article/13a58f33-9d2c-5965-a370-75b3027a52b1,"A Senate Newcomer, Helping Fellow Democrats on the Trail and Drawing Big Crowds",,,"A Senate Newcomer, Helping Fellow Democrats on the Trail and Drawing Big Crowds",,,,By Anne E. Kornblut,"[{'firstname': 'Anne', 'middlename': 'E.', 'lastname': 'Kornblut', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Politics
9,"WASHINGTON — The standing of the United States in the world - and particularly the conduct of the war in Iraq - may be troubling Americans, putting something of a premium on mastery of world affairs as voters choose between candidates in the increasingly competitive midterm elections Nov. 7.",https://www.nytimes.com/2006/10/24/world/americas/24iht-debate.3268659.html,,"WASHINGTON — The standing of the United States in the world - and particularly the conduct of the war in Iraq - may be troubling Americans, putting something of a premium on mastery of world affairs as voters choose between candidates in the increasingly competitive midterm elections Nov. 7.",,,International Herald Tribune,[],[],2006-10-25T05:00:00+0000,article,IHT News,World,News,nyt://article/f2627147-a349-544a-a148-f45e332fc422,739,nyt://article/f2627147-a349-544a-a148-f45e332fc422,U.S. election debates keep focus at home - Americas - International Herald Tribune,,,U.S. election debates keep focus at home - Americas - International Herald Tribune,,,,By Brian Knowlton,"[{'firstname': 'Brian', 'middlename': None, 'lastname': 'Knowlton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Americas
