,abstract,web_url,snippet,lead_paragraph,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/zelda-fichandler,,,[],[],2018-06-06T18:51:04+0000,multimedia,Obituaries,Obituaries,nyt://interactive/a0353529-14eb-48c7-bdae-5bcb21d1eaa8,0,nyt://interactive/a0353529-14eb-48c7-bdae-5bcb21d1eaa8,Notable Deaths 2016: Zelda Fichandler,,,,,,,,[],
1,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/zaha-hadid,,,[],[],2018-06-06T18:50:59+0000,multimedia,Obituaries,Obituaries,nyt://interactive/8ace19c9-cb82-45f9-9164-328eae9f4d27,0,nyt://interactive/8ace19c9-cb82-45f9-9164-328eae9f4d27,Notable Deaths 2016: Zaha Hadid,,,,,,,,[],
2,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/yvonne-chouteau,,,[],[],2018-06-06T18:50:53+0000,multimedia,Obituaries,Obituaries,nyt://interactive/1edadb5a-732b-4b7b-a927-28516c472a48,0,nyt://interactive/1edadb5a-732b-4b7b-a927-28516c472a48,Notable Deaths 2016: Yvonne Chouteau,,,,,,,,[],
3,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/yvette-fay-francis-mcbarnette,,,[],[],2018-06-06T18:50:48+0000,multimedia,Obituaries,Obituaries,nyt://interactive/9cd502a2-8c0f-4d2d-8e1c-decbe0b0f3d5,0,nyt://interactive/9cd502a2-8c0f-4d2d-8e1c-decbe0b0f3d5,Notable Deaths 2016: Yvette Fay Francis-McBarnette,,,,,,,,[],
4,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/yvette-chauvir,,,[],[],2018-06-06T18:50:42+0000,multimedia,Obituaries,Obituaries,nyt://interactive/a5f5e6db-7a66-445d-89ec-9b4c84a622f0,0,nyt://interactive/a5f5e6db-7a66-445d-89ec-9b4c84a622f0,Notable Deaths 2016: Yvette Chauviré,,,,,,,,[],
5,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/yves-bonnefoy,,,[],[],2018-06-06T18:50:37+0000,multimedia,Obituaries,Obituaries,nyt://interactive/08c4ab88-4062-49de-b127-cbb8ae2927b8,0,nyt://interactive/08c4ab88-4062-49de-b127-cbb8ae2927b8,Notable Deaths 2016: Yves Bonnefoy,,,,,,,,[],
6,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/yukio-ninagawa,,,[],[],2018-06-06T18:50:31+0000,multimedia,Obituaries,Obituaries,nyt://interactive/35c82512-f713-47af-8c4b-dc894c4a9931,0,nyt://interactive/35c82512-f713-47af-8c4b-dc894c4a9931,Notable Deaths 2016: Yukio Ninagawa,,,,,,,,[],
7,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/yang-jiang,,,[],[],2018-06-06T18:50:26+0000,multimedia,Obituaries,Obituaries,nyt://interactive/6093d669-da2b-42a7-a41a-0a213aec6712,0,nyt://interactive/6093d669-da2b-42a7-a41a-0a213aec6712,Notable Deaths 2016: Yang Jiang,,,,,,,,[],
8,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/yaffa-eliach,,,[],[],2018-06-06T18:50:20+0000,multimedia,Obituaries,Obituaries,nyt://interactive/d127ea9d-22fd-4d3a-aca8-7fd816672520,0,nyt://interactive/d127ea9d-22fd-4d3a-aca8-7fd816672520,Notable Deaths 2016: Yaffa Eliach,,,,,,,,[],
9,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/wp-kinsella,,,[],[],2018-06-06T18:50:15+0000,multimedia,Obituaries,Obituaries,nyt://interactive/092afc36-750f-41f2-8847-7b9f0498c9e8,0,nyt://interactive/092afc36-750f-41f2-8847-7b9f0498c9e8,Notable Deaths 2016: W.P. Kinsella,,,,,,,,[],
