,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1968/06/27/archives/obituary-1-no-title.html,,,43,The New York Times,[],[],1968-06-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/86180d86-4504-55f7-8021-eb9e27d5a200,0,nyt://article/86180d86-4504-55f7-8021-eb9e27d5a200,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
1,,https://www.nytimes.com/1968/06/26/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1968-06-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/154dea3a-a642-5575-90aa-df8b9077070c,0,nyt://article/154dea3a-a642-5575-90aa-df8b9077070c,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
2,"US and S Vietnam launch program to improve mil effectiveness of more than 300,000 militiamen in S Vietnam's Regional and Popular Forces",https://www.nytimes.com/1968/06/25/archives/militia-in-south-vietnam-is-being-revitalized-new-plan-to-improve.html,"US and S Vietnam launch program to improve mil effectiveness of more than 300,000 militiamen in S Vietnam's Regional and Popular Forces",,3,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Vietnam', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY BUILDUP, AID, LONG-RANGE PLANNING', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'GROUND ACTION IN SOUTH', 'rank': 5, 'major': 'N'}]",1968-06-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/f99c81e5-ac11-5987-a440-3153445d9a16,0,nyt://article/f99c81e5-ac11-5987-a440-3153445d9a16,"Militia in South Vietnam Is Being Revitalized; New Plan to Improve Force of 300,000 Is Designed to Protect Villages",,,"Militia in South Vietnam Is Being Revitalized; New Plan to Improve Force of 300,000 Is Designed to Protect Villages",,,,By Gene Robertsspecial To the New York Times,"[{'firstname': 'Gene', 'middlename': 'Robertsspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3,,https://www.nytimes.com/1968/06/24/archives/harvey-naglers-rights.html,,,36,The New York Times,[],[],1968-06-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/255da8ed-9f06-5088-80b6-f919ab75df60,0,nyt://article/255da8ed-9f06-5088-80b6-f919ab75df60,Harvey Nagler's Rights,1,,Harvey Nagler's Rights,,,,MARGARET RAY DOELGER,"[{'firstname': 'Margaret', 'middlename': 'Ray', 'lastname': 'DOELGER', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,,https://www.nytimes.com/1968/06/20/archives/patricia-gilbert-a-future-bride.html,,,52,The New York Times,[],[],1968-06-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/9776f219-121a-5750-9eb8-04bd5a5bf86c,0,nyt://article/9776f219-121a-5750-9eb8-04bd5a5bf86c,Patricia Gilbert A 'Future Bride,1,,Patricia Gilbert A 'Future Bride,,,,ial to The New Yank Tlms,[],,
5,,https://www.nytimes.com/1968/06/18/archives/19-debutantes-make-li-debut.html,,,40,The New York Times,[],[],1968-06-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/c848f359-e9af-57c2-b581-1ed023c9b686,0,nyt://article/c848f359-e9af-57c2-b581-1ed023c9b686,19 Debutantes Make L.I. Debut,1,,19 Debutantes Make L.I. Debut,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,"STAMFORD, Conn., June 15 -- The 11th annual Debutante Ball of the Junior League of Stamford-Norwalk was held tonight at the Stamford Yacht Club. Mrs. Rudolph Eberstadt Jr. and Mrs. Alan H. Bede were co-chairmen for the event, which benefited the league's Community Trust Fund.  ",https://www.nytimes.com/1968/06/16/archives/23-debutantes-bow-at-connecticut-ball.html,,,66,The New York Times,[],[],1968-06-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/6596be95-ed9a-5926-9696-369a32e6fbaf,0,nyt://article/6596be95-ed9a-5926-9696-369a32e6fbaf,23 Debutantes Bow At Connecticut Ball,1,,23 Debutantes Bow At Connecticut Ball,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,"IF there are non-books in the children's field they are the ones in which are assembled crazy questions, or riddles, or something that's silly enough to make a kid laugh if everyone's in a funny mood and they are read out loud.  ",https://www.nytimes.com/1968/06/16/archives/jokes-puns-and-riddles-by-david-allen-clark-illustrated-by-lionel.html,,,24,The New York Times,[],[],1968-06-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/11d9b41f-5731-5b15-b1c2-8d4e00248101,0,nyt://article/11d9b41f-5731-5b15-b1c2-8d4e00248101,"JOKES, PUNS, AND RIDDLES. By David Allen Clark. Illustrated by Lionel Kalish. 288 pp. New York: Doubleday & Co. $4.50. For Ages 9 to 12.; ASK ME A QUESTION. By Tomi Ungerer. Illustrated by the author. 32 pp. New York: Harper & Row. 250.",2,,"JOKES, PUNS, AND RIDDLES. By David Allen Clark. Illustrated by Lionel Kalish. 288 pp. New York: Doubleday & Co. $4.50. For Ages 9 to 12.; ASK ME A QUESTION. By Tomi Ungerer. Illustrated by the author. 32 pp. New York: Harper & Row. 250.",,,,JEROME BEATTY JR,"[{'firstname': 'Jerome', 'middlename': None, 'lastname': 'BEATTY', 'qualifier': 'JR', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B
8,,https://www.nytimes.com/1968/06/09/archives/robert-poster-i-fiance-of-amy-a-greenberg.html,,,94,The New York Times,[],[],1968-06-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/bd624a82-29b6-5af5-a5b5-fd4461ac44c0,0,nyt://article/bd624a82-29b6-5af5-a5b5-fd4461ac44c0,Robert Poster I Fiance Of Amy A. Greenberg,1,,Robert Poster I Fiance Of Amy A. Greenberg,,,, leClal to The New York me,[],,
9,,https://www.nytimes.com/1968/06/09/archives/amy-d-bright-becomes-bride-of-s-m-unfried.html,,,90,The New York Times,[],[],1968-06-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/79ded0cc-6235-5fb1-aacf-a628427ce836,0,nyt://article/79ded0cc-6235-5fb1-aacf-a628427ce836,Amy D. Bright Becomes Bride Of S. M. Unfried,1,,Amy D. Bright Becomes Bride Of S. M. Unfried,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
