,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"BALTIMORE, Aug. 1--Dr. and Mrs. Martin L. Singewald have made known the engagement of their daughter, Miss Amy Singewald, to Carl F. Nathan. He is the son of Paul Nathan of New York and the late Mrs. Nathan.  ",https://www.nytimes.com/1967/08/02/archives/cf-nathan-fiance-of-amy-singewald.html,,,43,The New York Times,[],[],1967-08-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/122ac678-76aa-5eed-8a1a-67dc36e17e28,0,nyt://article/122ac678-76aa-5eed-8a1a-67dc36e17e28,C.F. Nathan Fiance Of Amy Singewald,1,,C.F. Nathan Fiance Of Amy Singewald,,,,,[],,
1,,https://www.nytimes.com/1967/07/31/archives/deaths.html,,,27,The New York Times,[],[],1967-07-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/b1bf02c3-4605-5931-bf6c-50bc90296924,0,nyt://article/b1bf02c3-4605-5931-bf6c-50bc90296924,Deaths,1,,Deaths,,,,,[],,
2,,https://www.nytimes.com/1967/07/30/archives/deaths.html,,,65,The New York Times,[],[],1967-07-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/3648b39c-2d2f-55c6-98fc-ac66ac461ba6,0,nyt://article/3648b39c-2d2f-55c6-98fc-ac66ac461ba6,Deaths,1,,Deaths,,,,,[],,
3,,https://www.nytimes.com/1967/07/30/archives/shipping-mails-all-hours-given-in-daylight-saving-time-for-wnyc.html,,,155,The New York Times,[],[],1967-07-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/d9bee046-4d30-5608-880a-e9aebc13bfba,0,nyt://article/d9bee046-4d30-5608-880a-e9aebc13bfba,SHIPPING MAILS; ALL HOURS GIVEN IN DAYLIGHT SAVING TIME For WNYC hourly reports on liners phone 999-1234. ,1,,SHIPPING MAILS; ALL HOURS GIVEN IN DAYLIGHT SAVING TIME For WNYC hourly reports on liners phone 999-1234. ,,,,,[],,S
4,"BABYLON, L.I., July 28-- Bill Dickson of Orlando, Fla., had a second and a fourth today to capture the Y-Flyer Class national sailing championship.  ",https://www.nytimes.com/1967/07/29/archives/dickson-gains-title-in-yflyer-sailing.html,,,18,The New York Times,[],[],1967-07-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/ad1382a7-75cf-56b1-a953-38e521bf4f8c,0,nyt://article/ad1382a7-75cf-56b1-a953-38e521bf4f8c,DICKSON GAINS TITLE IN Y-FLYER SAILING,1,,DICKSON GAINS TITLE IN Y-FLYER SAILING,,,,,[],,S
5,"WATCHUNG, N.J., July 27-- Martha Wade, 16 years old, of Raritan Valley won the 13th annual New Jersey junior girls golf championship today with a 44, 43--87 at the Twin Brooks Country Club. Miss Wade won by three shots despite seven three-putt greens on her tour around the 6,132-yard par-37, 36--73 course.  ",https://www.nytimes.com/1967/07/28/archives/miss-wade-with-87-wins-junior-title-golf-in-jersey.html,,,45,The New York Times,[],[],1967-07-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/a6e08d7a-a2ed-5100-94a1-ca5f4e346b4d,0,nyt://article/a6e08d7a-a2ed-5100-94a1-ca5f4e346b4d,"Miss Wade, With 87, Wins Junior Title Golf in Jersey",1,,"Miss Wade, With 87, Wins Junior Title Golf in Jersey",,,,,[],,S
6,,https://www.nytimes.com/1967/07/27/archives/charts-of-races-at-aqueduct-1967-by-triangle-publications-inc-the.html,,,45,The New York Times,[],[],1967-07-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/a08981d5-a913-53bb-bb64-c4f1a3a2af3f,0,nyt://article/a08981d5-a913-53bb-bb64-c4f1a3a2af3f,"Charts of Races at Aqueduct; 1967, by Triangle Publications, Inc. (The Morning Telegraph) ",1,,"Charts of Races at Aqueduct; 1967, by Triangle Publications, Inc. (The Morning Telegraph) ",,,,,[],,S
7,"BABYLON, L.I., July 26 Bill Dickson of Orlando, Fla., scored a first and a second today to take the lead in the YFlyer Class national championships being sailed in Great South Bay.  ",https://www.nytimes.com/1967/07/27/archives/dickson-is-leader-in-yflyer-sailing.html,,,44,The New York Times,[],[],1967-07-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/dedaeb71-f6e1-5ee0-86e0-bfc7a5788e4e,0,nyt://article/dedaeb71-f6e1-5ee0-86e0-bfc7a5788e4e,DICKSON IS LEADER IN Y-FLYER SAILING,1,,DICKSON IS LEADER IN Y-FLYER SAILING,,,,,[],,S
8,"Opening nights are old hat at Roosevelt Raceway, Westbury, L.I., where tonight trotters will resume trotting, pacers pacing and bettors betting. Many of the fans who attended the final program at Yonkers Raceway last night, will be among the 20,000 or more expected to turn out for the start of the season's second of two meetings in Nassau County.  ",https://www.nytimes.com/1967/07/25/archives/westbury-track-reopens-tonight-yonkers-meeting-ends-with-average.html,,,42,The New York Times,[],[],1967-07-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/3650c940-17aa-5200-8fe7-b3b81ee91a31,0,nyt://article/3650c940-17aa-5200-8fe7-b3b81ee91a31,"WESTBURY TRACK REOPENS TONIGHT; Yonkers Meeting Ends With Average Gate of 20,786 ",1,,"WESTBURY TRACK REOPENS TONIGHT; Yonkers Meeting Ends With Average Gate of 20,786 ",,,,By Louis Effrat,"[{'firstname': 'Louis', 'middlename': None, 'lastname': 'Effrat', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
9,"""Hello, Dolly!,"" now in its third year on Broadway, will have an all-Negro road company headed by Pearl Bailey. That company's tour will begin Oct. 10 in Washington.  ",https://www.nytimes.com/1967/07/25/archives/allnegro-troupe-to-offer-dolly-pearl-bailey-will-head-cast-setting.html,,,31,The New York Times,[],[],1967-07-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/9030ef10-8137-564c-a131-f54326e2c5db,0,nyt://article/9030ef10-8137-564c-a131-f54326e2c5db,ALL-NEGRO TROUPE TO OFFER 'DOLLY!'; Pearl Bailey Will Head Cast Setting Out in October ,1,,ALL-NEGRO TROUPE TO OFFER 'DOLLY!'; Pearl Bailey Will Head Cast Setting Out in October ,,,,By Sam Zolotow,"[{'firstname': 'Sam', 'middlename': None, 'lastname': 'Zolotow', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
