,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1980/12/01/archives/obituary-4-no-title.html,,,B,12,The New York Times,[],[],1980-12-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/0b1fd159-697f-55e8-8026-3bf89e7cd11b,0,nyt://article/0b1fd159-697f-55e8-8026-3bf89e7cd11b,Obituary 4 -- No Title,1,,Obituary 4 -- No Title,,,,,[],
1,"FRANK LOESSER wrote just four hit Broadway shows, and yet it's impossible to imagine the American musical theater  without him. In one score alone, ""Guys and Dolls,"" he apotheosized the Broadway spirit with a vibrancy that's rarely been matched.  ",https://www.nytimes.com/1980/12/01/archives/stake-perfectly-frank-hails-loesser-a-mam-and-his-music.html,,,S,14,The New York Times,[],[],1980-12-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/134ca163-3bc3-5167-af20-b3b679c2ee2d,0,nyt://article/134ca163-3bc3-5167-af20-b3b679c2ee2d,Stake: 'Perfectly Frank' Hails Loesser; A Mam and His Music ,1,,Stake: 'Perfectly Frank' Hails Loesser; A Mam and His Music ,,,,By Frank Rich,"[{'firstname': 'Frank', 'middlename': None, 'lastname': 'Rich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,,https://www.nytimes.com/1980/11/30/archives/arts-entertainment-guide-theater-recent-openings-theater-film-dance.html,,,A,61,The New York Times,[],[],1980-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/f12ab557-3b3e-5ec2-8099-cdbd8abba342,0,nyt://article/f12ab557-3b3e-5ec2-8099-cdbd8abba342,Arts & Entertainment Guide; Theater Recent Openings THEATER Film Dance Music MUSIC Art ART Photography Children ,6,,Arts & Entertainment Guide; Theater Recent Openings THEATER Film Dance Music MUSIC Art ART Photography Children ,,,,,[],
3,,https://www.nytimes.com/1980/11/30/archives/obituary-7-no-title.html,,,,44,The New York Times,[],[],1980-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/2492f6b1-3f65-5b80-9ca7-6c5f0eb52979,0,nyt://article/2492f6b1-3f65-5b80-9ca7-6c5f0eb52979,Obituary 7 -- No Title,1,,Obituary 7 -- No Title,,,,,[],
4,,https://www.nytimes.com/1980/11/30/archives/sunday-television-of-special-interest-jt-charlies-angels.html,,,A,51,The New York Times,[],[],1980-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/3859c46c-d4dd-573b-bc9c-8353ee3d96be,0,nyt://article/3859c46c-d4dd-573b-bc9c-8353ee3d96be,Sunday Television; Of Special Interest 'J.T.' 'Charlie's Angels' Cable/Subscription TV Two Hepburn Classics Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV ,9,,Sunday Television; Of Special Interest 'J.T.' 'Charlie's Angels' Cable/Subscription TV Two Hepburn Classics Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV Of Special Interest Cable/Subscription TV ,,,,,[],
5,"""Frank Loesser was the only writer I know whose songs got a belly laugh from the audience,"" mused Abe Burrows, who has written a few madcap ditties himself. ""He had to leave a break in the music to allow time for the laughter. But  comedy came easily to him. He respected what was a little harder: it was the romantic stuff he loved best.""  ",https://www.nytimes.com/1980/11/30/archives/abe-burrows-salutes-a-new-loesser-musical-abe-burrows-salutes-a-new.html,,,A,1,The New York Times,[],[],1980-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/75e8467f-b1b7-5765-a03a-6c4538df695f,0,nyt://article/75e8467f-b1b7-5765-a03a-6c4538df695f,Abe Burrows Salutes a 'New' Loesser Musical; Abe Burrows Salutes a 'New' Loesser Musical ,2,,Abe Burrows Salutes a 'New' Loesser Musical; Abe Burrows Salutes a 'New' Loesser Musical ,,,,By Eleanor Blau,"[{'firstname': 'Eleanor', 'middlename': None, 'lastname': 'Blau', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,,https://www.nytimes.com/1980/11/30/archives/new-films-of-the-week.html,,,A,17,The New York Times,[],[],1980-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/39d7e407-0e75-52d8-8f03-bdcf335d4a46,0,nyt://article/39d7e407-0e75-52d8-8f03-bdcf335d4a46,New Films Of the Week,1,,New Films Of the Week,,,,,[],
7,The following list has been selected from titles reviewed since the Christmas issue of December 1979. Such a list can only suggest the high points in the main fields of reader interest. Books are arranged alphabetically under subject headings. Quoted comments are from the Book Review.  ,https://www.nytimes.com/1980/11/30/archives/notable-books-of-the-year.html,,,T,4,The New York Times,[],[],1980-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/bd2396e5-c0b4-5b68-b6bb-70ee1c6e064a,0,nyt://article/bd2396e5-c0b4-5b68-b6bb-70ee1c6e064a,Notable Books of the Year,11,,Notable Books of the Year,,,,,[],
8,,https://www.nytimes.com/1980/11/30/archives/obituary-1-no-title.html,,,,44,The New York Times,[],[],1980-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/97ebbac7-5d5f-5e7c-929e-86da6e742b19,0,nyt://article/97ebbac7-5d5f-5e7c-929e-86da6e742b19,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
9,"LOS ANGELES, Nov. 28--From Secaucus, N.J., to Wappingers Falls, N.Y., and most cities in between, moviegoers this weekend can get an advance look at four major Christmas movies.  ",https://www.nytimes.com/1980/11/29/archives/four-christmas-movies-take-to-preview-circuit-lemmon-and-robby.html,,,,12,The New York Times,[],[],1980-11-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/aad7785b-715f-5855-8f6f-fd09f9d5932a,0,nyt://article/aad7785b-715f-5855-8f6f-fd09f9d5932a,Four Christmas Movies Take to Preview Circuit; Lemmon and Robby Benson Star 'Heaven Can Wait' Precedent ,1,,Four Christmas Movies Take to Preview Circuit; Lemmon and Robby Benson Star 'Heaven Can Wait' Precedent ,,,,By Aljean Harmetz Special To the New York Times,"[{'firstname': 'Aljean', 'middlename': 'Harmetz', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
