,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"U.S. Defense Secretary Mark Esper on Thursday defended President Donald Trump's response to American troops' being diagnosed with traumatic brain injuries from Iran's missile strike, saying he cared about the service members, as the number of service members diagnosed increased to 64. ",https://www.nytimes.com/reuters/2020/01/31/world/middleeast/30reuters-iraq-security-usa-casualties.html,"U.S. Defense Secretary Mark Esper on Thursday defended President Donald Trump's response to American troops' being diagnosed with traumatic brain injuries from Iran's missile strike, saying he cared about the service members, as the number of serv...","WASHINGTON — U.S. Defense Secretary Mark Esper on Thursday defended President Donald Trump's response to American troops' being diagnosed with traumatic brain injuries from Iran's missile strike, saying he cared about the service members, as the number of service members diagnosed increased to 64. ",Reuters,[],[],2020-01-31T11:01:55+0000,article,None,World,Middle East,News,nyt://article/2133a117-d2e9-5e68-94e1-22409e9c37e2,327,nyt://article/2133a117-d2e9-5e68-94e1-22409e9c37e2,Pentagon Chief Defends Trump After Traumatic Brain Injury Comments,,,Pentagon Chief Defends Trump After Traumatic Brain Injury Comments,,,,By Reuters,[],Reuters
1,"A coronavirus outbreak that began in Wuhan, the capital of China's central province of Hubei, has spread to more than 9,800 people globally, surpassing the total from the 2002-2003 SARS epidemic. The new virus has killed 213 people.",https://www.nytimes.com/reuters/2020/01/31/world/asia/31reuters-china-health-latest-factbox.html,"A coronavirus outbreak that began in Wuhan, the capital of China's central province of Hubei, has spread to more than 9,800 people globally, surpassing the total from the 2002-2003 SARS epidemic. The new virus has killed 213 people.","(Reuters) - A coronavirus outbreak that began in Wuhan, the capital of China's central province of Hubei, has spread to more than 9,800 people globally, surpassing the total from the 2002-2003 SARS epidemic. The new virus has killed 213 people.",Reuters,[],[],2020-01-31T10:58:36+0000,article,None,World,Asia Pacific,News,nyt://article/05bd5cce-7b6a-527e-ae59-60dad5e59763,461,nyt://article/05bd5cce-7b6a-527e-ae59-60dad5e59763,Latest on the Coronavirus Spreading in China and Beyond,,,Latest on the Coronavirus Spreading in China and Beyond,,,,By Reuters,[],Reuters
2,"“The Daily” sat down with Dean Baquet, the executive editor of The New York Times, to discuss how criticism of The Times’s coverage of the last presidential election will inform our approach this time.",https://www.nytimes.com/2020/01/31/podcasts/the-daily/2020-election.html,"“The Daily” sat down with Dean Baquet, the executive editor of The New York Times, to discuss how criticism of The Times’s coverage of the last presidential election will inform our approach this time.",Listen and subscribe to our podcast from your mobile device:Via Apple Podcasts | Via Spotify | Via Stitcher,The New York Times,[],"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Primaries and Caucuses', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Baquet, Dean', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Iowa', 'rank': 6, 'major': 'N'}]",2020-01-31T10:55:59+0000,article,Podcasts,Podcasts,The Daily,News,nyt://article/4493d79b-29ea-5f69-8599-6539b15ffd24,319,nyt://article/4493d79b-29ea-5f69-8599-6539b15ffd24,The Lessons of 2016,,,,,,,,[],
3,U.S. President Donald Trump campaigned on Thursday in Iowa - the state that kicks off the presidential nominating race next week - basking in the support of his base while the U.S. Senate trial considering his impeachment continued in Washington. ,https://www.nytimes.com/reuters/2020/01/31/world/americas/30reuters-usa-election-trump.html,U.S. President Donald Trump campaigned on Thursday in Iowa - the state that kicks off the presidential nominating race next week - basking in the support of his base while the U.S. Senate trial considering his impeachment continued in Washington. ,"DES MOINES, Iowa — U.S. President Donald Trump campaigned on Thursday in Iowa - the state that kicks off the presidential nominating race next week - basking in the support of his base while the U.S. Senate trial considering his impeachment continued in Washington. ",Reuters,[],[],2020-01-31T10:52:13+0000,article,None,World,Americas,News,nyt://article/bb288288-878d-53d8-a70e-e640a1f1f8ef,407,nyt://article/bb288288-878d-53d8-a70e-e640a1f1f8ef,"Trump Mocks Democrats, Revives Border Wall Promise in Iowa Campaign Speech",,,"Trump Mocks Democrats, Revives Border Wall Promise in Iowa Campaign Speech",,,,By Reuters,[],Reuters
4,"Bewildered, sad and disappointed, Brazilians migrants sent from the United States to Mexico this week were left wondering how they had ended up in another country whose language they do not understand.",https://www.nytimes.com/reuters/2020/01/31/world/americas/30reuters-usa-immigration-brazil.html,"Bewildered, sad and disappointed, Brazilians migrants sent from the United States to Mexico this week were left wondering how they had ended up in another country whose language they do not understand.","CIUDAD JUAREZ — Bewildered, sad and disappointed, Brazilians migrants sent from the United States to Mexico this week were left wondering how they had ended up in another country whose language they do not understand.",Reuters,[],[],2020-01-31T10:52:11+0000,article,None,World,Americas,News,nyt://article/3a4292dd-ae7f-5878-a461-cbc9886d99b8,416,nyt://article/3a4292dd-ae7f-5878-a461-cbc9886d99b8,Brazilians Sent to Mexico by U.S. Say They Don't Understand Why,,,Brazilians Sent to Mexico by U.S. Say They Don't Understand Why,,,,By Reuters,[],Reuters
5,French President Emmanuel Macron raised doubts on Thursday about the prospect of a two-state solution between Israelis and Palestinians and cast doubt on whether a peace plan unveiled by the United States this week would succeed.,https://www.nytimes.com/reuters/2020/01/31/world/middleeast/30reuters-israel-palestinians-macron.html,French President Emmanuel Macron raised doubts on Thursday about the prospect of a two-state solution between Israelis and Palestinians and cast doubt on whether a peace plan unveiled by the United States this week would succeed.,PARIS — French President Emmanuel Macron raised doubts on Thursday about the prospect of a two-state solution between Israelis and Palestinians and cast doubt on whether a peace plan unveiled by the United States this week would succeed.,Reuters,[],[],2020-01-31T10:52:08+0000,article,None,World,Middle East,News,nyt://article/c5608bb2-952a-526a-98a6-324f560b1c58,118,nyt://article/c5608bb2-952a-526a-98a6-324f560b1c58,Macron Says Believes in 'Two Sovereignties' Between Israelis-Palestinians-Le Figaro,,,Macron Says Believes in 'Two Sovereignties' Between Israelis-Palestinians-Le Figaro,,,,By Reuters,[],Reuters
6,"In the Near North Side neighbourhood, a black community in the heart of Iowa's state capital, it would be easy to miss that the nation's first presidential nominating contest is only days away.",https://www.nytimes.com/reuters/2020/01/31/us/30reuters-usa-election-iowa-black-voters.html,"In the Near North Side neighbourhood, a black community in the heart of Iowa's state capital, it would be easy to miss that the nation's first presidential nominating contest is only days away.","DES MOINES, Iowa — In the Near North Side neighbourhood, a black community in the heart of Iowa's state capital, it would be easy to miss that the nation's first presidential nominating contest is only days away.",Reuters,[],[],2020-01-31T10:52:05+0000,article,None,U.S.,,News,nyt://article/cb9f5149-819e-5c64-9974-7e09306ef97f,851,nyt://article/cb9f5149-819e-5c64-9974-7e09306ef97f,"In Iowa’s Small Black Community, Little Love for the Caucuses or Joe Biden",,,"In Iowa&#8217;s Small Black Community, Little Love for the Caucuses or Joe Biden",,,,By Reuters,[],Reuters
7,"Another key Republican announced opposition to calling witnesses in U.S. President Donald Trump's Senate impeachment trial, appearing to doom a bid by Democrats to have testimony in the trial and paving the way for Trump's expected acquittal.",https://www.nytimes.com/reuters/2020/01/31/world/europe/31reuters-usa-trump-impeachment.html,"Another key Republican announced opposition to calling witnesses in U.S. President Donald Trump's Senate impeachment trial, appearing to doom a bid by Democrats to have testimony in the trial and paving the way for Trump's expected acquittal.","WASHINGTON — Another key Republican announced opposition to calling witnesses in U.S. President Donald Trump's Senate impeachment trial, appearing to doom a bid by Democrats to have testimony in the trial and paving the way for Trump's expected acquittal.",Reuters,[],[],2020-01-31T10:49:41+0000,article,None,World,Europe,News,nyt://article/c5322265-5bfe-5d3b-b971-61eb4f59aa5d,1050,nyt://article/c5322265-5bfe-5d3b-b971-61eb4f59aa5d,Democratic Witness Bid Seems Doomed in Trump Trial as Murkowski Says No,,,Democratic Witness Bid Seems Doomed in Trump Trial as Murkowski Says No,,,,By Reuters,[],Reuters
8,"A secretly recorded video released on Thursday shows U.S. President Donald Trump associating with Lev Parnas, the indicted businessman who says he worked to pressure Ukraine to investigate one of Trump's Democratic political rivals.",https://www.nytimes.com/reuters/2020/01/31/world/europe/30reuters-usa-trump-impeachment-parnas.html,"A secretly recorded video released on Thursday shows U.S. President Donald Trump associating with Lev Parnas, the indicted businessman who says he worked to pressure Ukraine to investigate one of Trump's Democratic political rivals.","WASHINGTON — A secretly recorded video released on Thursday shows U.S. President Donald Trump associating with Lev Parnas, the indicted businessman who says he worked to pressure Ukraine to investigate one of Trump's Democratic political rivals.",Reuters,[],[],2020-01-31T10:46:12+0000,article,None,World,Europe,News,nyt://article/cc62061d-4f79-59e7-8e39-c0f3fe61819f,396,nyt://article/cc62061d-4f79-59e7-8e39-c0f3fe61819f,A Second Video Shows Trump With Former Ukraine Fixer Lev Parnas,,,A Second Video Shows Trump With Former Ukraine Fixer Lev Parnas,,,,By Reuters,[],Reuters
9,"A humanitarian channel to bring food and medicine to Iran has started trial operations, the Swiss and U.S. governments said on Thursday, helping supply Swiss goods to the struggling population without tripping over U.S. sanctions.",https://www.nytimes.com/reuters/2020/01/31/world/middleeast/30reuters-swiss-iran.html,"A humanitarian channel to bring food and medicine to Iran has started trial operations, the Swiss and U.S. governments said on Thursday, helping supply Swiss goods to the struggling population without tripping over U.S. sanctions.","ZURICH/WASHINGTON — A humanitarian channel to bring food and medicine to Iran has started trial operations, the Swiss and U.S. governments said on Thursday, helping supply Swiss goods to the struggling population without tripping over U.S. sanctions.",Reuters,[],[],2020-01-31T10:37:15+0000,article,None,World,Middle East,News,nyt://article/3357d4a9-661a-5d9c-ba48-edfeeafc31d4,572,nyt://article/3357d4a9-661a-5d9c-ba48-edfeeafc31d4,U.S. Says First Shipments of Medicine to Iran Delivered via Swiss Humanitarian Channel,,,U.S. Says First Shipments of Medicine to Iran Delivered via Swiss Humanitarian Channel,,,,By Reuters,[],Reuters
