,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1980/01/11/archives/the-cultural-beehive-on-92d-st-is-abuzz-arts-beehive-on-92d-st-is-a.html,,,T,1,The New York Times,[],[],1980-01-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/bd731ee0-2b4d-55b6-a0ca-04d6ee751311,0,nyt://article/bd731ee0-2b4d-55b6-a0ca-04d6ee751311,The Cultural Beehive on 92d St. Is Abuzz; Arts Beehive on 92d St. Is Abuzz Not a Repertory Theater Has Original Music and Dance Orchestra With an Identity Invitation to a Telethon,2,,The Cultural Beehive on 92d St. Is Abuzz; Arts Beehive on 92d St. Is Abuzz Not a Repertory Theater Has Original Music and Dance Orchestra With an Identity Invitation to a Telethon,,,,By Eleanor Blau,"[{'firstname': 'Eleanor', 'middlename': None, 'lastname': 'Blau', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,,https://www.nytimes.com/1980/01/10/archives/obituary-8-no-title.html,,,M,12,The New York Times,[],[],1980-01-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/2361c2bb-8b67-5cc5-b40a-a55efe857dca,0,nyt://article/2361c2bb-8b67-5cc5-b40a-a55efe857dca,Obituary 8 -- No Title,1,,Obituary 8 -- No Title,,,,,[],
2,"IT never fails. Everyone is comfortably settled, the theater is darkening or already dark, and suddenly, on the aisle, two, three or four verti  cal forms appear, breathing heavily, smiling weakly and apologizing profusely. Who are they and what do they want? They are the miserable creatures...  ",https://www.nytimes.com/1980/01/09/archives/new-yorkers-etc.html,,,T,16,The New York Times,[],[],1980-01-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/29b839f9-4f24-5900-8694-630a87f20cdb,0,nyt://article/29b839f9-4f24-5900-8694-630a87f20cdb,"New Yorkers, etc.",1,,"New Yorkers, etc.",,,,Enid Nemy,"[{'firstname': 'Enid', 'middlename': None, 'lastname': 'Nemy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"DES MOINES, Jan. 6--Waving his finger in the air, Howard H. Baker Jr. shouts down an Iranian student to a burst of audience applause.  ",https://www.nytimes.com/1980/01/07/archives/advertisements-in-iowa-offer-preview-of-how-image-makers-intend-to.html,,,M,5,The New York Times,[],[],1980-01-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/722ff592-cfd8-558c-b927-19710b0c7548,0,nyt://article/722ff592-cfd8-558c-b927-19710b0c7548,Advertisements in Iowa Offer Preview of How Image Makers Intend to Cast Candidates; Spending on Advertisements Commercials for Carter,1,,Advertisements in Iowa Offer Preview of How Image Makers Intend to Cast Candidates; Spending on Advertisements Commercials for Carter,,,,By Bernard Weinraub Special To the New York Times,"[{'firstname': 'Bernard', 'middlename': 'Weinraub', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"Susan Amy Kapnick, law clerk for Judge Edward J. Ryan of the Federal Bankruptcy Court for the Southern District of New York, was married yesterday afternoon to Jacob Bart, a lawyer...  ",https://www.nytimes.com/1980/01/07/archives/susan-kapnick-law-clerk-bride-of-jacob-bart-lawyer.html,,,B,9,The New York Times,[],[],1980-01-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/a8b5f629-3241-5e01-b397-6697eb57889a,0,nyt://article/a8b5f629-3241-5e01-b397-6697eb57889a,"Susan Kapnick, Law Clerk, Bride of Jacob Bart, Lawyer",1,,"Susan Kapnick, Law Clerk, Bride of Jacob Bart, Lawyer",,,,,[],
5,"GREAT NECK THE proposed closing of the  Kensington-Johnson School, near Great Neck's major commercial street, has produced  opposition from a broad-based coalition of community members, a significant number of whom do not have children attending the kindergartenthrough-fifth-grade school.  ",https://www.nytimes.com/1980/01/06/archives/long-island-weekly-great-neck-coalition-tries-to-save-school-great.html,,,L,1,The New York Times,[],[],1980-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/80218c91-f9d0-5ded-865b-9efe2dd252e3,0,nyt://article/80218c91-f9d0-5ded-865b-9efe2dd252e3,Great Neck Coalition Tries to Save School; Great Neck Coalition Tries to Save School,2,,Great Neck Coalition Tries to Save School; Great Neck Coalition Tries to Save School,,,,By Rona Kavee,"[{'firstname': 'Rona', 'middlename': None, 'lastname': 'Kavee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"""When we first saw 'When a Stranger Calls,' we knew that there were at least two moments in it  that were among the most terrifying ever experienced--and director Fred Walton was able to achieve them without resorting to gore and violence.  ",https://www.nytimes.com/1980/01/06/archives/marketing-a-movie-is-more-than-selling-jello-the-selling-of-films.html,,,A,16,The New York Times,[],[],1980-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/b25d7109-2b51-5b55-a2b3-7128780acba5,0,nyt://article/b25d7109-2b51-5b55-a2b3-7128780acba5,Marketing a Movie Is More Than Selling Jell-o; The Selling of Films ,2,,Marketing a Movie Is More Than Selling Jell-o; The Selling of Films ,,,,By Dan Yakir,"[{'firstname': 'Dan', 'middlename': None, 'lastname': 'Yakir', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,,https://www.nytimes.com/1980/01/06/archives/arts-and-leisure-guide-theater-opening-this-week-broadway-now.html,,,A,30,The New York Times,[],[],1980-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/a7a3de83-f12c-5c47-bf33-2603ea7062b0,0,nyt://article/a7a3de83-f12c-5c47-bf33-2603ea7062b0,Arts and Leisure Guide; Theater Opening This Week Broadway Now Previewing Off Broadway Off Off Broadway Dance Film Opening This Week Recent Openings Special Series Music Opera Metropolitan Jazz In Concert Pop/Folk/Rock In Concert Of Special Interest New Record Annual Event Adding Up Ad Views of America Arts and Leisure Guide Art Galleries Uptown Galleries 57th St. Galleries SoHo Other Museums Photography Miscellany,2,,Arts and Leisure Guide; Theater Opening This Week Broadway Now Previewing Off Broadway Off Off Broadway Dance Film Opening This Week Recent Openings Special Series Music Opera Metropolitan Jazz In Concert Pop/Folk/Rock In Concert Of Special Interest New Record Annual Event Adding Up Ad Views of America Arts and Leisure Guide Art Galleries Uptown Galleries 57th St. Galleries SoHo Other Museums Photography Miscellany,,,,Edited by Ann Barry,"[{'firstname': 'Edited', 'middlename': 'Ann', 'lastname': 'Barry', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,,https://www.nytimes.com/1980/01/06/archives/obituary-4-no-title.html,,,,28,The New York Times,[],[],1980-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/c0d67687-0a33-5ce7-9e43-6f7a0517911f,0,nyt://article/c0d67687-0a33-5ce7-9e43-6f7a0517911f,Obituary 4 -- No Title,1,,Obituary 4 -- No Title,,,,,[],
9,"The progress of Warren Vache, the jazz trumpeter, cornetist and flugelhornist, has been impressively consistent during the last decade. Starting out with Dixieland groups in New Jersey, he absorbed the swing era styles as one of Benny Goodman's frequent side men during the past few years, and, on his own, moved on to the post-swing influence of Clifford Brown.  ",https://www.nytimes.com/1980/01/06/archives/jazz-vache-on-trumpet-jewish-repertory-unit-seeking-oneact-operas.html,,,,41,The New York Times,[],[],1980-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/3f343f8b-11a5-5a0e-b702-77589772dc87,0,nyt://article/3f343f8b-11a5-5a0e-b702-77589772dc87,Jazz: Vache on Trumpet; Jewish Repertory Unit Seeking One-Act Operas,1,,Jazz: Vache on Trumpet; Jewish Repertory Unit Seeking One-Act Operas,,,,By John S. Wilson,"[{'firstname': 'John', 'middlename': 'S.', 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
