,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1980/12/21/archives/obituary-10-no-title.html,,,44,The New York Times,[],[],1980-12-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/3797a33c-f457-5ff2-8e9e-dfceb3456b1d,0,nyt://article/3797a33c-f457-5ff2-8e9e-dfceb3456b1d,Obituary 10 -- No Title,1,,Obituary 10 -- No Title,,,,,[],,
1,"""INSIDE MOVES"" gets off to a shocking start: a man enters an office building, rides the elevator to a high floor and  jumps out a window. He succeeds in injuring himself but not in committing suicide, and the rest of the film follows the slow, painful process of his coming back to life.  ",https://www.nytimes.com/1980/12/19/archives/screen-inside-moves-starring-john-savage-coming-back-to-life.html,,,18,The New York Times,[],[],1980-12-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/d1d5cae6-22b7-5e0a-a98e-8bc1cc00c38a,0,nyt://article/d1d5cae6-22b7-5e0a-a98e-8bc1cc00c38a,"Screen: 'Inside Moves, Starring John Savage; Coming Back to Life ",1,,"Screen: 'Inside Moves, Starring John Savage; Coming Back to Life ",,,,Janet Maslin,"[{'firstname': 'Janet', 'middlename': None, 'lastname': 'Maslin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
2,Following is a list of some of the musical presentations and other events for the Christmas season in the city's churches and concert halls.  ,https://www.nytimes.com/1980/12/19/archives/a-calendar-of-christmas-music-in-churches-and-halls.html,,,30,The New York Times,[],[],1980-12-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/61d8fc90-ed0e-548c-be43-beb1e6334dea,0,nyt://article/61d8fc90-ed0e-548c-be43-beb1e6334dea,A Calendar of Christmas Music in Churches and Halls,1,,A Calendar of Christmas Music in Churches and Halls,,,,,[],,T
3,,https://www.nytimes.com/1980/12/16/archives/dividends.html,,,10,The New York Times,[],[],1980-12-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/40326f4b-3b0e-51f5-9cbe-cd2f741854d9,0,nyt://article/40326f4b-3b0e-51f5-9cbe-cd2f741854d9,Dividends,1,,Dividends,,,,,[],,B
4,,https://www.nytimes.com/1980/12/16/archives/obituary-8-no-title.html,,,21,The New York Times,[],[],1980-12-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/15302786-90d5-5f59-9764-46bf011dfc22,0,nyt://article/15302786-90d5-5f59-9764-46bf011dfc22,Obituary 8 -- No Title,1,,Obituary 8 -- No Title,,,,,[],,B
5,,https://www.nytimes.com/1980/12/15/archives/marriage-announcement-3-no-title.html,,,12,The New York Times,[],[],1980-12-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/41ce0652-ebbe-53e0-91fa-ce51a0a39186,0,nyt://article/41ce0652-ebbe-53e0-91fa-ce51a0a39186,Marriage Announcement 3 -- No Title,1,,Marriage Announcement 3 -- No Title,,,,,[],,S
6,,https://www.nytimes.com/1980/12/14/archives/marriage-announcement-14-no-title.html,,,109,The New York Times,[],[],1980-12-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/c6826418-e7a6-597b-8ce4-3f4a818d3d3c,0,nyt://article/c6826418-e7a6-597b-8ce4-3f4a818d3d3c,Marriage Announcement 14 -- No Title,1,,Marriage Announcement 14 -- No Title,,,,,[],,
7,,https://www.nytimes.com/1980/12/14/archives/arts-entertainment-guide-theater-theater-film-dance-music-music-art.html,,,113,The New York Times,[],[],1980-12-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/bdbf8028-a916-5e70-99f9-ce0a8676eab7,0,nyt://article/bdbf8028-a916-5e70-99f9-ce0a8676eab7,Arts & Entertainment Guide; Theater THEATER Film Dance Music Music Art ART Photography Children Talks ,8,,Arts & Entertainment Guide; Theater THEATER Film Dance Music Music Art ART Photography Children Talks ,,,,,[],,A
8,,https://www.nytimes.com/1980/12/13/archives/obituary-3-no-title.html,,,34,The New York Times,[],[],1980-12-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/1315e5a0-43fe-597d-8d22-7fff6641d490,0,nyt://article/1315e5a0-43fe-597d-8d22-7fff6641d490,Obituary 3 -- No Title,1,,Obituary 3 -- No Title,,,,,[],,M
9,"A number of anonymous gifts, from $3 to $1,000, has pushed the 69th annual New York Times Neediest Cases Fund over the half-million-dollar mark to a total of $508,214.80.  ",https://www.nytimes.com/1980/12/11/archives/aid-to-neediest-reaches-a-total-above-500000-how-to-aid-the-fund.html,,,5,The New York Times,[],[],1980-12-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/e2b53f46-8f24-51bd-80e1-c250afa41396,0,nyt://article/e2b53f46-8f24-51bd-80e1-c250afa41396,"Aid to Neediest Reaches a Total Above $500,000; HOW TO AID THE FUND ",1,,"Aid to Neediest Reaches a Total Above $500,000; HOW TO AID THE FUND ",,,,By Walter H. Waggoner,"[{'firstname': 'Walter', 'middlename': 'H.', 'lastname': 'Waggoner', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,M
