,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"A selected guide to country, rock, pop, lo-fi rock, R&B, electro-pop and soul in New York.",https://www.nytimes.com/2012/08/17/arts/music/pop-listings-for-aug-17-23.html,"A selected guide to country, rock, pop, lo-fi rock, R&B, electro-pop and soul in New York.",Pop,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2012-08-16T22:08:50+0000,article,Weekend,Arts,Music,Schedule,nyt://article/33642d64-0b5b-514f-b3ed-7f50ccab7362,1454,nyt://article/33642d64-0b5b-514f-b3ed-7f50ccab7362,Pop Listings for Aug. 17-23,,,The Listings,,,,,[],
1,"Kevin Hart, Bill Maher, Robin Williams and Aziz Ansari are among the funnymen who will be featured at this year’s New York Comedy Festival, which runs from Nov. 7 through 11.",https://artsbeat.blogs.nytimes.com/2012/08/07/new-york-comedy-festival-unveils-2012-lineup/,"Kevin Hart, Bill Maher, Robin Williams and Aziz Ansari are among the funnymen who will be featured at this year’s New York Comedy Festival, which runs from Nov. 7 through 11.","Kevin Hart, Bill Maher, Robin Williams and Aziz Ansari are among the funnymen who will be featured at this year’s New York Comedy Festival, its organizers announced on Tuesday. The five-day festival, which is produced by Carolines on Broadway in association with Comedy Central, will kick off its ninth year on Nov. 7, beginning with a Next Big Thing event at the Paley Center for Media and an interview with Ricky Gervais, in conversation with John Hodgman, at Town Hall.",C,3,The New York Times,[],"[{'name': 'subject', 'value': 'Comedy and Humor', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ansari, Aziz', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Gervais, Ricky', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hart, Kevin', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Maher, Bill', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Oswalt, Patton', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Williams, Robin', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'APOLLO THEATER', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Madison Square Garden', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Ninety-Second Street Y', 'rank': 10, 'major': 'N'}]",2012-08-07T17:00:04+0000,article,,Arts,,News,nyt://article/01719f2f-dbea-538f-8c69-f6124f3480d7,233,nyt://article/01719f2f-dbea-538f-8c69-f6124f3480d7,New York Comedy Festival Unveils 2012 Lineup,ArtsBeat,,Comedy Festival Unveils Lineup,,,,By Dave Itzkoff,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'Itzkoff', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,A selection of culture events.,https://www.nytimes.com/2012/08/05/arts/05weekahead.html,A selection of culture events.,"DETAILS have been scant about “Heartless,” the new play by SAM SHEPARD that begins an Off Broadway run this week, but for Shepard fans it hardly matters. It’s new, and it’s by the man who won a Pulitzer Prize in 1979 for “Buried Child.” In that play he dealt with submerged secrets, and in “Heartless” dark secrets are at issue too, but Mr. Shepard is not simply playing in an old sandbox here. This writer known for many a testosterone-fueled battle (see “True West,” “The Tooth of Crime” and others) has — perhaps surprisingly — written a play predominantly populated by female characters.",,,The New York Times,[],[],2012-08-03T18:25:29+0000,article,Arts,Arts,,News,nyt://article/25ae5333-610f-5bb9-8a79-878acbead266,1429,nyt://article/25ae5333-610f-5bb9-8a79-878acbead266,Aug. 5 — Aug. 11,The Week Ahead,,,,,,,[],
3,"A selected guide to rock, pop, hip-hop, punk, metal and music festivals in New York and the area.",https://www.nytimes.com/2012/08/03/arts/music/pop-listings-for-aug-3-9.html,"A selected guide to rock, pop, hip-hop, punk, metal and music festivals in New York and the area.",Pop,C,16,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Central Park Summerstage', 'rank': 2, 'major': 'N'}]",2012-08-02T21:43:29+0000,article,Weekend,Arts,Music,Schedule,nyt://article/fd9a352c-4f84-5d65-b3fa-58670d00c889,1617,nyt://article/fd9a352c-4f84-5d65-b3fa-58670d00c889,Pop Listings for Aug. 3-9,,,The Listings,,,,,[],
4,A selection of events.,https://www.nytimes.com/2012/08/05/arts/aug-5-11.html,A selection of events.,"DETAILS have been scant about “Heartless,” the new play by SAM SHEPARD that begins an Off Broadway run this week, but for Shepard fans it hardly matters. It’s new, and it’s by the man who won a Pulitzer Prize in 1979 for “Buried Child.” In that play he dealt with submerged secrets, and in “Heartless” dark secrets are at issue too, but Mr. Shepard is not simply playing in an old sandbox here. This writer known for many a testosterone-fueled battle (see “True West,” “The Tooth of Crime” and others) has — perhaps surprisingly — written a play predominantly populated by female characters.",,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/08/05/arts/05SUBGUIDE3_SPAN/05SUBGUIDE3_SPAN-articleLarge.jpg', 'height': 380, 'width': 600, 'legacy': {'xlarge': 'images/2012/08/05/arts/05SUBGUIDE3_SPAN/05SUBGUIDE3_SPAN-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 380}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/08/05/arts/05SUBGUIDE3_SPAN/05SUBGUIDE3_SPAN-blog480.jpg', 'height': 360, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/08/05/arts/05SUBGUIDE3_SPAN/05SUBGUIDE3_SPAN-jumbo.jpg', 'height': 768, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/08/05/arts/05SUBGUIDE3_SPAN/05SUBGUIDE3_SPAN-articleLarge.jpg', 'height': 380, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/08/05/arts/05SUBGUIDE3_SPAN/05SUBGUIDE3_SPAN-superJumbo.jpg', 'height': 1536, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/08/05/arts/05SUBGUIDE3_SPAN/05SUBGUIDE3_SPAN-sfSpan.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]",[],2012-08-02T14:23:03+0000,article,Arts,Arts,,News,nyt://article/c15ea9fa-8806-58e5-b36b-c70689fd6b8f,1448,nyt://article/c15ea9fa-8806-58e5-b36b-c70689fd6b8f,Aug. 5 — 11,The Week Ahead,,,,,,,[],
5,"To help pay for badly needed repairs, the New York Marble Cemetery in the East Village has become an unlikely host to events like weddings and birthday parties.",https://www.nytimes.com/2012/07/30/nyregion/at-new-york-marble-cemetery-making-merriment-amid-old-tombs.html,"To help pay for badly needed repairs, the New York Marble Cemetery in the East Village has become an unlikely host to events like weddings and birthday parties.","As event spaces go, it is pretty unique: an oblong half-acre of solitude between Second Avenue and the Bowery in the East Village, with an immaculate bright green lawn, hibiscus trees in full flower and a peach tree bearing fruit.",A,15,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-articleLarge.jpg', 'height': 370, 'width': 600, 'legacy': {'xlarge': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 370}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-blog480.jpg', 'height': 332, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-jumbo.jpg', 'height': 681, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-popup.jpg', 'height': 432, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-superJumbo.jpg', 'height': 1363, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-articleInline.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/30/nyregion/CEMETERY1/CEMETERY1-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}]","[{'name': 'glocations', 'value': 'East Village (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Marble Cemetery', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cemeteries', 'rank': 3, 'major': 'N'}]",2012-07-30T00:55:46+0000,article,Metro,New York,,News,nyt://article/72df4f24-2be6-5a27-9b3e-2764d6e9df4a,826,nyt://article/72df4f24-2be6-5a27-9b3e-2764d6e9df4a,"In the East Village, Fun and Fashion Amid Old Tombs",,,"In the East Village, Fun and Fashion Amid Old Tombs",,,,By John Harney,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Harney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,A selection of of noteworthy cultural events in the New York region.,https://www.nytimes.com/2012/07/27/arts/spare-times-for-july-27-aug-2.html,A selection of of noteworthy cultural events in the New York region.,Around Town,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Culture (Arts)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Writing and Writers', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Walking', 'rank': 4, 'major': 'N'}]",2012-07-26T22:33:29+0000,article,Weekend,Arts,,Schedule,nyt://article/c37fea7a-a127-55a8-85b4-7e2dd0359ab4,2868,nyt://article/c37fea7a-a127-55a8-85b4-7e2dd0359ab4,Spare Times for July 27-Aug. 2,,,Spare Times,,,,By Anne Mancuso,"[{'firstname': 'Anne', 'middlename': None, 'lastname': 'Mancuso', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,"With the N.C.A.A. forcing Penn State to vacate 111 of Joe Paterno’s victories, Grambling’s Eddie Robinson is No. 1 all time in Division I, and Bobby Bowden among major-college coaches.",https://www.nytimes.com/2012/07/24/sports/ncaafootball/penn-states-vacated-victories-scramble-the-record-books.html,"With the N.C.A.A. forcing Penn State to vacate 111 of Joe Paterno’s victories, Grambling’s Eddie Robinson is No. 1 all time in Division I, and Bobby Bowden among major-college coaches.","Perhaps it was a fitting twist that after the N.C.A.A. penalized Penn State for actions that stemmed from a coach accumulating too much power while pursuing the career victories record, one of the ensuing discussion topics was who would take over that besmirched victories record. ",B,10,The New York Times,[],"[{'name': 'subject', 'value': 'Football (College)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'College Athletics', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Robinson, Eddie', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Paterno, Joe', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bowden, Bobby', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'National Collegiate Athletic Assn', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Pennsylvania State University', 'rank': 9, 'major': 'N'}]",2012-07-23T20:54:37+0000,article,Sports,Sports,College Football,News,nyt://article/36d78d4d-0e61-50a0-bd12-49b2fe91302d,597,nyt://article/36d78d4d-0e61-50a0-bd12-49b2fe91302d,Punishing Paterno by Erasing the Past,,,Punishing Paterno By Erasing The Past,,,,By Lynn Zinser,"[{'firstname': 'Lynn', 'middlename': None, 'lastname': 'Zinser', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"A selected guide to events for children, teenagers and families in the New York region.",https://www.nytimes.com/2012/07/20/arts/spare-times-for-kids-for-july-20-26.html,"A selected guide to events for children, teenagers and families in the New York region.",SPACEFEST ,C,18,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Culture (Arts)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 3, 'major': 'N'}]",2012-07-19T21:23:57+0000,article,Weekend,Arts,,Schedule,nyt://article/e586b5db-f296-52b4-825a-43292048c858,5753,nyt://article/e586b5db-f296-52b4-825a-43292048c858,Spare Times for Kids for July 20-26,,,Spare Times: For Children,,,,By Laurel Graeber,"[{'firstname': 'Laurel', 'middlename': None, 'lastname': 'Graeber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"Inside Kellogg’s Diner, on the corner of Union and Metropolitan Avenues, the line between day and night is eternally blurred.",https://www.nytimes.com/2012/07/18/nyregion/in-williamsburg-floating-groggily-between-night-and-day.html,"Inside Kellogg’s Diner, on the corner of Union and Metropolitan Avenues, the line between day and night is eternally blurred.","Night becomes day over Williamsburg with the same celestial unreasonableness that it does everywhere else, but inside Kellogg’s Diner, on the corner of Union and Metropolitan Avenues, the hour of transition is negotiable. ",A,21,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {'xlarge': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 360}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-blog480.jpg', 'height': 331, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-jumbo.jpg', 'height': 707, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-popup.jpg', 'height': 449, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-superJumbo.jpg', 'height': 1414, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-articleInline.jpg', 'height': 131, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-sfSpan.jpg', 'height': 273, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/07/18/nyregion/SUMMERNIGHTS1/SUMMERNIGHTS1-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}]","[{'name': 'subject', 'value': 'Series', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Restaurants', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Williamsburg (NYC)', 'rank': 3, 'major': 'N'}]",2012-07-18T02:09:59+0000,article,Metro,New York,,News,nyt://article/fc13f980-86c3-5d83-834a-ee0c979111a9,964,nyt://article/fc13f980-86c3-5d83-834a-ee0c979111a9,Floating Groggily Between Night and Day,Summer Nights,,Floating Groggily Between Night and Day,,,,By John Leland,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Leland', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
