,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1980/05/15/archives/obituary-8-no-title.html,,,S,27,The New York Times,[],[],1980-05-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/8d673206-b532-5aa6-bcfe-355044d7228e,0,nyt://article/8d673206-b532-5aa6-bcfe-355044d7228e,Obituary 8 -- No Title,1,,Obituary 8 -- No Title,,,,,[],
1,"CLIFTON, N.J., May 14 Nobody has ever accused Nancy Lopez-Melton of having a perfect golf swing. For the last two years, though, she had the most effective one on the Ladies' Professional Golf Association tour.  ",https://www.nytimes.com/1980/05/15/archives/mrs-melton-looks-for-her-old-swing-help-on-the-way-in-right-rhythm.html,,,S,26,The New York Times,[],[],1980-05-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/6889e96e-a32b-58b9-8bbc-9f307e4852f0,0,nyt://article/6889e96e-a32b-58b9-8bbc-9f307e4852f0,Mrs. Melton Looks For Her Old Swing; Help on the Way In Right Rhythm Moser Retains Dodge Open Lead ,1,,Mrs. Melton Looks For Her Old Swing; Help on the Way In Right Rhythm Moser Retains Dodge Open Lead ,,,,By Gordon S. White Jr. Special To the New York Times,"[{'firstname': 'Gordon', 'middlename': 'S.', 'lastname': 'White', 'qualifier': 'Jr.', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"Jose Amy, a 26 year-old jockey, said yesterday in Brooklyn Federal Court that he lied to a grand jury last December about three of the several dozen races that he had said Con Errico tried to fix in 1974 and 1975.  ",https://www.nytimes.com/1980/05/15/archives/amy-says-he-lied-to-grand-jury-on-fixes-knew-he-was-lying-went-back.html,,,S,23,The New York Times,[],[],1980-05-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/37bb30d3-77eb-575e-94d6-f15b8444269f,0,nyt://article/37bb30d3-77eb-575e-94d6-f15b8444269f,Amy Says He Lied to Grand Jury on Fixes; Knew He Was Lying Went Back to Grand Jury Amy Admits Lying on Fixes ,2,,Amy Says He Lied to Grand Jury on Fixes; Knew He Was Lying Went Back to Grand Jury Amy Admits Lying on Fixes ,,,,,[],
3,"Jose Amy, a jockey whose horse earned more than $2 million last year. implicated some of the nation's top thoroughbred riders yesterday in testifying about alleged race-fixing at New York tracks in the mid-1970's.  ",https://www.nytimes.com/1980/05/14/archives/amy-implicates-leading-jockeys-in-trial-lists-efforts-to-fix-races.html,,,S,23,The New York Times,[],[],1980-05-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/c5e9f460-36a5-5743-9149-87633ce9c8fc,0,nyt://article/c5e9f460-36a5-5743-9149-87633ce9c8fc,"Amy Implicates Leading jockeys in Trial; Lists Efforts to Fix Races Asked About Cordern Sl,500 Per Race The 'Fix' Method Jockeys Implicated Saratoga Race Cited 2 Men Convicted In Fix Scheme Islanders Scoring",2,,"Amy Implicates Leading jockeys in Trial; Lists Efforts to Fix Races Asked About Cordern Sl,500 Per Race The 'Fix' Method Jockeys Implicated Saratoga Race Cited 2 Men Convicted In Fix Scheme Islanders Scoring",,,,By James Tuite,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Tuite', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"The opening witness in the trial of Con Errico, the 58-year-old former jockey who has been charged with bribing jockeys to fix races at New York thoroughbred tracks, testified yesterday in Brooklyn Federal Court that he had rejected a bribe offer by Errico.  ",https://www.nytimes.com/1980/05/13/archives/two-jockeys-testify-on-bribes-by-errico-two-jockeys-testify-on.html,,,S,19,The New York Times,[],[],1980-05-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/e1e55469-c5be-5174-a74d-453411e7c2db,0,nyt://article/e1e55469-c5be-5174-a74d-453411e7c2db,Two Jockeys Testify On Bribes by Errico; Two Jockeys Testify on Errico Bribe Offers ,2,,Two Jockeys Testify On Bribes by Errico; Two Jockeys Testify on Errico Bribe Offers ,,,,By James Tuite,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Tuite', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,"ATLANTA, May 11 (UPI) Pam Higgins shot a three-under-par 70 today to win the Atlanta stop on the Ladies' Professional Golf Association tour by three strokes.  ",https://www.nytimes.com/1980/05/12/archives/miss-higgins-wins-by-3.html,,,S,10,The New York Times,[],[],1980-05-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/500df839-7e18-5f9e-b00f-0f077f0415fb,0,nyt://article/500df839-7e18-5f9e-b00f-0f077f0415fb,Miss Higgins Wins by 3,1,,Miss Higgins Wins by 3,,,,,[],
6,"DALLAS, May 10 (UPI)--Tom Watson scrambled through the wind today, shot an even-par 70 that put him one stroke ahead of Curtis Strange and set up what he called a ""head to head"" 36hole finale in the rain-delayed Byron Nelson golf tournament.  ",https://www.nytimes.com/1980/05/11/archives/watson-leads-by-a-shot-in-dallas-on-70134-new-grouping-system-third.html,,,S,9,The New York Times,[],[],1980-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/e23d7a13-c6b8-5140-b060-e6afa3422e9e,0,nyt://article/e23d7a13-c6b8-5140-b060-e6afa3422e9e,Watson Leads by a Shot in Dallas on 70-134; New Grouping System Third Birdie on 14th Misses Alcott and Higgins Tied,1,,Watson Leads by a Shot in Dallas on 70-134; New Grouping System Third Birdie on 14th Misses Alcott and Higgins Tied,,,,,[],
7,"Christ Church (interdenominational) in Summit, N.J., was the setting yesterday for the marriage of Wendy Snead Stifel, daughter of Mr. and Mrs. Henry G. Stifel of Short Hills, N.J., to George Christian Hansen, son of Mr. and Mrs. Burton D. Hansen of Moline, Ill. The Rev. Allen A. Tinker, a BaptistCongregational minister, performed the ceremony.  ",https://www.nytimes.com/1980/05/11/archives/wendy-s-stifel-married-in-jersey-to-george-hansen.html,,,,49,The New York Times,[],[],1980-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/6901b099-20ea-5667-98b8-ec4255166799,0,nyt://article/6901b099-20ea-5667-98b8-ec4255166799,Wendy S. Stifel Married in Jersey To George Hansen,1,,Wendy S. Stifel Married in Jersey To George Hansen,,,,,[],
8,,https://www.nytimes.com/1980/05/11/archives/obituary-8-no-title.html,,,,32,The New York Times,[],[],1980-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/55a447e1-59ec-571a-9692-89acfec38cc7,0,nyt://article/55a447e1-59ec-571a-9692-89acfec38cc7,Obituary 8 -- No Title,1,,Obituary 8 -- No Title,,,,,[],
9,,https://www.nytimes.com/1980/05/11/archives/obituary-1-no-title.html,,,,32,The New York Times,[],[],1980-05-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/d57675e9-f6b1-595d-937a-548192c0f6c0,0,nyt://article/d57675e9-f6b1-595d-937a-548192c0f6c0,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
