,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1968/08/04/archives/obituary-1-no-title.html,,,69,The New York Times,[],[],1968-08-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/7d97868e-f462-5109-8b08-a3b03fcbe1fc,0,nyt://article/7d97868e-f462-5109-8b08-a3b03fcbe1fc,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
1,,https://www.nytimes.com/1968/08/03/archives/obituary-1-no-title.html,,,25,The New York Times,[],[],1968-08-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/be4d2d77-e346-5d2f-9a29-93b74dda48da,0,nyt://article/be4d2d77-e346-5d2f-9a29-93b74dda48da,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
2,,https://www.nytimes.com/1968/08/01/archives/obituary-1-no-title.html,,,31,The New York Times,[],[],1968-08-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/cc7e1cbe-fa1b-57e2-84c7-8113ccec9317,0,nyt://article/cc7e1cbe-fa1b-57e2-84c7-8113ccec9317,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
3,,https://www.nytimes.com/1968/07/31/archives/obituary-1-no-title.html,,,41,The New York Times,[],[],1968-07-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/0facc547-b3af-5bd7-9d41-1378c7f6b105,0,nyt://article/0facc547-b3af-5bd7-9d41-1378c7f6b105,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
4,,https://www.nytimes.com/1968/07/30/archives/obituary-1-no-title.html,,,39,The New York Times,[],[],1968-07-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/be5efe05-d20d-578e-a80b-471a6d7a6e76,0,nyt://article/be5efe05-d20d-578e-a80b-471a6d7a6e76,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
5,,https://www.nytimes.com/1968/07/28/archives/obituary-1-no-title.html,,,65,The New York Times,[],[],1968-07-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/e3e67bba-9a0e-5b7a-bf5c-f7739f1706b0,0,nyt://article/e3e67bba-9a0e-5b7a-bf5c-f7739f1706b0,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
6,,https://www.nytimes.com/1968/07/27/archives/obituary-1-no-title.html,,,27,The New York Times,[],[],1968-07-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/7fa56656-7f68-57f5-81b9-4716c985b26d,0,nyt://article/7fa56656-7f68-57f5-81b9-4716c985b26d,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
7,,https://www.nytimes.com/1968/07/27/archives/jane-mccarrell-wins-junior-title-by-2-shots-on-82.html,,,22,The New York Times,[],[],1968-07-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/5edfaf78-0d06-58e2-8069-d7eec35e2292,0,nyt://article/5edfaf78-0d06-58e2-8069-d7eec35e2292,Jane McCarrell Wins Junior Title By 2 Shots on 82,1,,Jane McCarrell Wins Junior Title By 2 Shots on 82,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,,https://www.nytimes.com/1968/07/26/archives/obituary-1-no-title.html,,,33,The New York Times,[],[],1968-07-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/e271b4a4-a254-5427-9bb2-4ceb37b7b972,0,nyt://article/e271b4a4-a254-5427-9bb2-4ceb37b7b972,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
9,Ital ct dismisses bigamy charge against Ponti,https://www.nytimes.com/1968/07/25/archives/pontis-are-cleared-of-bigamy-in-italy.html,Ital ct dismisses bigamy charge against Ponti,,26,The New York Times,[],"[{'name': 'persons', 'value': 'Loren, Sophia', 'rank': 1, 'major': 'N'}]",1968-07-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/f7d7d090-bd07-5da6-b23a-cded9f74a04a,0,nyt://article/f7d7d090-bd07-5da6-b23a-cded9f74a04a,PONTIS ARE CLEARED OF BIGAMY IN ITALY,,,PONTIS ARE CLEARED OF BIGAMY IN ITALY,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
