,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Selective listings from art critics of The New York Times.,https://www.nytimes.com/2009/07/24/arts/design/24art.html,Selective listings from art critics of The New York Times.,ART,C,18,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/23/arts/24art.jpg', 'height': 291, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}]",2009-07-23T20:03:19+0000,article,Weekend,Arts,Art & Design,Schedule,nyt://article/1c4b0c4f-c2b3-581c-8177-631044abf568,5550,nyt://article/1c4b0c4f-c2b3-581c-8177-631044abf568,Museum and Gallery Listings,,,The Listings,,,,By The New York Times,[],The New York Times
1,FOR CHILDREN.,https://www.nytimes.com/2009/07/24/arts/24kids.html,FOR CHILDREN.,‘THE LITTLE HOUSE OF COOKIES’,C,27,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/23/arts/24kid.jpg', 'height': 297, 'width': 600, 'legacy': {'xlarge': 'images/2009/07/23/arts/24kid.jpg', 'xlargewidth': 600, 'xlargeheight': 297}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/23/arts/24kid.jpg', 'height': 297, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}]","[{'name': 'subject', 'value': 'Children and Youth', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 2, 'major': 'N'}]",2009-07-23T20:01:58+0000,article,Weekend,Arts,,Schedule,nyt://article/f6340bb4-e0cd-5d05-a52d-952f4e0ee1b7,3847,nyt://article/f6340bb4-e0cd-5d05-a52d-952f4e0ee1b7,Spare Times: For Children,,,Spare Times,,,,By Laurel Graeber,"[{'firstname': 'Laurel', 'middlename': None, 'lastname': 'Graeber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,POP.,https://www.nytimes.com/2009/07/24/arts/music/24pop.html,POP.,POP,C,16,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/23/arts/24pop.jpg', 'height': 285, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'Rock Music', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 2, 'major': 'N'}]",2009-07-23T20:00:09+0000,article,Weekend,Arts,Music,Schedule,nyt://article/776aaa8d-ee66-527f-bfa8-2180c4ee4b17,1915,nyt://article/776aaa8d-ee66-527f-bfa8-2180c4ee4b17,Pop and Rock Listings,,,The Listings ,,,,,[],
3, A new image for tequila is emerging at the Lower East Side bar and restaurant Allen & Delancey.,https://www.nytimes.com/2009/07/19/fashion/19shake.html, A new image for tequila is emerging at the Lower East Side bar and restaurant Allen & Delancey.,IT wasn’t that long ago that a bar advertising a weekly tequila night  and the customers attracted to it  would plainly be asking for trouble.,ST,7,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/19/fashion/19cock500.1.jpg', 'height': 500, 'width': 333, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/19/fashion/19cock190.1.jpg', 'height': 285, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/19/fashion/19cock75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/19/fashion/19cock75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Tequila', 'rank': 1, 'major': 'N'}]",2009-07-18T01:06:14+0000,article,Styles,Fashion & Style,,News,nyt://article/30a71bcb-2d07-5ece-97cd-c2fff3f585f5,491,nyt://article/30a71bcb-2d07-5ece-97cd-c2fff3f585f5,"Tequila, From the Pews",Shaken & Stirred,,"Tequila, From the Pews",,,,By Jonathan Miles,"[{'firstname': 'Jonathan', 'middlename': None, 'lastname': 'Miles', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,Selective listings from art critics of The New York Times.,https://www.nytimes.com/2009/07/17/arts/design/17art.html,Selective listings from art critics of The New York Times.,ART,C,18,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}]",2009-07-16T21:17:04+0000,article,Weekend,Arts,Art & Design,Schedule,nyt://article/12dfbdbc-82e6-5abc-9df5-cce37f063d34,5375,nyt://article/12dfbdbc-82e6-5abc-9df5-cce37f063d34,Museum and Gallery Listings,,,THE LISTINGS ,,,,By The New York Times,[],The New York Times
5,"Across the street from the State Supreme Court in Manhattan, the restaurant attracts a courthouse crowd — even the occasional hungry felon.",https://www.nytimes.com/2009/07/12/nyregion/12table.html,"Across the street from the State Supreme Court in Manhattan, the restaurant attracts a courthouse crowd — even the occasional hungry felon.","Since the day it opened in 1956, Forlini’s, at 93 Baxter Street, across the street from State Supreme Court in Manhattan, has attracted a courthouse crowd  prosecutors, defense lawyers, judges, even the occasional hungry felon. The space is split in two, with a proper restaurant on one side and an informal bar-and-grill on the other. Serving simple Italian food in a comfortable, old-world atmosphere, Forlini’s is the perfect place to set aside one’s legal worries over lunch. ALAN FEUER ",MB,2,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/12/nyregion/12table.span.jpg', 'height': 309, 'width': 600, 'legacy': {'xlarge': 'images/2009/07/12/nyregion/12table.span.jpg', 'xlargewidth': 600, 'xlargeheight': 309}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/12/nyregion/12table.span.jpg', 'height': 309, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/12/nyregion/12table.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/12/nyregion/12table.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Restaurants', 'rank': 2, 'major': 'N'}]",2009-07-10T22:07:40+0000,article,Metro,New York,,News,nyt://article/043cb3a1-e0f3-5d1a-8bed-bdf9eac534f8,291,nyt://article/043cb3a1-e0f3-5d1a-8bed-bdf9eac534f8,A Perfect Place for a Legal Lunch,At the Table | Forlini’s,,A Perfect Place For a Legal Lunch,,,,By Alan Feuer,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Feuer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"The event at Stony Brook University features 37 films, some with gloomy outlooks but others with a playful feel.",https://www.nytimes.com/2009/07/12/nyregion/12filmli.html,"The event at Stony Brook University features 37 films, some with gloomy outlooks but others with a playful feel.", ,LI,9,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/12/nyregion/12filmli.largesub.jpg', 'height': 265, 'width': 400, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/12/nyregion/12filmli.190sub.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/12/nyregion/12filmli.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/12/nyregion/12filmli.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Festivals', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Long Island (NY)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'State University of New York at Stony Brook', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Inkles, Alan', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 5, 'major': 'N'}]",2009-07-10T20:15:45+0000,article,Metro,New York,,News,nyt://article/e0a36213-9310-56d5-a6fa-d9e7f74c2c63,739,nyt://article/e0a36213-9310-56d5-a6fa-d9e7f74c2c63,A Film Festival Lets a Little Light In,Arts | Long Island,,A Film Festival Lets a Little Light In,,,,By Karin Lipson,"[{'firstname': 'Karin', 'middlename': None, 'lastname': 'Lipson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,An exhibit at the Guggenheim of art purchased and acquired in the 1950s reveals a museum unafraid to put its money where its curatorial instincts pointed.,https://www.nytimes.com/2009/07/10/arts/design/10sweeney.html,An exhibit at the Guggenheim of art purchased and acquired in the 1950s reveals a museum unafraid to put its money where its curatorial instincts pointed.,"What did they get and when did they get it? This is a good if possibly superficial yardstick for measuring museums’ alertness to new art. After auction prices, it may be the closest the art world gets to baseball stats. If a work of art in a public collection withstands the so-called tests of time, the gap between when it was made and when it was acquired becomes a telling and sometimes thrilling bit of data, like a high batting average. The shorter the interval, the greater the sense of institutional nerve and prescience.",C,23,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/10/arts/10swee.large1.jpg', 'height': 450, 'width': 448, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/10/arts/10swee.1901.jpg', 'height': 191, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/10/arts/10swee.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/10/arts/10swee.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Guggenheim, Solomon R, Museum', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}]",2009-07-09T19:54:08+0000,article,Weekend,Arts,Art & Design,Review,nyt://article/fb98a144-d9f0-5a6f-8a61-9cc0ef046bf7,1115,nyt://article/fb98a144-d9f0-5a6f-8a61-9cc0ef046bf7,"The Shock of the New, 50 Years On",Art Review | 'The Sweeney Decade',,"The Shock Of the New, 50 Years On",,,,By Roberta Smith,"[{'firstname': 'Roberta', 'middlename': None, 'lastname': 'Smith', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,POP.,https://www.nytimes.com/2009/07/03/arts/music/03pop.html,POP.,POP,C,16,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 2, 'major': 'N'}]",2009-07-02T20:11:53+0000,article,Weekend,Arts,Music,Schedule,nyt://article/c83a432e-306a-5101-b952-3b168a184cb4,1815,nyt://article/c83a432e-306a-5101-b952-3b168a184cb4,Pop and Rock Listings,,,The Listings,,,,,[],
9,Interviews with 30 chefs provided dozens of burger-making lessons for the home cook that aren’t terribly difficult and don’t cost much money. And it all yielded the ideal burger.,https://www.nytimes.com/2009/07/01/dining/01burg.html,Interviews with 30 chefs provided dozens of burger-making lessons for the home cook that aren’t terribly difficult and don’t cost much money. And it all yielded the ideal burger.,THE simple hamburger isn’t so simple any more.,D,1,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/dining/01burg500.1.jpg', 'height': 450, 'width': 449, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/dining/01burg190.1.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/dining/01burg75a.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/06/30/dining/01burg75a.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'David, Michael', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Pickles and Relishes', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Meat', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Grilling (Cooking)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'DBGB (NYC Restaurant)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Hamburgers', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Chefs', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 8, 'major': 'N'}]",2009-06-30T23:00:03+0000,article,Dining,Food,,News,nyt://article/3f5e5102-ed66-535f-8a12-10b5ede690e1,1940,nyt://article/3f5e5102-ed66-535f-8a12-10b5ede690e1,The Perfect Burger and All Its Parts,,,The Perfect Burger and All Its Parts,,,,By Jane Sigal,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Sigal', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
