,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"One senator acknowledged some Democrats might vote to acquit the president, but she emphasized that the party has universal agreement on major issues.",https://www.nytimes.com/live/2020/trump-impeachment-trial-vote-02-03/anticipating-trumps-acquittal-democrats-turn-to-the-general-election,"One senator acknowledged some Democrats might vote to acquit the president, but she emphasized that the party has universal agreement on major issues.","As House impeachment managers and President Trump’s lawyers prepared for their closing arguments late Monday morning and a final vote on Wednesday, some Democratic senators had already shifted their focus from the trial to defeating Mr. Trump in the general election.",The New York Times,[],[],2020-02-03T14:36:57+0000,article,Washington,U.S.,Politics,Live Blog Post,nyt://article/e402645b-0196-52b4-ad31-50ee7fbe5ffc,147,nyt://article/e402645b-0196-52b4-ad31-50ee7fbe5ffc,"Anticipating Trump’s acquittal, Democrats turn to the general election.",,,,,,,By Eileen Sullivan,"[{'firstname': 'Eileen', 'middlename': None, 'lastname': 'Sullivan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,Democratic presidential candidates fanned out across Iowa on Saturday for a frenzy of rallies and last-ditch speeches with just two days to go before the rural state kicks off the nominating process.,https://www.nytimes.com/reuters/2020/02/03/us/politics/01reuters-usa-election.html,Democratic presidential candidates fanned out across Iowa on Saturday for a frenzy of rallies and last-ditch speeches with just two days to go before the rural state kicks off the nominating process.,"DES MOINES, Iowa — Democratic presidential candidates fanned out across Iowa on Saturday for a frenzy of rallies and last-ditch speeches with just two days to go before the rural state kicks off the nominating process.",Reuters,[],[],2020-02-03T14:01:33+0000,article,None,U.S.,Politics,News,nyt://article/94acfbe2-6fe3-5e4d-9067-0989c1f90224,1026,nyt://article/94acfbe2-6fe3-5e4d-9067-0989c1f90224,"On the Campaign Trail: Democrats Deliver Closing Arguments With Dogs, Comedians and Planes",,,"On the Campaign Trail: Democrats Deliver Closing Arguments With Dogs, Comedians and Planes",,,,By Reuters,[],Reuters
2,"The U.S. House of Representatives passed two pieces of legislation on Thursday seeking to rein in President Donald Trump's ability to deploy U.S. forces to fight abroad, as some lawmakers fume over his failure to fully inform them about his strategy toward Iran.",https://www.nytimes.com/reuters/2020/02/03/world/middleeast/30reuters-mideast-crisis-congress-iran.html,"The U.S. House of Representatives passed two pieces of legislation on Thursday seeking to rein in President Donald Trump's ability to deploy U.S. forces to fight abroad, as some lawmakers fume over his failure to fully inform them about his strate...","WASHINGTON — The U.S. House of Representatives passed two pieces of legislation on Thursday seeking to rein in President Donald Trump's ability to deploy U.S. forces to fight abroad, as some lawmakers fume over his failure to fully inform them about his strategy toward Iran.",Reuters,[],[],2020-02-03T13:46:11+0000,article,None,World,Middle East,News,nyt://article/36d9378d-e3e6-52fc-9549-4ea24a6ca429,345,nyt://article/36d9378d-e3e6-52fc-9549-4ea24a6ca429,U.S. House Passes Measures Seeking to Pull War Powers Back From Trump,,,U.S. House Passes Measures Seeking to Pull War Powers Back From Trump,,,,By Reuters,[],Reuters
3,"Jennifer Lopez and Shakira brought Latina star power to Sunday's Super Bowl halftime show, delivering a medley of pop hits and hip-shaking choreography on one of the world's glitziest stages.",https://www.nytimes.com/reuters/2020/02/03/arts/03reuters-football-nfl-superbowl-halftime.html,"Jennifer Lopez and Shakira brought Latina star power to Sunday's Super Bowl halftime show, delivering a medley of pop hits and hip-shaking choreography on one of the world's glitziest stages.","(Reuters) - Jennifer Lopez and Shakira brought Latina star power to Sunday's Super Bowl halftime show, delivering a medley of pop hits and hip-shaking choreography on one of the world's glitziest stages.",Reuters,[],[],2020-02-03T13:37:08+0000,article,None,Arts,,News,nyt://article/e5d6a69c-e49a-5234-8a86-eb3674cfa059,688,nyt://article/e5d6a69c-e49a-5234-8a86-eb3674cfa059,"With Latin Beat, J. Lo and Shakira Project Power of Women at Super Bowl Showcase",,,"With Latin Beat, J. Lo and Shakira Project Power of Women at Super Bowl Showcase",,,,By Reuters,[],Reuters
4,"More Republicans announced opposition on Friday to calling witnesses in President Donald Trump's U.S. Senate impeachment trial, dooming a bid by Democrats to permit testimony and paving the way for his expected acquittal.",https://www.nytimes.com/reuters/2020/02/03/us/politics/02reuters-usa-trump-impeachment-quotes.html,"More Republicans announced opposition on Friday to calling witnesses in President Donald Trump's U.S. Senate impeachment trial, dooming a bid by Democrats to permit testimony and paving the way for his expected acquittal.","(Reuters) - More Republicans announced opposition on Friday to calling witnesses in President Donald Trump's U.S. Senate impeachment trial, dooming a bid by Democrats to permit testimony and paving the way for his expected acquittal.",Reuters,[],[],2020-02-03T13:28:06+0000,article,None,U.S.,Politics,News,nyt://article/969b9634-8e99-54e8-94b5-63463c038e37,307,nyt://article/969b9634-8e99-54e8-94b5-63463c038e37,'No Fair Trial': Quotes From Trump's Senate Impeachment Trial,,,'No Fair Trial': Quotes From Trump's Senate Impeachment Trial,,,,By Reuters,[],Reuters
5,Scores of volunteers from across the United States descended on icy Iowa ahead of Monday's Democratic caucus with one goal: nominating a candidate who can defeat Republican President Donald Trump in November. ,https://www.nytimes.com/reuters/2020/02/03/us/politics/02reuters-usa-election-iowa.html,Scores of volunteers from across the United States descended on icy Iowa ahead of Monday's Democratic caucus with one goal: nominating a candidate who can defeat Republican President Donald Trump in November. ,"DES MOINES, Iowa — Scores of volunteers from across the United States descended on icy Iowa ahead of Monday's Democratic caucus with one goal: nominating a candidate who can defeat Republican President Donald Trump in November. ",Reuters,[],[],2020-02-03T13:25:23+0000,article,None,U.S.,Politics,News,nyt://article/9c135384-b65a-57b4-9af1-6bc31daf851c,472,nyt://article/9c135384-b65a-57b4-9af1-6bc31daf851c,Volunteers Flock to Iowa for High-Stakes Democratic Nominating Contest,,,Volunteers Flock to Iowa for High-Stakes Democratic Nominating Contest,,,,By Reuters,[],Reuters
6,"Bewildered, sad and disappointed, Brazilians migrants sent from the United States to Mexico this week were left wondering how they had ended up in another country whose language they do not understand.",https://www.nytimes.com/reuters/2020/02/03/world/americas/30reuters-usa-immigration-brazil.html,"Bewildered, sad and disappointed, Brazilians migrants sent from the United States to Mexico this week were left wondering how they had ended up in another country whose language they do not understand.","CIUDAD JUAREZ — Bewildered, sad and disappointed, Brazilians migrants sent from the United States to Mexico this week were left wondering how they had ended up in another country whose language they do not understand.",Reuters,[],[],2020-02-03T13:22:09+0000,article,None,World,Americas,News,nyt://article/0719913a-36a0-5e4c-9de5-6a420e5a7b13,416,nyt://article/0719913a-36a0-5e4c-9de5-6a420e5a7b13,Brazilians Sent to Mexico by U.S. Say They Don't Understand Why,,,Brazilians Sent to Mexico by U.S. Say They Don't Understand Why,,,,By Reuters,[],Reuters
7,"Barring a dramatic development, President Donald Trump appears almost certain to be acquitted in his Senate impeachment trial. [nL1N29Z0JU] Here is a look at the road to his impeachment and trial.",https://www.nytimes.com/reuters/2020/02/03/us/politics/02reuters-usa-trump-impeachment-timeline.html,"Barring a dramatic development, President Donald Trump appears almost certain to be acquitted in his Senate impeachment trial. [nL1N29Z0JU] Here is a look at the road to his impeachment and trial.","WASHINGTON — Barring a dramatic development, President Donald Trump appears almost certain to be acquitted in his Senate impeachment trial. [nL1N29Z0JU] Here is a look at the road to his impeachment and trial.",Reuters,[],[],2020-02-03T13:19:33+0000,article,None,U.S.,Politics,News,nyt://article/39699b2e-e049-5f78-9962-59877c6a61bb,644,nyt://article/39699b2e-e049-5f78-9962-59877c6a61bb,The Long Road to Trump's Impeachment and Trial,,,The Long Road to Trump's Impeachment and Trial,,,,By Reuters,[],Reuters
8,"Latinos in Iowa, overlooked as a political force for years in the state that kicks off the U.S. presidential race, have been getting unprecedented attention in a too-close-to-call Democratic White House nominating fight.",https://www.nytimes.com/reuters/2020/02/03/world/americas/31reuters-usa-election-iowa-latinos.html,"Latinos in Iowa, overlooked as a political force for years in the state that kicks off the U.S. presidential race, have been getting unprecedented attention in a too-close-to-call Democratic White House nominating fight.","DES MOINES, Iowa — Latinos in Iowa, overlooked as a political force for years in the state that kicks off the U.S. presidential race, have been getting unprecedented attention in a too-close-to-call Democratic White House nominating fight.",Reuters,[],[],2020-02-03T13:19:21+0000,article,None,World,Americas,News,nyt://article/de76a673-5689-5877-82c0-90f9ead19e6d,607,nyt://article/de76a673-5689-5877-82c0-90f9ead19e6d,Iowa's Fast-Growing Latino Community Gets New Attention From Democrats,,,Iowa's Fast-Growing Latino Community Gets New Attention From Democrats,,,,By Reuters,[],Reuters
9,"Like many Iowans, Peggy Magner is still grappling with a weighty choice as the state's first-in-the-nation nominating contest fast approaches: which Democratic candidate is best equipped to defeat Republican President Donald Trump in November.",https://www.nytimes.com/reuters/2020/02/03/us/politics/02reuters-usa-election-voters.html,"Like many Iowans, Peggy Magner is still grappling with a weighty choice as the state's first-in-the-nation nominating contest fast approaches: which Democratic candidate is best equipped to defeat Republican President Donald Trump in November.","CEDAR RAPIDS, Iowa — Like many Iowans, Peggy Magner is still grappling with a weighty choice as the state's first-in-the-nation nominating contest fast approaches: which Democratic candidate is best equipped to defeat Republican President Donald Trump in November.",Reuters,[],[],2020-02-03T13:16:17+0000,article,None,U.S.,Politics,News,nyt://article/9837c500-eae2-5a09-b35d-ad037c7893f0,530,nyt://article/9837c500-eae2-5a09-b35d-ad037c7893f0,"Ahead of Crucial Vote, Anxious Iowa Democrats Grapple With Tough Choices",,,"Ahead of Crucial Vote, Anxious Iowa Democrats Grapple With Tough Choices",,,,By Reuters,[],Reuters
