,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,U.S. senators on Thursday spent the day posing questions to the Democratic lawmakers prosecuting the impeachment case against President Donald Trump and the lawyers defending him.,https://www.nytimes.com/reuters/2020/01/31/us/politics/30reuters-usa-trump-impeachment-whatnext.html,U.S. senators on Thursday spent the day posing questions to the Democratic lawmakers prosecuting the impeachment case against President Donald Trump and the lawyers defending him.,(Reuters) - U.S. senators on Thursday spent the day posing questions to the Democratic lawmakers prosecuting the impeachment case against President Donald Trump and the lawyers defending him.,Reuters,[],[],2020-01-31T12:43:31+0000,article,None,U.S.,Politics,News,nyt://article/018304d1-eef4-5038-a2e7-cf3b82ee8440,350,nyt://article/018304d1-eef4-5038-a2e7-cf3b82ee8440,Factbox: Trump Impeachment-What Happens Next?,,,Factbox: Trump Impeachment-What Happens Next?,,,,By Reuters,[],Reuters
1,"President Donald Trump's administration is expected to relax Obama-era restrictions on the U.S. military's use or acquisition of landmines, two U.S. officials said on Thursday, a move criticized by arms control groups.",https://www.nytimes.com/reuters/2020/01/31/world/asia/30reuters-usa-trump-landmines.html,"President Donald Trump's administration is expected to relax Obama-era restrictions on the U.S. military's use or acquisition of landmines, two U.S. officials said on Thursday, a move criticized by arms control groups.","WASHINGTON — President Donald Trump's administration is expected to relax Obama-era restrictions on the U.S. military's use or acquisition of landmines, two U.S. officials said on Thursday, a move criticized by arms control groups.",Reuters,[],[],2020-01-31T12:43:28+0000,article,None,World,Asia Pacific,News,nyt://article/400965f3-7da8-56ba-8ca0-17aed7ca8fd8,274,nyt://article/400965f3-7da8-56ba-8ca0-17aed7ca8fd8,Trump Administration to Upend Obama-Era Restrictions on Landmines: Sources,,,Trump Administration to Upend Obama-Era Restrictions on Landmines: Sources,,,,By Reuters,[],Reuters
2,"Democratic candidate Michael Bloomberg and U.S. President Donald Trump will promote anti-gun violence and economic milestones in  multimillion-dollar ads, in an effort to win over the 100 million Americans expected to watch the National Football League's Super Bowl LIV on Sunday. ",https://www.nytimes.com/reuters/2020/01/31/us/30reuters-football-nfl-superbowl-bloomberg.html,"Democratic candidate Michael Bloomberg and U.S. President Donald Trump will promote anti-gun violence and economic milestones in  multimillion-dollar ads, in an effort to win over the 100 million Americans expected to watch the National Football L...","NEW YORK/WAUKEE, Iowa — Democratic candidate Michael Bloomberg and U.S. President Donald Trump will promote anti-gun violence and economic milestones in multimillion-dollar ads, in an effort to win over the 100 million Americans expected to watch the National Football League's Super Bowl LIV on Sunday. ",Reuters,[],[],2020-01-31T12:43:13+0000,article,None,U.S.,,News,nyt://article/fc9b72b1-2416-5a3a-9247-c69ca58c1acf,592,nyt://article/fc9b72b1-2416-5a3a-9247-c69ca58c1acf,"Bloomberg Tackles Gun Violence, Trump Touts Victories in Super Bowl Ads",,,"Bloomberg Tackles Gun Violence, Trump Touts Victories in Super Bowl Ads",,,,By Reuters,[],Reuters
3,U.S. President Donald Trump campaigned on Thursday in Iowa - the state that kicks off the presidential nominating race next week - basking in the support of his base while the U.S. Senate trial considering his impeachment continued in Washington. ,https://www.nytimes.com/reuters/2020/01/31/us/politics/30reuters-usa-election-trump.html,U.S. President Donald Trump campaigned on Thursday in Iowa - the state that kicks off the presidential nominating race next week - basking in the support of his base while the U.S. Senate trial considering his impeachment continued in Washington. ,"DES MOINES, Iowa — U.S. President Donald Trump campaigned on Thursday in Iowa - the state that kicks off the presidential nominating race next week - basking in the support of his base while the U.S. Senate trial considering his impeachment continued in Washington. ",Reuters,[],[],2020-01-31T12:40:11+0000,article,None,U.S.,Politics,News,nyt://article/c186053e-7653-54c5-b63f-cdb18945797e,407,nyt://article/c186053e-7653-54c5-b63f-cdb18945797e,"Trump Mocks Democrats, Revives Border Wall Promise in Iowa Campaign Speech",,,"Trump Mocks Democrats, Revives Border Wall Promise in Iowa Campaign Speech",,,,By Reuters,[],Reuters
4,"A secretly recorded video released on Thursday shows U.S. President Donald Trump associating with Lev Parnas, the indicted businessman who says he worked to pressure Ukraine to investigate one of Trump's Democratic political rivals.",https://www.nytimes.com/reuters/2020/01/31/us/politics/30reuters-usa-trump-impeachment-parnas.html,"A secretly recorded video released on Thursday shows U.S. President Donald Trump associating with Lev Parnas, the indicted businessman who says he worked to pressure Ukraine to investigate one of Trump's Democratic political rivals.","WASHINGTON — A secretly recorded video released on Thursday shows U.S. President Donald Trump associating with Lev Parnas, the indicted businessman who says he worked to pressure Ukraine to investigate one of Trump's Democratic political rivals.",Reuters,[],[],2020-01-31T12:40:08+0000,article,None,U.S.,Politics,News,nyt://article/06b799cb-2803-52b3-a59d-2e9f755a69bd,396,nyt://article/06b799cb-2803-52b3-a59d-2e9f755a69bd,A Second Video Shows Trump With Former Ukraine Fixer Lev Parnas,,,A Second Video Shows Trump With Former Ukraine Fixer Lev Parnas,,,,By Reuters,[],Reuters
5,"In the Near North Side neighborhood, a black community in the heart of Iowa's state capital, it would be easy to miss that the nation's first presidential nominating contest is only days away.",https://www.nytimes.com/reuters/2020/01/31/us/politics/30reuters-usa-election-iowa-black-voters.html,"In the Near North Side neighborhood, a black community in the heart of Iowa's state capital, it would be easy to miss that the nation's first presidential nominating contest is only days away.","DES MOINES, Iowa — In the Near North Side neighborhood, a black community in the heart of Iowa's state capital, it would be easy to miss that the nation's first presidential nominating contest is only days away.",Reuters,[],[],2020-01-31T12:40:06+0000,article,None,U.S.,Politics,News,nyt://article/49dbb90a-d4a3-5f63-9cff-5bb545f91d28,851,nyt://article/49dbb90a-d4a3-5f63-9cff-5bb545f91d28,"In Iowa's Small Black Community, Little Love for the Caucuses or Joe Biden",,,"In Iowa's Small Black Community, Little Love for the Caucuses or Joe Biden",,,,By Reuters,[],Reuters
6,"The No. 3 Republican in the U.S. Senate said on Thursday Republicans were prepared to stay through the ""completion"" of President Donald Trump's impeachment trial whether late on Friday or on Saturday.",https://www.nytimes.com/reuters/2020/01/31/us/politics/30reuters-usa-trump-impeachment-schedule.html,"The No. 3 Republican in the U.S. Senate said on Thursday Republicans were prepared to stay through the ""completion"" of President Donald Trump's impeachment trial whether late on Friday or on Saturday.","WASHINGTON — The No. 3 Republican in the U.S. Senate said on Thursday Republicans were prepared to stay through the ""completion"" of President Donald Trump's impeachment trial whether late on Friday or on Saturday.",Reuters,[],[],2020-01-31T12:37:23+0000,article,None,U.S.,Politics,News,nyt://article/ac448cd1-f20a-51de-be7a-628aad81ca2f,100,nyt://article/ac448cd1-f20a-51de-be7a-628aad81ca2f,Senior Republican Sees 'Completion' of Impeachment Trial Friday or Saturday,,,Senior Republican Sees 'Completion' of Impeachment Trial Friday or Saturday,,,,By Reuters,[],Reuters
7,"The American Postal Workers Union (APWU) announced on Thursday that its executive board has endorsed U.S. Senator Bernie Sanders to be the Democratic presidential nominee on behalf of its 200,000 members nationwide.",https://www.nytimes.com/reuters/2020/01/31/us/politics/30reuters-usa-election-sanders-endorsement.html,"The American Postal Workers Union (APWU) announced on Thursday that its executive board has endorsed U.S. Senator Bernie Sanders to be the Democratic presidential nominee on behalf of its 200,000 members nationwide.","WASHINGTON — The American Postal Workers Union (APWU) announced on Thursday that its executive board has endorsed U.S. Senator Bernie Sanders to be the Democratic presidential nominee on behalf of its 200,000 members nationwide.",Reuters,[],[],2020-01-31T12:37:19+0000,article,None,U.S.,Politics,News,nyt://article/22e630e3-3f6c-56ba-9ba3-bda8f9da6c91,265,nyt://article/22e630e3-3f6c-56ba-9ba3-bda8f9da6c91,Sanders Endorsed by Postal Workers Union in 2020 White House Race,,,Sanders Endorsed by Postal Workers Union in 2020 White House Race,,,,By Reuters,[],Reuters
8,"The last three states to pass the Equal Rights Amendment sued the archivist of the U.S. government on Thursday, demanding that the amendment to the U.S. Constitution guaranteeing equal rights for women be declared valid.",https://www.nytimes.com/reuters/2020/01/31/us/30reuters-usa-legal-women.html,"The last three states to pass the Equal Rights Amendment sued the archivist of the U.S. government on Thursday, demanding that the amendment to the U.S. Constitution guaranteeing equal rights for women be declared valid.","(Reuters) - The last three states to pass the Equal Rights Amendment sued the archivist of the U.S. government on Thursday, demanding that the amendment to the U.S. Constitution guaranteeing equal rights for women be declared valid.",Reuters,[],[],2020-01-31T12:37:16+0000,article,None,U.S.,,News,nyt://article/bbf5631c-7070-5cab-ad55-7f6b0828905a,505,nyt://article/bbf5631c-7070-5cab-ad55-7f6b0828905a,U.S. States Sue to Demand Recognition of Equal Rights Amendment for Women,,,U.S. States Sue to Demand Recognition of Equal Rights Amendment for Women,,,,By Reuters,[],Reuters
9,"The head of the U.S. House Judiciary panel said it might be a good idea for the House of Representatives to subpoena President Donald Trump's former national security adviser John Bolton if the Senate does not call him as an impeachment trial witness, CNN reported.",https://www.nytimes.com/reuters/2020/01/31/us/politics/30reuters-usa-trump-impeachment-nadler.html,The head of the U.S. House Judiciary panel said it might be a good idea for the House of Representatives to subpoena President Donald Trump's former national security adviser John Bolton if the Senate does not call him as an impeachment trial witn...,"WASHINGTON — The head of the U.S. House Judiciary panel said it might be a good idea for the House of Representatives to subpoena President Donald Trump's former national security adviser John Bolton if the Senate does not call him as an impeachment trial witness, CNN reported.",Reuters,[],[],2020-01-31T12:34:13+0000,article,None,U.S.,Politics,News,nyt://article/8facfcc4-f1e3-5bd4-9c57-b64dac9efa7b,111,nyt://article/8facfcc4-f1e3-5bd4-9c57-b64dac9efa7b,Nadler Says House Could Subpoena Bolton if Senate Doesn't: CNN,,,Nadler Says House Could Subpoena Bolton if Senate Doesn't: CNN,,,,By Reuters,[],Reuters
