,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"SAN DIEGO, Sept. 10 (AP)--Fred Dean, the San Diego Chargers' outstanding but unhappy defensive end, has formally filed for retirement.  ",https://www.nytimes.com/1980/09/11/archives/dean-quits-says-chargers-wont-discuss-grievance.html,,,S,10,The New York Times,[],[],1980-09-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/83fd8b9c-61e0-55f0-8b16-61bddb52b498,0,nyt://article/83fd8b9c-61e0-55f0-8b16-61bddb52b498,"Dean Quits, Says Chargers Won't Discuss Grievance",1,,"Dean Quits, Says Chargers Won't Discuss Grievance",,,,,[],
1,"Marty Bystrom, a tall right-hander who joined the Phillies a little more than a week ago in the annual September rookie invasion of the major leagues, experienced one of baseball's supreme thrills last night. He pitched a shutout in his first big league start, beating the Mets, 5-0, at Shea Stadium.  ",https://www.nytimes.com/1980/09/11/archives/mets-suffer-11th-straight-loss.html,,,S,11,The New York Times,[],[],1980-09-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/a1c104e2-e44e-5a85-98db-48a78ae9c967,0,nyt://article/a1c104e2-e44e-5a85-98db-48a78ae9c967,Mets Suffer 11th Straight Loss,1,,Mets Suffer 11th Straight Loss,,,,By Michael Strauss,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Strauss', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"PRINCESS MARGARET, Sean Connery, Pete Fountain and Joanne Woodward. What do they have in common? They  all turned 50 years old this year, according to the monthly birthday column in the magazine 50 Plus, which now considers them to be eligible for a genre of magazines directed specifically to America's older citizens.  ",https://www.nytimes.com/1980/09/11/archives/magazines-that-tap-the-over50-market.html,,,T,3,The New York Times,[],[],1980-09-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/d67badf0-0135-5835-a3ee-4e13249e9c9c,0,nyt://article/d67badf0-0135-5835-a3ee-4e13249e9c9c,Magazines That Tap The Over-50 Market,1,,Magazines That Tap The Over-50 Market,,,,By Ki Hackney,"[{'firstname': 'Ki', 'middlename': None, 'lastname': 'Hackney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"PHILADELPHIA, Sept. 9 (UPI)-- Bob Boone's suicide squeeze with one out in the bottom of the 14th inning scored Garry Maddox from third with...  ",https://www.nytimes.com/1980/09/10/archives/phils-beat-pirates-in-14th-5-to-4-brett-still-out.html,,,S,11,The New York Times,[],[],1980-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/3d9596d1-679c-578b-88d5-d38c153494b4,0,nyt://article/3d9596d1-679c-578b-88d5-d38c153494b4,"Phils Beat Pirates in 14th, 5 to 4; Brett Still Out ",1,,"Phils Beat Pirates in 14th, 5 to 4; Brett Still Out ",,,,,[],
4,,https://www.nytimes.com/1980/09/10/archives/television.html,,,T,27,The New York Times,[],[],1980-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/0508ce48-5f16-5920-a789-7daf5f1562cf,0,nyt://article/0508ce48-5f16-5920-a789-7daf5f1562cf,Television,1,,Television,,,,,[],
5,"NEW BRUNSWICK, N.J. Sept. 8-- Reaching out to a constituency that he said could be critical to the success of his bid for the Presidency, Representative John B. Anderson took his independent candidacy to a series of college campuses in the Northeast today, ending up this evening at Rutgers, the State University.  ",https://www.nytimes.com/1980/09/09/archives/anderson-hails-campus-awakening-students-back-his-positions-remarks.html,,,B,18,The New York Times,[],[],1980-09-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/6d42fc0c-b937-5037-8f48-f74c2cdd856b,0,nyt://article/6d42fc0c-b937-5037-8f48-f74c2cdd856b,Anderson Hails Campus 'Awakening'; Students Back His Positions Remarks on Social Security Waiting for Debate Decision ,1,,Anderson Hails Campus 'Awakening'; Students Back His Positions Remarks on Social Security Waiting for Debate Decision ,,,,By Leslie Bennetts Special To the New York Times,"[{'firstname': 'Leslie', 'middlename': 'Bennetts', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"LOS ANGELES, Sept. 7--Ed Asner won his seventh Emmy--for best actor in a dramatic series, ""Lou Grant""--last night at the 32d annual Emmy Awards show. Because of an actors' boycott, Mr. Asner was not there to pick up his award.  ",https://www.nytimes.com/1980/09/08/archives/emmys-to-asner-miss-damon-miss-bel-geddes-and-mulligan.html,,,S,18,The New York Times,[],[],1980-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/36b1f0a9-75b9-58d7-ade8-170497e62502,0,nyt://article/36b1f0a9-75b9-58d7-ade8-170497e62502,"Emmys to Asner, Miss Damon, Miss Bel Geddes and Mulligan",1,,"Emmys to Asner, Miss Damon, Miss Bel Geddes and Mulligan",,,,By Aljean Harmetz Special To the New York Times,"[{'firstname': 'Aljean', 'middlename': 'Harmetz', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,,https://www.nytimes.com/1980/09/08/archives/letters-a-congressional-turn-against-motorists-safety-to-share.html,,,A,18,The New York Times,[],[],1980-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/c02d08cc-ed3e-5d6f-b7d9-20783a999002,0,nyt://article/c02d08cc-ed3e-5d6f-b7d9-20783a999002,Letters; A Congressional Turn Against Motorists' Safety To Share Welfare Costs Fairly Forum for Independent Presidential Candidates Poe's New York Alias Carter's Valid Stand On the Abortion Issue Mayoral 'Graffiti' Yugoslavia Is Ready for a Polish-Style Upheaval ,1,,Letters; A Congressional Turn Against Motorists' Safety To Share Welfare Costs Fairly Forum for Independent Presidential Candidates Poe's New York Alias Carter's Valid Stand On the Abortion Issue Mayoral 'Graffiti' Yugoslavia Is Ready for a Polish-Style Upheaval ,,,,RALPH NADERPAUL HECHTDAVID A. ABLINANDREW ABEL(Brother) LES LUKERERNEST MIGLIACCIOCYRIL A. ZEBOT,"[{'firstname': 'Ralph', 'middlename': 'Naderpaul', 'lastname': 'HECHTDAVID', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"MONTGOMERY, Ala., Sept. 7--""It was the Moral Majority movement that very quietly, but very effectively, covered my district like a tent,"" said Representative John H. Buchanan Jr., a 16year veteran of Congress who was defeated in the Republican primary last Tuesday.  ",https://www.nytimes.com/1980/09/08/archives/evangelical-group-quietly-and-angrily-upsets-alabama-primary-many.html,,,M,10,The New York Times,[],[],1980-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/8161d245-7d78-5f9e-bbca-e3b0d1865c74,0,nyt://article/8161d245-7d78-5f9e-bbca-e3b0d1865c74,Evangelical Group Quietly and Angrily Upsets Alabama Primary; Many Politicians Are Concerned Churches Transported Voters Likened to John Birch Society Endorsement Wasn't Permitted 'No Way to Attack Churches' ,1,,Evangelical Group Quietly and Angrily Upsets Alabama Primary; Many Politicians Are Concerned Churches Transported Voters Likened to John Birch Society Endorsement Wasn't Permitted 'No Way to Attack Churches' ,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"Even though Dave Wilson had satisfied the University of Illinois coaching staff that he was the player to start at quarterback this season, he still had to win a court battle before getting permission to play in the opening game last Saturday against Northwestern.  ",https://www.nytimes.com/1980/09/08/archives/illinois-quarterback-first-triumphs-in-courtroom-then-on-field.html,,,S,3,The New York Times,[],[],1980-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/8c56c196-e4eb-58df-9628-138ae5986b97,0,nyt://article/8c56c196-e4eb-58df-9628-138ae5986b97,"Illinois Quarterback First Triumphs in Courtroom, Then on Field; Diiemma Began With Injury Professional Value an Issue Mallard Sprints to 2 Scores L.S.U. Last Blanked in 1950 Sub Quarterback Leads Tar Heels ",1,,"Illinois Quarterback First Triumphs in Courtroom, Then on Field; Diiemma Began With Injury Professional Value an Issue Mallard Sprints to 2 Scores L.S.U. Last Blanked in 1950 Sub Quarterback Leads Tar Heels ",,,,By Gordon S. White Jr,"[{'firstname': 'Gordon', 'middlename': 'S.', 'lastname': 'White', 'qualifier': 'Jr', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
