,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,"Following is a transcript of the third day of confirmation hearings for Judge Sonia Sotomayor, as recorded by Federal News Service.",https://www.nytimes.com/2009/07/15/us/politics/15confirm-text.html,"Following is a transcript of the third day of confirmation hearings for Judge Sonia Sotomayor, as recorded by Federal News Service.","Following is a transcript of the third day of confirmation hearings for Judge Sonia Sotomayor, as recorded by Federal News Service. Judge Sotomayor answered first-round questions from Senators John Cornyn, Benjamin L. Cardin, Tom Coburn, Sheldon Whitehouse, Amy Klobuchar, Edward E. Kaufman, Arlen Specter and Al Franken. Additional second-round questions were asked by Senators Jeff Sessions, Herb Kohl, Orrin G. Hatch, Russ Feingold, Charles E. Grassley  and Cardin. Senator Patrick J. Leahy also spoke during the hearing.  ",The New York Times,[],[],2009-07-16T13:29:30+0000,article,Washington,U.S.,Politics,Text,nyt://article/0b84df15-463b-5eab-b9da-0c48a4fde019,49239,nyt://article/0b84df15-463b-5eab-b9da-0c48a4fde019,"Sotomayor Confirmation Hearings, Day 3",Transcript,,,,,,,[],,,
1,Judge Sonia Sotomayor said that no one in the White House asked about her views on abortion before her nomination.,https://thecaucus.blogs.nytimes.com/2009/07/15/blogs/15thecaucus-live-blo33317.html,Judge Sonia Sotomayor said that no one in the White House asked about her views on abortion before her nomination.,"Closing Notes &#124; 6:19 p.m. The session today seemed to allow Judge Sonia Sotomayor to loosen up a little more. At times, most predictably when she was questioned by Democrats, she talked without interruption for several minutes. ",The New York Times,[],[],2009-07-15T21:00:10+0000,article,None,Blogs,,Web Log,nyt://article/34504583-c3cc-56c4-b1cb-307523cd43a0,4439,nyt://article/34504583-c3cc-56c4-b1cb-307523cd43a0,Questioning of Sotomayor Turns to Abortion Issue,The Caucus,,"Live Blogging Sotomayor Hearings, Day 3",,,,By KATE PHILLIPS,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'PHILLIPS', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
2,Stay with us for updates as we continue covering the Supreme Court confirmation hearings for Judge Sonia Sotomayor.,https://thecaucus.blogs.nytimes.com/2009/07/15/live-blogging-sotomayor-hearings-day-3/,Stay with us for updates as we continue covering the Supreme Court confirmation hearings for Judge Sonia Sotomayor.,"Closing Notes | 6:19 p.m.  The session today seemed to allow Judge Sonia Sotomayor to loosen up a little more. At times, most predictably when she was questioned by Democrats, she talked without interruption for several minutes. ",The New York Times,[],[],2009-07-15T21:00:10+0000,article,National,U.S.,Politics,News,nyt://article/ffd9e70d-d0ac-56b8-9c6c-882641b3a23f,4368,nyt://article/ffd9e70d-d0ac-56b8-9c6c-882641b3a23f,"Live Blogging Sotomayor Hearings, Day 3",The Caucus,,,,,,By Kate Phillips,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Phillips', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
3,Senators begin asking their questions of Judge Sonia Sotomayor on the second day of her confirmation hearings for the Supreme Court. We’ll be updating throughout the day.,https://thecaucus.blogs.nytimes.com/2009/07/14/live-blogging-the-sotomayor-hearings-day-2/,Senators begin asking their questions of Judge Sonia Sotomayor on the second day of her confirmation hearings for the Supreme Court. We’ll be updating throughout the day.,"Tuesday’s session has ended. For Wednesday, several senators still have their first 30-minute question-and-answer encounters with the judge. Then, there will be a brief closed session while both sides discuss her F.B.I. background check, a routine event for nominees. Then the open hearings will resume, with senators getting second rounds of 20 minutes each. ",The New York Times,[],[],2009-07-14T22:00:29+0000,article,National,U.S.,Politics,News,nyt://article/c1d29071-d6c5-576d-b63a-b08b42377ad3,4525,nyt://article/c1d29071-d6c5-576d-b63a-b08b42377ad3,"Live Blogging Sotomayor Hearings, Day 2",The Caucus,,,,,,By Kate Phillips,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Phillips', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
4,Stay with us for updates throughout the day.,https://thecaucus.blogs.nytimes.com/2009/07/13/live-blogging-the-sotomayor-hearings/,Stay with us for updates throughout the day.,"A Few Closing Thoughts | 3:51 p.m. For the most part, Day One of the Sotomayor hearings unfolded uneventfully, as expected.",The New York Times,[],[],2009-07-13T17:30:33+0000,article,National,U.S.,Politics,News,nyt://article/0c81e7eb-ae01-5039-bd1b-16cde9a281ba,4146,nyt://article/0c81e7eb-ae01-5039-bd1b-16cde9a281ba,Live Blogging the Sotomayor Hearings,The Caucus,,,,,,By Kate Phillips,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Phillips', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
5,Our correspondents offer a guide to possible highlights and the weighty issues of the Senate judiciary’s hearings.,https://thecaucus.blogs.nytimes.com/2009/07/13/the-sotomayor-hearings-what-to-watch-for/,Our correspondents offer a guide to possible highlights and the weighty issues of the Senate judiciary’s hearings.,"With the confirmation hearings for Judge Sonia Sotomayor before the Senate Judiciary Committee beginning at 10 a.m. today, several of our correspondents are offering up previews of what we may expect as the week unfolds. Many, if not all, are veterans when it comes to covering legal matters and Supreme Court confirmation hearings, and we’ve invited them to weigh in periodically as we live-blog the judiciary sessions once they commence this morning. ",The New York Times,[],[],2009-07-13T10:00:49+0000,article,National,U.S.,Politics,News,nyt://article/7c653089-e69a-5b45-ac86-3c96b45d9392,2660,nyt://article/7c653089-e69a-5b45-ac86-3c96b45d9392,The Sotomayor Hearings: What to Watch For,The Caucus,,,,,,By Kate Phillips,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Phillips', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
6,Our correspondents offer a guide to possible highlights of the confirmations hearings for Judge Sonia Sotomayor that are set to begin this morning.,https://thecaucus.blogs.nytimes.com/2009/07/13/blogs/13thecaucus-the-soto31999.html,Our correspondents offer a guide to possible highlights of the confirmations hearings for Judge Sonia Sotomayor that are set to begin this morning.,"With the confirmation hearings for Judge Sonia Sotomayor before the Senate Judiciary Committee beginning at 10 a.m. today, several of our correspondents are offering up previews of what we may expect as the week unfolds. Many, if not all, are veterans when it comes to covering legal matters and Supreme Court confirmation hearings, and we've invited them to weigh in periodically as we live-blog the judiciary sessions once they commence this morning. ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/13/us/sotomayor.395.22.jpg', 'height': 300, 'width': 395, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/13/us/sotomayor.190.2.jpg', 'height': 145, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/13/us/sotomayor.395.22.jpg', 'height': 300, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/13/us/sotomayor7575.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/13/us/sotomayor7575.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2009-07-13T10:00:49+0000,article,None,Blogs,,Web Log,nyt://article/b5f29527-99de-5070-ade1-4c8e5b0a5e0b,2687,nyt://article/b5f29527-99de-5070-ade1-4c8e5b0a5e0b,The Sotomayor Hearings: What to Watch For,The Caucus,,The Sotomayor Hearings: What to Watch For,,,,By KATE PHILLIPS,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'PHILLIPS', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
7,"Judge Sonia Sotomayor has been fielding test questions and visiting senators, some of whom will be questioning her record.",https://www.nytimes.com/2009/07/12/us/politics/12prep.html,"Judge Sonia Sotomayor has been fielding test questions and visiting senators, some of whom will be questioning her record.","WASHINGTON  For a few hours each day for more than a week, Judge Sonia Sotomayor has sat in a small conference room in a building adjacent to the White House, fielding questions from lawyers helping her prepare for the Senate Judiciary Committee’s hearing on her nomination to the Supreme Court.",The New York Times,[],"[{'name': 'organizations', 'value': 'Senate Committee on the Judiciary', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sotomayor, Sonia', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'APPOINTMENTS AND EXECUTIVE CHANGES', 'rank': 4, 'major': 'N'}]",2009-07-11T20:42:51+0000,article,National,U.S.,Politics,News,nyt://article/60318522-d7b2-5825-92ac-37ed7fc70746,429,nyt://article/60318522-d7b2-5825-92ac-37ed7fc70746,Nominee Wraps Up Rehearsals,,,Nominee Wraps Up Rehearsals,,,,By Neil A. Lewis,"[{'firstname': 'Neil', 'middlename': 'A.', 'lastname': 'Lewis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,16
8,"The Minnesota newcomer is sworn in, giving Democrats a majority of 60.",https://thecaucus.blogs.nytimes.com/2009/07/07/and-heres-senator-franken/,"The Minnesota newcomer is sworn in, giving Democrats a majority of 60.","Almost 250 days following the November election, Al Franken was sworn in as the junior Democratic senator from Minnesota just after noon on Tuesday, completing his transition from television comic to national legislator before Senate galleries packed with family and admirers.",The New York Times,[],[],2009-07-07T17:10:16+0000,article,National,U.S.,Politics,News,nyt://article/e6d551d7-9a46-50d7-a64c-ab006e89f223,432,nyt://article/e6d551d7-9a46-50d7-a64c-ab006e89f223,And Here’s Senator Franken,The Caucus,,,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
9,"Al Franken arrived in Washington as the new junior Senator, speaking soberly about getting to work for the people of Minnesota.",https://www.nytimes.com/2009/07/07/us/politics/07franken.html,"Al Franken arrived in Washington as the new junior Senator, speaking soberly about getting to work for the people of Minnesota.",WASHINGTON  Here is what Al Franken revealed on his first day on Capitol Hill: He is looking forward to getting to work for the people of Minnesota. ,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.650.2.jpg', 'height': 431, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.190.11.jpg', 'height': 132, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.395.2.jpg', 'height': 270, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.7575.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/06/us/franken.7575.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Franken, Al', 'rank': 4, 'major': 'N'}]",2009-07-06T22:40:01+0000,article,National,U.S.,Politics,News,nyt://article/54c190a9-f9b1-50e6-8b22-47b7dd19f7bd,681,nyt://article/54c190a9-f9b1-50e6-8b22-47b7dd19f7bd,"Franken, Without the Quips, Takes On New Role",,,"Franken, Without Laughs, Says He Is Ready to Work",,,,By Mark Leibovich,"[{'firstname': 'Mark', 'middlename': None, 'lastname': 'Leibovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,11
