,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1968/09/11/archives/obituary-1-no-title.html,,,47,The New York Times,[],"[{'name': 'persons', 'value': 'Rockefeller, Nelson Aldrich', 'rank': 1, 'major': 'N'}]",1968-09-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/137b8131-5a1e-5908-88ff-6a6bd2665b2c,0,nyt://article/137b8131-5a1e-5908-88ff-6a6bd2665b2c,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
1,"Levine, Nathan L (Dr)",https://www.nytimes.com/1968/09/10/archives/obituary-1-no-title.html,"Levine, Nathan L (Dr)",,47,The New York Times,[],"[{'name': 'persons', 'value': 'LEVINE, NATHAN L', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/f9e6b464-7497-5a70-8506-361e7eff5719,0,nyt://article/f9e6b464-7497-5a70-8506-361e7eff5719,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
2,bro Thomas dies,https://www.nytimes.com/1968/09/09/archives/obituary-1-no-title.html,bro Thomas dies,,47,The New York Times,[],"[{'name': 'persons', 'value': 'KENNEDY, JOSEPH PATRICK 3D', 'rank': 1, 'major': 'N'}]",1968-09-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/9bdc5eb0-8f75-58a8-aeb8-a56da99635b6,0,nyt://article/9bdc5eb0-8f75-58a8-aeb8-a56da99635b6,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
3,C Himber article on Dr R de Mille book of psychological games designed to stimulate imagination and creative thinking; illus,https://www.nytimes.com/1968/09/08/archives/-mothers-on-the-ceiling-and-im-a-camera.html,C Himber article on Dr R de Mille book of psychological games designed to stimulate imagination and creative thinking; illus,,109,The New York Times,[],"[{'name': 'subject', 'value': 'Games', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'BEHAVIOR AND TRAINING', 'rank': 3, 'major': 'N'}]",1968-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/ed7d0678-653f-5e94-ba56-16d2d2249edf,0,nyt://article/ed7d0678-653f-5e94-ba56-16d2d2249edf,' Mother's on the ceiling and I'm a camera',,,' Mother's on the ceiling and I'm a camera',,,,By Charlotte Himber,"[{'firstname': 'Charlotte', 'middlename': None, 'lastname': 'Himber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SM
4,,https://www.nytimes.com/1968/09/08/archives/marriage-announcement-2-no-title.html,,,94,The New York Times,[],[],1968-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/40b858dd-3637-5db9-a302-6be2c4f422c2,0,nyt://article/40b858dd-3637-5db9-a302-6be2c4f422c2,Marriage Announcement 2 -- No Title,1,,Marriage Announcement 2 -- No Title,,,,,[],,
5,"Falussy, Aloysius C",https://www.nytimes.com/1968/09/08/archives/obituary-2-no-title.html,"Falussy, Aloysius C",,85,The New York Times,[],"[{'name': 'persons', 'value': 'FALUSSY, ALOYSIUS C', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/84edbf64-0493-5da5-ab65-d2e27c867dc9,0,nyt://article/84edbf64-0493-5da5-ab65-d2e27c867dc9,Obituary 2 -- No Title,,,Obituary 2 -- No Title,,,,,[],,
6,"Former wife Elizabeth files suit to gain custody of their 2 minor children, now in his custody; offers copy of NYS Sup Ct ruling, issued 2 mos before his May '68 remarriage, declaring their '64 Nev divorce 'null and void'",https://www.nytimes.com/1968/09/06/archives/exwife-sues-spalding-banker-charging-bigamous-marriage.html,"Former wife Elizabeth files suit to gain custody of their 2 minor children, now in his custody; offers copy of NYS Sup Ct ruling, issued 2 mos before his May '68 remarriage, declaring their '64 Nev divorce 'null and void'",,20,The New York Times,[],"[{'name': 'persons', 'value': 'SPALDING, CHARLES F', 'rank': 1, 'major': 'N'}]",1968-09-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/2c5db8ee-7585-5aa3-935a-394ba394362f,0,nyt://article/2c5db8ee-7585-5aa3-935a-394ba394362f,"Ex-Wife Sues Spalding, Banker, Charging 'Bigamous Marriage'",,,"Ex-Wife Sues Spalding, Banker, Charging 'Bigamous Marriage'",,,,By Robert E. Tomasson,"[{'firstname': 'Robert', 'middlename': 'E.', 'lastname': 'Tomasson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,daily med bulletins halted because he continues to gain,https://www.nytimes.com/1968/09/04/archives/eisenhower-gains-and-bulletins-halt.html,daily med bulletins halted because he continues to gain,,24,The New York Times,[],"[{'name': 'persons', 'value': 'Eisenhower, Dwight David', 'rank': 1, 'major': 'N'}]",1968-09-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/9414e643-54d8-5e55-bb89-656f4bc90342,0,nyt://article/9414e643-54d8-5e55-bb89-656f4bc90342,EISENHOWER GAINS AND BULLETINS HALT,,,EISENHOWER GAINS AND BULLETINS HALT,,,,,[],,
8,,https://www.nytimes.com/1968/09/03/archives/obituary-1-no-title.html,,,43,The New York Times,[],[],1968-09-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/9f020882-3110-58a5-a9fa-deb75ae9692c,0,nyt://article/9f020882-3110-58a5-a9fa-deb75ae9692c,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
9,,https://www.nytimes.com/1968/09/02/archives/obituary-1-no-title.html,,,19,The New York Times,[],[],1968-09-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/7058ea00-d39d-514e-b305-64db604dc292,0,nyt://article/7058ea00-d39d-514e-b305-64db604dc292,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
