,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"CINCINNATI  UP on the scoreboard, the Cleveland Browns were leading, 27-24, but now, as the final minute was flashing away, the Cincinnati Bengals were moving downfield. As he stood watching from the sideline, Brian Sipe was worrying.  ",https://www.nytimes.com/1980/12/22/archives/the-cardiac-champions-the-cardiac-champions.html,,,S,1,The New York Times,[],[],1980-12-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/e87b72e3-d829-51c5-9c81-841747446d98,0,nyt://article/e87b72e3-d829-51c5-9c81-841747446d98,The Cardiac Champions; The Cardiac Champions ,2,,The Cardiac Champions; The Cardiac Champions ,,,,Dave Anderson,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'Anderson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"WASHINGTON--Ronald Reagan's campaign pledge to balance the Federal budget without ""altering or taking back necessary entitlements""--benefits to which individuals have a right in law--seems destined to be one of the first campaign promises broken.  ",https://www.nytimes.com/1980/12/21/archives/theres-a-will-to-cut-back-but-is-there-a-way.html,,,T,3,The New York Times,[],[],1980-12-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/9442281d-0877-51c7-ace1-eec73507b134,0,nyt://article/9442281d-0877-51c7-ace1-eec73507b134,There's a Will to Cut Back but Is There a Way?,1,,There's a Will to Cut Back but Is There a Way?,,,,By Edward Cowan,"[{'firstname': 'Edward', 'middlename': None, 'lastname': 'Cowan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"CHAPEL HILL, N.C., Dec. 20 (AP) --Al Wood scored 15 points in the second half today as North Carolina rallied to beat Indiana, 64-56.  ",https://www.nytimes.com/1980/12/21/archives/north-carolina-thwarts-indiana-tar-heels-build-lead.html,,,S,5,The New York Times,[],[],1980-12-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/a314833a-2245-5785-b876-09e778bc4d74,0,nyt://article/a314833a-2245-5785-b876-09e778bc4d74,North Carolina Thwarts Indiana; Tar Heels Build Lead,1,,North Carolina Thwarts Indiana; Tar Heels Build Lead,,,,,[],
3,"FOR nearly 15 years, their hostility has smoldered and flared  but now it has burst into a blaze that threatens to burn the National Football League with scandal.  ",https://www.nytimes.com/1980/12/21/archives/sports-of-the-times-rozelledavis-war.html,,,S,7,The New York Times,[],[],1980-12-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/6b877d25-672e-5a97-9423-e23d58357e56,0,nyt://article/6b877d25-672e-5a97-9423-e23d58357e56,Sports of The Times; Rozelle-Davis War ,1,,Sports of The Times; Rozelle-Davis War ,,,,DAVE ANDERSON,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'ANDERSON', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"PISCATAWAY, N.J., Dec. 20 (AP)-- Frank Brickowski's basket with three seconds left in overtime gave Penn State a 78-76 victory over Rutgers in the Rutgers Athletic Center tonight.  ",https://www.nytimes.com/1980/12/21/archives/penn-state-subdues-rutgers-five-7876-manhattan-63-seton-hall-55.html,,,S,5,The New York Times,[],[],1980-12-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/244920b0-4f8e-5188-860c-e5e1941655da,0,nyt://article/244920b0-4f8e-5188-860c-e5e1941655da,"Penn State Subdues Rutgers Five, 78-76; Manhattan 63, Seton Hall 55 Long Island 85 Arkansas-Little Rock 77 Wagner 88, Hofstra 79 St. Francis 93, Fairleigh 74 Rider 71, Marist 61 Squires Victor in Run ",1,,"Penn State Subdues Rutgers Five, 78-76; Manhattan 63, Seton Hall 55 Long Island 85 Arkansas-Little Rock 77 Wagner 88, Hofstra 79 St. Francis 93, Fairleigh 74 Rider 71, Marist 61 Squires Victor in Run ",,,,,[],
5,"LOS ANGELES, Dec. 19--The Los Angeles Rams were preparing today for their regular-season finale Sunday against the Atlanta Falcons, but in their front office at least as much attention was being paid to a deepening mystery about 1980 Super Bowl tickets.  ",https://www.nytimes.com/1980/12/20/archives/scalping-controversy-swirls-about-rams-reported-part-of-lawsuit.html,,,S,22,The New York Times,[],[],1980-12-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/1ae6eb72-719b-5b4a-ae4d-ce2373a53fb9,0,nyt://article/1ae6eb72-719b-5b4a-ae4d-ce2373a53fb9,Scalping Controversy Swirls About Rams; Reported Part of Lawsuit,1,,Scalping Controversy Swirls About Rams; Reported Part of Lawsuit,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"IN the pretitle sequence that opens ""A Change of Seasons,"" Bo Derek, last season's sex symbol, is seen frolicking nude in a hot  tub, photographed in the kind of slowmotion that allows the audience to ...  ",https://www.nytimes.com/1980/12/19/archives/film-change-of-seasons-bo-derek-vs-miss-maclaine-whos-with-whom.html,,,T,8,The New York Times,[],[],1980-12-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/45b83871-4ab3-5c0e-ad32-12227df6cfbb,0,nyt://article/45b83871-4ab3-5c0e-ad32-12227df6cfbb,"Film: 'Change of Seasons,' Bo Derek vs. Miss MacLaine; Who's With Whom ",1,,"Film: 'Change of Seasons,' Bo Derek vs. Miss MacLaine; Who's With Whom ",,,,Vincent Canby,"[{'firstname': 'Vincent', 'middlename': None, 'lastname': 'Canby', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,Seven teams remain in contention for the five unfilled playoff berths in the American Conference as the National Football League's regular season comes to an end this weekend. In the National Conference the five playoff nominees are known and the close of the 16-game season will serve to sort out sites of games in the postseason tournament that begins Dec. 28.  ,https://www.nytimes.com/1980/12/19/archives/7-afc-teams-vie-for-5-berths-local-teams-american-conference.html,,,S,17,The New York Times,[],[],1980-12-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/b93bfe1c-c2b2-5dc1-b883-463c2e1aa7a0,0,nyt://article/b93bfe1c-c2b2-5dc1-b883-463c2e1aa7a0,7 A.F.C. Teams Vie for 5 Berths; Local Teams American Conference National Conference Interconference Monday Night ,1,,7 A.F.C. Teams Vie for 5 Berths; Local Teams American Conference National Conference Interconference Monday Night ,,,,By William N. Wallace,"[{'firstname': 'William', 'middlename': 'N.', 'lastname': 'Wallace', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"On a 10-acre ranch atop a hill in Poway, Calif.--a hill that is known to local residents as Jones Mountain --the Mets' newest pitcher tests his throwing arm on a homemade mound beside the barn.  ",https://www.nytimes.com/1980/12/18/archives/jones-says-his-magic-is-back-was-hard-to-win-absurd-now-jones-says.html,,,S,19,The New York Times,[],[],1980-12-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/3038d860-0380-5460-9a8b-72be2e1d491b,0,nyt://article/3038d860-0380-5460-9a8b-72be2e1d491b,Jones Says; His Magic Is Back 'Was Hard to Win' 'Absurd Now' Jones Says Magic Is Back ,2,,Jones Says; His Magic Is Back 'Was Hard to Win' 'Absurd Now' Jones Says Magic Is Back ,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,,https://www.nytimes.com/1980/12/17/archives/obituary-1-no-title.html,,,A,33,The New York Times,[],[],1980-12-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/2cb77a28-fde5-5530-9838-276484565f84,0,nyt://article/2cb77a28-fde5-5530-9838-276484565f84,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
