,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,Arts listings in New Jersey.,https://www.nytimes.com/2009/10/18/nyregion/18listingsnj.html,Arts listings in New Jersey.,COMEDY,NJ,20,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 5, 'major': 'N'}]",2009-10-16T22:13:00+0000,article,Metro,New York,List,nyt://article/e41834e3-5599-5e9d-9ca0-d104493b86c7,2933,nyt://article/e41834e3-5599-5e9d-9ca0-d104493b86c7,Events in New Jersey,Calendar,,,,,,By The New York Times,[],The New York Times,
1,"New Jersey arts listings for the week of October 11, 2009.",https://www.nytimes.com/2009/10/11/nyregion/11listingsnj.html,"New Jersey arts listings for the week of October 11, 2009.",COMEDY,NJ,15,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 5, 'major': 'N'}]",2009-10-10T01:58:01+0000,article,Metro,New York,List,nyt://article/211c8f64-15bd-5576-89ad-340edaa4b67e,3233,nyt://article/211c8f64-15bd-5576-89ad-340edaa4b67e,Events in New Jersey,Calendar,,New Jersey,,,,,[],,
2,POP.,https://www.nytimes.com/2009/10/09/arts/music/09pop.html,POP.,POP,C,21,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2009-10-08T21:09:18+0000,article,Weekend,Arts,Schedule,nyt://article/b3e070b1-bc9f-5bbc-a955-e96814e214a5,2172,nyt://article/b3e070b1-bc9f-5bbc-a955-e96814e214a5,Pop and Rock Listings,,,The Listings ,,,,By The New York Times,[],The New York Times,Music
3,"New Jersey arts listings for the week of October 4, 2009.",https://www.nytimes.com/2009/10/04/nyregion/04listingsnj.html,"New Jersey arts listings for the week of October 4, 2009.",COMEDY,NJ,12,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 5, 'major': 'N'}]",2009-10-02T23:42:34+0000,article,Metro,New York,Schedule,nyt://article/0a969169-ef27-5563-9548-f7abca795fc1,2766,nyt://article/0a969169-ef27-5563-9548-f7abca795fc1,Events in New Jersey,Calendar,,New Jersey,,,,,[],,
4,POP.,https://www.nytimes.com/2009/10/02/arts/music/02pop.html,POP.,POP,C,20,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/02/arts/bpop_650.jpg', 'height': 450, 'width': 346, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/10/02/arts/bpop_190.jpg', 'height': 254, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 2, 'major': 'N'}]",2009-10-01T20:36:13+0000,article,Weekend,Arts,Schedule,nyt://article/69ca1cfa-58f8-548b-bc48-f26b7d2974e0,2328,nyt://article/69ca1cfa-58f8-548b-bc48-f26b7d2974e0,Pop and Rock Listings,,,The Listings,,,,By The New York Times,[],The New York Times,Music
5,New Jersey arts listings.,https://www.nytimes.com/2009/09/27/nyregion/27listingsnj.html,New Jersey arts listings.,COMEDY,NJ,13,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 5, 'major': 'N'}]",2009-09-25T23:10:37+0000,article,Metro,New York,Schedule,nyt://article/59504103-0483-5369-a690-9337520bba65,3077,nyt://article/59504103-0483-5369-a690-9337520bba65,Events in New Jersey,Calendar,,| New Jersey,,,,,[],,
6,Westchester arts listings.,https://www.nytimes.com/2009/09/27/nyregion/27listingswe.html,Westchester arts listings.,Film,WE,13,The New York Times,[],"[{'name': 'subject', 'value': 'Theater', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 5, 'major': 'N'}]",2009-09-25T22:59:38+0000,article,Metro,New York,Schedule,nyt://article/a744dd48-5e72-5bb1-b7ee-3144e07546c5,2819,nyt://article/a744dd48-5e72-5bb1-b7ee-3144e07546c5,Events in Westchester,Calendar,,| WESTCHESTER,,,,,[],,
7,POP.,https://www.nytimes.com/2009/09/25/arts/music/25pop.html,POP.,POP,C,24,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2009-09-24T19:08:39+0000,article,Weekend,Arts,Schedule,nyt://article/53f9e44b-add8-5437-aa0d-f4d07a862ef7,2099,nyt://article/53f9e44b-add8-5437-aa0d-f4d07a862ef7,Pop and Rock Listings,,,The Listings ,,,,By The New York Times,[],The New York Times,Music
8,Westchester arts listings.,https://www.nytimes.com/2009/09/20/nyregion/20listingswe.html,Westchester arts listings.,Film,WE,10,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Westchester County (NY)', 'rank': 4, 'major': 'N'}]",2009-09-19T02:20:48+0000,article,Metro,New York,Schedule,nyt://article/7f988130-2ff0-5d05-87ff-23e9f6bda5ab,2898,nyt://article/7f988130-2ff0-5d05-87ff-23e9f6bda5ab,Events in Westchester,,,Calendar | Westchester,,,,,[],,
9,New Jersey arts listings.,https://www.nytimes.com/2009/09/20/nyregion/20listingsnj.html,New Jersey arts listings.,COMEDY,NJ,13,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 5, 'major': 'N'}]",2009-09-19T02:18:03+0000,article,Metro,New York,Schedule,nyt://article/b407a711-a2ac-52e3-9bed-3cfc5b2489fc,2789,nyt://article/b407a711-a2ac-52e3-9bed-3cfc5b2489fc,Events in New Jersey,,,Calendar | New Jersey,,,,,[],,
