,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1966/12/18/archives/donations-to-fund-for-neediest.html,,,72,The New York Times,[],[],1966-12-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/b01cce5c-d87a-523c-bc51-b3f9831ae959,0,nyt://article/b01cce5c-d87a-523c-bc51-b3f9831ae959,Donations to Fund for Neediest,1,,Donations to Fund for Neediest,,,,,[],,
1,,https://www.nytimes.com/1966/12/18/archives/deaths.html,,,85,The New York Times,[],[],1966-12-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/0dcf5d64-6d6b-5748-aed6-023c5b8d5c13,0,nyt://article/0dcf5d64-6d6b-5748-aed6-023c5b8d5c13,Deaths,1,,Deaths,,,,,[],,
2,,https://www.nytimes.com/1966/12/17/archives/laurel-results.html,,,44,The New York Times,[],[],1966-12-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/7a38f6a1-e64c-5aa2-99d6-a023f7cb9916,0,nyt://article/7a38f6a1-e64c-5aa2-99d6-a023f7cb9916,Laurel Results,1,,Laurel Results,,,,,[],,S
3,"LAKE PLACID, N.Y., Dec. 16 Taffy Pergament of the Westchester Figure Skating Club held a slight lead over Honey Kerr of the Skating Club of New York today in the senior women's event at the North Atlantic championships at the Olympic Arena.  ",https://www.nytimes.com/1966/12/17/archives/taffy-pergament-leading-in-skating-at-lake-placid.html,,,44,The New York Times,[],[],1966-12-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/6a8d4024-c84c-5b9d-afa4-8cb391582b95,0,nyt://article/6a8d4024-c84c-5b9d-afa4-8cb391582b95,Taffy Pergament Leading In Skating at Lake Placid,1,,Taffy Pergament Leading In Skating at Lake Placid,,,,,[],,S
4,"LAKE PLACID, N.Y., Dec. 15 --A pair of 11-year-old Livingston, N.J., girls were among the winners today as the North Atlantic figure-skating championships started at the Olympic Arena.  ",https://www.nytimes.com/1966/12/16/archives/two-jersey-girls-11-take-skate-titles-at-lake-placid.html,,,81,The New York Times,[],[],1966-12-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/9c43d6b8-1dab-53f5-bd47-57006fa223fb,0,nyt://article/9c43d6b8-1dab-53f5-bd47-57006fa223fb,"Two Jersey Girls, 11, Take Skate Titles at Lake Placid",1,,"Two Jersey Girls, 11, Take Skate Titles at Lake Placid",,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
5,,https://www.nytimes.com/1966/12/15/archives/list-of-contributions-to-fund.html,,,56,The New York Times,[],[],1966-12-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/2620162e-1211-5b6e-893e-cee5464a21f8,0,nyt://article/2620162e-1211-5b6e-893e-cee5464a21f8,List of Contributions to Fund,1,,List of Contributions to Fund,,,,,[],,
6,,https://www.nytimes.com/1966/12/15/archives/summaries-of-the-races.html,,,86,The New York Times,[],[],1966-12-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/dc8adfc7-3834-5302-931e-2b1ad3ead87a,0,nyt://article/dc8adfc7-3834-5302-931e-2b1ad3ead87a,Summaries of the Races,1,,Summaries of the Races,,,,,[],,S
7,"WESTBURY, L.I., Dec. 13 One player, out of the 11,303 who attended, found out that it was worthwhile to brave the snow to play the twin double at Roosevelt Raceway tonight. This player, who asked to remain anonymous, collected $9,083.20 for $2 as the only one whose ticket was ""alive"" for the big payoff.  ",https://www.nytimes.com/1966/12/14/archives/trot-twin-double-returns-9083-payoff-goes-to-one-bettor-even-though.html,,,86,The New York Times,[],[],1966-12-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/0720f3af-c8dc-50da-8991-939b18b27edf,0,nyt://article/0720f3af-c8dc-50da-8991-939b18b27edf,"TROT TWIN DOUBLE RETURNS $9,083; Payoff Goes to One Bettor, Even Though He Loses 9th ",1,,"TROT TWIN DOUBLE RETURNS $9,083; Payoff Goes to One Bettor, Even Though He Loses 9th ",,,,By Joe Nichols Special To the New Yok Times,"[{'firstname': 'Joe', 'middlename': 'Nichols', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
8,,https://www.nytimes.com/1966/12/14/archives/list-of-contributions-to-fund.html,,,50,The New York Times,[],[],1966-12-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/47299762-3d5e-51a1-ac1f-4e877f6b2ec4,0,nyt://article/47299762-3d5e-51a1-ac1f-4e877f6b2ec4,List of Contributions to Fund,1,,List of Contributions to Fund,,,,,[],,
9,,https://www.nytimes.com/1966/12/14/archives/deaths.html,,,47,The New York Times,[],[],1966-12-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/bfcfbe8f-5e3f-5364-84b2-d3faa835a85a,0,nyt://article/bfcfbe8f-5e3f-5364-84b2-d3faa835a85a,Deaths,1,,Deaths,,,,,[],,
