,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Natl Cartoonists Soc awards to D Hogdins Jr (AP), B Crawford (newspaper Enterprises Assn), B Starks (NY News), others",https://www.nytimes.com/1967/04/25/archives/cartoonist-society-gives-its-66-prizes.html,"Natl Cartoonists Soc awards to D Hogdins Jr (AP), B Crawford (newspaper Enterprises Assn), B Starks (NY News), others",,85,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cartoons and Cartoonists', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Comic Books and Strips', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'NEWS AND NEWSPAPERS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AWARDS', 'rank': 5, 'major': 'N'}]",1967-04-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/12914896-73cf-5d74-b821-fd6a9174bffa,0,nyt://article/12914896-73cf-5d74-b821-fd6a9174bffa,CARTOONIST SOCIETY GIVES ITS '66 PRIZES,,,CARTOONIST SOCIETY GIVES ITS '66 PRIZES,,,,,[],,
1,,https://www.nytimes.com/1967/04/25/archives/pimlico-results-baltimore.html,,,53,The New York Times,[],[],1967-04-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/10a6c66e-f9d6-5d82-bc76-bde3971aded8,0,nyt://article/10a6c66e-f9d6-5d82-bc76-bde3971aded8,Pimlico Results; BALTIMORE,1,,Pimlico Results; BALTIMORE,,,,,[],,S
2,,https://www.nytimes.com/1967/04/24/archives/roosevelt-raceway-entries.html,,,46,The New York Times,[],[],1967-04-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/63b3f73a-6bdc-54a3-9fcf-76c2392c3b57,0,nyt://article/63b3f73a-6bdc-54a3-9fcf-76c2392c3b57,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],,S
3,"Bassett, (Mrs) Prentice",https://www.nytimes.com/1967/04/24/archives/mrs-prentice-bassett.html,"Bassett, (Mrs) Prentice",,33,The New York Times,[],"[{'name': 'persons', 'value': 'BASSETT, PRENTICE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-04-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/d7277e45-109a-50bf-a0f0-13dde8e30ce0,0,nyt://article/d7277e45-109a-50bf-a0f0-13dde8e30ce0,MRS. PRENTICE BASSETT,,,MRS. PRENTICE BASSETT,,,,,[],,
4,US Harness Writers Trot: Dazzling Speed wins,https://www.nytimes.com/1967/04/23/archives/dazzling-speed-wins-34425-trot-as-6-of-7-rivals-break-stride-beau.html,US Harness Writers Trot: Dazzling Speed wins,,197,The New York Times,[],"[{'name': 'subject', 'value': 'Horse Racing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'HARNESS', 'rank': 2, 'major': 'N'}]",1967-04-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/2002ebfb-a070-5c23-accd-b88ada130628,0,nyt://article/2002ebfb-a070-5c23-accd-b88ada130628,"Dazzling Speed Wins $34,425 Trot as 6 of 7 Rivals Break Stride; BEAU DILLER IS 2D, 3 LENGTHS BACK Stanley Dancer Guides 1-5 Favorite Home Stone Mountain Finishes 3d",,,"Dazzling Speed Wins $34,425 Trot as 6 of 7 Rivals Break Stride; BEAU DILLER IS 2D, 3 LENGTHS BACK Stanley Dancer Guides 1-5 Favorite Home Stone Mountain Finishes 3d",,,,By Louis Effrat Special To the New York Times,"[{'firstname': 'Louis', 'middlename': 'Effrat', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Sports
5,,https://www.nytimes.com/1967/04/21/archives/a-listing-of-new-books.html,,,36,The New York Times,[],[],1967-04-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/3f110009-4f59-5dc4-9e0e-36d6233a2839,0,nyt://article/3f110009-4f59-5dc4-9e0e-36d6233a2839,A Listing of New Books,1,,A Listing of New Books,,,,,[],,S
6,,https://www.nytimes.com/1967/04/21/archives/deaths.html,,,39,The New York Times,[],[],1967-04-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/d51d3f59-c9d4-5118-b747-c8f0cf256622,0,nyt://article/d51d3f59-c9d4-5118-b747-c8f0cf256622,Deaths,1,,Deaths,,,,,[],,
7,"THE invitation reads ""Black Tie."" It is an authoritative direction for men.  But only a woman can see the invisible line forgotten by the printers. It reads ""Fashion Crisis--What Shall I Wear?""  ",https://www.nytimes.com/1967/04/21/archives/when-even-your-best-friend-wont-tell-you-what-to-wear-.html,,,43,The New York Times,[],[],1967-04-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/481bc3f2-b9df-5951-8114-7f9d636e74b2,0,nyt://article/481bc3f2-b9df-5951-8114-7f9d636e74b2,When Even Your Best Friend Won't Tell You What to Wear . . .,1,,When Even Your Best Friend Won't Tell You What to Wear . . .,,,,By Enid Nemy,"[{'firstname': 'Enid', 'middlename': None, 'lastname': 'Nemy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F
8,,https://www.nytimes.com/1967/04/19/archives/roosevelt-raceway-results.html,,,35,The New York Times,[],[],1967-04-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/09bd4f45-ed04-593b-a8a4-84a0e24f4c7b,0,nyt://article/09bd4f45-ed04-593b-a8a4-84a0e24f4c7b,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],,S
9,,https://www.nytimes.com/1967/04/18/archives/roosevelt-raceway-entries.html,,,46,The New York Times,[],[],1967-04-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/57f4ba83-66a5-5ee9-b614-52455d94cf65,0,nyt://article/57f4ba83-66a5-5ee9-b614-52455d94cf65,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],,S
