,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1980/05/07/archives/obituary-2-no-title.html,,,M,10,The New York Times,[],[],1980-05-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/3976e778-04b8-5d2a-adc6-873a1d66fa16,0,nyt://article/3976e778-04b8-5d2a-adc6-873a1d66fa16,Obituary 2 -- No Title,1,,Obituary 2 -- No Title,,,,,[],
1,,https://www.nytimes.com/1980/05/06/archives/obituary-8-no-title.html,,,S,12,The New York Times,[],[],1980-05-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/e3643d64-c166-5944-b78d-111a68cbf8ac,0,nyt://article/e3643d64-c166-5944-b78d-111a68cbf8ac,Obituary 8 -- No Title,1,,Obituary 8 -- No Title,,,,,[],
2,,https://www.nytimes.com/1980/05/05/archives/obituary-5-no-title.html,,,B,17,The New York Times,[],[],1980-05-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/61227c38-4d74-5f72-b22e-7abb4beb21b4,0,nyt://article/61227c38-4d74-5f72-b22e-7abb4beb21b4,Obituary 5 -- No Title,1,,Obituary 5 -- No Title,,,,,[],
3,"HILTON HEAD ISLAND, S.C., May 4 Hollis Stacy dropped a 6-foot putt for a birdie on the first playoff hole today and beat Amy Alcott for the $15,000 first prize in the fifth $100,000 Women's International golf tournament.  ",https://www.nytimes.com/1980/05/05/archives/miss-stacy-triumphs-in-golf-playoff.html,,,S,9,The New York Times,[],[],1980-05-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/a60cddca-3b3d-563d-a607-e30095faeb30,0,nyt://article/a60cddca-3b3d-563d-a607-e30095faeb30,Miss Stacy Triumphs in Golf Playoff,1,,Miss Stacy Triumphs in Golf Playoff,,,,By Gordon S. White Jr. Special To the New York Times,"[{'firstname': 'Gordon', 'middlename': 'S.', 'lastname': 'White', 'qualifier': 'Jr.', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"HILTON HEAD, S.C., May 3--Amy Alcott, Sally Little and Hollis Stacy, who have 22 victories among them on the Ladies' Professional Golf Association tour, were tied for the lead at 209, seven under par, today after three rounds of the $100,000 Women's International tournament.  ",https://www.nytimes.com/1980/05/04/archives/3-women-hold-lead-by-3-strokes-on-209s-miss-daniel-trails-by-3.html,,,S,3,The New York Times,[],[],1980-05-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/ac69e1d7-7c87-5446-849c-8b27db2a8579,0,nyt://article/ac69e1d7-7c87-5446-849c-8b27db2a8579,3 Women Hold Lead By 3 Strokes on 209's; Miss Daniel Trails by 3 Divot Shot Hurts ,1,,3 Women Hold Lead By 3 Strokes on 209's; Miss Daniel Trails by 3 Divot Shot Hurts ,,,,By Gordon S. White Jr. Special To the New York Times,"[{'firstname': 'Gordon', 'middlename': 'S.', 'lastname': 'White', 'qualifier': 'Jr.', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,,https://www.nytimes.com/1980/05/04/archives/arts-and-leisure-guide-of-special-interest-much-ado-from-chicago-at.html,,,A,38,The New York Times,[],[],1980-05-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/c3924a93-121b-5b40-8dce-a914e795b77b,0,nyt://article/c3924a93-121b-5b40-8dce-a914e795b77b,Arts and Leisure Guide; Of Special Interest Much Ado From Chicago At Lincoln Center Theater Dance Film Music Arts and Leisure Guide Art Galleries Uptown Photography Miscellany ,2,,Arts and Leisure Guide; Of Special Interest Much Ado From Chicago At Lincoln Center Theater Dance Film Music Arts and Leisure Guide Art Galleries Uptown Photography Miscellany ,,,,Edited by Ann Barry,"[{'firstname': 'Edited', 'middlename': 'Ann', 'lastname': 'Barry', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,,https://www.nytimes.com/1980/05/04/archives/radio.html,,,A,39,The New York Times,[],[],1980-05-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/dcf69d89-c29f-5dd8-9dcb-8001fe335ee0,0,nyt://article/dcf69d89-c29f-5dd8-9dcb-8001fe335ee0,Radio,1,,Radio,,,,,[],
7,"HILTON HEAD ISLAND, S.C., May 2 Hollis Stacy drop-kicked a 4-iron about 20 feet after hitting a fat shot on one fairway, and then she slammed the blade of her 7-iron into the ground after hitting a shot into a bunker at the next hole.  ",https://www.nytimes.com/1980/05/03/archives/a-calmer-miss-stacy-cards-68-and-takes-oneshot-lead-at-138-mrs.html,,,S,19,The New York Times,[],[],1980-05-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/6bc43cec-cfd0-57ff-ab7e-1f43e4984e65,0,nyt://article/6bc43cec-cfd0-57ff-ab7e-1f43e4984e65,A Calmer Miss Stacy Cards 68 and Takes One-Shot Lead at 138; Mrs. Melton Falls to Fifth Strange's 129 Leads at Houston ,1,,A Calmer Miss Stacy Cards 68 and Takes One-Shot Lead at 138; Mrs. Melton Falls to Fifth Strange's 129 Leads at Houston ,,,,By Gordon S. White Jr. Special To the New York Times,"[{'firstname': 'Gordon', 'middlename': 'S.', 'lastname': 'White', 'qualifier': 'Jr.', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,NEW YORK has become a festival of international theater this first weekend in May. No one planned it that way. It just happened that a repertory company from Peter Brook's Centre International de Creations Theatrales ...  ,https://www.nytimes.com/1980/05/02/archives/a-world-of-theater-is-visiting-new-york-a-world-of-theater-is.html,,,T,1,The New York Times,[],[],1980-05-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/03a2d250-e157-5ece-8d33-37b30b5b33a9,0,nyt://article/03a2d250-e157-5ece-8d33-37b30b5b33a9,A World Of Theater Is Visiting New York; A World of Theater Is Visiting New York 'Sounds and Invented Language' Nigerians Are Coming ,2,,A World Of Theater Is Visiting New York; A World of Theater Is Visiting New York 'Sounds and Invented Language' Nigerians Are Coming ,,,,By Barbara Crossette,"[{'firstname': 'Barbara', 'middlename': None, 'lastname': 'Crossette', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,,https://www.nytimes.com/1980/04/30/archives/obituary-4-no-title.html,,,B,23,The New York Times,[],[],1980-04-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/6dcf2714-5424-567f-a363-3adb0bd68bf2,0,nyt://article/6dcf2714-5424-567f-a363-3adb0bd68bf2,Obituary 4 -- No Title,1,,Obituary 4 -- No Title,,,,,[],
