,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Hodson, Geo L",https://www.nytimes.com/1967/05/23/archives/obituary-1-no-title.html,"Hodson, Geo L",,47,The New York Times,[],"[{'name': 'persons', 'value': 'HODSON, GEO L', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-05-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/25de9523-e485-573e-8559-ce62311ea007,0,nyt://article/25de9523-e485-573e-8559-ce62311ea007,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
1,,https://www.nytimes.com/1967/05/22/archives/birth-notice-1-no-title.html,,,43,The New York Times,[],[],1967-05-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/2e44d313-b152-5609-ad85-10c4125fb211,0,nyt://article/2e44d313-b152-5609-ad85-10c4125fb211,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],,
2,lrs on Baldwin Apr 9 and Gordis Apr 23 articles on Negro anti-Semitism,https://www.nytimes.com/1967/05/21/archives/letters-baldwin-vs-gordis.html,lrs on Baldwin Apr 9 and Gordis Apr 23 articles on Negro anti-Semitism,,12,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'NEGROES', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'CIVIL RIGHTS MOVEMENT', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'JEWS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ANTI-SEMITISM', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'JEWS', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'ANTI-SEMITISM', 'rank': 8, 'major': 'N'}]",1967-05-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/ad57887e-dc01-5744-9149-c3c156a78dac,0,nyt://article/ad57887e-dc01-5744-9149-c3c156a78dac,Letters; BALDWIN VS. GORDIS,,,Letters; BALDWIN VS. GORDIS,,,,"Rev. VINCENT A. BROWN. South Ozone Park, N.Y.ANNE JONES. New York.WILLIAM LOREN KATZ New York.AMY J. GILBERT. Yellow Springs, Ohio.HARRY TANNENBAUM. Philadelphia, Pa.HAROLD ROLAND SHAPIRO. New York.LARRY HERMAN","[{'firstname': 'Rev', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SM
3,"DOBBS FERRY, N.Y., May 20--Mr. and Mrs. Roger Owen Ingalls have announced the engagement of their daughter, ...  ",https://www.nytimes.com/1967/05/21/archives/sandra-amy-ingalls-a-prospective-bride.html,,,100,The New York Times,[],[],1967-05-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/93fe657a-b890-5e34-8d9c-80d056ac7686,0,nyt://article/93fe657a-b890-5e34-8d9c-80d056ac7686,Sandra Amy Ingalls A Prospective Bride,1,,Sandra Amy Ingalls A Prospective Bride,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,US denies recent assault in southern half of demilitarized zone is invasion of N Vietnam; Fulbright and others call it escalation; disputed by Mansfield; N Vietnamese aide calls it violation of Geneva accord but not invasion; foreign reaction,https://www.nytimes.com/1967/05/20/archives/northern-buildup-cited-action-is-called-defensive-by-us.html,US denies recent assault in southern half of demilitarized zone is invasion of N Vietnam; Fulbright and others call it escalation; disputed by Mansfield; N Vietnamese aide calls it violation of Geneva accord but not invasion; foreign reaction,,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Vietnam', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'DEMILITARIZED ZONE', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Vietnam', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL POLICIES OF BELLIGERENTS, OTHER MAJOR POWERS', 'rank': 5, 'major': 'N'}]",1967-05-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/1c05450d-dd18-5aba-a9b8-971fdb6b5c33,0,nyt://article/1c05450d-dd18-5aba-a9b8-971fdb6b5c33,Northern Build-up Cited; ACTION IS CALLED DEFENSIVE BY U.S.,,,Northern Build-up Cited; ACTION IS CALLED DEFENSIVE BY U.S.,,,,By Hedrick Smith Special To the New York Times,"[{'firstname': 'Hedrick', 'middlename': 'Smith', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
5,"A preview reception of the ""Art Treasures Exhibition"" will be held on Tuesday evening at the Parke-Bernet Galleries, 980 Madison Avenue.  ",https://www.nytimes.com/1967/05/17/archives/exhibition-of-art-at-parkebernet-to-aid-ywca-a-preview-reception-of.html,,,43,The New York Times,[],[],1967-05-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/d662baba-d3d8-5846-988e-dfca45340a07,0,nyt://article/d662baba-d3d8-5846-988e-dfca45340a07,Exhibition of Art At Parke-Bernet To Aid Y.W.C.A.; A Preview Reception of 'Treasures' Show Set for Next Tuesday,1,,Exhibition of Art At Parke-Bernet To Aid Y.W.C.A.; A Preview Reception of 'Treasures' Show Set for Next Tuesday,,,,,[],,
6,"Bklyn Museum sponsors gravestone rubbing field trip for its jr members, old Flatbush Reformed Ch; illus",https://www.nytimes.com/1967/05/15/archives/from-old-gravestones-an-art-for-the-young.html,"Bklyn Museum sponsors gravestone rubbing field trip for its jr members, old Flatbush Reformed Ch; illus",,78,The New York Times,[],"[{'name': 'subject', 'value': 'Cemeteries', 'rank': 1, 'major': 'N'}]",1967-05-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/b45290c4-bd8b-597f-9149-23763c9e038e,0,nyt://article/b45290c4-bd8b-597f-9149-23763c9e038e,"From Old Gravestones, an Art for the Young",,,"From Old Gravestones, an Art for the Young",,,,By Lisa Hammel,"[{'firstname': 'Lisa', 'middlename': None, 'lastname': 'Hammel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Family/Style
7,"Gubitose, Chas J",https://www.nytimes.com/1967/05/15/archives/deaths.html,"Gubitose, Chas J",,43,The New York Times,[],"[{'name': 'persons', 'value': 'RAIZEN, CHAS S', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'GUBITOSE, CHAS J', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 4, 'major': 'N'}]",1967-05-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/6cc20246-a4dd-570b-ba61-726a72ef2410,0,nyt://article/6cc20246-a4dd-570b-ba61-726a72ef2410,Deaths,,,Deaths,,,,,[],,
8,,https://www.nytimes.com/1967/05/14/archives/obituary-3-no-title.html,,,87,The New York Times,[],[],1967-05-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/55d4c236-2528-55ec-bc86-2f46f66bea15,0,nyt://article/55d4c236-2528-55ec-bc86-2f46f66bea15,Obituary 3 -- No Title,1,,Obituary 3 -- No Title,,,,,[],,
9,R Bing article asks and replies to questions he would like to be asked by interviewers,https://www.nytimes.com/1967/05/14/archives/rudolf-bing-interviews-rudolf-bing.html,R Bing article asks and replies to questions he would like to be asked by interviewers,,13,The New York Times,[],"[{'name': 'organizations', 'value': 'METROPOLITAN OPERA ASSN.', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Opera', 'rank': 2, 'major': 'N'}]",1967-05-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/db80e951-4ccb-51b0-9079-763f78bd0fe4,0,nyt://article/db80e951-4ccb-51b0-9079-763f78bd0fe4,Rudolf Bing Interviews Rudolf Bing,,,Rudolf Bing Interviews Rudolf Bing,,,,By Rudolf Bing,"[{'firstname': 'Rudolf', 'middlename': None, 'lastname': 'Bing', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D
