,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1967/09/10/archives/obituary-1-no-title.html,,,83,The New York Times,[],[],1967-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/f4f8431f-7c42-53c8-b8bc-e286babca505,0,nyt://article/f4f8431f-7c42-53c8-b8bc-e286babca505,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
1,"JUNCTION CITY, Ore., Sept. 9 (AP)--Brilliant putting gave Clifford Ann Creed her second straight subpar round today-- a 4-under-par 68--and a fivestroke lead after 36 of the 54 holes of the Pacific Ladies' Golf Classic.  ",https://www.nytimes.com/1967/09/10/archives/miss-creed-paces-coast-golf-at-137-posts-68-to-take-5stroke-edge.html,,,230,The New York Times,[],[],1967-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/cc5257a8-e468-54f7-a44c-dadf94564dd0,0,nyt://article/cc5257a8-e468-54f7-a44c-dadf94564dd0,MISS CREED PACES COAST GOLF AT 137; Posts 68 to Take 5-Stroke Edge Over Mrs. Darben,1,,MISS CREED PACES COAST GOLF AT 137; Posts 68 to Take 5-Stroke Edge Over Mrs. Darben,,,,,[],,S
2,"Miss G. Alison Raymond of New York, daughter of the late Dr. and Mrs. Edward H. Raymond of Litchfield, Conn., was married yesterday afternoon in All Souls Unitarian Church...  ",https://www.nytimes.com/1967/09/10/archives/g-alison-raymond-becomes-bride-of-albert-lanier.html,,,94,The New York Times,[],[],1967-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/7478605d-71f7-56b3-b4fe-3d60befc375f,0,nyt://article/7478605d-71f7-56b3-b4fe-3d60befc375f,G. Alison Raymond Becomes Bride of Albert Lanier,1,,G. Alison Raymond Becomes Bride of Albert Lanier,,,,,[],,
3,,https://www.nytimes.com/1967/09/09/archives/obituary-4-no-title.html,,,31,The New York Times,[],[],1967-09-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/2c0e9e4b-91bd-541b-ba7f-84abb2a5aa85,0,nyt://article/2c0e9e4b-91bd-541b-ba7f-84abb2a5aa85,Obituary 4 -- No Title,1,,Obituary 4 -- No Title,,,,,[],,
4,"Illinois: 10, including 5 children, killed in crash of station wagon and car near Downers Grove",https://www.nytimes.com/1967/09/08/archives/10-die-as-automobile-hits-station-wagon-on-illinois-highway.html,"Illinois: 10, including 5 children, killed in crash of station wagon and car near Downers Grove",,20,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRAFFIC (VEHICULAR AND PEDESTRIAN) AND PARKING', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ACCIDENTS', 'rank': 3, 'major': 'N'}]",1967-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/b4cd19ea-54bd-56f4-8ea4-3433c91e5474,0,nyt://article/b4cd19ea-54bd-56f4-8ea4-3433c91e5474,10 Die as Automobile Hits Station Wagon On Illinois Highway,,,10 Die as Automobile Hits Station Wagon On Illinois Highway,,,,,[],,
5,"GREENWICH, Conn., Sept. 7--Fourteen young women were presented tonight at the fourth annual Debutante Ball of the Junior League of Greenwich at Mr. and Mrs. Julius Manger's home here. Mrs. Thomas F. Hodgeman and Mrs. George Hardin Brown were chairman and vice chairman, respectively, for the event, a benefit for the league's Community Trust Fund.  ",https://www.nytimes.com/1967/09/08/archives/14-make-debuts-at-league-ball-in-the-suburbs.html,,,44,The New York Times,[],[],1967-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/4244a0aa-cba4-54e4-afaf-ec32c210abaa,0,nyt://article/4244a0aa-cba4-54e4-afaf-ec32c210abaa,14 Make Debuts At League Ball In the Suburbs,1,,14 Make Debuts At League Ball In the Suburbs,,,,,[],,
6,Illus,https://www.nytimes.com/1967/09/07/archives/deaths.html,Illus,,45,The New York Times,[],"[{'name': 'persons', 'value': 'MADDOX, LESTER G.', 'rank': 1, 'major': 'N'}]",1967-09-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/0008b852-ae46-5282-9db6-b4ea837f71cd,0,nyt://article/0008b852-ae46-5282-9db6-b4ea837f71cd,Deaths,,,Deaths,,,,,[],,
7,,https://www.nytimes.com/1967/09/06/archives/deaths.html,,,47,The New York Times,[],[],1967-09-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/26dc1c04-47ce-58cd-9e79-d99d8183f3e2,0,nyt://article/26dc1c04-47ce-58cd-9e79-d99d8183f3e2,Deaths,1,,Deaths,,,,,[],,
8,,https://www.nytimes.com/1967/09/04/archives/roosevelt-raceway-entries.html,,,41,The New York Times,[],[],1967-09-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/4e417120-57af-5f3b-a51f-a4b14d911a29,0,nyt://article/4e417120-57af-5f3b-a51f-a4b14d911a29,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],,S
9,"PHILADELPHIA, Sept. 2 (AP) --The president of the Philadelphia Spartans set a tentative Sept. 13 date today for the National Professioaal Soccer League Challenge Cup game.  ",https://www.nytimes.com/1967/09/03/archives/philadelphia-spartans-set-date-for-soccer-playoff.html,,,135,The New York Times,[],[],1967-09-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/c5f295cd-f83f-5897-ae36-1c44cc9f8ad9,0,nyt://article/c5f295cd-f83f-5897-ae36-1c44cc9f8ad9,Philadelphia Spartans Set Date for Soccer Playoff,1,,Philadelphia Spartans Set Date for Soccer Playoff,,,,,[],,S
