,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"Officials pointed to materials the suspects stockpiled, including explosives; their Middle East travels; and evidence of contacts with people with Islamist extremist views.",https://www.nytimes.com/2015/12/04/us/san-bernardino-shooting.html,"Officials pointed to materials the suspects stockpiled, including explosives; their Middle East travels; and evidence of contacts with people with Islamist extremist views.","SAN BERNARDINO, Calif. — The couple who the police say killed 14 people and left 21 wounded here had stockpiled thousands of rounds of ammunition and a dozen homemade pipe bombs in their home, officials said Thursday, a sign that they might have been planning further attacks.",A,1,The New York Times,[],"[{'name': 'subject', 'value': 'San Bernardino, Calif, Shooting (2015)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Goodstein, Laurie', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Farook, Syed Rizwan', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Schmidt, Michael S', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Malik, Tashfeen', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Perez-Pena, Richard', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Medina, Jennifer', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Murders, Attempted Murders and Homicides', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'San Bernardino (Calif)', 'rank': 11, 'major': 'N'}]",2015-12-03T13:20:39+0000,article,National,U.S.,News,nyt://article/b26a9163-95fa-5827-8bae-93295d606145,1738,nyt://article/b26a9163-95fa-5827-8bae-93295d606145,"San Bernardino Suspects Left Trail of Clues, but No Clear Motive",,,Arms Stockpile Is Found in Home of Two Suspects,,,,"By Jennifer Medina, Richard Pérez-Peña, Michael S. Schmidt and Laurie Goodstein","[{'firstname': 'Jennifer', 'middlename': None, 'lastname': 'Medina', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Richard', 'middlename': None, 'lastname': 'Pérez-Peña', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Michael', 'middlename': 'S.', 'lastname': 'Schmidt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}, {'firstname': 'Laurie', 'middlename': None, 'lastname': 'Goodstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 4}]",,
1,"The suspects, Syed Farook and Tashfeen Malik, were killed after a shooting at a social services center. Family members said the two were married.",https://www.nytimes.com/2015/12/03/us/san-bernardino-shooting.html,"The suspects, Syed Farook and Tashfeen Malik, were killed after a shooting at a social services center. Family members said the two were married.","SAN BERNARDINO, Calif. — A heavily armed man and woman terrorized this city on Wednesday, killing at least 14 people and wounding at least 17 at a social services center before leading the police on a manhunt culminating in a shootout that left the two suspects dead, the authorities said.",A,1,The New York Times,"[{'rank': 0, 'subtype': 'watch308', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-watch308-v2.jpg', 'height': 348, 'width': 312, 'legacy': {}, 'subType': 'watch308', 'crop_name': 'watch308'}, {'rank': 0, 'subtype': 'watch268', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-watch268-v2.jpg', 'height': 303, 'width': 272, 'legacy': {}, 'subType': 'watch268', 'crop_name': 'watch268'}, {'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-thumbWide-v2.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-thumbWide-v2.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoThumb-v2.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoLarge-v2.jpg', 'height': 507, 'width': 768, 'legacy': {}, 'subType': 'videoLarge', 'crop_name': 'videoLarge'}, {'rank': 0, 'subtype': 'mediumThreeByTwo210', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210, 'legacy': {}, 'subType': 'mediumThreeByTwo210', 'crop_name': 'mediumThreeByTwo210'}, {'rank': 0, 'subtype': 'mediumThreeByTwo225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-mediumThreeByTwo225-v2.jpg', 'height': 150, 'width': 225, 'legacy': {}, 'subType': 'mediumThreeByTwo225', 'crop_name': 'mediumThreeByTwo225'}, {'rank': 0, 'subtype': 'mediumThreeByTwo440', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-mediumThreeByTwo440-v2.jpg', 'height': 293, 'width': 440, 'legacy': {}, 'subType': 'mediumThreeByTwo440', 'crop_name': 'mediumThreeByTwo440'}, {'rank': 0, 'subtype': 'mediumThreeByTwo252', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-mediumThreeByTwo252-v2.jpg', 'height': 168, 'width': 252, 'legacy': {}, 'subType': 'mediumThreeByTwo252', 'crop_name': 'mediumThreeByTwo252'}, {'rank': 0, 'subtype': 'mediumThreeByTwo378', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-mediumThreeByTwo378-v2.jpg', 'height': 252, 'width': 378, 'legacy': {}, 'subType': 'mediumThreeByTwo378', 'crop_name': 'mediumThreeByTwo378'}, {'rank': 0, 'subtype': 'facebookJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-facebookJumbo-v2.jpg', 'height': 550, 'width': 1050, 'legacy': {}, 'subType': 'facebookJumbo', 'crop_name': 'facebookJumbo'}, {'rank': 0, 'subtype': 'videoFifteenBySeven1305', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoFifteenBySeven1305-v2.jpg', 'height': 609, 'width': 1305, 'legacy': {}, 'subType': 'videoFifteenBySeven1305', 'crop_name': 'videoFifteenBySeven1305'}, {'rank': 0, 'subtype': 'miniMoth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-miniMoth-v2.jpg', 'height': 70, 'width': 151, 'legacy': {}, 'subType': 'miniMoth', 'crop_name': 'miniMoth'}, {'rank': 0, 'subtype': 'windowsTile336H', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-windowsTile336H-v2.jpg', 'height': 336, 'width': 694, 'legacy': {}, 'subType': 'windowsTile336H', 'crop_name': 'windowsTile336H'}, {'rank': 0, 'subtype': 'verticalTwoByThree735', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-verticalTwoByThree735-v2.jpg', 'height': 1103, 'width': 735, 'legacy': {}, 'subType': 'verticalTwoByThree735', 'crop_name': 'verticalTwoByThree735'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-articleLarge-v2.jpg', 'height': 400, 'width': 600, 'legacy': {'xlarge': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-articleLarge-v2.jpg', 'xlargewidth': 600, 'xlargeheight': 400}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-blog480-v2.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'blog427', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-blog427-v2.jpg', 'height': 285, 'width': 427, 'legacy': {}, 'subType': 'blog427', 'crop_name': 'blog427'}, {'rank': 0, 'subtype': 'tmagArticle', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-tmagArticle-v2.jpg', 'height': 395, 'width': 592, 'legacy': {}, 'subType': 'tmagArticle', 'crop_name': 'tmagArticle'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-jumbo-v2.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'blog225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-blog225-v2.jpg', 'height': 150, 'width': 225, 'legacy': {}, 'subType': 'blog225', 'crop_name': 'blog225'}, {'rank': 0, 'subtype': 'master675', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-master675-v2.jpg', 'height': 450, 'width': 675, 'legacy': {}, 'subType': 'master675', 'crop_name': 'master675'}, {'rank': 0, 'subtype': 'master180', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-master180-v2.jpg', 'height': 120, 'width': 180, 'legacy': {}, 'subType': 'master180', 'crop_name': 'master180'}, {'rank': 0, 'subtype': 'master768', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-master768-v2.jpg', 'height': 512, 'width': 768, 'legacy': {}, 'subType': 'master768', 'crop_name': 'master768'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-popup-v2.jpg', 'height': 434, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'blog533', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-blog533-v2.jpg', 'height': 356, 'width': 533, 'legacy': {}, 'subType': 'blog533', 'crop_name': 'blog533'}, {'rank': 0, 'subtype': 'tmagSF', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-tmagSF-v2.jpg', 'height': 241, 'width': 362, 'legacy': {}, 'subType': 'tmagSF', 'crop_name': 'tmagSF'}, {'rank': 0, 'subtype': 'slide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-slide-v2.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'slide', 'crop_name': 'slide'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-superJumbo-v2.jpg', 'height': 1366, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'master1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-master1050-v2.jpg', 'height': 700, 'width': 1050, 'legacy': {}, 'subType': 'master1050', 'crop_name': 'master1050'}, {'rank': 0, 'subtype': 'master495', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-master495-v2.jpg', 'height': 330, 'width': 495, 'legacy': {}, 'subType': 'master495', 'crop_name': 'master495'}, {'rank': 0, 'subtype': 'master315', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-master315-v2.jpg', 'height': 210, 'width': 315, 'legacy': {}, 'subType': 'master315', 'crop_name': 'master315'}, {'rank': 0, 'subtype': 'square320', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-square320-v2.jpg', 'height': 320, 'width': 320, 'legacy': {}, 'subType': 'square320', 'crop_name': 'square320'}, {'rank': 0, 'subtype': 'filmstrip', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-filmstrip-v2.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'filmstrip', 'crop_name': 'filmstrip'}, {'rank': 0, 'subtype': 'square640', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-square640-v2.jpg', 'height': 640, 'width': 640, 'legacy': {}, 'subType': 'square640', 'crop_name': 'square640'}, {'rank': 0, 'subtype': 'moth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-moth-v2.jpg', 'height': 151, 'width': 151, 'legacy': {}, 'subType': 'moth', 'crop_name': 'moth'}, {'rank': 0, 'subtype': 'mediumSquare149', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-mediumSquare149-v2.jpg', 'height': 149, 'width': 149, 'legacy': {}, 'subType': 'mediumSquare149', 'crop_name': 'mediumSquare149'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-articleInline-v2.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'hpSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-hpSmall-v2.jpg', 'height': 109, 'width': 163, 'legacy': {}, 'subType': 'hpSmall', 'crop_name': 'hpSmall'}, {'rank': 0, 'subtype': 'blogSmallInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-blogSmallInline-v2.jpg', 'height': 101, 'width': 151, 'legacy': {}, 'subType': 'blogSmallInline', 'crop_name': 'blogSmallInline'}, {'rank': 0, 'subtype': 'mediumFlexible177', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-mediumFlexible177-v2.jpg', 'height': 118, 'width': 177, 'legacy': {}, 'subType': 'mediumFlexible177', 'crop_name': 'mediumFlexible177'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-sfSpan-v2.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'largeHorizontal375', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-largeHorizontal375-v2.jpg', 'height': 250, 'width': 375, 'legacy': {}, 'subType': 'largeHorizontal375', 'crop_name': 'largeHorizontal375'}, {'rank': 0, 'subtype': 'hpLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-hpLarge-v2.jpg', 'height': 287, 'width': 511, 'legacy': {}, 'subType': 'hpLarge', 'crop_name': 'hpLarge'}, {'rank': 0, 'subtype': 'largeWidescreen573', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-largeWidescreen573-v2.jpg', 'height': 322, 'width': 573, 'legacy': {}, 'subType': 'largeWidescreen573', 'crop_name': 'largeWidescreen573'}, {'rank': 0, 'subtype': 'largeWidescreen1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-largeWidescreen1050-v2.jpg', 'height': 591, 'width': 1050, 'legacy': {}, 'subType': 'largeWidescreen1050', 'crop_name': 'largeWidescreen1050'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSmall-v2.jpg', 'height': 281, 'width': 500, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'videoHpMedium', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoHpMedium-v2.jpg', 'height': 211, 'width': 375, 'legacy': {}, 'subType': 'videoHpMedium', 'crop_name': 'videoHpMedium'}, {'rank': 0, 'subtype': 'videoSixteenByNine600', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine600-v2.jpg', 'height': 338, 'width': 600, 'legacy': {}, 'subType': 'videoSixteenByNine600', 'crop_name': 'videoSixteenByNine600'}, {'rank': 0, 'subtype': 'videoSixteenByNine540', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine540-v2.jpg', 'height': 304, 'width': 540, 'legacy': {}, 'subType': 'videoSixteenByNine540', 'crop_name': 'videoSixteenByNine540'}, {'rank': 0, 'subtype': 'videoSixteenByNine495', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine495-v2.jpg', 'height': 278, 'width': 495, 'legacy': {}, 'subType': 'videoSixteenByNine495', 'crop_name': 'videoSixteenByNine495'}, {'rank': 0, 'subtype': 'videoSixteenByNine390', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine390-v2.jpg', 'height': 219, 'width': 390, 'legacy': {}, 'subType': 'videoSixteenByNine390', 'crop_name': 'videoSixteenByNine390'}, {'rank': 0, 'subtype': 'videoSixteenByNine480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine480-v2.jpg', 'height': 270, 'width': 480, 'legacy': {}, 'subType': 'videoSixteenByNine480', 'crop_name': 'videoSixteenByNine480'}, {'rank': 0, 'subtype': 'videoSixteenByNine310', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine310-v2.jpg', 'height': 174, 'width': 310, 'legacy': {}, 'subType': 'videoSixteenByNine310', 'crop_name': 'videoSixteenByNine310'}, {'rank': 0, 'subtype': 'videoSixteenByNine225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine225-v2.jpg', 'height': 126, 'width': 225, 'legacy': {}, 'subType': 'videoSixteenByNine225', 'crop_name': 'videoSixteenByNine225'}, {'rank': 0, 'subtype': 'videoSixteenByNine96', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine96-v2.jpg', 'height': 54, 'width': 96, 'legacy': {}, 'subType': 'videoSixteenByNine96', 'crop_name': 'videoSixteenByNine96'}, {'rank': 0, 'subtype': 'videoSixteenByNine768', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine768-v2.jpg', 'height': 432, 'width': 768, 'legacy': {}, 'subType': 'videoSixteenByNine768', 'crop_name': 'videoSixteenByNine768'}, {'rank': 0, 'subtype': 'videoSixteenByNine150', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine150-v2.jpg', 'height': 84, 'width': 150, 'legacy': {}, 'subType': 'videoSixteenByNine150', 'crop_name': 'videoSixteenByNine150'}, {'rank': 0, 'subtype': 'videoSixteenByNine1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-videoSixteenByNine1050-v2.jpg', 'height': 591, 'width': 1050, 'legacy': {}, 'subType': 'videoSixteenByNine1050', 'crop_name': 'videoSixteenByNine1050'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-thumbStandard-v2.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-thumbLarge-v2.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}, {'rank': 0, 'subtype': 'smallSquare252', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-smallSquare252-v2.jpg', 'height': 252, 'width': 252, 'legacy': {}, 'subType': 'smallSquare252', 'crop_name': 'smallSquare252'}, {'rank': 0, 'subtype': 'blogSmallThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-blogSmallThumb-v2.jpg', 'height': 50, 'width': 50, 'legacy': {}, 'subType': 'blogSmallThumb', 'crop_name': 'blogSmallThumb'}, {'rank': 0, 'subtype': 'smallSquare168', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2015/12/02/us/03SHOOTING-hp/03SHOOTING-hp-smallSquare168-v2.jpg', 'height': 168, 'width': 168, 'legacy': {}, 'subType': 'smallSquare168', 'crop_name': 'smallSquare168'}]","[{'name': 'subject', 'value': 'San Bernardino, Calif, Shooting (2015)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Perez-Pena, Richard', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Lovett, Ian', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Malik, Tashfeen', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Nagourney, Adam', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Farook, Syed Rizwan', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Murders, Attempted Murders and Homicides', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'San Bernardino (Calif)', 'rank': 8, 'major': 'N'}]",2015-12-02T19:40:20+0000,article,National,U.S.,News,nyt://article/e14be3f1-b755-5e67-a8c6-65649bd79e4c,1516,nyt://article/e14be3f1-b755-5e67-a8c6-65649bd79e4c,San Bernardino Shooting Kills at Least 14; Two Suspects Are Dead,,,Shooting Rampage Sows Terror in California,,,,"By Adam Nagourney, Ian Lovett and Richard Pérez-Peña","[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Ian', 'middlename': None, 'lastname': 'Lovett', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Richard', 'middlename': None, 'lastname': 'Pérez-Peña', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",,
