,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"LONG before her children were born, Sheila Berkley was designing playground equipment. ""I wanted to make accessible things that could change people's perceptions of everyday spaces,"" said Miss Berkley, shown at left with her 2-year-old son, Hugh. (There's also Allison, 6, and  9-week-old Amy).  ",https://www.nytimes.com/1980/03/27/archives/home-beat-artist-designs-a-housing-complex-its-childs-play-moma.html,,,T,3,The New York Times,[],[],1980-03-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/816c16fe-30f0-5403-a960-7bc7f2383b1b,0,nyt://article/816c16fe-30f0-5403-a960-7bc7f2383b1b,Home Beat; Artist Designs a Housing Complex: It's Child's Play MOMA Sets a New Table ,1,,Home Beat; Artist Designs a Housing Complex: It's Child's Play MOMA Sets a New Table ,,,,Suzanne Slesin,"[{'firstname': 'Suzanne', 'middlename': None, 'lastname': 'Slesin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"SIDE by side by ""Sweeney Todd"" are two earlier examples of the  theater music of Stephen Sondheim. ""Company,"" one of his most popular shows, can be seen at Playwrights Horizon in Queens and ...  ",https://www.nytimes.com/1980/03/26/archives/stage-two-sondheim-plays-reprised-antiromantic-show.html,,,T,28,The New York Times,[],[],1980-03-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/2e4aa666-b75c-5d80-9ad2-bc12f6f1b669,0,nyt://article/2e4aa666-b75c-5d80-9ad2-bc12f6f1b669,Stage: Two Sondheim Plays Reprised; Anti-Romantic Show ,1,,Stage: Two Sondheim Plays Reprised; Anti-Romantic Show ,,,,By Mel Gussow,"[{'firstname': 'Mel', 'middlename': None, 'lastname': 'Gussow', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,,https://www.nytimes.com/1980/03/25/archives/notes-on-people-a-birthday-for-williams-celebrities-respond-to.html,,,S,18,The New York Times,[],[],1980-03-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/910b2674-4aa1-5d5b-8abf-2c23024f4e53,0,nyt://article/910b2674-4aa1-5d5b-8abf-2c23024f4e53,Notes on People; A Birthday for Williams Celebrities Respond to Oklahoma Students Role for Cyd Charisse Proxmire Apologizes to 'Golden Fleece' Winner,1,,Notes on People; A Birthday for Williams Celebrities Respond to Oklahoma Students Role for Cyd Charisse Proxmire Apologizes to 'Golden Fleece' Winner,,,,Joan Cook Judith Cummings,"[{'firstname': 'Joan', 'middlename': 'Cook', 'lastname': 'Judith', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,,https://www.nytimes.com/1980/03/25/archives/obituary-7-no-title.html,,,S,19,The New York Times,[],[],1980-03-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/d99e1815-b668-5aa3-ab42-7d1085d7bc75,0,nyt://article/d99e1815-b668-5aa3-ab42-7d1085d7bc75,Obituary 7 -- No Title,1,,Obituary 7 -- No Title,,,,,[],
4,"LAS VEGAS, Nev., March 23 (AP)-- Donna Caponi Young, despite a bogey on the 18th hole, carded a two-underpar 70 today to gain a one-shot victory over Nancy Lopez-Melton, the defender, in the $200,000 Ladies' Professional Golf Association National Pro-Am tournament.  ",https://www.nytimes.com/1980/03/24/archives/mrs-young-triumphs-by-a-stroke.html,,,S,5,The New York Times,[],[],1980-03-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/33b7a60f-d4c1-56a0-937b-104be4f44bd1,0,nyt://article/33b7a60f-d4c1-56a0-937b-104be4f44bd1,Mrs. Young Triumphs By a Stroke,1,,Mrs. Young Triumphs By a Stroke,,,,,[],
5,"Saying tnat Jimmy Carter was ""busy with international crises"" and that Amy had a violin lesson, Rosalynn Carter stumped through Brooklyn and Yonkers yesterday, asking voters to unite behind the President in the state primary on Tuesday and promising that the poor would not be hurt by proposed budget cuts.  ",https://www.nytimes.com/1980/03/23/archives/mrs-carter-spends-extra-day-on-new-york-campaign-a-promise-for-the.html,,,,30,The New York Times,[],[],1980-03-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/ef940f98-c676-5d0a-be48-e94ddb881c1a,0,nyt://article/ef940f98-c676-5d0a-be48-e94ddb881c1a,Mrs. Carter Spends Extra Day on New York Campaign; A Promise for the Needy A Call for Patience An Extra Day in New York ,1,,Mrs. Carter Spends Extra Day on New York Campaign; A Promise for the Needy A Call for Patience An Extra Day in New York ,,,,By Josh Barbanel,"[{'firstname': 'Josh', 'middlename': None, 'lastname': 'Barbanel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"DARIEN  ""COMPANY,"" the 1970 Stephen Sondheim hit, is a far cry from standard dinner-thea  ter fare. It has little of the sweetness and schmaltz that usually turns up after the roast beef buffet, and...  ",https://www.nytimes.com/1980/03/23/archives/connecticut-weekly-company-in-darien-bite-wit-and-fun.html,,,C,20,The New York Times,[],[],1980-03-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/a16cbd10-fda4-5854-83b0-33bd2e97f416,0,nyt://article/a16cbd10-fda4-5854-83b0-33bd2e97f416,"'Company' in Darien: Bite, Wit and Fun",1,,"'Company' in Darien: Bite, Wit and Fun",,,,By Haskel Frankel,"[{'firstname': 'Haskel', 'middlename': None, 'lastname': 'Frankel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,"DARIEN  ""COMPANY,"" the 1970 Stephen Sondheim hit, is a far cry from standard dinner-thea  ter fare. It has little of the sweetness and schmaltz that usually turns up after the roast beef buffet, and I congratulate the Darien Dinner Theater for doing it.  ",https://www.nytimes.com/1980/03/23/archives/westchester-weekly-company-is-good-business-theater.html,,,W,16,The New York Times,[],[],1980-03-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/772607c3-5c3d-5a43-8294-29e4be8bd738,0,nyt://article/772607c3-5c3d-5a43-8294-29e4be8bd738,'Company' Is Good Business; THEATER ,1,,'Company' Is Good Business; THEATER ,,,,By Haskel Frankel,"[{'firstname': 'Haskel', 'middlename': None, 'lastname': 'Frankel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"PONTE VEDRA, Fla., March 22-- Lee Trevino says he tries to win every time he tees it up. ""It doesn't always happen, but that's in my mind,"" he adds. Tomorrow Trevino stands a good chance of winning his first golf tournament this season because after three rounds he leads the Tournament Players Championship, the showcase event of the PGA Tour.  ",https://www.nytimes.com/1980/03/23/archives/trevino-68208-leads-by-shot-green-working-on-game-mrs-rankin-takes.html,,,S,6,The New York Times,[],[],1980-03-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/039d9ccc-8ce0-5ece-9448-249857e2f849,0,nyt://article/039d9ccc-8ce0-5ece-9448-249857e2f849,Trevino 68--208 Leads by Shot; Green Working on Game Mrs. Rankin Takes Stroke Lead,1,,Trevino 68--208 Leads by Shot; Green Working on Game Mrs. Rankin Takes Stroke Lead,,,,By John S. Radosta Special To the New York Times,"[{'firstname': 'John', 'middlename': 'S.', 'lastname': 'Radosta', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,,https://www.nytimes.com/1980/03/23/archives/marriage-announcement-19-no-title.html,,,,62,The New York Times,[],[],1980-03-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/78d9887f-f242-5a57-96af-6c00cde424c8,0,nyt://article/78d9887f-f242-5a57-96af-6c00cde424c8,Marriage Announcement 19 -- No Title,1,,Marriage Announcement 19 -- No Title,,,,,[],
