,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"A selected guide to indie rock, electro-pop, country rock, pop, R&B, rock and hip-hop performances in the New York area.",https://www.nytimes.com/2012/11/16/arts/pop-listings-for-nov-16-22.html,"A selected guide to indie rock, electro-pop, country rock, pop, R&B, rock and hip-hop performances in the New York area.",Pop,C,23,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2012-11-15T22:47:28+0000,article,Weekend,Arts,Schedule,nyt://article/aff54c06-a1c6-597b-9997-b97fb0f20b07,1533,nyt://article/aff54c06-a1c6-597b-9997-b97fb0f20b07,Pop Listings for Nov. 16-22,,,The Listings,,,,,[],,
1,"Graydon Carter’s Beatrice Inn is finally opening, and Rack & Soul on the Upper West Side is no more.",https://www.nytimes.com/2012/11/14/dining/off-the-menu-arlington-club-opens-rack-soul-and-boom-closes.html,"Graydon Carter’s Beatrice Inn is finally opening, and Rack & Soul on the Upper West Side is no more.",Opening,D,3,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {'xlarge': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 360}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-superJumbo.jpg', 'height': 1363, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-sfSpan.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/14/dining/14OFF_SPAN/14OFF-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}]","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}]",2012-11-14T00:20:52+0000,article,Dining,Food,List,nyt://article/656ec7eb-1b6d-5524-ab2d-72aecff2fcaf,716,nyt://article/656ec7eb-1b6d-5524-ab2d-72aecff2fcaf,Off the Menu,,,Off the Menu,,,,By Florence Fabricant,"[{'firstname': 'Florence', 'middlename': None, 'lastname': 'Fabricant', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
2,"The couple marry in Cleveland Heights, Ohio.",https://www.nytimes.com/2012/11/11/fashion/weddings/antoinette-williams-antoinne-mckinney-weddings.html,"The couple marry in Cleveland Heights, Ohio.","Antoinette Quanita Lavern Williams and Antoinne Marquis McKinney were married Saturday at the Civic Conference and Event Center in Cleveland Heights, Ohio. Pastor A. G. Johnson of Believers Body of Christ Ministries in Cleveland officiated. ",ST,18,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-superJumbo.jpg', 'height': 1365, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'square320', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-square320.jpg', 'height': 320, 'width': 320, 'legacy': {}, 'subType': 'square320', 'crop_name': 'square320'}, {'rank': 0, 'subtype': 'square640', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-square640.jpg', 'height': 640, 'width': 640, 'legacy': {}, 'subType': 'square640', 'crop_name': 'square640'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-articleInline.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/11/11/fashion/weddings/11WILLIAMSjpg/11WILLIAMSjpg-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}]","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",2012-11-11T05:15:34+0000,article,Society,Fashion & Style,News,nyt://article/9ca03ef0-b146-5738-8dd5-6f558b96ebb7,133,nyt://article/9ca03ef0-b146-5738-8dd5-6f558b96ebb7,"Antoinette Williams, Antoinne McKinney",,,"Antoinette Williams, Antoinne McKinney",,,,,[],,Weddings
3,Live updates from the aftermath of Hurricane Sandy.,https://cityroom.blogs.nytimes.com/2012/10/31/storm-aftermath-live-updates-3/,Live updates from the aftermath of Hurricane Sandy.,"Limited subway and commuter rail service returned to New York and its suburbs on Thursday, and power was gradually being restored across the states hit by the storm. Much of the eastern edge of the United States remained crippled, with millions of homes still dark and the death toll climbing.",,,The New York Times,[],[],2012-11-01T00:30:32+0000,article,,New York,News,nyt://article/f232086d-c21f-566d-aef0-f6c16fc5dcc3,8909,nyt://article/f232086d-c21f-566d-aef0-f6c16fc5dcc3,Storm Aftermath: Live Updates,City Room,,,,,,By THE NEW YORK TIMES,[],The New York Times,
4,A listing of noteworthy cultural and Halloween-related events in the New York area.,https://www.nytimes.com/2012/10/26/arts/spare-times-for-oct-26-nov-1.html,A listing of noteworthy cultural and Halloween-related events in the New York area.,Around Town,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Halloween', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Culture (Arts)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Writing and Writers', 'rank': 3, 'major': 'N'}]",2012-10-25T22:14:25+0000,article,Weekend,Arts,Schedule,nyt://article/2757805e-58cb-505f-914e-0b772cf03c3e,2573,nyt://article/2757805e-58cb-505f-914e-0b772cf03c3e,Spare Times for Oct. 26-Nov. 1,,,Spare Times,,,,By Anne Mancuso,"[{'firstname': 'Anne', 'middlename': None, 'lastname': 'Mancuso', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
5,"A selected guide to indie rock, noise-rock, electronica, pop, folk pop, hip-hop and R&B performances in the New York area.",https://www.nytimes.com/2012/10/26/arts/music/pop-listings-for-oct-26-nov-1.html,"A selected guide to indie rock, noise-rock, electronica, pop, folk pop, hip-hop and R&B performances in the New York area.",Pop,C,16,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2012-10-25T21:40:39+0000,article,Weekend,Arts,Schedule,nyt://article/b5e3ce03-bcd5-5493-aa83-ece36f7612ce,1934,nyt://article/b5e3ce03-bcd5-5493-aa83-ece36f7612ce,Pop Listings for Oct. 26-Nov. 1,,,The Listings,,,,,[],,Music
6,"Beneath Picasso’s landmark painting “Women Ironing,” curators and conservators at the Guggenheim Museum are now able to examine tantalizing traces of another portrait.",https://www.nytimes.com/2012/10/25/arts/design/under-a-picasso-painting-another-picasso-painting.html,"Beneath Picasso’s landmark painting “Women Ironing,” curators and conservators at the Guggenheim Museum are now able to examine tantalizing traces of another portrait.","Picasso was just 22 through most of 1904, the year he is thought to have painted “Woman Ironing,” a haunting image in muted tones of blue and gray of a skeletal woman, her eyes hollow, her cheeks sunken, pressing down on an iron with all her might. Money was tight for him. He was living in Paris, and he would often start a painting, abandon it and begin another using the same canvas, a practice he continued throughout his career. ",C,1,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/10/24/arts/picasso/picasso-jumbo.jpg', 'height': 1024, 'width': 652, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/10/24/arts/picasso/picasso-popup.jpg', 'height': 500, 'width': 318, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/10/24/arts/picasso/picasso-superJumbo.jpg', 'height': 2048, 'width': 1303, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/10/24/arts/picasso/picasso-articleInline.jpg', 'height': 299, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/10/24/arts/picasso/picasso-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/10/24/arts/picasso/picasso-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/10/24/arts/picasso/picasso-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}]","[{'name': 'organizations', 'value': 'Guggenheim, Solomon R, Museum', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Picasso, Pablo', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 3, 'major': 'N'}]",2012-10-24T14:48:21+0000,article,Culture,Arts,News,nyt://article/b84f3028-f662-5bf7-a2c4-556abfec0e0e,1395,nyt://article/b84f3028-f662-5bf7-a2c4-556abfec0e0e,"Under One Picasso, Another",,,"Under One Picasso, Another",,,,By Carol Vogel,"[{'firstname': 'Carol', 'middlename': None, 'lastname': 'Vogel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Art & Design
7,Picasso’s “Woman Ironing” was recently cleaned and restored by  the Solomon R. Guggenheim Museum in New York. Click and drag your mouse over the painting to see what was hidden beneath it.,https://www.nytimes.com/interactive/2012/10/25/arts/design/hidden-picasso.html,Picasso’s “Woman Ironing” was recently cleaned and restored by  the Solomon R. Guggenheim Museum in New York. Click and drag your mouse over the painting to see what was hidden beneath it.,Picasso’s “Woman Ironing” was recently cleaned and restored by  the Solomon R. Guggenheim Museum in New York. Click and drag your mouse over the painting to see what was hidden beneath it.,,,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Picasso, Pablo', 'rank': 2, 'major': 'N'}]",2012-10-24T14:47:51+0000,multimedia,Arts,Arts,Interactive Feature,nyt://interactive/21eee572-8b00-5246-b54c-35e89db4298d,0,nyt://interactive/21eee572-8b00-5246-b54c-35e89db4298d,"Scratch the Surface, Two Picassos Revealed",,,,,,,,[],,Art & Design
8,"A selected guide to indie rock, folk rock, pop, folk pop and R&B performances in the New York area.",https://www.nytimes.com/2012/10/19/arts/music/pop-music-listings-for-oct-19-25.html,"A selected guide to indie rock, folk rock, pop, folk pop and R&B performances in the New York area.",Pop,C,18,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2012-10-18T21:49:40+0000,article,Weekend,Arts,Schedule,nyt://article/65413d2b-9555-5dac-b4ba-7b1edc7fe309,2278,nyt://article/65413d2b-9555-5dac-b4ba-7b1edc7fe309,Pop Music Listings for Oct. 19-25,,,The Listings,,,,,[],,Music
9,"Vice President Joseph R. Biden Jr. and Representative Paul D. Ryan square off on Thursday night in Danville, Ky. in the only vice presidential debate. Live coverage begins at 8 p.m. eastern.",https://thecaucus.blogs.nytimes.com/2012/10/11/vice-presidential-debate-fact-checks-and-updates/,"Vice President Joseph R. Biden Jr. and Representative Paul D. Ryan square off on Thursday night in Danville, Ky. in the only vice presidential debate. Live coverage begins at 8 p.m. eastern.","Vice President Joseph R. Biden Jr. and Representative Paul D. Ryan square off on Thursday night in Danville, Ky., in the only vice-presidential debate. Live coverage begins at 8 p.m. eastern. The Times will be providing updates and analysis on our live dashboard. You can also follow along on Twitter @thecaucus, or follow our list of Times journalists covering the debate.",,,The New York Times,[],"[{'name': 'subject', 'value': 'Debates (Political)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2012', 'rank': 2, 'major': 'N'}]",2012-10-11T22:33:39+0000,article,,U.S.,News,nyt://article/7924e84e-ab5b-5cf4-8780-f5724c5e482d,11877,nyt://article/7924e84e-ab5b-5cf4-8780-f5724c5e482d,Vice-Presidential Debate Fact-Checks and Updates,The Caucus,,,,,,By The New York Times,[],The New York Times,Politics
