,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"A selected guide to pop, rock, dance, electronica, folk and other music in New York and the area.",https://www.nytimes.com/2012/03/30/arts/music/pop-rock-listings-for-march-30-april-5.html,"A selected guide to pop, rock, dance, electronica, folk and other music in New York and the area.",Pop,C,17,The New York Times,[],"[{'name': 'subject', 'value': 'Philanthropy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 2, 'major': 'N'}]",2012-03-29T21:06:48+0000,article,Weekend,Arts,Music,Schedule,nyt://article/97dba0fd-3b78-506f-9bf5-8647634898e2,2025,nyt://article/97dba0fd-3b78-506f-9bf5-8647634898e2,Pop/Rock Listings for March 30-April 5,,,The Listings,,,,,[],
1,"In the Trayvon Martin murder case, echoes of the Fugitive Slave Act.",https://opinionator.blogs.nytimes.com/2012/03/27/fugitive-slave-mentality/,"In the Trayvon Martin murder case, echoes of the Fugitive Slave Act.","Before he temporarily stepped down from his position last week as chief of the Sanford, Fla., police department, Bill Lee Jr., gave an explanation of his decision not to arrest George Zimmerman for killing Trayvon Martin. Lee said he had no reason to doubt Zimmerman’s claim of self-defense. Though Lee is no longer in the spotlight, his words linger for at least one compelling reason: his explanation bears an eerie resemblance to cases brought under the Fugitive Slave Law during the Antebellum period. Today, a legal standard that allowed the police chief to take Zimmerman at his word recalls the dark past of slave-owners claiming their property. The writings of Martin Delany, the African American political philosopher and activist, shed light on the uncanny resemblance.",,,The New York Times,[],"[{'name': 'subject', 'value': 'Blacks', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fugitives', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Search and Seizure', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lee, Bill Jr', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Martin, Trayvon', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Zimmerman, George', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Florida', 'rank': 7, 'major': 'N'}]",2012-03-28T01:45:37+0000,article,,Opinion,,News,nyt://article/fa7aeb5f-20db-53ea-8e16-f144d61145cc,1341,nyt://article/fa7aeb5f-20db-53ea-8e16-f144d61145cc,Fugitive Slave Mentality,The Stone,,,,,,By Robert Gooding-Williams,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Gooding-Williams', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,A selected guide to the visual arts in New York and the area.,https://www.nytimes.com/2012/03/23/arts/design/museum-and-gallery-listings-for-march-23-29.html,A selected guide to the visual arts in New York and the area.,Art,C,18,The New York Times,[],"[{'name': 'subject', 'value': 'Sculpture', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Whitney Biennial', 'rank': 3, 'major': 'N'}]",2012-03-22T21:41:47+0000,article,Weekend,Arts,Art & Design,Schedule,nyt://article/1feb9a8e-b3da-5e0f-8afa-2ad8eeeeb6bd,5690,nyt://article/1feb9a8e-b3da-5e0f-8afa-2ad8eeeeb6bd,Museum and Gallery Listings for March 23-29,,,The Listings,,,,,[],
3,"A selected guide to pop, rock, electronica, folk, country and other acts in New York and the area.",https://www.nytimes.com/2012/03/23/arts/music/pop-rock-listings-for-march-23-29.html,"A selected guide to pop, rock, electronica, folk, country and other acts in New York and the area.",Pop,C,16,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Grammy Awards', 'rank': 2, 'major': 'N'}]",2012-03-22T21:32:23+0000,article,Weekend,Arts,Music,Schedule,nyt://article/ceec3912-14fa-5231-871f-760ad7de8ae8,1396,nyt://article/ceec3912-14fa-5231-871f-760ad7de8ae8,Pop/Rock Listings for March 23-29,,,The Listings,,,,,[],
4,A selection of events this week.,https://www.nytimes.com/2012/03/18/arts/mar-19-24.html,A selection of events this week.,"THE Hirshhorn Museum and Sculpture Garden’s striking but bunkerlike circular Washington building, designed by Gordon Bunshaft, has prompted many an artist and designer to dream of intervention. Next year, if things stay on track, the museum will realize a long-planned project to cover its interior courtyard with a temporary inflatable bubble, an architectural soufflé that will meld the outside and inside of the museum and provide space for installations and performances. But in the nearer term the doughnut-shaped structure will become the plaything of the artist Doug Aitken, who is turning it into a movie in the round.",,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE3_SPAN-articleLarge.jpg', 'height': 370, 'width': 600, 'legacy': {'xlarge': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE3_SPAN-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 370}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE6-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE6-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE3_SPAN-articleLarge.jpg', 'height': 370, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE3_SPAN-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE3_SPAN-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/03/18/arts/18GUIDE3_SPAN/18GUIDE3_SPAN-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2012-03-16T16:22:20+0000,article,Arts,Arts,,News,nyt://article/c4787c6e-94d7-58f2-b874-6ae4b54c2c17,1475,nyt://article/c4787c6e-94d7-58f2-b874-6ae4b54c2c17,Mar. 19 — 24,The Week Ahead,,,,,,,[],
5,A selection of shows.,https://www.nytimes.com/2012/03/16/arts/design/museum-and-gallery-listings.html,A selection of shows.,Art,C,21,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}]",2012-03-15T22:21:52+0000,article,Weekend,Arts,Art & Design,Schedule,nyt://article/94eda7be-3050-5dce-a2c5-caf4c5a51a4e,2226,nyt://article/94eda7be-3050-5dce-a2c5-caf4c5a51a4e,Museum and Gallery Listings,,,The Listings,,,,,[],
6,"A selected guide to pop, rock, blues, metal, dance, electronica, alternative and country performances in New York and the area.",https://www.nytimes.com/2012/03/09/arts/music/pop-rock-listings-for-march-9-15.html,"A selected guide to pop, rock, blues, metal, dance, electronica, alternative and country performances in New York and the area.",Pop,C,19,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-blog480.jpg', 'height': 371, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-jumbo.jpg', 'height': 791, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-popup.jpg', 'height': 502, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-articleInline.jpg', 'height': 142, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-sfSpan.jpg', 'height': 281, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/03/09/arts/LISTINGS-POP/LISTINGS-POP-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Rock Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}]",2012-03-08T23:17:48+0000,article,Weekend,Arts,Music,Schedule,nyt://article/16400161-d481-53dc-aa8f-f2576cb2b68d,1130,nyt://article/16400161-d481-53dc-aa8f-f2576cb2b68d,Pop/Rock Listings for March 9-15,,,The Listings,,,,,[],
7,"Rothmans, one of the last family-run clothing businesses in Manhattan, is taking a big risk for a small business, opening in a new location as it tries to attract a younger, trendier customer.",https://www.nytimes.com/2012/02/23/nyregion/changing-times-for-rothmans-a-legendary-name-in-discount-mens-wear.html,"Rothmans, one of the last family-run clothing businesses in Manhattan, is taking a big risk for a small business, opening in a new location as it tries to attract a younger, trendier customer.","For six decades, beginning in the 1920s, Harry Rothman was the biggest name in the discount clothing business, with prices so low they were said to make customers at his store on Fifth Avenue and 18th Street stop and scratch their heads. Advertisements for Mr. Rothman’s men’s wear store asked, “How does Harry Rothman do it?”",A,25,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-thumbWide.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-thumbWide.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {'xlarge': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 360}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/02/23/nyregion/ROTHMANS1/ROTHMANS1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ADVERTISING AND MARKETING', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Suits (Apparel)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Relocation of Business', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Union Square (NYC)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Family Business', 'rank': 7, 'major': 'N'}]",2012-02-23T03:12:59+0000,article,Metro,New York,,News,nyt://article/163a4e3e-780d-5f5a-98d4-d1dee363261c,916,nyt://article/163a4e3e-780d-5f5a-98d4-d1dee363261c,Changing Times for a Legend in Men’s Wear,,,Changing Times for a Legend in Men’s Wear,,,,By Eric Wilson,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"A selected guide to pop, rock, dance, electronica, metal and folk in New York and the area.",https://www.nytimes.com/2012/02/17/arts/music/pop-rock-listings-for-feb-17-23.html,"A selected guide to pop, rock, dance, electronica, metal and folk in New York and the area.",Pop,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Blues Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Grammy Awards', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Gospel Music', 'rank': 5, 'major': 'N'}]",2012-02-16T21:34:16+0000,article,Weekend,Arts,Music,Schedule,nyt://article/c814e507-1b77-5c94-a4eb-bfba2b47b076,1814,nyt://article/c814e507-1b77-5c94-a4eb-bfba2b47b076,Pop/Rock Listings for Feb. 17-23,,,The Listings,,,,By The New York Times,[],The New York Times
9,"In advance of the Pace exhibition “Happenings: New York, 1958-1963,” some of the creators and participants of those fabled events spoke about their lasting influence.",https://www.nytimes.com/2012/02/05/arts/design/recalling-happenings-events-on-eve-of-pace-exhibition.html,"In advance of the Pace exhibition “Happenings: New York, 1958-1963,” some of the creators and participants of those fabled events spoke about their lasting influence.","HALF a century ago, on Oct. 4, 1959, an event took place at the Reuben Gallery in the East Village that changed the course of art history: a performance piece by the artist Allan Kaprow titled “18 Happenings in 6 Parts.” It is now known as the first Happening, a mythical event that knocked painting and sculpture from their previously unassailable perches and paved the way for performance art. Within months other artists were mounting their own performances too, including Claes Oldenburg, Jim Dine, Robert Whitman and Red Grooms. The scene flamed out almost as quickly as it had begun, but not before prompting a radical reassessment of the boundary between art and life.",AR,30,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS_SPAN-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {'xlarge': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS_SPAN-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 360}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS1_SPAN-blog480.jpg', 'height': 323, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS1_SPAN-jumbo.jpg', 'height': 688, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS_SPAN-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS_SPAN-sfSpan.jpg', 'height': 265, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/02/05/arts/05HAPPENINGS_SPAN/05HAPPENINGS1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Glimcher, Arne', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Samaras, Lucas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Performance Art', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Grooms, Red', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Dine, Jim', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Whitman, Robert', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Oldenburg, Claes', 'rank': 8, 'major': 'N'}]",2012-02-03T00:27:48+0000,article,Arts&Leisure,Arts,Art & Design,News,nyt://article/6e8d7951-1144-5e14-be18-f9da032a8ac7,1900,nyt://article/6e8d7951-1144-5e14-be18-f9da032a8ac7,What Happened at Those Happenings?,,,What Happened At Those Happenings?,,,,By Carol Kino,"[{'firstname': 'Carol', 'middlename': None, 'lastname': 'Kino', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
