,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1968/02/12/archives/betsy-ann-silberstein-is-married.html,,,51,The New York Times,[],[],1968-02-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/b92c0f30-53b1-514d-91c9-1aea7241afc4,0,nyt://article/b92c0f30-53b1-514d-91c9-1aea7241afc4,Betsy Ann Silberstein Is Married,1,,Betsy Ann Silberstein Is Married,,,,,[],,
1,,https://www.nytimes.com/1968/02/12/archives/obituary-1-no-title.html,,,39,The New York Times,[],[],1968-02-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/b1f4a6d3-b2ee-5a91-b060-68c16d8aecb5,0,nyt://article/b1f4a6d3-b2ee-5a91-b060-68c16d8aecb5,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
2,"McCarthy, John F (ex-law librarian)",https://www.nytimes.com/1968/02/11/archives/obituary-1-no-title.html,"McCarthy, John F (ex-law librarian)",,92,The New York Times,[],"[{'name': 'persons', 'value': 'DAVIS, CHARLES E', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'MCCARTHY, PATRICK D', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'McCarthy, John F', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 5, 'major': 'N'}]",1968-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/a04676b9-1535-5216-bf9e-965b37334a87,0,nyt://article/a04676b9-1535-5216-bf9e-965b37334a87,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
3,,https://www.nytimes.com/1968/02/11/archives/miss-amy-l-schwartz-is-betrothed.html,,,87,The New York Times,[],[],1968-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/d2f02a32-88a8-5685-923a-a9246922cc33,0,nyt://article/d2f02a32-88a8-5685-923a-a9246922cc33,Miss Amy L. Schwartz Is Betrothed[,1,,Miss Amy L. Schwartz Is Betrothed[,,,,Special to The New york Tln,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,"A supermarket of new electronic and mechanical gadgets, chemcials, hardware, and other items under the heading of boating accessories are on display to make boating safer, easier and more fun in the year ahead.  ",https://www.nytimes.com/1968/02/11/archives/propeller-manufacturers-set-pace-in-a-supermarket-of-innovations.html,,,33,The New York Times,[],[],1968-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/9cdb2068-5c42-5240-b70a-1c66205f1d87,0,nyt://article/9cdb2068-5c42-5240-b70a-1c66205f1d87,Propeller Manufacturers Set Pace in a 'Supermarket' of Innovations for Easier Boating,1,,Propeller Manufacturers Set Pace in a 'Supermarket' of Innovations for Easier Boating,,,,,[],,B
5,"Kaufman, Abraham (Mrs) (Priscilla)",https://www.nytimes.com/1968/02/09/archives/obituary-1-no-title.html,"Kaufman, Abraham (Mrs) (Priscilla)",,27,The New York Times,[],"[{'name': 'persons', 'value': 'KAUFMAN, ABRAHAM', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-02-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/83e8ead1-48f0-5b4e-9979-fcdcab03fd8b,0,nyt://article/83e8ead1-48f0-5b4e-9979-fcdcab03fd8b,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
6,"I Only Want an Answer: (By F Denger, adapted by B Ashmore) rev",https://www.nytimes.com/1968/02/06/archives/theater-hermione-baddeley-speaks-to-a-lobster-star-all-alone-in-i.html,"I Only Want an Answer: (By F Denger, adapted by B Ashmore) rev",,36,The New York Times,[],"[{'name': 'persons', 'value': 'F DENGER', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'I ONLY WANT AN ANSWER', 'rank': 4, 'major': 'N'}]",1968-02-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/a49e5d18-3edd-5875-907c-4f74e49b0683,0,nyt://article/a49e5d18-3edd-5875-907c-4f74e49b0683,"Theater: Hermione Baddeley Speaks to a Lobster; Star, All Alone, in 'I Only Want an Answer' Charwoman's Lament Opens at Stage 73",,,"Theater: Hermione Baddeley Speaks to a Lobster; Star, All Alone, in 'I Only Want an Answer' Charwoman's Lament Opens at Stage 73",,,,By Vincent Canby,"[{'firstname': 'Vincent', 'middlename': None, 'lastname': 'Canby', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,Illus,https://www.nytimes.com/1968/02/06/archives/obituary-1-no-title.html,Illus,,43,The New York Times,[],"[{'name': 'persons', 'value': ""O'Dwyer, Paul"", 'rank': 1, 'major': 'N'}]",1968-02-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/0dae6d05-dae8-502d-afde-e35c32c32d6b,0,nyt://article/0dae6d05-dae8-502d-afde-e35c32c32d6b,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
8,,https://www.nytimes.com/1968/02/05/archives/obituary-1-no-title.html,,,35,The New York Times,[],[],1968-02-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/92e51e84-5e81-59cc-aa01-2f8876007305,0,nyt://article/92e51e84-5e81-59cc-aa01-2f8876007305,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
9,,https://www.nytimes.com/1968/02/04/archives/marriage-announcement-1-no-title.html,,,76,The New York Times,[],[],1968-02-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/1103a391-96f3-5c29-b454-b604e42adfdb,0,nyt://article/1103a391-96f3-5c29-b454-b604e42adfdb,Marriage Announcement 1 -- No Title,1,,Marriage Announcement 1 -- No Title,,,,,[],,
