,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1968/01/02/archives/obituary-1-no-title.html,,,37,The New York Times,[],[],1968-01-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/239b098c-0fdb-53f5-833d-18ec5a93b72e,0,nyt://article/239b098c-0fdb-53f5-833d-18ec5a93b72e,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
1,,https://www.nytimes.com/1968/01/01/archives/obituary-1-no-title.html,,,15,The New York Times,[],[],1968-01-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/54a4e392-1f85-5933-a734-938cfc2183b3,0,nyt://article/54a4e392-1f85-5933-a734-938cfc2183b3,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
2,"LAUREL, Md., Dec. 29 (AP) --Latonia Thrush, a 3-year-old Virginia-bred filly by Tudor Minstrel, won for the third time in five career outings by easily capturing the feature ...  ",https://www.nytimes.com/1967/12/30/archives/latonia-thrush-wins-as-laurel-reopens-after-snow-closes-track-for-a.html,,,18,The New York Times,[],[],1967-12-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/9e56acc4-8c5b-545c-a3eb-c3796ad79a79,0,nyt://article/9e56acc4-8c5b-545c-a3eb-c3796ad79a79,"Latonia Thrush Wins as Laurel Reopens After Snow Closes Track for a Day; BANK BOOK SADYE FINISHES SECOND Crowd of 10,308 Watches Latonia Thrush Take Dash by 3 Lengths",1,,"Latonia Thrush Wins as Laurel Reopens After Snow Closes Track for a Day; BANK BOOK SADYE FINISHES SECOND Crowd of 10,308 Watches Latonia Thrush Take Dash by 3 Lengths",,,,,[],,S
3,,https://www.nytimes.com/1967/12/30/archives/marriage-announcement-1-no-title.html,,,27,The New York Times,[],[],1967-12-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/c4839df8-248d-5a83-abab-65cb7fb0527b,0,nyt://article/c4839df8-248d-5a83-abab-65cb7fb0527b,Marriage Announcement 1 -- No Title,1,,Marriage Announcement 1 -- No Title,,,,,[],,
4,,https://www.nytimes.com/1967/12/29/archives/list-of-contributions-to-fund-for-the-neediest-cases.html,,,34,The New York Times,[],[],1967-12-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/3c79dd4c-b7bd-59ec-b545-ba298e2ebbc7,0,nyt://article/3c79dd4c-b7bd-59ec-b545-ba298e2ebbc7,List of Contributions to Fund for the Neediest Cases,1,,List of Contributions to Fund for the Neediest Cases,,,,,[],,S
5,R Baker humorous comment on crossing 'generation gap' at age 30,https://www.nytimes.com/1967/12/28/archives/observer-a-most-natural-readjustment-alas-a-new-awareness.html,R Baker humorous comment on crossing 'generation gap' at age 30,,30,The New York Times,[],"[{'name': 'subject', 'value': 'Children and Youth', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'BEHAVIOR AND TRAINING', 'rank': 2, 'major': 'N'}]",1967-12-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/ccece0b7-889c-5fe2-a7d0-9112a15e1779,0,nyt://article/ccece0b7-889c-5fe2-a7d0-9112a15e1779,"Observer: A Most Natural Readjustment, Alas; A New Awareness",,,"Observer: A Most Natural Readjustment, Alas; A New Awareness",,,,By Russell Baker,"[{'firstname': 'Russell', 'middlename': None, 'lastname': 'Baker', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,,https://www.nytimes.com/1967/12/28/archives/list-of-contributors-to-fund-for-neediest-cases.html,,,34,The New York Times,[],[],1967-12-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/b096206e-2aa4-59e7-af60-2358f6bf11b9,0,nyt://article/b096206e-2aa4-59e7-af60-2358f6bf11b9,List of Contributors to Fund for Neediest Cases,1,,List of Contributors to Fund for Neediest Cases,,,,,[],,
7,,https://www.nytimes.com/1967/12/26/archives/obituary-3-no-title.html,,,33,The New York Times,[],[],1967-12-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/82c0d48c-13c5-5a16-9444-3ac5abff790f,0,nyt://article/82c0d48c-13c5-5a16-9444-3ac5abff790f,Obituary 3 -- No Title,1,,Obituary 3 -- No Title,,,,,[],,
8,Article on old hits which still earn money,https://www.nytimes.com/1967/12/25/archives/old-hits-like-annuities-pay-and-pay-zoo-story-is-popular.html,Article on old hits which still earn money,,31,The New York Times,[],"[{'name': 'subject', 'value': 'Theater', 'rank': 1, 'major': 'N'}]",1967-12-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/3ae27728-1b24-51ef-b743-f30d49c691b5,0,nyt://article/3ae27728-1b24-51ef-b743-f30d49c691b5,"Old Hits, Like Annuities, Pay and Pay; 'Zoo Story' is Popular",,,"Old Hits, Like Annuities, Pay and Pay; 'Zoo Story' is Popular",,,,By Richard F. Shepard,"[{'firstname': 'Richard', 'middlename': 'F.', 'lastname': 'Shepard', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
9,Stern Bros,https://www.nytimes.com/1967/12/24/archives/obituary-3-no-title.html,Stern Bros,,49,The New York Times,[],"[{'name': 'subject', 'value': 'NEW YORK TIMES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'SPECIAL SECTIONS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ADVERTISING SECTIONS', 'rank': 3, 'major': 'N'}]",1967-12-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/985bb2f5-a9aa-5eb0-96d7-9f78eb54b069,0,nyt://article/985bb2f5-a9aa-5eb0-96d7-9f78eb54b069,Obituary 3 -- No Title,,,Obituary 3 -- No Title,,,,,[],,
