,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name,print_section,print_page
0,The countries Secretary of State Mike Pompeo visited on a five nation-tour over the last week varied from longtime ally Britain to ex-Soviet republics in Central Asia. But the message he conveyed to his hosts stayed the same: Beware of China.,https://www.nytimes.com/aponline/2020/02/04/business/bc-as-united-states-china.html,The countries Secretary of State Mike Pompeo visited on a five nation-tour over the last week varied from longtime ally Britain to ex-Soviet republics in Central Asia. But the message he conveyed to his hosts stayed the same: Beware of China.,"TASHKENT, Uzbekistan — The countries Secretary of State Mike Pompeo visited on a five nation-tour over the last week varied from longtime ally Britain to ex-Soviet republics in Central Asia. But the message he conveyed to his hosts stayed the same: Beware of China.",AP,[],[],2020-02-04T05:30:51+0000,article,None,Business Day,News,nyt://article/172210d2-ca7d-5e5e-abf5-b091fc6ab95d,786,nyt://article/172210d2-ca7d-5e5e-abf5-b091fc6ab95d,"Pompeo Message in Europe, Central Asia Trip: Beware of China",,,"Pompeo Message in Europe, Central Asia Trip: Beware of China",,,,By The Associated Press,[],The Associated Press,,,
1,Who's clapping now?,https://www.nytimes.com/aponline/2020/02/04/us/politics/ap-us-state-of-union-what-to-watch.html,Who's clapping now?,WASHINGTON — Who's clapping now?,AP,[],[],2020-02-04T05:27:39+0000,article,None,U.S.,News,nyt://article/806417a9-5ef0-5b34-8167-30f62a057e34,1229,nyt://article/806417a9-5ef0-5b34-8167-30f62a057e34,Trump Faces Accusers: What to Watch During His Big Speech,,,Trump Faces Accusers: What to Watch During His Big Speech,,,,By The Associated Press,[],The Associated Press,Politics,,
2,"Corrections that appeared in print on Tuesday, Feb. 4, 2020.",https://www.nytimes.com/2020/02/04/pageoneplus/corrections-feb-4-2020.html,"Corrections that appeared in print on Tuesday, Feb. 4, 2020.","Because of an editing error, an article on Friday about the helicopter crash that killed NBA star Kobe Bryant and eight others described incorrectly the minimum visibility requirements for flight under federal visual flight rules. They require a helicopter flying at low altitude in daylight to have at least a half-mile of visibility and visual reference to the ground, not at least three miles of visibility and a cloud ceiling no lower than 1,000 feet above the ground.",The New York Times,[],[],2020-02-04T05:08:34+0000,article,Corrections,Corrections,Correction,nyt://article/f9f62a53-76cf-54f0-ad72-708c9059561e,273,nyt://article/f9f62a53-76cf-54f0-ad72-708c9059561e,"Corrections: Feb. 4, 2020",,,Corrections,,,,,[],,,A,21
3,"In the state’s noncompetitive Republican contest, President Trump’s true believers dominated school gyms, churches and other caucus sites.",https://www.nytimes.com/2020/02/04/us/politics/iowa-republican-caucus.html,"In the state’s noncompetitive Republican contest, President Trump’s true believers dominated school gyms, churches and other caucus sites.","WAUKEE, Iowa — The Republican Party belongs to President Trump, and everyone in the Waukee Elementary School gymnasium knew it. Even the man who was ostensibly trying to persuade his neighbors otherwise.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-articleLarge-v3.jpg', 'height': 400, 'width': 600, 'legacy': {'xlarge': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-articleLarge-v3.jpg', 'xlargewidth': 600, 'xlargeheight': 400}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-popup-v3.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-blog480-v3.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'blog533', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-blog533-v3.jpg', 'height': 355, 'width': 533, 'legacy': {}, 'subType': 'blog533', 'crop_name': 'blog533'}, {'rank': 0, 'subtype': 'blog427', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-blog427-v3.jpg', 'height': 285, 'width': 427, 'legacy': {}, 'subType': 'blog427', 'crop_name': 'blog427'}, {'rank': 0, 'subtype': 'tmagSF', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-tmagSF-v3.jpg', 'height': 241, 'width': 362, 'legacy': {}, 'subType': 'tmagSF', 'crop_name': 'tmagSF'}, {'rank': 0, 'subtype': 'tmagArticle', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-tmagArticle-v3.jpg', 'height': 395, 'width': 592, 'legacy': {}, 'subType': 'tmagArticle', 'crop_name': 'tmagArticle'}, {'rank': 0, 'subtype': 'slide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-slide-v3.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'slide', 'crop_name': 'slide'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-jumbo-v3.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-superJumbo-v3.jpg', 'height': 1365, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'blog225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-blog225-v3.jpg', 'height': 150, 'width': 225, 'legacy': {}, 'subType': 'blog225', 'crop_name': 'blog225'}, {'rank': 0, 'subtype': 'master1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-master1050-v3.jpg', 'height': 700, 'width': 1050, 'legacy': {}, 'subType': 'master1050', 'crop_name': 'master1050'}, {'rank': 0, 'subtype': 'master675', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-master675-v3.jpg', 'height': 450, 'width': 675, 'legacy': {}, 'subType': 'master675', 'crop_name': 'master675'}, {'rank': 0, 'subtype': 'master495', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-master495-v3.jpg', 'height': 330, 'width': 495, 'legacy': {}, 'subType': 'master495', 'crop_name': 'master495'}, {'rank': 0, 'subtype': 'master180', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-master180-v3.jpg', 'height': 120, 'width': 180, 'legacy': {}, 'subType': 'master180', 'crop_name': 'master180'}, {'rank': 0, 'subtype': 'master315', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-master315-v3.jpg', 'height': 210, 'width': 315, 'legacy': {}, 'subType': 'master315', 'crop_name': 'master315'}, {'rank': 0, 'subtype': 'master768', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-master768-v3.jpg', 'height': 512, 'width': 768, 'legacy': {}, 'subType': 'master768', 'crop_name': 'master768'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-thumbStandard-v2.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'blogSmallThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-blogSmallThumb-v2.jpg', 'height': 50, 'width': 50, 'legacy': {}, 'subType': 'blogSmallThumb', 'crop_name': 'blogSmallThumb'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-thumbLarge-v2.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}, {'rank': 0, 'subtype': 'smallSquare168', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-smallSquare168-v2.jpg', 'height': 168, 'width': 168, 'legacy': {}, 'subType': 'smallSquare168', 'crop_name': 'smallSquare168'}, {'rank': 0, 'subtype': 'smallSquare252', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-smallSquare252-v2.jpg', 'height': 252, 'width': 252, 'legacy': {}, 'subType': 'smallSquare252', 'crop_name': 'smallSquare252'}, {'rank': 0, 'subtype': 'square320', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-square320-v3.jpg', 'height': 320, 'width': 320, 'legacy': {}, 'subType': 'square320', 'crop_name': 'square320'}, {'rank': 0, 'subtype': 'moth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-moth-v3.jpg', 'height': 151, 'width': 151, 'legacy': {}, 'subType': 'moth', 'crop_name': 'moth'}, {'rank': 0, 'subtype': 'filmstrip', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-filmstrip-v3.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'filmstrip', 'crop_name': 'filmstrip'}, {'rank': 0, 'subtype': 'square640', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-square640-v3.jpg', 'height': 640, 'width': 640, 'legacy': {}, 'subType': 'square640', 'crop_name': 'square640'}, {'rank': 0, 'subtype': 'mediumSquare149', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mediumSquare149-v3.jpg', 'height': 149, 'width': 149, 'legacy': {}, 'subType': 'mediumSquare149', 'crop_name': 'mediumSquare149'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-sfSpan-v3.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'largeHorizontal375', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-largeHorizontal375-v3.jpg', 'height': 250, 'width': 375, 'legacy': {}, 'subType': 'largeHorizontal375', 'crop_name': 'largeHorizontal375'}, {'rank': 0, 'subtype': 'largeHorizontalJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-largeHorizontalJumbo-v3.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'largeHorizontalJumbo', 'crop_name': 'largeHorizontalJumbo'}, {'rank': 0, 'subtype': 'horizontalMediumAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-horizontalMediumAt2X-v3.jpg', 'height': 4344, 'width': 6519, 'legacy': {}, 'subType': 'horizontalMediumAt2X', 'crop_name': 'horizontalMediumAt2X'}, {'rank': 0, 'subtype': 'hpLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-hpLarge-v3.jpg', 'height': 287, 'width': 511, 'legacy': {}, 'subType': 'hpLarge', 'crop_name': 'hpLarge'}, {'rank': 0, 'subtype': 'largeWidescreen573', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-largeWidescreen573-v3.jpg', 'height': 322, 'width': 573, 'legacy': {}, 'subType': 'largeWidescreen573', 'crop_name': 'largeWidescreen573'}, {'rank': 0, 'subtype': 'largeWidescreen1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-largeWidescreen1050-v3.jpg', 'height': 590, 'width': 1050, 'legacy': {}, 'subType': 'largeWidescreen1050', 'crop_name': 'largeWidescreen1050'}, {'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-thumbWide-v3.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-thumbWide-v3.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'videoThumb', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoThumb-v3.jpg', 'height': 50, 'width': 75, 'legacy': {}, 'subType': 'videoThumb', 'crop_name': 'videoThumb'}, {'rank': 0, 'subtype': 'videoLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoLarge-v3.jpg', 'height': 507, 'width': 768, 'legacy': {}, 'subType': 'videoLarge', 'crop_name': 'videoLarge'}, {'rank': 0, 'subtype': 'mediumThreeByTwo210', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mediumThreeByTwo210-v3.jpg', 'height': 140, 'width': 210, 'legacy': {}, 'subType': 'mediumThreeByTwo210', 'crop_name': 'mediumThreeByTwo210'}, {'rank': 0, 'subtype': 'mediumThreeByTwo225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mediumThreeByTwo225-v3.jpg', 'height': 150, 'width': 225, 'legacy': {}, 'subType': 'mediumThreeByTwo225', 'crop_name': 'mediumThreeByTwo225'}, {'rank': 0, 'subtype': 'mediumThreeByTwo440', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mediumThreeByTwo440-v3.jpg', 'height': 293, 'width': 440, 'legacy': {}, 'subType': 'mediumThreeByTwo440', 'crop_name': 'mediumThreeByTwo440'}, {'rank': 0, 'subtype': 'mediumThreeByTwo252', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mediumThreeByTwo252-v3.jpg', 'height': 168, 'width': 252, 'legacy': {}, 'subType': 'mediumThreeByTwo252', 'crop_name': 'mediumThreeByTwo252'}, {'rank': 0, 'subtype': 'mediumThreeByTwo378', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mediumThreeByTwo378-v3.jpg', 'height': 252, 'width': 378, 'legacy': {}, 'subType': 'mediumThreeByTwo378', 'crop_name': 'mediumThreeByTwo378'}, {'rank': 0, 'subtype': 'threeByTwoLargeAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-threeByTwoLargeAt2X-v3.jpg', 'height': 4344, 'width': 6519, 'legacy': {}, 'subType': 'threeByTwoLargeAt2X', 'crop_name': 'threeByTwoLargeAt2X'}, {'rank': 0, 'subtype': 'threeByTwoMediumAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-threeByTwoMediumAt2X-v3.jpg', 'height': 1000, 'width': 1500, 'legacy': {}, 'subType': 'threeByTwoMediumAt2X', 'crop_name': 'threeByTwoMediumAt2X'}, {'rank': 0, 'subtype': 'threeByTwoSmallAt2X', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-threeByTwoSmallAt2X-v3.jpg', 'height': 400, 'width': 600, 'legacy': {}, 'subType': 'threeByTwoSmallAt2X', 'crop_name': 'threeByTwoSmallAt2X'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-articleInline-v3.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'hpSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-hpSmall-v3.jpg', 'height': 109, 'width': 163, 'legacy': {}, 'subType': 'hpSmall', 'crop_name': 'hpSmall'}, {'rank': 0, 'subtype': 'blogSmallInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-blogSmallInline-v3.jpg', 'height': 101, 'width': 151, 'legacy': {}, 'subType': 'blogSmallInline', 'crop_name': 'blogSmallInline'}, {'rank': 0, 'subtype': 'mediumFlexible177', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mediumFlexible177-v3.jpg', 'height': 118, 'width': 177, 'legacy': {}, 'subType': 'mediumFlexible177', 'crop_name': 'mediumFlexible177'}, {'rank': 0, 'subtype': 'videoSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSmall-v2.jpg', 'height': 281, 'width': 500, 'legacy': {}, 'subType': 'videoSmall', 'crop_name': 'videoSmall'}, {'rank': 0, 'subtype': 'videoHpMedium', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoHpMedium-v2.jpg', 'height': 211, 'width': 375, 'legacy': {}, 'subType': 'videoHpMedium', 'crop_name': 'videoHpMedium'}, {'rank': 0, 'subtype': 'videoSixteenByNine600', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine600-v2.jpg', 'height': 338, 'width': 600, 'legacy': {}, 'subType': 'videoSixteenByNine600', 'crop_name': 'videoSixteenByNine600'}, {'rank': 0, 'subtype': 'videoSixteenByNine540', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine540-v2.jpg', 'height': 304, 'width': 540, 'legacy': {}, 'subType': 'videoSixteenByNine540', 'crop_name': 'videoSixteenByNine540'}, {'rank': 0, 'subtype': 'videoSixteenByNine495', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine495-v2.jpg', 'height': 278, 'width': 495, 'legacy': {}, 'subType': 'videoSixteenByNine495', 'crop_name': 'videoSixteenByNine495'}, {'rank': 0, 'subtype': 'videoSixteenByNine390', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine390-v2.jpg', 'height': 219, 'width': 390, 'legacy': {}, 'subType': 'videoSixteenByNine390', 'crop_name': 'videoSixteenByNine390'}, {'rank': 0, 'subtype': 'videoSixteenByNine1050', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine1050-v2.jpg', 'height': 591, 'width': 1050, 'legacy': {}, 'subType': 'videoSixteenByNine1050', 'crop_name': 'videoSixteenByNine1050'}, {'rank': 0, 'subtype': 'videoSixteenByNine480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine480-v2.jpg', 'height': 270, 'width': 480, 'legacy': {}, 'subType': 'videoSixteenByNine480', 'crop_name': 'videoSixteenByNine480'}, {'rank': 0, 'subtype': 'videoSixteenByNine310', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine310-v2.jpg', 'height': 174, 'width': 310, 'legacy': {}, 'subType': 'videoSixteenByNine310', 'crop_name': 'videoSixteenByNine310'}, {'rank': 0, 'subtype': 'videoSixteenByNine225', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine225-v2.jpg', 'height': 126, 'width': 225, 'legacy': {}, 'subType': 'videoSixteenByNine225', 'crop_name': 'videoSixteenByNine225'}, {'rank': 0, 'subtype': 'videoSixteenByNine96', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine96-v2.jpg', 'height': 54, 'width': 96, 'legacy': {}, 'subType': 'videoSixteenByNine96', 'crop_name': 'videoSixteenByNine96'}, {'rank': 0, 'subtype': 'videoSixteenByNine3000', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine3000-v2.jpg', 'height': 1687, 'width': 3000, 'legacy': {}, 'subType': 'videoSixteenByNine3000', 'crop_name': 'videoSixteenByNine3000'}, {'rank': 0, 'subtype': 'videoSixteenByNine768', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine768-v2.jpg', 'height': 432, 'width': 768, 'legacy': {}, 'subType': 'videoSixteenByNine768', 'crop_name': 'videoSixteenByNine768'}, {'rank': 0, 'subtype': 'videoSixteenByNine150', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNine150-v2.jpg', 'height': 84, 'width': 150, 'legacy': {}, 'subType': 'videoSixteenByNine150', 'crop_name': 'videoSixteenByNine150'}, {'rank': 0, 'subtype': 'videoSixteenByNineJumbo1600', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoSixteenByNineJumbo1600-v2.jpg', 'height': 900, 'width': 1600, 'legacy': {}, 'subType': 'videoSixteenByNineJumbo1600', 'crop_name': 'videoSixteenByNineJumbo1600'}, {'rank': 0, 'subtype': 'miniMoth', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-miniMoth-v3.jpg', 'height': 70, 'width': 151, 'legacy': {}, 'subType': 'miniMoth', 'crop_name': 'miniMoth'}, {'rank': 0, 'subtype': 'windowsTile336H', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-windowsTile336H-v3.jpg', 'height': 336, 'width': 694, 'legacy': {}, 'subType': 'windowsTile336H', 'crop_name': 'windowsTile336H'}, {'rank': 0, 'subtype': 'videoFifteenBySeven1305', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoFifteenBySeven1305-v3.jpg', 'height': 609, 'width': 1305, 'legacy': {}, 'subType': 'videoFifteenBySeven1305', 'crop_name': 'videoFifteenBySeven1305'}, {'rank': 0, 'subtype': 'videoFifteenBySeven2610', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-videoFifteenBySeven2610-v3.jpg', 'height': 1218, 'width': 2610, 'legacy': {}, 'subType': 'videoFifteenBySeven2610', 'crop_name': 'videoFifteenBySeven2610'}, {'rank': 0, 'subtype': 'facebookJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-facebookJumbo-v2.jpg', 'height': 550, 'width': 1050, 'legacy': {}, 'subType': 'facebookJumbo', 'crop_name': 'facebookJumbo'}, {'rank': 0, 'subtype': 'watch308', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-watch308-v3.jpg', 'height': 348, 'width': 312, 'legacy': {}, 'subType': 'watch308', 'crop_name': 'watch308'}, {'rank': 0, 'subtype': 'watch268', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-watch268-v3.jpg', 'height': 303, 'width': 272, 'legacy': {}, 'subType': 'watch268', 'crop_name': 'watch268'}, {'rank': 0, 'subtype': 'verticalTwoByThree735', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-verticalTwoByThree735-v3.jpg', 'height': 1102, 'width': 735, 'legacy': {}, 'subType': 'verticalTwoByThree735', 'crop_name': 'verticalTwoByThree735'}, {'rank': 0, 'subtype': 'mobileMasterAt3x', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2020/02/03/us/politics/03gopcaucus/03gopcaucus-mobileMasterAt3x-v3.jpg', 'height': 1200, 'width': 1800, 'legacy': {}, 'subType': 'mobileMasterAt3x', 'crop_name': 'mobileMasterAt3x'}]","[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iowa', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 4, 'major': 'N'}]",2020-02-04T05:06:06+0000,article,Politics,U.S.,News,nyt://article/c651f260-66e7-5986-82bd-8ca71c723f26,1175,nyt://article/c651f260-66e7-5986-82bd-8ca71c723f26,Iowa’s Republicans Unite for Trump (Romney Holdouts Aside),,,The One Result That Was Never in Doubt,,,,By Maggie Astor and Jeremy W. Peters,"[{'firstname': 'Maggie', 'middlename': None, 'lastname': 'Astor', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jeremy', 'middlename': 'W.', 'lastname': 'Peters', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,Politics,A,17
