,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,Maj Gen Underwood to be named head of Army Air Defense Command and promoted,https://www.nytimes.com/1968/04/12/archives/new-air-defense-head.html,Maj Gen Underwood to be named head of Army Air Defense Command and promoted,,6,The New York Times,[],"[{'name': 'persons', 'value': 'UNDERWOOD, GEORGE B JR', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIR DEFENSE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ARMY', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'PERSONNEL CHANGES', 'rank': 6, 'major': 'N'}]",1968-04-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/94346f3d-c1a4-5572-9a8d-89598bc43b23,0,nyt://article/94346f3d-c1a4-5572-9a8d-89598bc43b23,New Air Defense Head,,,New Air Defense Head,,,,,[],
1,,https://www.nytimes.com/1968/04/09/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1968-04-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/d69780fc-280a-5145-abbf-4cf9add9ca17,0,nyt://article/d69780fc-280a-5145-abbf-4cf9add9ca17,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
2,B Casper wins Greater Greensboro open,https://www.nytimes.com/1968/04/09/archives/caspers-267-lowest-total-of-year-wins-by-4-shots-at-greensboro.html,B Casper wins Greater Greensboro open,,61,The New York Times,[],"[{'name': 'subject', 'value': 'Golf', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TOURNAMENTS', 'rank': 2, 'major': 'N'}]",1968-04-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/4ed26aab-bdc3-5809-9a6d-eea71aa81158,0,nyt://article/4ed26aab-bdc3-5809-9a6d-eea71aa81158,"Casper's 267, Lowest Total of Year, Wins by 4 Shots at Greensboro; VICTORY CLINCHED WITH A CLOSING 66",,,"Casper's 267, Lowest Total of Year, Wins by 4 Shots at Greensboro; VICTORY CLINCHED WITH A CLOSING 66",,,,By Lincoln A. Werden,"[{'firstname': 'Lincoln', 'middlename': 'A.', 'lastname': 'Werden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,,https://www.nytimes.com/1968/04/07/archives/ann-whipple-bride-of-terrence-marr.html,,,80,The New York Times,[],[],1968-04-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/c8c9ccd3-ff96-5915-93a9-076433048655,0,nyt://article/c8c9ccd3-ff96-5915-93a9-076433048655,Ann Whipple Bride Of Terrence Marr,1,,Ann Whipple Bride Of Terrence Marr,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,,https://www.nytimes.com/1968/04/07/archives/marriage-announcement-2-no-title.html,,,82,The New York Times,[],[],1968-04-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/018de4b8-45f3-5415-8833-5fafa1e47b2d,0,nyt://article/018de4b8-45f3-5415-8833-5fafa1e47b2d,Marriage Announcement 2 -- No Title,1,,Marriage Announcement 2 -- No Title,,,,,[],
5,"McCulloh, Gordon",https://www.nytimes.com/1968/04/02/archives/gordon-mculloh-ad-man-artist-69.html,"McCulloh, Gordon",,47,The New York Times,[],"[{'name': 'persons', 'value': 'MCCULLOH, GORDON', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-04-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/24251d54-a872-5138-9ba7-db63641b2f8b,0,nyt://article/24251d54-a872-5138-9ba7-db63641b2f8b,"GORDON,, M'CULLOH, AD MAN, ARTIST, 69",,,"GORDON,, M'CULLOH, AD MAN, ARTIST, 69",,,,peclal toTha ew York Times [,[],
6,Wife dies,https://www.nytimes.com/1968/04/02/archives/obituary-1-no-title.html,Wife dies,,47,The New York Times,[],"[{'name': 'persons', 'value': 'MAZER, JACOB', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'BENSON, WILLIAM G', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'WILL, JOHN M', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'WILL, JOHN M', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 7, 'major': 'N'}]",1968-04-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/cf3201bb-7061-518e-9d66-9bea7b4950d4,0,nyt://article/cf3201bb-7061-518e-9d66-9bea7b4950d4,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
7,plan passed by Sen,https://www.nytimes.com/1968/03/31/archives/obituary-1-no-title.html,plan passed by Sen,,81,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 3, 'major': 'N'}]",1968-03-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/cac4cb8f-b273-56ee-9dc5-10b88ba7e9dc,0,nyt://article/cac4cb8f-b273-56ee-9dc5-10b88ba7e9dc,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
8,,https://www.nytimes.com/1968/03/31/archives/birth-notice-1-no-title.html,,,86,The New York Times,[],[],1968-03-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/1d59f365-810a-58a6-987b-48b395aa1f5d,0,nyt://article/1d59f365-810a-58a6-987b-48b395aa1f5d,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],
9,"Bigelow, Talman (Mrs)",https://www.nytimes.com/1968/03/30/archives/obituary-1-no-title.html,"Bigelow, Talman (Mrs)",,33,The New York Times,[],"[{'name': 'persons', 'value': 'BIGELOW, TALMAN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-03-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/5b316c5f-1529-5f4c-a64f-3795b8b5b0d8,0,nyt://article/5b316c5f-1529-5f4c-a64f-3795b8b5b0d8,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
