,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"A selected guide to pop, rock and other music in New York and the area.",https://www.nytimes.com/2011/01/28/arts/music/28pop.html,"A selected guide to pop, rock and other music in New York and the area.",Pop,C,23,The New York Times,[],"[{'name': 'subject', 'value': 'Rock Music', 'rank': 1, 'major': 'N'}]",2011-01-27T23:11:18+0000,article,Weekend,Arts,Music,Schedule,nyt://article/452d3cfb-8207-5c2e-a150-67ca01bc0457,1094,nyt://article/452d3cfb-8207-5c2e-a150-67ca01bc0457,Pop and Rock Listings for Jan. 28-Feb. 3,,,The Listings,,,,,[],
1,"A selected guide to events for, by and about children.",https://www.nytimes.com/2011/01/28/arts/28kids.html,"A selected guide to events for, by and about children.",‘VELMA GRATCH & THE WAY COOL BUTTERFLY’,C,21,The New York Times,[],"[{'name': 'subject', 'value': 'Jazz', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Chinese-Americans', 'rank': 6, 'major': 'N'}]",2011-01-27T22:56:04+0000,article,Weekend,Arts,,Schedule,nyt://article/e642f2ec-3933-505b-8bbe-7af33af9f6e5,3661,nyt://article/e642f2ec-3933-505b-8bbe-7af33af9f6e5,"Spare Times: For Children, for Jan. 28-Feb. 3",,,Spare Times: For Children,,,,By Laurel Graeber,"[{'firstname': 'Laurel', 'middlename': None, 'lastname': 'Graeber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"A selected guide to country, folk, hip-hop, pop and rock performances in New York and the area.",https://www.nytimes.com/2011/01/21/arts/music/21pop.html,"A selected guide to country, folk, hip-hop, pop and rock performances in New York and the area.",Pop,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rap and Hip-Hop', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'American Songbook (Music Series)', 'rank': 3, 'major': 'N'}]",2011-01-20T21:32:46+0000,article,Weekend,Arts,Music,Schedule,nyt://article/d7c10243-063f-5772-9a9b-08f7fe95eb88,1128,nyt://article/d7c10243-063f-5772-9a9b-08f7fe95eb88,Pop and Rock Listings for Jan. 21-27,,,The Listings,,,,,[],
3,"The broadcaster, whose father had Alzheimer’s, announced the creation of a center in Houston that will research treatment and care for people with neurological diseases.",https://www.nytimes.com/2011/01/21/sports/football/21nantz.html,"The broadcaster, whose father had Alzheimer’s, announced the creation of a center in Houston that will research treatment and care for people with neurological diseases.","Jim Nantz had a master plan: his father would retire from his furniture business and join him on the road at N.F.L. games, golf tournaments and college basketball arenas. The elder Nantz, who was also named Jim, would help manage and organize his son’s busy life on the road. ",SP,8,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/21/sports/21nantz-web1/21nantz-web1-jumbo.jpg', 'height': 732, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/21/sports/21nantz-web1/21nantz-web1-popup.jpg', 'height': 464, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/21/sports/21nantz-web1/21nantz-web1-articleInline.jpg', 'height': 270, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/21/sports/21nantz-web1/21nantz-web1-sfSpan.jpg', 'height': 282, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/21/sports/21nantz-web1/21nantz-web1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/01/21/sports/21nantz-web1/21nantz-web1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Nantz, Jim', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'CBS Corp', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""ALZHEIMER'S DISEASE"", 'rank': 3, 'major': 'N'}]",2011-01-20T20:01:25+0000,article,Sports,Sports,Pro Football,News,nyt://article/88d282b8-f4cf-5ee9-a57d-9261acaa1ed9,973,nyt://article/88d282b8-f4cf-5ee9-a57d-9261acaa1ed9,"Inspired by Father, Nantz Takes Role in Alzheimer’s Research",,,Nantz Active in Alzheimer’s Research,,,,By Richard Sandomir,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Sandomir', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"Christopher Bailey’s rejiggered proportions, his lean woolen trousers, his shearling jackets, and his floaty lumberjack jackets looked cool enough that one forgave the fur wife-beater undershirts.",https://www.nytimes.com/2011/01/16/fashion/16burberry.html,"Christopher Bailey’s rejiggered proportions, his lean woolen trousers, his shearling jackets, and his floaty lumberjack jackets looked cool enough that one forgave the fur wife-beater undershirts.","MILAN — An artificial rain shower ended the Burberry Prorsum show Saturday evening, pelting the models in their flasher-ready, see-through slickers and splashing all the front-row types, who had to pull up their knees. It called to mind the horror of a character Mink Stole played in John Waters’s “Desperate Living.” “You know I hate nature!” she shrieked to her housekeeper, who had made the error of driving the family Mercedes through a Baltimore park.",,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-articleLarge.jpg', 'height': 335, 'width': 600, 'legacy': {'xlarge': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 335}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-jumbo.jpg', 'height': 679, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-popup.jpg', 'height': 431, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-articleInline.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-sfSpan.jpg', 'height': 262, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/01/16/fashion/16burberryPicA/16burberryPicA-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bailey, Christopher', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Burberry', 'rank': 3, 'major': 'N'}]",2011-01-15T20:42:49+0000,article,Styles,Fashion & Style,,Review,nyt://article/b3701599-d913-5bf6-8dd5-530714ad81b4,648,nyt://article/b3701599-d913-5bf6-8dd5-530714ad81b4,"At Burberry Prorsum Show, Label Invokes the Elements",Review,,With Weather as a Composed Prop,,,,By Guy Trebay,"[{'firstname': 'Guy', 'middlename': None, 'lastname': 'Trebay', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,"A selected guide to pop, rock, folk, country and other performances in New York and the area.",https://www.nytimes.com/2011/01/14/arts/music/14pop.html,"A selected guide to pop, rock, folk, country and other performances in New York and the area.",Pop,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'NIGHTCLUBS AND CABARETS', 'rank': 2, 'major': 'N'}]",2011-01-13T20:50:46+0000,article,Weekend,Arts,Music,Schedule,nyt://article/6c320a9b-eacb-5da8-b265-2e070626ad5c,1306,nyt://article/6c320a9b-eacb-5da8-b265-2e070626ad5c,Pop and Rock Listings for Jan. 14-20,,,The Listings,,,,,[],
6,"Key Porter Books, a prominent Canadian publishing house in Bolton, Ontario, announced it would temporarily suspend publishing operations, The Globe and Mail of Toronto reported.",https://www.nytimes.com/2011/01/10/books/10arts-CANADIANPUBL_BRF.html,"Key Porter Books, a prominent Canadian publishing house in Bolton, Ontario, announced it would temporarily suspend publishing operations, The Globe and Mail of Toronto reported.","Key Porter Books, a prominent Canadian publishing house in Bolton, Ontario, announced it would temporarily suspend publishing operations, The Globe and Mail of Toronto reported. The company, which releases around 100 books a year, laid off almost two-thirds of its staff members in September and said on Friday that it would halt production of all new titles. It would continue to market and distribute books already in print and would consider restructuring options, according to a company statement. “Key Porter Books has played a leading role in giving a voice to the Canadian story, and we will do everything possible to ensure that voice continues to be heard,” Jordan Fenn, the vice president and publisher, said in the statement. Several authors and literary agents have expressed concern over the status of their books and frustration with the company’s lack of communication. Julie Devaney, who planned to have her first book released by Key Porter in April, told The Globe and Mail that finding “as good of a fit” with another publisher would be difficult. Key Porter was founded by the author and publisher Anna Porter as a joint venture with Key Publishers in 1979 and acquired by H. B. Fenn & Company in 2004. It has represented authors including Margaret Atwood, Joan Barfoot and Conrad Black.",C,2,The New York Times,[],"[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Book Trade and Publishing', 'rank': 2, 'major': 'N'}]",2011-01-09T23:44:35+0000,article,Culture,Books,,Brief,nyt://article/a3709432-efae-5d0e-82b0-273e588df14a,219,nyt://article/a3709432-efae-5d0e-82b0-273e588df14a,Canadian Publisher Halts Production,"Arts, Briefly",,Canadian Publisher Halts Production,,,,Compiled by Rachel Lee Harris,"[{'firstname': 'Rachel', 'middlename': 'Lee', 'lastname': 'Harris', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,who served for more than 48 years in the U.S. House of Representatives (1913-61),https://www.nytimes.com/learning/general/onthisday/bday/0106.html,who served for more than 48 years in the U.S. House of Representatives (1913-61),"Bonham, Tex., Nov. 16 -- House Speaker Sam Rayburn died of cancer in his sleep today. He was 79 years old.",,,The New York Times,[],[],2011-01-03T19:49:38+0000,article,None,The Learning Network,,News,nyt://article/61c66062-11af-5db1-a20f-2dea3ebbbca8,4167,nyt://article/61c66062-11af-5db1-a20f-2dea3ebbbca8,Rayburn Is Dead; Served 17 Years As House Speaker,OBITUARY,,,,,,"By UNITED PRESS INTERNATIONAL
","[{'firstname': 'United', 'middlename': 'Press', 'lastname': 'INTERNATIONAL', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"A selected guide to pop, rock, soul, hip-hop, country and alternative music in New York and the area.",https://www.nytimes.com/2010/12/31/arts/music/31pop.html,"A selected guide to pop, rock, soul, hip-hop, country and alternative music in New York and the area.",Pop,C,19,The New York Times,[],"[{'name': 'subject', 'value': 'Rap and Hip-Hop', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'National Book Awards', 'rank': 2, 'major': 'N'}]",2010-12-30T22:18:34+0000,article,Weekend,Arts,Music,Schedule,nyt://article/cd5ff4e1-4230-5401-ae24-7b8c7c9f98d0,1562,nyt://article/cd5ff4e1-4230-5401-ae24-7b8c7c9f98d0,Pop and Rock Listings for Dec. 31-Jan. 6,,,The Listings,,,,,[],
9,Ring in the New Year with style. Here is a sampling of the fashionable parties and cool scenes taking place in New York on Friday night.,https://www.nytimes.com/2010/12/30/fashion/30buzz.html,Ring in the New Year with style. Here is a sampling of the fashionable parties and cool scenes taking place in New York on Friday night.,RING in the New Year with style. Here is a sampling of the fashionable parties and cool scenes taking place in New York on Friday night.,E,6,The New York Times,[],"[{'name': 'subject', 'value': 'NIGHTCLUBS AND CABARETS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'New Year', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Parties (Social)', 'rank': 3, 'major': 'N'}]",2010-12-29T19:23:39+0000,article,Styles,Fashion & Style,,News,nyt://article/353190e5-111b-58d2-8ea6-72c07ddb36a7,529,nyt://article/353190e5-111b-58d2-8ea6-72c07ddb36a7,New Year’s Eve Events,,,The Buzz,,,,By Denny Lee,"[{'firstname': 'Denny', 'middlename': None, 'lastname': 'Lee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
