,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"After solidifying the conference in the wake of the departures of three schools to the A.C.C., the Big East now faces a the challenge of surviving the Big 10’s expansion plans.",https://www.nytimes.com/2010/08/04/sports/04bigeast.html,"After solidifying the conference in the wake of the departures of three schools to the A.C.C., the Big East now faces a the challenge of surviving the Big 10’s expansion plans.","NEWPORT, R.I.  For Big East Commissioner John Marinatto, the conference’s off-season of uncertainty may best be described by the dirty looks he received in church. ",B,13,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/04/sports/BIGEAST/BIGEAST-jumbo.jpg', 'height': 817, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/04/sports/BIGEAST/BIGEAST-popup.jpg', 'height': 519, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/04/sports/BIGEAST/BIGEAST-articleInline.jpg', 'height': 230, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'College Athletics', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Big East Conference', 'rank': 2, 'major': 'N'}]",2010-08-04T00:41:00+0000,article,Sports,Sports,News,nyt://article/98867a03-d7b1-5c58-a2ef-7444ea8a7ba6,813,nyt://article/98867a03-d7b1-5c58-a2ef-7444ea8a7ba6,Future of Big East Is in Hands of Others,,,Future of Big East Is in Hands of Others,,,,By Pete Thamel,"[{'firstname': 'Pete', 'middlename': None, 'lastname': 'Thamel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,Two lawyers are married at a country club.,https://www.nytimes.com/2010/08/01/fashion/weddings/01PLATT.html,Two lawyers are married at a country club.,"Erica Suzanne Platt, the daughter of Linda S. Delaney Platt of East Amherst, N.Y., and Dr. Bruce L. Platt of Buffalo, was married Saturday evening to Daniel Alexander Malin, a son of Joan B. Malin and Dr. Barry T. Malin Sr. of Williamsville, N.Y.",ST,13,The New York Times,[],"[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",2010-07-30T22:25:56+0000,article,Society,Fashion & Style,News,nyt://article/d2c460d8-200a-542f-af83-7c42b58cc83a,203,nyt://article/d2c460d8-200a-542f-af83-7c42b58cc83a,"Erica Platt, Daniel Malin",,,"Erica Platt, Daniel Malin",,,,,[],,Weddings
2,Salmonella outbreaks that sickened more than 400 in the U.S. and Britain have been traced to mice sold as food for exotic pets. ,https://www.nytimes.com/2010/07/30/business/global/30mice.html,Salmonella outbreaks that sickened more than 400 in the U.S. and Britain have been traced to mice sold as food for exotic pets. ,"Take mice from freezer. Thaw (but not in the microwave, please). Feed to pet snakes. ",A,1,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/30/business/30mice2_337-395/JP-MICE-jumbo.jpg', 'height': 719, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/30/business/30mice2_337-395/JP-MICE-popup.jpg', 'height': 456, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/30/business/30mice2_337-395/JP-MICE-articleInline.jpg', 'height': 134, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/30/business/30mice2_337-395/JP-MICE-sfSpan.jpg', 'height': 265, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/30/business/30mice2_337-395/JP-MICE-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/07/30/business/30mice2_337-395/JP-MICE-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Salmonella (Bacteria)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bacteria', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recalls and Bans of Products', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Mice', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Snakes', 'rank': 6, 'major': 'N'}]",2010-07-30T01:43:20+0000,article,Business,Business Day,News,nyt://article/7663349c-a3ab-5a76-ba49-844a51418f28,1219,nyt://article/7663349c-a3ab-5a76-ba49-844a51418f28,Added to the Recall List: Millions of Frozen Mice,,,Added to the Recall List: Millions of Frozen Mice,,,,By William Neuman,"[{'firstname': 'William', 'middlename': None, 'lastname': 'Neuman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Global Business
3,"A selected guide to rock, pop, folk, hip-hop and other music in the New York area.",https://www.nytimes.com/2010/07/30/arts/music/30pop.html,"A selected guide to rock, pop, folk, hip-hop and other music in the New York area.",Pop,C,18,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Central Park Summerstage', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Parks and Other Recreation Areas', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Reggae Music', 'rank': 4, 'major': 'N'}]",2010-07-29T21:27:17+0000,article,Weekend,Arts,Schedule,nyt://article/70112396-c410-5874-85da-1721b33ee822,2075,nyt://article/70112396-c410-5874-85da-1721b33ee822,Pop and Rock Listings,,,The Listings,,,,,[],,Music
4,A selected guide to the movement arts and dance performances in the New York area.,https://www.nytimes.com/2010/07/23/arts/dance/23dance.html,A selected guide to the movement arts and dance performances in the New York area.,Dance,C,19,The New York Times,[],"[{'name': 'subject', 'value': 'AMERICAN DANCE FESTIVAL', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'River to River Festival (NYC)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Jacob's Pillow Dance Festival"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Lincoln Center Festival', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 5, 'major': 'N'}]",2010-07-22T20:54:26+0000,article,Weekend,Arts,Schedule,nyt://article/4b00da9e-3774-57fe-a547-17a05c4bf887,1031,nyt://article/4b00da9e-3774-57fe-a547-17a05c4bf887,Dance Listings,,,The Listings,,,,,[],,Dance
5,A selected guide to events by and for children in the New York area.,https://www.nytimes.com/2010/07/23/arts/23Kids.html,A selected guide to events by and for children in the New York area.,‘REVENGE OF KITTY GALORE’: MEET THE STARS,C,32,The New York Times,[],"[{'name': 'subject', 'value': 'ANIMALS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidents and Presidency (US)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tennis', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Parks and Other Recreation Areas', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Tigers', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 7, 'major': 'N'}]",2010-07-22T20:40:40+0000,article,Weekend,Arts,Schedule,nyt://article/1d6dfb00-7c61-5855-925a-76268e140ec6,4290,nyt://article/1d6dfb00-7c61-5855-925a-76268e140ec6,Spare Times: For Children,,,Spare Times: For Children,,,,By Laurel Graeber,"[{'firstname': 'Laurel', 'middlename': None, 'lastname': 'Graeber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
6,"A selected guide to pop, rock and vocal performances in the New York area.",https://www.nytimes.com/2010/07/16/arts/music/16pop.html,"A selected guide to pop, rock and vocal performances in the New York area.",Pop,C,16,The New York Times,[],"[{'name': 'subject', 'value': 'Folk Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vans Warped Tour (Music Event)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hospice Care', 'rank': 3, 'major': 'N'}]",2010-07-15T21:02:50+0000,article,Weekend,Arts,Schedule,nyt://article/cd5d745b-028c-57cd-805b-844d4dc784a1,1922,nyt://article/cd5d745b-028c-57cd-805b-844d4dc784a1,Pop and Rock Listings,,,THE LISTINGS,,,,,[],,Music
7,A selected guide to jazz performances in the New York area.,https://www.nytimes.com/2010/07/02/arts/music/02jazz.html,A selected guide to jazz performances in the New York area.,JAZZ,C,18,The New York Times,[],"[{'name': 'subject', 'value': 'NIGHTCLUBS AND CABARETS', 'rank': 1, 'major': 'N'}]",2010-07-01T22:59:04+0000,article,Weekend,Arts,Schedule,nyt://article/b631cc04-f8fe-5148-b6cc-54d98098b58f,1745,nyt://article/b631cc04-f8fe-5148-b6cc-54d98098b58f,Jazz Listings,,,The Listings,,,,,[],,Music
8,MOVIES,https://www.nytimes.com/2010/07/02/movies/02movies.html,,MOVIES,C,17,The New York Times,[],[],2010-07-01T22:12:23+0000,article,Weekend,Movies,Schedule,nyt://article/b17961b1-b7ca-5c67-8b26-7ebd4daeaf98,2559,nyt://article/b17961b1-b7ca-5c67-8b26-7ebd4daeaf98,Film Series and Movies Listings,,,The Listings,,,,,[],,
9,Cultural events this week. ,https://www.nytimes.com/2010/07/04/arts/04weekaheadweb.html,Cultural events this week. ,Dance ,,,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/04/arts/04weekdance-span/04weekdance-articleLarge.jpg', 'height': 342, 'width': 600, 'legacy': {'xlarge': 'images/2010/07/04/arts/04weekdance-span/04weekdance-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 342}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/04/arts/04weekdance-span/04weekdance-articleLarge.jpg', 'height': 342, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/04/arts/04weekdance-span/04weekdance-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/04/arts/04weekdance-span/04weekdance-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/07/04/arts/04weekdance-span/04weekdance-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2010-07-01T16:02:44+0000,article,Culture,Arts,News,nyt://article/0a633efd-60d9-5162-9dae-512cfb936288,1420,nyt://article/0a633efd-60d9-5162-9dae-512cfb936288,The Week Ahead: July 4 — 10,,,,,,,,[],,
