,abstract,web_url,snippet,lead_paragraph,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/ben-bagdikian,,,[],[],2018-06-06T18:20:36+0000,multimedia,Obituaries,Obituaries,nyt://interactive/bcf88835-d496-4a22-a118-e5840692a94b,0,nyt://interactive/bcf88835-d496-4a22-a118-e5840692a94b,Notable Deaths 2016: Ben Bagdikian,,,,,,,,[],
1,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/barbara-goldsmith,,,[],[],2018-06-06T18:20:30+0000,multimedia,Obituaries,Obituaries,nyt://interactive/d8c8a21a-fcb1-4ffa-b0a3-bc172eb464ce,0,nyt://interactive/d8c8a21a-fcb1-4ffa-b0a3-bc172eb464ce,Notable Deaths 2016: Barbara Goldsmith,,,,,,,,[],
2,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/aubrey-mcclendon,,,[],[],2018-06-06T18:20:25+0000,multimedia,Obituaries,Obituaries,nyt://interactive/3e8e73c6-8dc6-43f6-a5c2-621bd507ec27,0,nyt://interactive/3e8e73c6-8dc6-43f6-a5c2-621bd507ec27,Notable Deaths 2016: Aubrey McClendon,,,,,,,,[],
3,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/ashraf-pahlavi,,,[],[],2018-06-06T18:20:20+0000,multimedia,Obituaries,Obituaries,nyt://interactive/b5eb41f6-c648-4429-9faa-301699858950,0,nyt://interactive/b5eb41f6-c648-4429-9faa-301699858950,Notable Deaths 2016: Ashraf Pahlavi,,,,,,,,[],
4,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/artur-fischer,,,[],[],2018-06-06T18:20:14+0000,multimedia,Obituaries,Obituaries,nyt://interactive/1a107e97-aabd-4e8f-af0a-8d94645a8191,0,nyt://interactive/1a107e97-aabd-4e8f-af0a-8d94645a8191,Notable Deaths 2016: Artur Fischer,,,,,,,,[],
5,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/arthur-hiller,,,[],[],2018-06-06T18:20:09+0000,multimedia,Obituaries,Obituaries,nyt://interactive/367a8312-00ea-42ef-84ea-fdd1538c92d4,0,nyt://interactive/367a8312-00ea-42ef-84ea-fdd1538c92d4,Notable Deaths 2016: Arthur Hiller,,,,,,,,[],
6,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/arnold-palmer,,,[],[],2018-06-06T18:20:03+0000,multimedia,Obituaries,Obituaries,nyt://interactive/825fdba7-d828-4546-ae46-f22ea06733a8,0,nyt://interactive/825fdba7-d828-4546-ae46-f22ea06733a8,Notable Deaths 2016: Arnold Palmer,,,,,,,,[],
7,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/antonin-scalia,,,[],[],2018-06-06T18:19:58+0000,multimedia,Obituaries,Obituaries,nyt://interactive/a3b18dbe-084a-45b9-a5db-2e428cc8aa33,0,nyt://interactive/a3b18dbe-084a-45b9-a5db-2e428cc8aa33,Notable Deaths 2016: Antonin Scalia,,,,,,,,[],
8,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/anton-yelchin,,,[],[],2018-06-06T18:19:53+0000,multimedia,Obituaries,Obituaries,nyt://interactive/9ce1ef57-91a7-4ef6-87d0-1de227ba6281,0,nyt://interactive/9ce1ef57-91a7-4ef6-87d0-1de227ba6281,Notable Deaths 2016: Anton Yelchin,,,,,,,,[],
9,,https://www.nytimes.com/interactive/2016/obituaries/notable-deaths/anne-jackson,,,[],[],2018-06-06T18:19:48+0000,multimedia,Obituaries,Obituaries,nyt://interactive/fa94fbea-b7bd-47c4-a69c-442ffb4e4819,0,nyt://interactive/fa94fbea-b7bd-47c4-a69c-442ffb4e4819,Notable Deaths 2016: Anne Jackson,,,,,,,,[],
