,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,POP.,https://www.nytimes.com/2007/07/06/arts/music/06pop.html,POP.,POP,E,24,The New York Times,[],[],2007-07-06T04:00:00+0000,article,Weekend,Arts,Music,Schedule,nyt://article/6626ab2e-000a-5a96-b09f-d11a0b17afdf,2402,nyt://article/6626ab2e-000a-5a96-b09f-d11a0b17afdf,Pop and Rock Listings,,,Pop,,,,By The New York Times,[],The New York Times
1,AROUND TOWN.,https://www.nytimes.com/2007/07/06/arts/06wspare.html,AROUND TOWN.,AROUND TOWN,,,The New York Times,[],[],2007-07-06T04:00:00+0000,article,Weekend,Arts,,Schedule,nyt://article/4716c2a7-a437-5073-9506-a10cb2cc41a6,2503,nyt://article/4716c2a7-a437-5073-9506-a10cb2cc41a6,Spare Times,,,,,,,,[],
2,"NEW YORK — In another sign that troubles in the mortgage market are spreading, a prominent hedge fund that specializes in bonds backed by home loans has suspended redemption requests by investors.",https://www.nytimes.com/2007/07/04/business/worldbusiness/04iht-mortgage.1.6481198.html,,"NEW YORK — In another sign that troubles in the mortgage market are spreading, a prominent hedge fund that specializes in bonds backed by home loans has suspended redemption requests by investors.",,,International Herald Tribune,[],[],2007-07-04T05:00:00+0000,article,IHT News,Business Day,International Business,News,nyt://article/e166b6f0-ebd7-54c7-810d-4f0516bcdecf,536,nyt://article/e166b6f0-ebd7-54c7-810d-4f0516bcdecf,Horizon ABS Fund suspends payouts,,,Horizon ABS Fund suspends payouts,,,,By Vikas Bajaj,"[{'firstname': 'Vikas', 'middlename': None, 'lastname': 'Bajaj', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"The Horizon ABS Fund said it made the decision when a major investor sought to leave the $650 million fund, managed by United Capital Markets.",https://www.nytimes.com/2007/07/04/business/04bonds.html,"The Horizon ABS Fund said it made the decision when a major investor sought to leave the $650 million fund, managed by United Capital Markets.","In another sign that troubles in the mortgage market are spreading, a prominent hedge fund that specializes in bonds backed by home loans has suspended redemption requests by investors.",C,2,The New York Times,[],"[{'name': 'subject', 'value': 'Hedge Funds', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Bear Stearns Cos', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Merrill Lynch & Company Inc', 'rank': 3, 'major': 'N'}]",2007-07-04T04:00:00+0000,article,Business,Business Day,,News,nyt://article/8fe8093a-0220-5cc6-b008-5579715144af,550,nyt://article/8fe8093a-0220-5cc6-b008-5579715144af,A Mortgage-Securities Hedge Fund Suspends Payouts,,,A Mortgage-Securities Hedge Fund Suspends Payouts,,,,By Vikas Bajaj,"[{'firstname': 'Vikas', 'middlename': None, 'lastname': 'Bajaj', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"7:15 P.M. (Sundance) THE UMBRELLAS OF CHERBOURG It’s a great night for movie musicals by brilliant directors, beginning with Catherine Deneuve (above, with Nino Castelnuovo) in Jacques Demy’s bittersweet and altogether magical sung-through 1964 film (with music by Michel Legrand) about a pregnant shopgirl and the mechanic she loves but doesn’t wait for. If you’re not in the mood for subtitles, at 8 p.m. Turner Classic Movies offers Carrol Reed’s Oscar-winning adaptation of the Lionel Bart musical “Oliver!” (1968). And at 9 p.m. TV One is showing the pioneering “Cabin in the Sky” (1943), Vincente Minnelli’s first feature, with its amazing cast that includes Ethel Waters, Lena Horne, Eddie Anderson, Louis Armstrong and Butterfly McQueen.",https://www.nytimes.com/2007/07/01/arts/television/01tvcol.html,"7:15 P.M. (Sundance) THE UMBRELLAS OF CHERBOURG It’s a great night for movie musicals by brilliant directors, beginning with Catherine Deneuve (above, with Nino Castelnuovo) in Jacques Demy’s bittersweet and altogether magical sung-through 1964 fi...","7:15 P.M. (Sundance) THE UMBRELLAS OF CHERBOURG It’s a great night for movie musicals by brilliant directors, beginning with Catherine Deneuve (above, with Nino Castelnuovo) in Jacques Demy’s bittersweet and altogether magical sung-through 1964 film (with music by Michel Legrand) about a pregnant shopgirl and the mechanic she loves but doesn’t wait for. If you’re not in the mood for subtitles, at 8 p.m. Turner Classic Movies offers Carrol Reed’s Oscar-winning adaptation of the Lionel Bart musical “Oliver!” (1968). And at 9 p.m. TV One is showing the pioneering “Cabin in the Sky” (1943), Vincente Minnelli’s first feature, with its amazing cast that includes Ethel Waters, Lena Horne, Eddie Anderson, Louis Armstrong and Butterfly McQueen.",2,25,The New York Times,[],[],2007-07-01T04:00:00+0000,article,0,Arts,Television,Schedule,nyt://article/41a9f9bf-cc52-5a8c-8bad-a456de4e643f,489,nyt://article/41a9f9bf-cc52-5a8c-8bad-a456de4e643f,What’s on Sunday Night,,,What’s On Sunday Night,,,,By Mike Hale,"[{'firstname': 'Mike', 'middlename': None, 'lastname': 'Hale', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,POP.,https://www.nytimes.com/2007/06/29/arts/music/29pop.html,POP.,POP,E,25,The New York Times,[],[],2007-06-29T04:00:00+0000,article,Weekend,Arts,Music,Schedule,nyt://article/104406d9-2cf7-5a7c-91eb-12a65733860a,2218,nyt://article/104406d9-2cf7-5a7c-91eb-12a65733860a,Pop and Rock Listings,THE Listings,,,,,,By The New York Times,[],The New York Times
6,Real Army wives are among an average of 3.6 million people who have made “Army Wives” the highest-rated series in Lifetime’s 23-year history.,https://www.nytimes.com/2007/06/28/arts/television/28wives.html,Real Army wives are among an average of 3.6 million people who have made “Army Wives” the highest-rated series in Lifetime’s 23-year history.,"FORT DRUM, N.Y. — Poor Denise Sherwood. Her nasty son smacks her around. And she just learned that the Blackhawk helicopter carrying her husband, Maj. Frank Sherwood, was shot down in Iraq. So maybe the real Army wives at this post near Syracuse, watching Denise on TV in the hit Lifetime drama, “Army Wives,” would show her some love, or at least cut her some slack? ",E,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/28/arts/28wives.span.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/06/28/arts/28wives.span.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/28/arts/28wives.span.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/28/arts/28wives.sec.span.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/28/arts/28.wives.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/06/28/arts/28.wives.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Lifetime Television', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Military Personnel', 'rank': 3, 'major': 'N'}]",2007-06-28T04:00:00+0000,article,Culture,Arts,Television,News,nyt://article/989413f8-4ea2-577f-9360-e0d2d48c9711,1073,nyt://article/989413f8-4ea2-577f-9360-e0d2d48c9711,Watching Army Wives Watching ‘Army Wives’,,,Watching Army Wives Watching ‘Army Wives’,,,,By Felicia R. Lee,"[{'firstname': 'Felicia', 'middlename': 'R.', 'lastname': 'Lee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,THEATER.,https://www.nytimes.com/2007/06/22/theater/22wtheater.html,THEATER.,"POTOMAC THEATER PROJECT After 20 years of producing theater in and around Washington, the Potomac Theater Project is hoping to call New York City home again. An earlier incarnation of the group, the New York Theater Studio, was active here from 1977 to 1985. ",,,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/22/theater/Poto650.jpg', 'height': 460, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/22/theater/Poto190.jpg', 'height': 135, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'Theater', 'rank': 1, 'major': 'N'}]",2007-06-22T04:00:00+0000,article,Weekend,Theater,,Schedule,nyt://article/d390a9b7-2282-5c57-b0d4-d58460fb169c,4150,nyt://article/d390a9b7-2282-5c57-b0d4-d58460fb169c,Theater Listings,,,,,,,By The New York Times,[],The New York Times
8,POP.,https://www.nytimes.com/2007/06/22/arts/music/22pop.html,POP.,POP,E,23,The New York Times,[],[],2007-06-22T04:00:00+0000,article,Weekend,Arts,Music,Schedule,nyt://article/b1098a92-8787-5090-92cd-5b50161da1de,2532,nyt://article/b1098a92-8787-5090-92cd-5b50161da1de,Pop and Rock Listings,Pop,,The Listings,,,,By The New York Times,[],The New York Times
9,AROUND TOWN.,https://www.nytimes.com/2007/06/15/arts/15wsparetimes.html,AROUND TOWN.,AROUND TOWN,,,The New York Times,[],[],2007-06-15T04:00:00+0000,article,Weekend,Arts,,Schedule,nyt://article/6815ebef-0287-52c8-ba9d-bf161293049a,2962,nyt://article/6815ebef-0287-52c8-ba9d-bf161293049a,Spare Times,,,,,,,By The New York Times,[],The New York Times
