,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"U.S. President Donald Trump and Indian Prime Minister Narendra Modi have agreed to ""promptly"" conclude ongoing trade talks that they hope can lead to the first phase of a bilateral U.S.-India trade deal, the White House said. ",https://www.nytimes.com/reuters/2020/02/26/business/26reuters-usa-trade-india.html,"U.S. President Donald Trump and Indian Prime Minister Narendra Modi have agreed to ""promptly"" conclude ongoing trade talks that they hope can lead to the first phase of a bilateral U.S.-India trade deal, the White House said. ","(Reuters) - U.S. President Donald Trump and Indian Prime Minister Narendra Modi have agreed to ""promptly"" conclude ongoing trade talks that they hope can lead to the first phase of a bilateral U.S.-India trade deal, the White House said. ",Reuters,[],[],2020-02-26T06:08:11+0000,article,None,Business Day,News,nyt://article/a718e082-cf58-5466-8a29-b3354a9864d5,256,nyt://article/a718e082-cf58-5466-8a29-b3354a9864d5,"Trump, Modi Hope Talks Lead to Phase One of U.S.-India Trade Deal: White House",,,"Trump, Modi Hope Talks Lead to Phase One of U.S.-India Trade Deal: White House",,,,By Reuters,[],Reuters,
1,"The stakes could not have been higher at the Democratic presidential debate on Tuesday, with the South Carolina primary and Super Tuesday contests looming in the week ahead.",https://www.nytimes.com/reuters/2020/02/26/us/politics/26reuters-usa-election-debate-analysis.html,"The stakes could not have been higher at the Democratic presidential debate on Tuesday, with the South Carolina primary and Super Tuesday contests looming in the week ahead.","WASHINGTON — The stakes could not have been higher at the Democratic presidential debate on Tuesday, with the South Carolina primary and Super Tuesday contests looming in the week ahead.",Reuters,[],[],2020-02-26T05:50:15+0000,article,None,U.S.,News,nyt://article/fd019262-7fba-571d-977d-790031ee3c9c,859,nyt://article/fd019262-7fba-571d-977d-790031ee3c9c,Raucous Democratic Debate Yields No Clear Challenger to Sanders,,,Raucous Democratic Debate Yields No Clear Challenger to Sanders,,,,By Reuters,[],Reuters,Politics
2,Indian Prime Minister Narendra Modi appealed for peace in Delhi on Wednesday after days of Hindu-Muslim clashes over a disputed new citizenship law sparked some of the worst sectarian violence seen in the capital in decades.,https://www.nytimes.com/reuters/2020/02/26/world/asia/26reuters-india-citizenship-protests.html,Indian Prime Minister Narendra Modi appealed for peace in Delhi on Wednesday after days of Hindu-Muslim clashes over a disputed new citizenship law sparked some of the worst sectarian violence seen in the capital in decades.,NEW DELHI — Indian Prime Minister Narendra Modi appealed for peace in Delhi on Wednesday after days of Hindu-Muslim clashes over a disputed new citizenship law sparked some of the worst sectarian violence seen in the capital in decades.,Reuters,[],[],2020-02-26T05:44:13+0000,article,None,World,News,nyt://article/3af9ef19-e4da-5e64-b8b0-c655ccaf03ae,559,nyt://article/3af9ef19-e4da-5e64-b8b0-c655ccaf03ae,India's Modi Appeals for Calm as Riot Toll in Capital Rises to 24,,,India's Modi Appeals for Calm as Riot Toll in Capital Rises to 24,,,,By Reuters,[],Reuters,Asia Pacific
3,Oil prices fell for a fifth day on Thursday to their lowest since January 2019 as a growing number of new coronavirus cases outside of China fuelled fears of a pandemic which could slow the global economy and lower crude demand.,https://www.nytimes.com/reuters/2020/02/26/business/26reuters-global-oil.html,Oil prices fell for a fifth day on Thursday to their lowest since January 2019 as a growing number of new coronavirus cases outside of China fuelled fears of a pandemic which could slow the global economy and lower crude demand.,TOKYO — Oil prices fell for a fifth day on Thursday to their lowest since January 2019 as a growing number of new coronavirus cases outside of China fuelled fears of a pandemic which could slow the global economy and lower crude demand.,Reuters,[],[],2020-02-26T05:29:16+0000,article,None,Business Day,News,nyt://article/0b9b49be-dee2-5379-89d0-b663a0432779,424,nyt://article/0b9b49be-dee2-5379-89d0-b663a0432779,Oil Falls for Fifth Day on Demand Concerns as Coronavirus Spreads,,,Oil Falls for Fifth Day on Demand Concerns as Coronavirus Spreads,,,,By Reuters,[],Reuters,
4,"Democratic presidential candidates unleashed withering attacks on Bernie Sanders in a boisterous debate in South Carolina on Tuesday, assailing his ambitious economic agenda and warning his nomination would be a ""catastrophe"" that would cost Democrats the White House and control of Congress.",https://www.nytimes.com/reuters/2020/02/26/us/politics/26reuters-usa-election-debate.html,"Democratic presidential candidates unleashed withering attacks on Bernie Sanders in a boisterous debate in South Carolina on Tuesday, assailing his ambitious economic agenda and warning his nomination would be a ""catastrophe"" that would cost Democ...","CHARLESTON, S.C. — Democratic presidential candidates unleashed withering attacks on Bernie Sanders in a boisterous debate in South Carolina on Tuesday, assailing his ambitious economic agenda and warning his nomination would be a ""catastrophe"" that would cost Democrats the White House and control of Congress.",Reuters,[],[],2020-02-26T05:20:21+0000,article,None,U.S.,News,nyt://article/cbfa5539-ebb8-53c7-a5a6-89fdbff22eeb,1032,nyt://article/cbfa5539-ebb8-53c7-a5a6-89fdbff22eeb,"At Rowdy Debate, Democratic Rivals Warn Sanders Nomination Would Be 'Catastrophe'",,,"At Rowdy Debate, Democratic Rivals Warn Sanders Nomination Would Be 'Catastrophe'",,,,By Reuters,[],Reuters,Politics
5,"Eyeing a South Carolina victory to rescue his presidential ambitions, Joe Biden claimed one of the state's most coveted endorsements on Wednesday as Democratic front-runner Bernie Sanders marched past the blistering assault from his rivals on the debate stage the night before.",https://www.nytimes.com/aponline/2020/02/26/us/politics/ap-us-election-2020.html,"Eyeing a South Carolina victory to rescue his presidential ambitions, Joe Biden claimed one of the state's most coveted endorsements on Wednesday as Democratic front-runner Bernie Sanders marched past the blistering assault from his rivals on the ...","CHARLESTON, S.C. — Eyeing a South Carolina victory to rescue his presidential ambitions, Joe Biden claimed one of the state's most coveted endorsements on Wednesday as Democratic front-runner Bernie Sanders marched past the blistering assault from his rivals on the debate stage the night before.",AP,[],[],2020-02-26T05:20:11+0000,article,None,U.S.,News,nyt://article/61f0a436-29ec-5f9d-8056-1a598d54a7df,1244,nyt://article/61f0a436-29ec-5f9d-8056-1a598d54a7df,Biden Claims Momentum as Sanders Marches Past Debate Fray,,,Biden Claims Momentum as Sanders Marches Past Debate Fray,,,,By The Associated Press,[],The Associated Press,Politics
6,President Donald Trump returned to Washington on Wednesday to face increasing concerns over the coronavirus as U.S. public health officials warned Americans to prepare for a possible outbreak and financial markets remained on edge. ,https://www.nytimes.com/reuters/2020/02/26/world/middleeast/26reuters-china-health-usa.html,President Donald Trump returned to Washington on Wednesday to face increasing concerns over the coronavirus as U.S. public health officials warned Americans to prepare for a possible outbreak and financial markets remained on edge. ,WASHINGTON — President Donald Trump returned to Washington on Wednesday to face increasing concerns over the coronavirus as U.S. public health officials warned Americans to prepare for a possible outbreak and financial markets remained on edge. ,Reuters,[],[],2020-02-26T05:14:20+0000,article,None,World,News,nyt://article/08273528-27dc-5b41-9580-a6b9d11f8c99,520,nyt://article/08273528-27dc-5b41-9580-a6b9d11f8c99,Trump Returns to U.S. as Country Warily Eyes Spread of Coronavirus,,,Trump Returns to U.S. as Country Warily Eyes Spread of Coronavirus,,,,By Reuters,[],Reuters,Middle East
7,"Bernie Sanders has spent much of his career on the political margins, an outsider looking in. ",https://www.nytimes.com/aponline/2020/02/26/us/politics/ap-us-election-2020-analysis-.html,"Bernie Sanders has spent much of his career on the political margins, an outsider looking in. ","CHARLESTON, S.C. — Bernie Sanders has spent much of his career on the political margins, an outsider looking in. ",AP,[],[],2020-02-26T05:08:19+0000,article,None,U.S.,News,nyt://article/4e59299d-5dd6-5613-830b-176d02134044,918,nyt://article/4e59299d-5dd6-5613-830b-176d02134044,Analysis: Sanders Learns What It's Like to Be a Front-Runner,,,Analysis: Sanders Learns What It's Like to Be a Front-Runner,,,,By The Associated Press,[],The Associated Press,Politics
8,"The United States and South Korea postponed joint military drills on Thursday to limit the spread of coronavirus, as the number of infections outside China, the source of the outbreak, for the first time surpassed those appearing in the country.",https://www.nytimes.com/reuters/2020/02/26/world/europe/26reuters-china-health.html,"The United States and South Korea postponed joint military drills on Thursday to limit the spread of coronavirus, as the number of infections outside China, the source of the outbreak, for the first time surpassed those appearing in the country.","SEOUL/WASHINGTON — The United States and South Korea postponed joint military drills on Thursday to limit the spread of coronavirus, as the number of infections outside China, the source of the outbreak, for the first time surpassed those appearing in the country.",Reuters,[],[],2020-02-26T05:05:24+0000,article,None,World,News,nyt://article/6dc289c9-b86f-5e9d-a71a-539a8508fd59,945,nyt://article/6dc289c9-b86f-5e9d-a71a-539a8508fd59,U.S.-South Korea Military Drills Postponed as Coronavirus Spreads Faster Outside China,,,U.S.-South Korea Military Drills Postponed as Coronavirus Spreads Faster Outside China,,,,By Reuters,[],Reuters,Europe
9,Three cases have emerged that suggest the possible beginning of a worrisome trend.,https://www.nytimes.com/2020/02/26/world/asia/coronavirus-news.html,Three cases have emerged that suggest the possible beginning of a worrisome trend.,"President Trump named Vice President Mike Pence his point person to coordinate the government’s response to the coronavirus, expressing confidence that the United States would prevent a widespread domestic outbreak.",The New York Times,[],"[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hotels and Travel Lodgings', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Tests (Medical)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Austria', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Italy', 'rank': 8, 'major': 'N'}]",2020-02-26T05:03:13+0000,article,Foreign,World,News,nyt://article/6481c93a-c0b6-5ae0-9195-1d56ffc67023,3123,nyt://article/6481c93a-c0b6-5ae0-9195-1d56ffc67023,"In U.S. and Germany, Community Transmission Is Now Suspected",,,,,,,,[],,Asia Pacific
