,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,subsection_name
0,"As the markets rise and fall, the owner of United Capital Markets has been able to profit handsomely by taking advantage of the wide swings.",https://www.nytimes.com/2007/04/12/business/12lend.html,"As the markets rise and fall, the owner of United Capital Markets has been able to profit handsomely by taking advantage of the wide swings.","KEY BISCAYNE, Fla. — In a clubby market where securities based on risky mortgages, credit card debt and other financial assets are traded, John Devaney is known for making brash pronouncements — and for often being proved right.",C,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/11/business/lend600.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/04/11/business/lend600.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/11/business/lend600.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/11/business/lend395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/11/business/lend75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/04/11/business/lend75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2007-04-12T04:00:00+0000,article,Business,Business Day,News,nyt://article/15b795e5-f02d-5e9c-a8fe-6fd47fd3a32d,1654,nyt://article/15b795e5-f02d-5e9c-a8fe-6fd47fd3a32d,"As Subprime Market Implodes, a Contrarian Prospers",,,Prospering in an Implosion,,,,By Vikas Bajaj,"[{'firstname': 'Vikas', 'middlename': None, 'lastname': 'Bajaj', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
1,MOVIES.,https://www.nytimes.com/2007/04/06/movies/06wmovies.html,MOVIES.,MOVIES,,,The New York Times,[],"[{'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 1, 'major': 'N'}]",2007-04-06T04:00:00+0000,article,Weekend,Movies,News,nyt://article/890c8989-7bfd-53f0-9c4e-aab8131ca618,3111,nyt://article/890c8989-7bfd-53f0-9c4e-aab8131ca618,Movie Guide and Film Series,,,,,,,,[],,
2,POP.,https://www.nytimes.com/2007/04/06/arts/music/06pop.html,POP., POP,E,25,The New York Times,[],[],2007-04-06T04:00:00+0000,article,Weekend,Arts,News,nyt://article/bb4c9091-5b72-57d5-9653-8fba12c968c5,2021,nyt://article/bb4c9091-5b72-57d5-9653-8fba12c968c5,Pop and Rock Listings,,,,,,,By The New York Times,[],The New York Times,Music
3,Music and Dance.,https://www.nytimes.com/2007/04/01/nyregion/nyregionspecial2/01LIlistings.html,Music and Dance.,Music and Dance,LI,14,The New York Times,[],"[{'name': 'glocations', 'value': 'Long Island (NY)', 'rank': 1, 'major': 'N'}]",2007-04-01T04:00:00+0000,article,Regionals,New York,List,nyt://article/13bfc077-c791-5f8d-b706-0af69442a910,2248,nyt://article/13bfc077-c791-5f8d-b706-0af69442a910,Calendar of Events,Long Island,,,,,,,[],,N.Y. / Region
4,MOVIES.,https://www.nytimes.com/2007/03/30/movies/30wmovie.html,MOVIES.,MOVIES,,,The New York Times,[],[],2007-03-30T04:00:00+0000,article,Weekend,Movies,News,nyt://article/07ff948b-bce8-5245-a12f-185fa30392f5,2551,nyt://article/07ff948b-bce8-5245-a12f-185fa30392f5,Movie Guide and Film Series,,,,,,,By The New York Times,[],The New York Times,
5,AROUND TOWN.,https://www.nytimes.com/2007/03/30/arts/30spare.html,AROUND TOWN.,AROUND TOWN,E,25,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Culture', 'rank': 2, 'major': 'N'}]",2007-03-30T04:00:00+0000,article,Weekend,Arts,News,nyt://article/cc5e3528-3835-51ae-9c47-eef48afe282a,1863,nyt://article/cc5e3528-3835-51ae-9c47-eef48afe282a,Spare Times,,,,,,,By The New York Times,[],The New York Times,
6,A sampling of noteworthy musical presentations planned for the holiday season at churches and concert halls in New York City.,https://www.nytimes.com/2007/03/30/arts/30easter.html,A sampling of noteworthy musical presentations planned for the holiday season at churches and concert halls in New York City.,"A sampling of noteworthy musical presentations planned for the holiday season at churches and concert halls in New York City, from this Sunday (Palm Sunday) through April 8 (Easter Sunday), selected by Vivien Schweitzer. All are free unless otherwise noted. (Churches accept donations. Unless noted, church choirs are featured in church concerts.)",E,4,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/29/arts/30easter190.1.jpg', 'height': 219, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/29/arts/30easter75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/03/29/arts/30easter75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Easter and Holy Week', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 3, 'major': 'N'}]",2007-03-30T04:00:00+0000,article,Weekend,Arts,News,nyt://article/51f8dcc5-4f20-5f51-96f0-c57c4c3be8ad,2802,nyt://article/51f8dcc5-4f20-5f51-96f0-c57c4c3be8ad,Heralding Holidays With Sweet Sounds of Musical Joy,,,Heralding Holidays With Sweet Sounds Of Musical Joy,,,,By Vivien Schweitzer,"[{'firstname': 'Vivien', 'middlename': None, 'lastname': 'Schweitzer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
7,JAZZ.,https://www.nytimes.com/2007/03/30/arts/music/30wjazz.html,JAZZ., Full reviews of recent jazz concerts: nytimes.com/music.,E,23,The New York Times,[],[],2007-03-30T04:00:00+0000,article,Weekend,Arts,News,nyt://article/658d3b3c-7fc4-525f-820e-eb9c79a74879,2009,nyt://article/658d3b3c-7fc4-525f-820e-eb9c79a74879,Jazz Listings,,,,,,,,[],,Music
8,POP.,https://www.nytimes.com/2007/03/30/arts/music/30wpop.html,POP.,POP,,,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 2, 'major': 'N'}]",2007-03-30T04:00:00+0000,article,Weekend,Arts,News,nyt://article/21453b34-21eb-57fb-8cb5-b478959aa173,2160,nyt://article/21453b34-21eb-57fb-8cb5-b478959aa173,Pop and Rock Listings,,,,,,,,[],,Music
9,JAZZ.,https://www.nytimes.com/2007/03/29/arts/music/30wjazz.html,JAZZ.,JAZZ,,,The New York Times,[],"[{'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Jazz', 'rank': 2, 'major': 'N'}]",2007-03-29T04:00:00+0000,article,Weekend,Arts,News,nyt://article/c55fe485-1724-5eb4-b1c4-bd763bae284b,2435,nyt://article/c55fe485-1724-5eb4-b1c4-bd763bae284b,Jazz Listings,,,,,,,,[],,Music
