,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1967/10/09/archives/rachel-radlo-engaged.html,,,63,The New York Times,[],[],1967-10-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/cb162516-0bd5-5d8b-b581-caadf6d4c5ff,0,nyt://article/cb162516-0bd5-5d8b-b581-caadf6d4c5ff,Rachel Radlo Engaged,1,,Rachel Radlo Engaged,,,,,[],,
1,,https://www.nytimes.com/1967/10/08/archives/aqueduct-entries.html,,,4,The New York Times,[],[],1967-10-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/09db1c29-b77a-548a-a920-a577d003f9d0,0,nyt://article/09db1c29-b77a-548a-a920-a577d003f9d0,Aqueduct Entries,1,,Aqueduct Entries,,,,,[],,S
2,,https://www.nytimes.com/1967/10/08/archives/deaths-90669605.html,,,87,The New York Times,[],[],1967-10-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/bf87c6b3-7683-55d5-9dcf-7e02d3586b22,0,nyt://article/bf87c6b3-7683-55d5-9dcf-7e02d3586b22,Deaths,1,,Deaths,,,,,[],,
3,"ATLANTIC CITY, Oct. 7 (AP) --Flag Raiser won the $28,575 Atlantic City Handicap today,  giving his jockey, Howard Grant, his fourth victory of the day.  ",https://www.nytimes.com/1967/10/08/archives/41-shot-scores-in-28575-event-spring-double-finishes-2d-strate.html,,,4,The New York Times,[],[],1967-10-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/d1e7a14d-d68e-589a-be0c-482f72cef765,0,nyt://article/d1e7a14d-d68e-589a-be0c-482f72cef765,"4-1 SHOT SCORES IN $28,575 EVENT; Spring Double Finishes 2d --Strate Stuff, $109, Victor at Hawthorne",1,,"4-1 SHOT SCORES IN $28,575 EVENT; Spring Double Finishes 2d --Strate Stuff, $109, Victor at Hawthorne",,,,,[],,S
4,,https://www.nytimes.com/1967/10/08/archives/roosevelt-raceway-entries.html,,,5,The New York Times,[],[],1967-10-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/657ea645-f4cb-567e-a0e5-7a48084acca9,0,nyt://article/657ea645-f4cb-567e-a0e5-7a48084acca9,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],,S
5,"Sheehan, Chas V",https://www.nytimes.com/1967/10/07/archives/deaths.html,"Sheehan, Chas V",,29,The New York Times,[],"[{'name': 'persons', 'value': 'SHEEHAN, CHAS V', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-10-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/9d2497e0-ccd9-569e-8385-bfc0ea6da602,0,nyt://article/9d2497e0-ccd9-569e-8385-bfc0ea6da602,Deaths,,,Deaths,,,,,[],,
6,"Lashly, Jacob M",https://www.nytimes.com/1967/10/03/archives/jacob-m-lashly-lawyer-85-dead-former-president-of-aba-was-active-in.html,"Lashly, Jacob M",,47,The New York Times,[],"[{'name': 'persons', 'value': 'LASHLY, JACOB M', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-10-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/ca24f082-8875-5e60-9933-593f82343dce,0,nyt://article/ca24f082-8875-5e60-9933-593f82343dce,"JACOB M. LASHLY, LAWYER, 85, DEAD; Former President of A.B.A. Was Active in St. Louis",,,"JACOB M. LASHLY, LAWYER, 85, DEAD; Former President of A.B.A. Was Active in St. Louis",,,,,[],,
7,,https://www.nytimes.com/1967/10/03/archives/roosevelt-raceway-results.html,,,58,The New York Times,[],[],1967-10-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/3b7442d9-4dfe-5f06-8f7c-5935baef08a1,0,nyt://article/3b7442d9-4dfe-5f06-8f7c-5935baef08a1,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],,S
8,,https://www.nytimes.com/1967/10/02/archives/deaths.html,,,47,The New York Times,[],[],1967-10-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/9e78ffbe-6819-5d07-b837-b85af56a178e,0,nyt://article/9e78ffbe-6819-5d07-b837-b85af56a178e,Deaths,1,,Deaths,,,,,[],,
9,,https://www.nytimes.com/1967/10/02/archives/aqueduct-entries.html,,,68,The New York Times,[],[],1967-10-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/9d2cbcd8-a58e-50d8-ae91-d88f927ddbd3,0,nyt://article/9d2cbcd8-a58e-50d8-ae91-d88f927ddbd3,Aqueduct Entries,1,,Aqueduct Entries,,,,,[],,S
