,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1967/01/01/archives/births.html,,,50,The New York Times,[],[],1967-01-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/bde74e90-d414-560b-a976-40cf5cd3ffa2,0,nyt://article/bde74e90-d414-560b-a976-40cf5cd3ffa2,Births,1,,Births,,,,,[],,
1,,https://www.nytimes.com/1967/01/01/archives/deaths.html,,,53,The New York Times,[],[],1967-01-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/34f5be72-fe49-54a9-8ed5-d5006c53787f,0,nyt://article/34f5be72-fe49-54a9-8ed5-d5006c53787f,Deaths,1,,Deaths,,,,,[],,
2,,https://www.nytimes.com/1966/12/30/archives/donors-to-the-neediest-cases.html,,,30,The New York Times,[],[],1966-12-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/7f901114-29bc-5588-bc45-2b2784e79140,0,nyt://article/7f901114-29bc-5588-bc45-2b2784e79140,Donors to The Neediest Cases,1,,Donors to The Neediest Cases,,,,,[],,
3,,https://www.nytimes.com/1966/12/28/archives/list-of-donors-to-neediest-cases-fund.html,,,44,The New York Times,[],[],1966-12-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/1f162adf-5fb2-56c3-bc07-46fc4d54c85d,0,nyt://article/1f162adf-5fb2-56c3-bc07-46fc4d54c85d,List of Donors to Neediest Cases Fund,1,,List of Donors to Neediest Cases Fund,,,,,[],,
4,E W White book on works revd; illus,https://www.nytimes.com/1966/12/27/archives/books-of-the-times-stravinsky-and-his-music.html,E W White book on works revd; illus,,33,The New York Times,[],"[{'name': 'persons', 'value': 'WHITE, E W', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'STRAVINSKY, IGOR FEDOROVICH', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'STRAVINSKY: THE COMPOSER AND HIS WORKS', 'rank': 6, 'major': 'N'}]",1966-12-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/fc2d69e0-4e4e-55df-94a0-0f092d7570fa,0,nyt://article/fc2d69e0-4e4e-55df-94a0-0f092d7570fa,Books of The Times; Stravinsky and His Music,,,Books of The Times; Stravinsky and His Music,,,,By Harold C. Schonberg,"[{'firstname': 'Harold', 'middlename': 'C.', 'lastname': 'Schonberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
5,"Moore, Jas",https://www.nytimes.com/1966/12/27/archives/deaths.html,"Moore, Jas",,35,The New York Times,[],"[{'name': 'persons', 'value': 'MOORE, JAS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1966-12-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/2475ca25-1e7d-5dbe-8a16-f5663a55751f,0,nyt://article/2475ca25-1e7d-5dbe-8a16-f5663a55751f,Deaths,,,Deaths,,,,,[],,
6,"NEW PALTZ, N.Y., Dec. 25 --Miss Amy L. Hepburn, formerly a librarian at Columbia University and the American Museum of Natural History in New York, died last night in Kingston Hospital, She was 78 years old.  ",https://www.nytimes.com/1966/12/26/archives/amy-l-hepburn.html,,,21,The New York Times,[],[],1966-12-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/0a9a0a08-20ca-5336-9e20-0a9ca43c3095,0,nyt://article/0a9a0a08-20ca-5336-9e20-0a9ca43c3095,AMY L. HEPBURN,1,,AMY L. HEPBURN,,,,,[],,
7,"Alvin Langdon Coburn, Photographer, ed by H and A Gernsheim, revd",https://www.nytimes.com/1966/12/25/archives/photography-pictures-recall-an-era.html,"Alvin Langdon Coburn, Photographer, ed by H and A Gernsheim, revd",,31,The New York Times,[],"[{'name': 'persons', 'value': 'H AND A GERNSHEIM', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'COBURN, ALVIN LANGDON', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'HAMMARSKJOLD, DAG HJALMAR AGNE CARL', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'PHOTOGRAPHY AND PHOTOGRAPHIC EQUIPMENT', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'BOOKS AND PUBS', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'ALVIN LANGDON COBURN, PHOTOGRAPHER', 'rank': 7, 'major': 'N'}]",1966-12-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/64f13ed7-d949-5b94-9fd5-f822c25c7a3a,0,nyt://article/64f13ed7-d949-5b94-9fd5-f822c25c7a3a,Photography; Pictures Recall An Era,,,Photography; Pictures Recall An Era,,,,By Jacob Deschin,"[{'firstname': 'Jacob', 'middlename': None, 'lastname': 'Deschin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,X
8,"$1,375 recd from trust fund set up by A S Ochs; other gifts",https://www.nytimes.com/1966/12/25/archives/list-of-contributions-to-fund-for-the-neediest-cases.html,"$1,375 recd from trust fund set up by A S Ochs; other gifts",,50,The New York Times,[],"[{'name': 'subject', 'value': 'HUNDRED NEEDIEST CASES (A FUND COLLECTED ANNUALLY BY THE NY TIMES FOR 8 BENEVOLENT ORGNS)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""CONTRIBUTIONS ('66 DRIVE)"", 'rank': 2, 'major': 'N'}]",1966-12-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/c2284ede-3a5c-58b9-94f8-957f502f36d7,0,nyt://article/c2284ede-3a5c-58b9-94f8-957f502f36d7,List of Contributions to Fund for the Neediest Cases,,,List of Contributions to Fund for the Neediest Cases,,,,,[],,
9,"R Jellinek on Amer literary scene of '16, as reflected in NY Times Review of Books for that yr",https://www.nytimes.com/1966/12/25/archives/speaking-of-books-the-way-we-were.html,"R Jellinek on Amer literary scene of '16, as reflected in NY Times Review of Books for that yr",,2,The New York Times,[],"[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 2, 'major': 'N'}]",1966-12-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/d6abcb6d-60e1-5896-a9c8-01e52998c38e,0,nyt://article/d6abcb6d-60e1-5896-a9c8-01e52998c38e,SPEAKING OF BOOKS: The Way We Were,,,SPEAKING OF BOOKS: The Way We Were,,,,By Roger Jellinek,"[{'firstname': 'Roger', 'middlename': None, 'lastname': 'Jellinek', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BR
