,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1969/05/01/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-05-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/1ddb3494-6859-506b-9c69-15fc4d8c855a,0,nyt://article/1ddb3494-6859-506b-9c69-15fc4d8c855a,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
1,,https://www.nytimes.com/1969/04/28/archives/barbara-darcy-becomes-bride-special-o-the-new-york-times.html,,,45,The New York Times,[],[],1969-04-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/6dbbadf9-4c3e-5e2a-81cf-0ea3d676f63a,0,nyt://article/6dbbadf9-4c3e-5e2a-81cf-0ea3d676f63a,Barbara Darcy Becomes Bride Special [o The New York Times,1,,Barbara Darcy Becomes Bride Special [o The New York Times,,,,,[],,
2,,https://www.nytimes.com/1969/04/27/archives/obituary-1-no-title.html,,,93,The New York Times,[],[],1969-04-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/a40c16e8-7ff4-51ab-9db8-c7557cda6b5c,0,nyt://article/a40c16e8-7ff4-51ab-9db8-c7557cda6b5c,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
3,"WASHINGTON -- Spring in Washington is more than a time of blooming Azaleas, of pink-faced school children and of orchid-bedecked Daughters of the American Revolution. In recent years, it has become a time when the Government prepares for the summer riots.  ",https://www.nytimes.com/1969/04/27/archives/mood-of-the-cities-new-stakes-for-blacks-may-cool-things-off.html,,,8,The New York Times,[],[],1969-04-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/f069778c-3cdc-55b3-92c8-246cb9d5b132,0,nyt://article/f069778c-3cdc-55b3-92c8-246cb9d5b132,Mood of the Cities New Stakes for Blacks May Cool Things Off,1,,Mood of the Cities New Stakes for Blacks May Cool Things Off,,,,-- JOHN HERBERS,[],,THE
4,"LUCKY Londoners, to have a Covent Garden Opera with a repertory that seems, at least to New Yorkers, wildly exotic! The new two-disk set called Covent Garden Opera Anniversary Album (London OSA1276) looks, on the surface, like a piece of healthy selfpraise from The Royal Opera House. On grounds of repertory, the pride in its own ac complishments seems justified.  ",https://www.nytimes.com/1969/04/27/archives/recordings-operas-halfway-down-the-unbeaten-track-unbeaten-track.html,,,28,The New York Times,[],[],1969-04-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/0af49e5d-4961-5c2a-8624-9e49c490d3f5,0,nyt://article/0af49e5d-4961-5c2a-8624-9e49c490d3f5,Recordings: Operas Halfway Down the Unbeaten Track; Unbeaten Track,2,,Recordings: Operas Halfway Down the Unbeaten Track; Unbeaten Track,,,,By Robert T. Jones,"[{'firstname': 'Robert', 'middlename': 'T.', 'lastname': 'Jones', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,ARTS
5,"McCuen, Donald L Jr",https://www.nytimes.com/1969/04/25/archives/obituary-1-no-title.html,"McCuen, Donald L Jr",,47,The New York Times,[],"[{'name': 'persons', 'value': 'MCCUEN, DONALD L JR', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-04-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/856c10af-5ab5-5720-a493-4f85caa9f700,0,nyt://article/856c10af-5ab5-5720-a493-4f85caa9f700,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
6,US Appeals Ct rules a NYS prisoner has right to a jury trial before being transferred to a mental hosp,https://www.nytimes.com/1969/04/25/archives/jury-trial-is-won-by-mental-patient.html,US Appeals Ct rules a NYS prisoner has right to a jury trial before being transferred to a mental hosp,,39,The New York Times,[],"[{'name': 'glocations', 'value': 'New York State', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'JURIES AND JURY DUTY', 'rank': 3, 'major': 'N'}]",1969-04-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/c5c58bbe-b327-552a-8d9b-bede74e85371,0,nyt://article/c5c58bbe-b327-552a-8d9b-bede74e85371,JURY TRIAL IS WON BY 'MENTAL PATIENT',,,JURY TRIAL IS WON BY 'MENTAL PATIENT',,,,,[],,
7,"Greenberg, Robert F",https://www.nytimes.com/1969/04/25/archives/robert-f-greenberg-54-bronx-principal-is-dead.html,"Greenberg, Robert F",,47,The New York Times,[],"[{'name': 'persons', 'value': 'GREENBERG, ROBERT F', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-04-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/64752470-788e-5358-bbae-4361a8339eaf,0,nyt://article/64752470-788e-5358-bbae-4361a8339eaf,"Robert F. Greenberg, 54; Bronx Principal, Is Dead",,,"Robert F. Greenberg, 54; Bronx Principal, Is Dead",,,,,[],,
8,,https://www.nytimes.com/1969/04/24/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-04-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/e514aab9-7013-506e-a896-c28749cf9c18,0,nyt://article/e514aab9-7013-506e-a896-c28749cf9c18,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
9,,https://www.nytimes.com/1969/04/20/archives/marriage-announcement-1-no-title.html,,,91,The New York Times,[],[],1969-04-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/9cfebdb8-5460-5cef-af03-372af86ac871,0,nyt://article/9cfebdb8-5460-5cef-af03-372af86ac871,Marriage Announcement 1 -- No Title,1,,Marriage Announcement 1 -- No Title,,,,,[],,
