,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"The State Racing and Wagering Board yesterday subpoenaed Con Errico, the 58-year-old former jockey who was found guilty in Brooklyn Federal Court Monday of fixing nine races at Aqueduct and Saratoga, and Josh Amy, ...  ",https://www.nytimes.com/1980/05/21/archives/state-subpoenas-go-to-errico-and-amy-state-subpoenas-errico-and-amy.html,,,S,29,The New York Times,[],[],1980-05-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/a1001a94-158d-5601-8062-3142fac8f252,0,nyt://article/a1001a94-158d-5601-8062-3142fac8f252,State Subpoenas Go To Errico and Amy; State Subpoenas Errico and Amy,2,,State Subpoenas Go To Errico and Amy; State Subpoenas Errico and Amy,,,,By James Tuite,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Tuite', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,,https://www.nytimes.com/1980/05/20/archives/obituary-5-no-title.html,,,B,23,The New York Times,[],[],1980-05-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/619425c9-34bd-5772-a57a-645c854649e4,0,nyt://article/619425c9-34bd-5772-a57a-645c854649e4,Obituary 5 -- No Title,1,,Obituary 5 -- No Title,,,,,[],
2,,https://www.nytimes.com/1980/05/20/archives/obituary-3-no-title.html,,,B,23,The New York Times,[],[],1980-05-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/00d32f93-f1d4-5226-98d0-f4d5c80cc00f,0,nyt://article/00d32f93-f1d4-5226-98d0-f4d5c80cc00f,Obituary 3 -- No Title,1,,Obituary 3 -- No Title,,,,,[],
3,"Con Errico, a 58-year-old former jockey, was found guilty last night of bribing jockeys to fix thoroughbred horse races at Aqueduct and Saratoga in 1974 and 1975.  ",https://www.nytimes.com/1980/05/20/archives/errico-exjockey-found-guilty-of-fixing-horse-races-errico-exjockey.html,,,A,1,The New York Times,[],[],1980-05-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/29eca3d0-0b48-50dc-8be6-eb7ea944d212,0,nyt://article/29eca3d0-0b48-50dc-8be6-eb7ea944d212,"Errico, Ex-Jockey, Found Guilty of Fixing Horse Races; Errico, Ex-Jockey, Guilty of Race Fixes Amy's Testimony ",2,,"Errico, Ex-Jockey, Found Guilty of Fixing Horse Races; Errico, Ex-Jockey, Guilty of Race Fixes Amy's Testimony ",,,,By Thomas Rogers,"[{'firstname': 'Thomas', 'middlename': None, 'lastname': 'Rogers', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"There were the ""mailbox"" trash cans, which latched onto Fifth Avenue lampposts, and they worked fine, until some people became confused and started dropping letters into them.  ",https://www.nytimes.com/1980/05/20/archives/reshaping-antilitter-program-city-comes-up-with-4-winners-thievery.html,,,M,3,The New York Times,[],[],1980-05-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/340fb15b-a9e1-5641-a098-5501c639cb6a,0,nyt://article/340fb15b-a9e1-5641-a098-5501c639cb6a,"Reshaping Anti-Litter Program, City Comes Up With 4 Winners; Thievery the Big Problem",1,,"Reshaping Anti-Litter Program, City Comes Up With 4 Winners; Thievery the Big Problem",,,,By Clyde Haberman,"[{'firstname': 'Clyde', 'middlename': None, 'lastname': 'Haberman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,,https://www.nytimes.com/1980/05/18/archives/obituary-2-no-title.html,,,,34,The New York Times,[],[],1980-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/578bd9b4-36e3-5aeb-8b06-bd00ab2de58d,0,nyt://article/578bd9b4-36e3-5aeb-8b06-bd00ab2de58d,Obituary 2 -- No Title,1,,Obituary 2 -- No Title,,,,,[],
6,,https://www.nytimes.com/1980/05/18/archives/best-sellers-fiction-nonfiction-footnotes.html,,,T,11,The New York Times,[],[],1980-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/d4f8be63-67d3-560b-9be2-aca0df287e50,0,nyt://article/d4f8be63-67d3-560b-9be2-aca0df287e50,Best Sellers; FICTION NONFICTION FOOTNOTES,1,,Best Sellers; FICTION NONFICTION FOOTNOTES,,,,,[],
7,,https://www.nytimes.com/1980/05/18/archives/a-guide-to-summer-music-festivals-in-the-us-alaska-arizona.html,,,A,29,The New York Times,[],[],1980-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/6fc542f3-f526-5374-94f9-09d3a8d70841,0,nyt://article/6fc542f3-f526-5374-94f9-09d3a8d70841,A Guide to Summer Music Festivals in the U.S.; Alaska Arizona California Colorado Connecticut District of Columbia Florida Illinois Indiana Maine Maryland Massachusetts Michigan Minnesota Missouri Nebraska Nevada New Hampshire New Jersey New Mexico New York Music Festivals North Carolina Ohio Oklahoma Oregon Pennsylvania Music Festivals Puerto Rico Rhode Island South Carolina Tennessee Texas Vermont Virginia Washington Wisconsin Wyoming Canada,3,,A Guide to Summer Music Festivals in the U.S.; Alaska Arizona California Colorado Connecticut District of Columbia Florida Illinois Indiana Maine Maryland Massachusetts Michigan Minnesota Missouri Nebraska Nevada New Hampshire New Jersey New Mexico New York Music Festivals North Carolina Ohio Oklahoma Oregon Pennsylvania Music Festivals Puerto Rico Rhode Island South Carolina Tennessee Texas Vermont Virginia Washington Wisconsin Wyoming Canada,,,,Compiled by Raymond Ericson,"[{'firstname': 'Raymond', 'middlename': None, 'lastname': 'Ericson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"The engagement of Amy Rosenblatt to Edwin Warfield 4th has been announced by Mr. and Mrs. Richard D. Rosenblatt of Rancho Santa Fe, Calif., the prospective bride's mother and stepfather, and by her father, Richard  ",https://www.nytimes.com/1980/05/18/archives/amy-rosenblatt-planning-aug-2-wedding-to-edwin-warfield-4th.html,,,,63,The New York Times,[],[],1980-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/ad7be8f5-b8f2-5f4b-9431-d7aa839783c0,0,nyt://article/ad7be8f5-b8f2-5f4b-9431-d7aa839783c0,"Amy Rosenblatt Planning Aug. 2 Wedding To Edwin Warfield 4th, Graduate Student",1,,"Amy Rosenblatt Planning Aug. 2 Wedding To Edwin Warfield 4th, Graduate Student",,,,,[],
9,"At St. Thomas Episcopal Church in Owings Mills, Md., yesterday, Olivia Laneres Wilson, daughter of Mr. and Mrs. Robert J. M. Wilson of Garrison, Md., and Shelter Island, N.Y., was married to Edward Hambleton Welbourn 3d, son of Mr. and Mrs. Welbourn Jr., also of Garrison. The Rev. William P. Baxter performed the ceremony.  ",https://www.nytimes.com/1980/05/18/archives/olivia-wilson-is-wed-to-eh-welbourn-3d.html,,,,59,The New York Times,[],[],1980-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/8e9a563c-457f-59d8-a101-44a777e8c5cf,0,nyt://article/8e9a563c-457f-59d8-a101-44a777e8c5cf,Olivia Wilson Is Wed to E.H. Welbourn 3d,1,,Olivia Wilson Is Wed to E.H. Welbourn 3d,,,,,[],
