,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"The whistle-blower’s complaint accused President Trump of trying to compel Ukraine’s leader to help investigate a 2020 rival, and the White House of trying to “lock down” records of the call.",https://www.nytimes.com/2019/09/26/us/politics/whistleblower-complaint-released.html,"The whistle-blower’s complaint accused President Trump of trying to compel Ukraine’s leader to help investigate a 2020 rival, and the White House of trying to “lock down” records of the call.","WASHINGTON — Senior White House officials tried to “lock down” a record of President Trump’s call with the leader of Ukraine in an attempted cover-up of Mr. Trump’s efforts to compel an investigation of a Democratic rival, a whistle-blower alleged in an explosive complaint released Thursday.",A,1,The New York Times,[],"[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Office of the Director of National Intelligence', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House Committee on Intelligence', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Zelensky, Volodymyr', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Hunter', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Giuliani, Rudolph W', 'rank': 10, 'major': 'N'}]",2019-09-26T12:40:34+0000,article,Washington,U.S.,Politics,News,nyt://article/7153ebd5-1766-58ba-8a70-0690969dc51f,1457,nyt://article/7153ebd5-1766-58ba-8a70-0690969dc51f,"White House Tried to ‘Lock Down’ Ukraine Call Records, Whistle-Blower Says",,,Complaint Asserts a White House Cover-Up,,,,By Michael D. Shear,"[{'firstname': 'Michael', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
