,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1968/06/09/archives/letter-to-the-editor-2-no-title.html,,,MAGAZINESM,12,The New York Times,[],[],1968-06-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/405c513b-043b-5a5d-bdb0-eff709fe022a,0,nyt://article/405c513b-043b-5a5d-bdb0-eff709fe022a,Letter to the Editor 2 -- No Title,2,,Letter to the Editor 2 -- No Title,,,,,[],
1,Int by R Reed; por,https://www.nytimes.com/1968/06/09/archives/obituary-1-no-title.html,Int by R Reed; por,,,85,The New York Times,[],"[{'name': 'persons', 'value': 'Gordon, Ruth', 'rank': 1, 'major': 'N'}]",1968-06-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/fe66091a-504b-5f03-afe3-ebb721c93d77,0,nyt://article/fe66091a-504b-5f03-afe3-ebb721c93d77,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
2,funeral plans,https://www.nytimes.com/1968/06/08/archives/obituary-1-no-title.html,funeral plans,,,31,The New York Times,[],"[{'name': 'persons', 'value': 'FRY, FRANKLIN CLARK', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'FRY, FRANKLIN CLARK', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1968-06-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/73d95d7a-5b88-5cc4-9a0b-ebdb01e549f9,0,nyt://article/73d95d7a-5b88-5cc4-9a0b-ebdb01e549f9,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
3,NYC ad agencies tributes,https://www.nytimes.com/1968/06/07/archives/obituary-1-no-title.html,NYC ad agencies tributes,,,39,The New York Times,[],"[{'name': 'persons', 'value': 'Kennedy, Robert Francis', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ASSASSINATION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'REACTION AND TRIBUTES IN US', 'rank': 3, 'major': 'N'}]",1968-06-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/469f0bc7-69f1-5c82-b2fc-5b4608e82a92,0,nyt://article/469f0bc7-69f1-5c82-b2fc-5b4608e82a92,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
4,"Greene, James B Jr",https://www.nytimes.com/1968/06/05/archives/obituary-1-no-title.html,"Greene, James B Jr",,,47,The New York Times,[],"[{'name': 'persons', 'value': 'GREENE, JAMES B JR', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1968-06-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/092fb53c-afb9-528d-ba90-b0104770b9f2,0,nyt://article/092fb53c-afb9-528d-ba90-b0104770b9f2,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
5,funeral plans,https://www.nytimes.com/1968/06/04/archives/obituary-1-no-title.html,funeral plans,,,47,The New York Times,[],"[{'name': 'persons', 'value': 'SHULMAN, CHARLES E', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'SHULMAN, CHARLES E', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1968-06-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/eb6354ad-3231-55f4-b683-ed0b0522072f,0,nyt://article/eb6354ad-3231-55f4-b683-ed0b0522072f,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],
6,,https://www.nytimes.com/1968/06/03/archives/obituary-1-no-title.html,,,,45,The New York Times,[],[],1968-06-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/75f5a7e1-9bbe-51a6-b612-7cdb001dda29,0,nyt://article/75f5a7e1-9bbe-51a6-b612-7cdb001dda29,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
7,,https://www.nytimes.com/1968/05/31/archives/obituary-1-no-title.html,,,,29,The New York Times,[],[],1968-05-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/c71b205d-663c-509e-9e7e-871050a8224b,0,nyt://article/c71b205d-663c-509e-9e7e-871050a8224b,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
8,,https://www.nytimes.com/1968/05/30/archives/obituary-1-no-title.html,,,,25,The New York Times,[],[],1968-05-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/b62400d2-733e-587b-b516-e2eb72042bb4,0,nyt://article/b62400d2-733e-587b-b516-e2eb72042bb4,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
9,"AT the 55th annual meeting of the Garden Club of America which took place in Greenwich Conn., on May 14, eight awards were presented to leaders in horticulture, conservation, civic beautification and literature.  ",https://www.nytimes.com/1968/05/26/archives/on-the-spring-schedule.html,,,ARTS,46,The New York Times,[],[],1968-05-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/9bbd7a11-c620-510a-ad90-06e471b88fda,0,nyt://article/9bbd7a11-c620-510a-ad90-06e471b88fda,On the Spring Schedule,1,,On the Spring Schedule,,,,,[],
