,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"The 46th annual Heisman Trophy winner will be announced Monday from among 31,250 athletes who played varsity football at 625 four-year undergraduate colleges. He will become known as the best college football player in the United States for 1980.  ",https://www.nytimes.com/1980/11/26/archives/green-for-defense-in-heisman-running-wideopen-race-seen-defensive.html,,,S,8,The New York Times,[],[],1980-11-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/6905aa1a-f5d1-5fc4-92a9-31ddb9f3b43c,0,nyt://article/6905aa1a-f5d1-5fc4-92a9-31ddb9f3b43c,"Green, for Defense In Heisman Running; Wide-Open Race Seen Defensive Standouts of Past Rated High by Cavanaugh ",1,,"Green, for Defense In Heisman Running; Wide-Open Race Seen Defensive Standouts of Past Rated High by Cavanaugh ",,,,By Gordon S. White Jr,"[{'firstname': 'Gordon', 'middlename': 'S.', 'lastname': 'White', 'qualifier': 'Jr', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,Ron Sedlbauer scored three goals and Tom Lysiak picked up four assists as they led the Chicago Black Hawks to an 11-3 victory over the Hartford Whalers last night in Chicago.  ,https://www.nytimes.com/1980/11/24/archives/black-hawks-top-whalers-113-to-set-home-mark-flyers-3-jets-1-maple.html,,,S,3,The New York Times,[],[],1980-11-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/5b0cff4b-ba69-5d6b-ba38-e2e64caf79ce,0,nyt://article/5b0cff4b-ba69-5d6b-ba38-e2e64caf79ce,"Black Hawks Top Whalers, 11-3, to Set Home Mark; Flyers 3, Jets 1 Maple Leafs 5, Bruins 5 Oilers 6, Sabres 3 ",1,,"Black Hawks Top Whalers, 11-3, to Set Home Mark; Flyers 3, Jets 1 Maple Leafs 5, Bruins 5 Oilers 6, Sabres 3 ",,,,,[],
2,"THE Weavers, the four singers who started the folk-music boom of the 50's with their hit recordings of ""Goodnight,  Irene,"" ""Tzena Tzena"" and ""So Long, It's Been Good to Know You,"" even...  ",https://www.nytimes.com/1980/11/24/archives/after-22-years-the-weavers-are-reunited.html,,,S,15,The New York Times,[],[],1980-11-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/6d41f49f-84cc-5479-a7c9-d91475e28d1e,0,nyt://article/6d41f49f-84cc-5479-a7c9-d91475e28d1e,"After 22 Years, the Weavers Are Reunited",1,,"After 22 Years, the Weavers Are Reunited",,,,By John S. Wilson,"[{'firstname': 'John', 'middlename': 'S.', 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,STAMFORD  SINGLING out Brian Usher as the coach of the Rippowam High School football team here  is difficult; at the age of 28 he looks as young as many of his players. That is probably owing as much to his equanimity as to his youthful face.  ,https://www.nytimes.com/1980/11/23/archives/connecticut-weekly-football-has-rebirth-at-rippowam-high-coach-at.html,,,C,8,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/83705b49-43de-5e7f-82da-675832fd655a,0,nyt://article/83705b49-43de-5e7f-82da-675832fd655a,Football Has Rebirth; At Rippowam High Coach at Rippowam Credits Team Spirit ,3,,Football Has Rebirth; At Rippowam High Coach at Rippowam Credits Team Spirit ,,,,John Cavanaugh,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Cavanaugh', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"East Islip defeated Brentwood Sonderling, 35-0, yesterday and clinched the League II football championship with a 7-0-1 record.  ",https://www.nytimes.com/1980/11/23/archives/east-islip-narrowly-gains-championship-long-island-a-varied-attack.html,,,S,11,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/1175171b-5ba0-5d92-ad61-3bc73e7e9637,0,nyt://article/1175171b-5ba0-5d92-ad61-3bc73e7e9637,East Islip Narrowly Gains Championship; Long Island A Varied Attack Moving Up in Class,1,,East Islip Narrowly Gains Championship; Long Island A Varied Attack Moving Up in Class,,,,,[],
5,"Fairfield Prep avenged its only loss of the season and captured its third Metropolitan Bridgeport League championship in the last four years by defeating St. Joseph of Trumbull, 7-0, before 7,500 fans Friday night at Bridgeport;s Kennedy Stadium.  ",https://www.nytimes.com/1980/11/23/archives/prep-beats-st-joseph-for-title-connecticut-lynn-kennedy-sets-marks.html,,,S,10,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/2aeb5017-2e1d-5f14-87d0-473b7de0c9bf,0,nyt://article/2aeb5017-2e1d-5f14-87d0-473b7de0c9bf,Prep Beats St. Joseph for Title; Connecticut Lynn Kennedy Sets Marks In Two State Swim Events,1,,Prep Beats St. Joseph for Title; Connecticut Lynn Kennedy Sets Marks In Two State Swim Events,,,,,[],
6,,https://www.nytimes.com/1980/11/23/archives/arts-entertainment-guide-theater-opening-this-week-broadway-now.html,,,T,9,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/8728b7c1-72d9-5e09-a892-2e7131e21095,0,nyt://article/8728b7c1-72d9-5e09-a892-2e7131e21095,Arts & Entertainment Guide; Theater OPENING THIS WEEK BROADWAY NOW PREVIEWING OFF BROADWAY OFF OFF BROADWAY Dance Film RECOMMENDED REVIVALS OPERA CLASSICAL Music MUSIC JAZZ Art ART Other MUSEUMS Photography Group Shows Talks Children ,4,,Arts & Entertainment Guide; Theater OPENING THIS WEEK BROADWAY NOW PREVIEWING OFF BROADWAY OFF OFF BROADWAY Dance Film RECOMMENDED REVIVALS OPERA CLASSICAL Music MUSIC JAZZ Art ART Other MUSEUMS Photography Group Shows Talks Children ,,,,,[],
7,,https://www.nytimes.com/1980/11/23/archives/college-basketball-198081-20-possible-answers-to-the-question-of.html,,,S,9,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/f5fb11dd-5595-50aa-9485-141bee88642a,0,nyt://article/f5fb11dd-5595-50aa-9485-141bee88642a,"COLLEGE BASKETBALL 1980-81; 20 Possible Answers to the Question of 'Who's No. 1?' Kentucky Louisiana State U.C.L.A. Oregon State Nevada, Las Vegas North Carolina Maryland Virginia Clemson Indiana Ohio State Missouri Louisville Texas A & M Notre Dame De Paul St. John's Villanova Connecticut Georgetown ",1,,"COLLEGE BASKETBALL 1980-81; 20 Possible Answers to the Question of 'Who's No. 1?' Kentucky Louisiana State U.C.L.A. Oregon State Nevada, Las Vegas North Carolina Maryland Virginia Clemson Indiana Ohio State Missouri Louisville Texas A & M Notre Dame De Paul St. John's Villanova Connecticut Georgetown ",,,,,[],
8,"SOUTH BEND, Ind., Nov. 22 (AP)-- Notre Dame, bound for the Sugar Bowl, broke a tie in the third quarter on Phil Carter's 2-yard touchdown and went on to defeat a stubborn Air Force team today, 24-10.  ",https://www.nytimes.com/1980/11/23/archives/irish-are-extended-in-beating-air-force-iowa-41-michigan-state-0.html,,,S,7,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/37ebac42-9f6f-5bd2-b40e-8473a004bf68,0,nyt://article/37ebac42-9f6f-5bd2-b40e-8473a004bf68,"Irish Are Extended In Beating Air Force; Iowa 41, Michigan State 0 Purdue 24, Indiana 23",1,,"Irish Are Extended In Beating Air Force; Iowa 41, Michigan State 0 Purdue 24, Indiana 23",,,,,[],
9,Robert De Niro remembers the first time he thought about portraying the middlewight boxer Jake La Motta.  ,https://www.nytimes.com/1980/11/23/archives/the-delicate-art-of-creating-a-brutal-film-hero-the-delicate-art-of.html,,,A,1,The New York Times,[],[],1980-11-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/a3510240-a74f-58a7-9e58-794c81a04538,0,nyt://article/a3510240-a74f-58a7-9e58-794c81a04538,The Delicate Art of Creating a Brutal Film Hero; The Delicate Art of Creating a Brutal Film Hero,2,,The Delicate Art of Creating a Brutal Film Hero; The Delicate Art of Creating a Brutal Film Hero,,,,By Fred Ferretti,"[{'firstname': 'Fred', 'middlename': None, 'lastname': 'Ferretti', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
