,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"This is a story that will probably never be recorded in the history books, but it is a footnote that helps to explain, in a way, the rapid decline of the American automobile industry in the 1970's.  ",https://www.nytimes.com/1980/09/14/archives/detroit-strikes-back-detroit-detroit.html,,,T,7,The New York Times,[],[],1980-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/d59333b3-9315-53a5-84e4-1c57e6697da7,0,nyt://article/d59333b3-9315-53a5-84e4-1c57e6697da7,DETROIT STRIKES; BACK DETROIT DETROIT,6,,DETROIT STRIKES; BACK DETROIT DETROIT,,,,By William Serrin,"[{'firstname': 'William', 'middlename': None, 'lastname': 'Serrin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"MONTREAL, Sept. 13 (AP)--Mike Easler homered and Don Robinson stopped Montreal on four hits as the Pittsburgh Pirates ended the Expos' four-game winning streak with a 4-0 victory today.  ",https://www.nytimes.com/1980/09/14/archives/pirates-shut-out-expos-phillies-2-cardinals-1-dodgers-3-cincinnati.html,,,S,3,The New York Times,[],[],1980-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/2016b679-b466-58aa-9389-a933b1c6fc74,0,nyt://article/2016b679-b466-58aa-9389-a933b1c6fc74,"Pirates Shut Out Expos; Phillies 2, Cardinals 1 Dodgers 3, Cincinnati 2 Astros 3, Giants 2",1,,"Pirates Shut Out Expos; Phillies 2, Cardinals 1 Dodgers 3, Cincinnati 2 Astros 3, Giants 2",,,,,[],
2,"Competitive balance has been the goal of Ivy League presidents, athletic directors and coaches since the league was formalized in 1956. Generally, they have succeeded, and this season the football competition may be more balanced than forecasters thought.  ",https://www.nytimes.com/1980/09/14/archives/ivy-league-seen-more-balanced-with-6-clubs-given-shot-at-title.html,,,S,9,The New York Times,[],[],1980-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/1698eb87-4fe7-51b3-8c61-88b9b91032a6,0,nyt://article/1698eb87-4fe7-51b3-8c61-88b9b91032a6,Ivy League Seen More Balanced With 6 Clubs Given Shot at Title; Lions Out for Blood Winemaster Back for Penn Half the Secondary Is Gone Centennial Season for Dartmouth Many Yale Veterans Back,1,,Ivy League Seen More Balanced With 6 Clubs Given Shot at Title; Lions Out for Blood Winemaster Back for Penn Half the Secondary Is Gone Centennial Season for Dartmouth Many Yale Veterans Back,,,,By Deane McGowen,"[{'firstname': 'Deane', 'middlename': None, 'lastname': 'McGowen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"John Jay High School opened a new football season and a new era yesterday by beating John F. Kennedy, 21-19. For the first time in 18 seasons, Ron Lyons was not coaching for the Indians.  ",https://www.nytimes.com/1980/09/14/archives/john-jay-new-era-same-result-darien-beats-stamford-catholic.html,,,S,6,The New York Times,[],[],1980-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/f5f70e5b-5c67-567f-9a9b-baf8d73f0161,0,nyt://article/f5f70e5b-5c67-567f-9a9b-baf8d73f0161,"John Jay: New Era, Same Result; Darien Beats Stamford Catholic Clarkstown South Triumphs",1,,"John Jay: New Era, Same Result; Darien Beats Stamford Catholic Clarkstown South Triumphs",,,,,[],
4,"When a childhood friend calls me now, it all comes back. I see a freckly boy or a potbellied girl in the disk of the telephone receiver--the cowlick, the bubble-gum breath, the squint in the smeared glasses.  ",https://www.nytimes.com/1980/09/14/archives/the-great-classreunion-bazaar.html,,,T,22,The New York Times,[],[],1980-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/376ba20c-7ff8-5368-bc18-e69105a5323e,0,nyt://article/376ba20c-7ff8-5368-bc18-e69105a5323e,THE GREAT CLASS-REUNION BAZAAR,3,,THE GREAT CLASS-REUNION BAZAAR,,,,By Paul Theroux,"[{'firstname': 'Paul', 'middlename': None, 'lastname': 'Theroux', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,,https://www.nytimes.com/1980/09/13/archives/publicly-traded-funds.html,,,B,37,The New York Times,[],[],1980-09-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/4a6d2167-7181-57f9-87f2-67706f1739cc,0,nyt://article/4a6d2167-7181-57f9-87f2-67706f1739cc,Publicly Traded Funds,1,,Publicly Traded Funds,,,,,[],
6,"The Mets' longest losing streak in 17 years stretched to 12 games last night at Shea Stadium as Philadelphia made the most of six hits and downed New York, 5-1. The victory kept the Phillies half a game behind the Montreal Expos, who lead National League Eastern Division.  ",https://www.nytimes.com/1980/09/12/archives/met-loss-string-at-12-as-phillies-win-51-frustrating-situation.html,,,S,17,The New York Times,[],[],1980-09-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/dc0bba2d-f5c0-5143-bb6c-2866241f7510,0,nyt://article/dc0bba2d-f5c0-5143-bb6c-2866241f7510,"Met Loss String at 12 As Phillies Win, 5-1; Frustrating Situation Phils Extend Met Losing String Expos 6, Cubs 5 Pirates 2, Cardinals 1 ",2,,"Met Loss String at 12 As Phillies Win, 5-1; Frustrating Situation Phils Extend Met Losing String Expos 6, Cubs 5 Pirates 2, Cardinals 1 ",,,,By Thomas Rogers,"[{'firstname': 'Thomas', 'middlename': None, 'lastname': 'Rogers', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,,https://www.nytimes.com/1980/09/12/archives/obituary-6-no-title.html,,,M,4,The New York Times,[],[],1980-09-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/21706603-d433-522e-b78c-f28d141d0fda,0,nyt://article/21706603-d433-522e-b78c-f28d141d0fda,Obituary 6 -- No Title,1,,Obituary 6 -- No Title,,,,,[],
8,"""HERBIE Goes Bananas,"" now playing at the Embassy 2 and other theaters,  is a cheerful, four-cylinder children's movie, though its car jokes aren't good for much mileage.  ",https://www.nytimes.com/1980/09/12/archives/film-disney-rides-again-young-pickpocket.html,,,T,8,The New York Times,[],[],1980-09-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/83d098d1-d3bc-5211-9c3f-b8da73c1c4eb,0,nyt://article/83d098d1-d3bc-5211-9c3f-b8da73c1c4eb,Film: Disney Rides Again; Young Pickpocket ,1,,Film: Disney Rides Again; Young Pickpocket ,,,,By Janet Maslin,"[{'firstname': 'Janet', 'middlename': None, 'lastname': 'Maslin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,,https://www.nytimes.com/1980/09/11/archives/transactions.html,,,S,12,The New York Times,[],[],1980-09-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/3b9b97b2-3ee2-5d56-b0af-fd14c23010ea,0,nyt://article/3b9b97b2-3ee2-5d56-b0af-fd14c23010ea,Transactions,1,,Transactions,,,,,[],
