,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1980/09/22/archives/obituary-6-no-title.html,,,M,9,The New York Times,[],[],1980-09-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/d78d7c03-f767-5516-aa0b-f25a02912c23,0,nyt://article/d78d7c03-f767-5516-aa0b-f25a02912c23,Obituary 6 -- No Title,1,,Obituary 6 -- No Title,,,,,[],
1,,https://www.nytimes.com/1980/09/21/archives/marriage-announcement-12-no-title.html,,,,78,The New York Times,[],[],1980-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/98866d8d-2178-5be3-bd58-92bf3d807f67,0,nyt://article/98866d8d-2178-5be3-bd58-92bf3d807f67,Marriage Announcement 12 -- No Title,1,,Marriage Announcement 12 -- No Title,,,,,[],
2,,https://www.nytimes.com/1980/09/21/archives/arts-and-leisure-guide-theater-recent-openings-an-act-of-kindness.html,,,A,36,The New York Times,[],[],1980-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/66a25cf1-7d2f-5bfb-9e03-3a8015b55fe8,0,nyt://article/66a25cf1-7d2f-5bfb-9e03-3a8015b55fe8,Arts and Leisure Guide; Theater Recent Openings An Act of Kindness Charlie and Algernon Reverse Psychology Dance Film Music Of Special Interest Meeting of Minds Openers The Near East Recalled Arts and Leisure Guide Art Photography Miscellany ,2,,Arts and Leisure Guide; Theater Recent Openings An Act of Kindness Charlie and Algernon Reverse Psychology Dance Film Music Of Special Interest Meeting of Minds Openers The Near East Recalled Arts and Leisure Guide Art Photography Miscellany ,,,,Edited by Ann Barry,"[{'firstname': 'Edited', 'middlename': 'Ann', 'lastname': 'Barry', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,,https://www.nytimes.com/1980/09/21/archives/marriage-announcement-4-no-title.html,,,,74,The New York Times,[],[],1980-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/051c5f99-8a03-5c83-87e8-53e9e6d881f1,0,nyt://article/051c5f99-8a03-5c83-87e8-53e9e6d881f1,Marriage Announcement 4 -- No Title,1,,Marriage Announcement 4 -- No Title,,,,,[],
4,"When a film is structured like a puzzle, qualities that are merely bewildering can be made to seem mysterious, if only for a while. Nicolas Roeg, who habitually structures his films this way, has again relied on jumbled time sequences, allusive cutting and a wealth of similar techniques to give ""Bad Timing/A Sensual Obsession"" its suggestive, secretive air.  ",https://www.nytimes.com/1980/09/21/archives/film-roeg-bad-timing-starring-art-garfunkel-the-cast.html,,,,70,The New York Times,[],[],1980-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/d5edf8b9-32f5-5197-bc3b-45c7327b08c2,0,nyt://article/d5edf8b9-32f5-5197-bc3b-45c7327b08c2,Film: Roeg 'Bad Timing' Starring Art Garfunkel; The Cast ,1,,Film: Roeg 'Bad Timing' Starring Art Garfunkel; The Cast ,,,,By Janet Maslin,"[{'firstname': 'Janet', 'middlename': None, 'lastname': 'Maslin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
5,,https://www.nytimes.com/1980/09/21/archives/obituary-1-no-title.html,,,,44,The New York Times,[],[],1980-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/2f052a21-71b1-5fcd-b2c8-ea19f4c1c524,0,nyt://article/2f052a21-71b1-5fcd-b2c8-ea19f4c1c524,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],
6,"""Murder is one of those things that could happen anywhere,"" Fred Harsh said the other day as he sat in his spacious sun-dappled backyard on South Elliott Place in the Fort Greene section of Brooklyn. But he was telling a visitor that what had happened was still a shock.  ",https://www.nytimes.com/1980/09/18/archives/in-fort-greene-a-murder-fails-to-erase-hopes-handyman-arrested-in.html,,,M,1,The New York Times,[],[],1980-09-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/bc2fe214-8888-56f2-baab-8428c865638a,0,nyt://article/bc2fe214-8888-56f2-baab-8428c865638a,"In Fort Greene, A Murder Fails To Erase Hopes; Handyman Arrested in Slaying Fort Greene: A Murder Intrudes On Enclave's Sense of Renewal Overcrowded Rooming Houses Housing Not Isolated 'A Beautiful Block'",2,,"In Fort Greene, A Murder Fails To Erase Hopes; Handyman Arrested in Slaying Fort Greene: A Murder Intrudes On Enclave's Sense of Renewal Overcrowded Rooming Houses Housing Not Isolated 'A Beautiful Block'",,,,By David Bird,"[{'firstname': 'David', 'middlename': None, 'lastname': 'Bird', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,"VIENNA, Sept. 16--Iran, Libya and  Algeria blocked an agreement today by  the Organization of Petroleum Exporting countries on a long-term strategy for pricing OPEC oil, creating a serious split in the ranks of the 13-member cartel.  ",https://www.nytimes.com/1980/09/17/archives/3-dissident-nations-in-opec-bar-accord-on-oil-pricing-plan-major.html,,,A,1,The New York Times,[],[],1980-09-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/beb28148-129a-5dda-9797-691be1b1a1b7,0,nyt://article/beb28148-129a-5dda-9797-691be1b1a1b7,"3 DISSIDENT NATIONS IN OPEC BAR ACCORD ON OIL PRICING PLAN; MAJOR SPLIT AT VIENNA TALKS Iran, Libya and Algeria Demanding That Others Cut Their Output Before a Strategy Is Set Outlook for Production Compromise Effort Seen 3 Dissidents In OPEC Bar Accord Note of Harmony Sought Saudis Called 'Obstacle' ",2,,"3 DISSIDENT NATIONS IN OPEC BAR ACCORD ON OIL PRICING PLAN; MAJOR SPLIT AT VIENNA TALKS Iran, Libya and Algeria Demanding That Others Cut Their Output Before a Strategy Is Set Outlook for Production Compromise Effort Seen 3 Dissidents In OPEC Bar Accord Note of Harmony Sought Saudis Called 'Obstacle' ",,,,By Youssef M. Ibrahim,"[{'firstname': 'Youssef', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,,https://www.nytimes.com/1980/09/17/archives/obituary-3-no-title.html,,,B,27,The New York Times,[],[],1980-09-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/c2284c13-9efa-5030-b1d9-5b2685f4ebd8,0,nyt://article/c2284c13-9efa-5030-b1d9-5b2685f4ebd8,Obituary 3 -- No Title,1,,Obituary 3 -- No Title,,,,,[],
9,"Amy Yan-lien Wang, who graduated cum laude this year from Princeton University, and Jeremiah Evarts de Rham, a cum laude graduate of the University of Pennsylvania, class of '78, plan to be married in Boston on Oct. 18.  ",https://www.nytimes.com/1980/09/14/archives/amy-wang-to-be-bride-oct-18.html,,,,75,The New York Times,[],[],1980-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/be1cc7f4-c47f-52b9-91e3-9d878c5c5ae3,0,nyt://article/be1cc7f4-c47f-52b9-91e3-9d878c5c5ae3,Amy Wang to Be Bride Oct. 18,1,,Amy Wang to Be Bride Oct. 18,,,,,[],
