,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1967/03/12/archives/deaths.html,,,86,The New York Times,[],[],1967-03-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/a2b5415b-9ebe-5305-8a1d-cdbc72cdbfcb,0,nyt://article/a2b5415b-9ebe-5305-8a1d-cdbc72cdbfcb,Deaths,2,,Deaths,,,,,[],,
1,,https://www.nytimes.com/1967/03/12/archives/engagements.html,,,91,The New York Times,[],[],1967-03-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/94d17ff3-8ce9-55f7-a6a3-13c170da1434,0,nyt://article/94d17ff3-8ce9-55f7-a6a3-13c170da1434,Engagements,1,,Engagements,,,,,[],,
2,"Smith, Chas J",https://www.nytimes.com/1967/03/10/archives/obituary-6-no-title.html,"Smith, Chas J",,39,The New York Times,[],"[{'name': 'persons', 'value': 'SMITH, CHAS J', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-03-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/8e7b573b-38e9-5e51-9c4a-f0e7ffd10606,0,nyt://article/8e7b573b-38e9-5e51-9c4a-f0e7ffd10606,Obituary 6 -- No Title,,,Obituary 6 -- No Title,,,,,[],,
3,play is hit; Schulz comments,https://www.nytimes.com/1967/03/09/archives/charlie-brown-to-stay-awhile-peanuts-show-is-a-hit-schulz-may-see.html,play is hit; Schulz comments,,44,The New York Times,[],"[{'name': 'persons', 'value': 'C GESNER', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'J GORDON', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Comic Books and Strips', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'REVIEWS AND OTHER DATA ON SPECIFIC PLAYS', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': ""YOU'RE A GOOD MAN, CHARLIE BROWN"", 'rank': 6, 'major': 'N'}]",1967-03-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/ab57dc59-addc-5ecd-b050-fe9c32573462,0,nyt://article/ab57dc59-addc-5ecd-b050-fe9c32573462,CHARLIE BROWN TO STAY AWHILE; 'Peanuts' Show Is a Hit-- Schulz May See It in April,,,CHARLIE BROWN TO STAY AWHILE; 'Peanuts' Show Is a Hit-- Schulz May See It in April,,,,By Vincent Canby,"[{'firstname': 'Vincent', 'middlename': None, 'lastname': 'Canby', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,,https://www.nytimes.com/1967/03/09/archives/roosevelt-raceway-results.html,,,50,The New York Times,[],[],1967-03-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/0e018cfa-d057-5a70-89d3-af1e39d9e88b,0,nyt://article/0e018cfa-d057-5a70-89d3-af1e39d9e88b,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],,S
5,"YONKERS, March 7--Mr. and Mrs. E. Prescott Barker of Yonkers and East Orleans, Mass., have announced the engagement of their daughter, Miss Barbara Barker, to Robert Allan Gibson, son of Mr. and Mrs. James O. Gibson of East Orleans.  ",https://www.nytimes.com/1967/03/08/archives/ra-gibson-fiance-of-barbara-barker.html,,,39,The New York Times,[],[],1967-03-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/3f367e63-6e28-5626-97a8-294145ccf22f,0,nyt://article/3f367e63-6e28-5626-97a8-294145ccf22f,R.A. Gibson Fiance Of Barbara Barker,1,,R.A. Gibson Fiance Of Barbara Barker,,,,,[],,F
6,,https://www.nytimes.com/1967/03/08/archives/roosevelt-raceway-entries.html,,,55,The New York Times,[],[],1967-03-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/86df57c1-deeb-5aca-8336-9c822a6e547c,0,nyt://article/86df57c1-deeb-5aca-8336-9c822a6e547c,Roosevelt Raceway Entries,1,,Roosevelt Raceway Entries,,,,,[],,S
7,,https://www.nytimes.com/1967/03/07/archives/roosevelt-raceway-results.html,,,51,The New York Times,[],[],1967-03-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/f6fece29-87ac-50af-8b86-a0c0ca1c5183,0,nyt://article/f6fece29-87ac-50af-8b86-a0c0ca1c5183,Roosevelt Raceway Results,1,,Roosevelt Raceway Results,,,,,[],,S
8,"Deacy, Wm H",https://www.nytimes.com/1967/03/07/archives/deaths.html,"Deacy, Wm H",,41,The New York Times,[],"[{'name': 'persons', 'value': 'Johnson, Lyndon Baines', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'WOLF, WM F', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'MCDONALD, WM J', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'DEACY, WM H', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 8, 'major': 'N'}]",1967-03-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/18defbd1-ddd5-5fac-b1f9-f29f43f0d5a5,0,nyt://article/18defbd1-ddd5-5fac-b1f9-f29f43f0d5a5,Deaths,,,Deaths,,,,,[],,
9,,https://www.nytimes.com/1967/03/05/archives/in-memoriam.html,,,87,The New York Times,[],[],1967-03-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/666a6a0d-2b96-57d0-b4c3-ec53f34640b5,0,nyt://article/666a6a0d-2b96-57d0-b4c3-ec53f34640b5,In Memoriam,1,,In Memoriam,,,,,[],,
