,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1967/04/14/archives/births.html,,,39,The New York Times,[],[],1967-04-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/4d9fd4f4-3753-5c6f-9ae9-71e7080f0c9b,0,nyt://article/4d9fd4f4-3753-5c6f-9ae9-71e7080f0c9b,Births,1,,Births,,,,,[],,
1,,https://www.nytimes.com/1967/04/14/archives/in-memoriam.html,,,39,The New York Times,[],[],1967-04-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/9ec9ef86-884a-5547-ae96-a079a651929e,0,nyt://article/9ec9ef86-884a-5547-ae96-a079a651929e,In Memoriam,1,,In Memoriam,,,,,[],,
2,"Hastings, Geo B",https://www.nytimes.com/1967/04/13/archives/deaths.html,"Hastings, Geo B",,43,The New York Times,[],"[{'name': 'organizations', 'value': 'DAY, JOSEPH P, INC.', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'HASTINGS, GEO B', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1967-04-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/f3397e6c-9b5a-52f1-b3b5-44c25b6fda1e,0,nyt://article/f3397e6c-9b5a-52f1-b3b5-44c25b6fda1e,Deaths,,,Deaths,,,,,[],,
3,Mother dies,https://www.nytimes.com/1967/04/11/archives/deaths.html,Mother dies,,47,The New York Times,[],"[{'name': 'persons', 'value': 'WIEN, LAWRENCE A.', 'rank': 1, 'major': 'N'}]",1967-04-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/7e5c257f-6721-5a9e-bfe6-2243f650236b,0,nyt://article/7e5c257f-6721-5a9e-bfe6-2243f650236b,Deaths,,,Deaths,,,,,[],,
4,,https://www.nytimes.com/1967/04/11/archives/reports-of-the-arrival-of-buyers-reports-of-the-arrival-of-buyers.html,,,75,The New York Times,[],[],1967-04-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/65cbedaa-76bc-5075-b2af-f9e6cc5c0bee,0,nyt://article/65cbedaa-76bc-5075-b2af-f9e6cc5c0bee,Reports of the Arrival of Buyers; Reports of the Arrival of Buyers,2,,Reports of the Arrival of Buyers; Reports of the Arrival of Buyers,,,,,[],,B
5,"Jones, Wm R",https://www.nytimes.com/1967/04/09/archives/obituary-1-no-title.html,"Jones, Wm R",,92,The New York Times,[],"[{'name': 'persons', 'value': 'JONES, WM R', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-04-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/944e2a1f-b211-5a4e-b6ee-15a4802d97c1,0,nyt://article/944e2a1f-b211-5a4e-b6ee-15a4802d97c1,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
6,Commodore Pace: Romulus Hanover wins,https://www.nytimes.com/1967/04/09/archives/romulus-hanover-takes-commodore-pace-as-haughton-entry-finishes-123.html,Commodore Pace: Romulus Hanover wins,,194,The New York Times,[],"[{'name': 'subject', 'value': 'Horse Racing', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'HARNESS', 'rank': 2, 'major': 'N'}]",1967-04-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/c3a9bb23-9524-5b08-b9da-fd9909eef0e9,0,nyt://article/c3a9bb23-9524-5b08-b9da-fd9909eef0e9,"Romulus Hanover Takes Commodore Pace as Haughton Entry Finishes 1,2,3; WINNER PAYS $3.80 IN $34,425 EVENT Haughton Drives Victor to a Neck Triumph, With Nardin's Byrd Second",,,"Romulus Hanover Takes Commodore Pace as Haughton Entry Finishes 1,2,3; WINNER PAYS $3.80 IN $34,425 EVENT Haughton Drives Victor to a Neck Triumph, With Nardin's Byrd Second",,,,By Louis Effrat Special To the New York Times,"[{'firstname': 'Louis', 'middlename': 'Effrat', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Sports
7,,https://www.nytimes.com/1967/04/09/archives/announcements.html,,,91,The New York Times,[],[],1967-04-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/4592f58a-3fef-5012-a130-ce4f5140c1e5,0,nyt://article/4592f58a-3fef-5012-a130-ce4f5140c1e5,Announcements,1,,Announcements,,,,,[],,
8,Hon by Garden Club of Amer,https://www.nytimes.com/1967/04/09/archives/on-the-spring-schedule.html,Hon by Garden Club of Amer,,133,The New York Times,[],"[{'name': 'persons', 'value': 'ROCKEFELLER, LAURENCE SPELMAN', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'HORTICULTURE', 'rank': 2, 'major': 'N'}]",1967-04-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/4a4770bd-1760-5ff3-a9ce-6f8b3715bfc9,0,nyt://article/4a4770bd-1760-5ff3-a9ce-6f8b3715bfc9,On the Spring Schedule,,,On the Spring Schedule,,,,,[],,Arts & Leisure
9,"Eckles, Elvis L",https://www.nytimes.com/1967/04/07/archives/dr-elvis-eckles-an-economist-50-city-university-associate-dean-and.html,"Eckles, Elvis L",,37,The New York Times,[],"[{'name': 'persons', 'value': 'ECKLES, ELVIS L', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1967-04-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/2f09c9b6-2495-5bec-af37-178014c8869f,0,nyt://article/2f09c9b6-2495-5bec-af37-178014c8869f,"DR. ELVIS ECKLES, AN ECONOMIST, 50; City University Associate Dean and Professor Dies",,,"DR. ELVIS ECKLES, AN ECONOMIST, 50; City University Associate Dean and Professor Dies",,,,,[],,
