,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,"As a small chorus of superdelegates has announced a preference for Senator Barack Obama in recent weeks, a theme is emerging: their children made them do it.",https://www.nytimes.com/2008/04/08/world/americas/08iht-08kids.11755689.html,,"As a small chorus of superdelegates has announced a preference for Senator Barack Obama in recent weeks, a theme is emerging: their children made them do it.",International Herald Tribune,[],[],2008-04-08T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/e740d733-43cd-5f92-9445-fe593a0c80b1,1294,nyt://article/e740d733-43cd-5f92-9445-fe593a0c80b1,Obama's young backers twist parents' arms,,,Obama's young backers twist parents' arms,,,,By Jan Hoffman,"[{'firstname': 'Jan', 'middlename': None, 'lastname': 'Hoffman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
1,A theme has emerged among superdelegates endorsing Senator Barack Obama: their children made them do it.,https://www.nytimes.com/2008/04/08/us/politics/08kids.html,A theme has emerged among superdelegates endorsing Senator Barack Obama: their children made them do it.,"The daily phone calls. The midnight e-mail. And, when college lets out, those dinner table declamations? Oh, please.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-600.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2008/04/08/us/08kids01-600.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-600.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-395.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/08/us/08kids01-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/08/us/08kids01-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Doyle, James E', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'CASEY, BOB', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Youth', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'McCaskill, Claire', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Klobuchar, Amy', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Sebelius, Kathleen', 'rank': 11, 'major': 'N'}]",2008-04-08T04:00:00+0000,article,National,U.S.,Politics,News,nyt://article/f4423d43-8b33-5b0e-a288-69f506f0031d,1354,nyt://article/f4423d43-8b33-5b0e-a288-69f506f0031d,Young Obama Backers Twist Parents’ Arms,,,Obama’s Young Backers Get Chance to Twist Parents’ Arms,,,,By Jan Hoffman,"[{'firstname': 'Jan', 'middlename': None, 'lastname': 'Hoffman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1
2,"The longer Senator Barack Obama demonstrates that he can withstand the heat of a national campaign, aides say, the more willing party leaders seem to be to embrace him.",https://www.nytimes.com/2008/04/07/us/politics/07caucus.html,"The longer Senator Barack Obama demonstrates that he can withstand the heat of a national campaign, aides say, the more willing party leaders seem to be to embrace him."," The hill that Hillary Rodham Clinton must climb to beat Barack Obama for the Democratic presidential nomination will grow a little steeper on Monday, as it has most days lately. ",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/07/us/20080407_CAUCUS_GRAPHIC.190.gif', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2008/04/07/us/20080407_CAUCUS_GRAPHIC.190.gif'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/07/us/20080407_CAUCUS_GRAPHIC.gif', 'height': 403, 'width': 369, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}]","[{'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic National Committee', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Montana', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 6, 'major': 'N'}]",2008-04-07T04:00:00+0000,article,National,U.S.,Politics,News,nyt://article/cf72806f-213f-59d1-b90f-aff1f410d6ff,804,nyt://article/cf72806f-213f-59d1-b90f-aff1f410d6ff,"In Superdelegate Count, Tough Math for Clinton",The Caucus,,"In Superdelegate Count, Tough Math for Clinton",,,,By John Harwood,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Harwood', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,18
3,"The three senators vying for the presidency will be forced to vote on tough bills about mortgage lending, Iraq and immigration.",https://thecaucus.blogs.nytimes.com/2008/04/01/the-early-word-fooling-aside-congress-is-back-in-session/,"The three senators vying for the presidency will be forced to vote on tough bills about mortgage lending, Iraq and immigration.","Democratic party leaders met in a candlelit, locked room last night and emerged early this morning with their choice for president, thereby ending the 2008 nominating contest. ",The New York Times,[],[],2008-04-01T13:19:52+0000,article,National,U.S.,Politics,News,nyt://article/d418720b-943b-5688-8f74-8cf04216be6a,1262,nyt://article/d418720b-943b-5688-8f74-8cf04216be6a,"The Early Word: Fooling Aside, Congress Is Back in Session",The Caucus,,,,,,By Ariel Alexovich,"[{'firstname': 'Ariel', 'middlename': None, 'lastname': 'Alexovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
4,"FAIRLESS HILLS, Pennsylvania — The Democratic campaign took on the feel of the early voting states on Monday, back when the candidates' buses would crisscross paths in a single state. Senators Hillary Rodham Clinton and Barack Obama were both in eastern Pennsylvania courting voters, on a day in which Obama gained a superdelegate.",https://www.nytimes.com/2008/04/01/world/americas/01iht-01campaign.11573669.html,,"FAIRLESS HILLS, Pennsylvania — The Democratic campaign took on the feel of the early voting states on Monday, back when the candidates' buses would crisscross paths in a single state. Senators Hillary Rodham Clinton and Barack Obama were both in eastern Pennsylvania courting voters, on a day in which Obama gained a superdelegate.",International Herald Tribune,[],[],2008-04-01T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/e72f820e-0023-5c1d-91ed-eec90070860a,647,nyt://article/e72f820e-0023-5c1d-91ed-eec90070860a,Democrats hit the campaign trail in Pennsylvania,,,Democrats hit the campaign trail in Pennsylvania,,,,By Katharine Q. Seelye,"[{'firstname': 'Katharine', 'middlename': 'Q.', 'lastname': 'Seelye', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
5,"Hillary Rodham Clinton and Barack Obama were both courting voters in the eastern part of the state, and Mr. Obama gained a superdelegate.",https://www.nytimes.com/2008/04/01/us/politics/01campaign.html,"Hillary Rodham Clinton and Barack Obama were both courting voters in the eastern part of the state, and Mr. Obama gained a superdelegate.","FAIRLESS HILLS, Pa.  The Democratic campaign took on the feel of the early voting states on Monday, back when the candidates’ buses would crisscross paths in a single state. Senators Hillary Rodham Clinton and Barack Obama were both in eastern Pennsylvania courting voters, on a day in which Mr. Obama gained a superdelegate.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/01/us/01campaign.600.jpg', 'height': 436, 'width': 600, 'legacy': {'xlarge': 'images/2008/04/01/us/01campaign.600.jpg', 'xlargewidth': 600, 'xlargeheight': 436}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/01/us/01campaign.600.jpg', 'height': 436, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/01/us/01campaign.190.jpg', 'height': 230, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/04/01/us/01campaign.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/04/01/us/01campaign.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Endorsements', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'McCain, John', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Pennsylvania', 'rank': 6, 'major': 'N'}]",2008-04-01T04:00:00+0000,article,National,U.S.,Politics,News,nyt://article/9af6bc7f-639f-5f35-9ce7-2c933e45f8ee,703,nyt://article/9af6bc7f-639f-5f35-9ce7-2c933e45f8ee,Democrats Hit the Campaign Trail in Pennsylvania,,,Democrats Hit the Campaign Trail in Pennsylvania,,,,By Katharine Q. Seelye,"[{'firstname': 'Katharine', 'middlename': 'Q.', 'lastname': 'Seelye', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,15
6,Barack Obama will pick up another superdelegate’s vote when Senator Amy Klobuchar of Minnesota formally endorses him today.,https://thecaucus.blogs.nytimes.com/2008/03/31/the-early-word-more-endorsements-for-obama/,Barack Obama will pick up another superdelegate’s vote when Senator Amy Klobuchar of Minnesota formally endorses him today.,The field of Democratic senators who are undecided (or just keeping quiet) about which colleague they prefer for president will shrink by one today when Sen. Amy Klobuchar of Minnesota comes out in support of Sen. Barack Obama of Illinois.,The New York Times,[],[],2008-03-31T12:30:14+0000,article,National,U.S.,Politics,News,nyt://article/87c61c5b-67ac-5794-af11-63c1740a37c1,1225,nyt://article/87c61c5b-67ac-5794-af11-63c1740a37c1,The Early Word: More Endorsements for Obama,The Caucus,,,,,,By Ariel Alexovich,"[{'firstname': 'Ariel', 'middlename': None, 'lastname': 'Alexovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
7,"WASHINGTON — Lacking a clear route to the selection of a Democratic presidential nominee, the party's uncommitted superdelegates say they are growing increasingly concerned about the risks of a prolonged fight between Senators Hillary Rodham Clinton and Barack Obama, and perplexed about how to resolve the conflict.",https://www.nytimes.com/2008/03/16/world/americas/16iht-16delegates.11119383.html,,"WASHINGTON — Lacking a clear route to the selection of a Democratic presidential nominee, the party's uncommitted superdelegates say they are growing increasingly concerned about the risks of a prolonged fight between Senators Hillary Rodham Clinton and Barack Obama, and perplexed about how to resolve the conflict.",International Herald Tribune,[],[],2008-03-16T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/3558a24b-b4ea-5b2d-a0a2-964356d637d4,1499,nyt://article/3558a24b-b4ea-5b2d-a0a2-964356d637d4,"For Democrats, increased fears of a long fight",,,"For Democrats, increased fears of a long fight",,,,By Adam Nagourney and Jeff Zeleny,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jeff', 'middlename': None, 'lastname': 'Zeleny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,
8,"Many superdelegates cite the will of the voters as a guiding principle, a boon to Senator Barack Obama.",https://www.nytimes.com/2008/03/16/us/politics/16delegates.html,"Many superdelegates cite the will of the voters as a guiding principle, a boon to Senator Barack Obama.","WASHINGTON  Lacking a clear route to the selection of a Democratic presidential nominee, the party’s uncommitted superdelegates say they are growing increasingly concerned about the risks of a prolonged fight between Senators Hillary Rodham Clinton and Barack Obama, and perplexed about how to resolve the conflict.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/16/us/16Delagatesjp.pop.jpg', 'height': 602, 'width': 450, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/16/us/16Delagatesjp.190.jpg', 'height': 267, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/16/us/16Delagatesjp.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/03/16/us/16Delagatesjp.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'PRIMARIES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 4, 'major': 'N'}]",2008-03-16T04:00:00+0000,article,National,U.S.,Politics,News,nyt://article/c5af835e-0aa3-57a3-9ac3-635cfde377e0,1591,nyt://article/c5af835e-0aa3-57a3-9ac3-635cfde377e0,"For Democrats, Increased Fears of a Long Fight",,,"For Democrats, Increased Fears Of a Long Fight",,,,By Adam Nagourney and Jeff Zeleny,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jeff', 'middlename': None, 'lastname': 'Zeleny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,A,1
9,"An attempt by Senator Wayne Allard, Republican of Colorado, to embarrass Senator Barack Obama could have been called the showdown at the budget corral.",https://www.nytimes.com/2008/03/14/washington/14spend.html,"An attempt by Senator Wayne Allard, Republican of Colorado, to embarrass Senator Barack Obama could have been called the showdown at the budget corral.",WASHINGTON  Call it the showdown at the budget corral.,The New York Times,[],"[{'name': 'persons', 'value': 'ALLARD, WAYNE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 4, 'major': 'N'}]",2008-03-14T04:00:00+0000,article,National,Washington,,News,nyt://article/976bf03a-938d-5906-9270-4172b7827d3a,276,nyt://article/976bf03a-938d-5906-9270-4172b7827d3a,An Amendment Aimed to Tease,,,An Amendment Aimed to Tease,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,21
