,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Companies are seeking to compete with the United States and Asia, where consolidation has allowed for faster adoption of new technologies.",https://www.nytimes.com/2012/06/18/business/global/mergers-of-european-mobile-carriers-expected-to-grow.html,"Companies are seeking to compete with the United States and Asia, where consolidation has allowed for faster adoption of new technologies.",BERLIN — European mobile telephone operators are primed to enter a long-awaited phase of consolidation.,B,4,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-articleLarge.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2012/06/18/business/18telecoms/18telecoms-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-blog480.jpg', 'height': 278, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-jumbo.jpg', 'height': 593, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-popup.jpg', 'height': 376, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-superJumbo.jpg', 'height': 1186, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-articleInline.jpg', 'height': 110, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-sfSpan.jpg', 'height': 229, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/06/18/business/18telecoms/18telecoms-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/18/business/18telecoms/18telecoms-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}]","[{'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Wireless Communications', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Telefonica S.A', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Orange PLC', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Deutsche Telekom AG', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'France Telecom S.A', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Cellular Telephones', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'T-Mobile', 'rank': 9, 'major': 'N'}]",2012-06-18T00:48:58+0000,article,Business,Business Day,Global Business,News,nyt://article/7b5d1ff7-af80-5619-b371-4e3aa8bb20fa,1000,nyt://article/7b5d1ff7-af80-5619-b371-4e3aa8bb20fa,Mergers of European Mobile Carriers Expected to Grow,,,Mergers of European Mobile Carriers Expected to Grow,,,,By Kevin J. O'Brien,"[{'firstname': 'Kevin', 'middlename': 'J.', 'lastname': ""O'Brien"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"A company with deep ties to Gov. Chris Christie dominates New Jersey’s system of large halfway houses. There has been little state oversight, despite widespread problems.",https://www.nytimes.com/2012/06/17/nyregion/in-new-jersey-halfway-houses-escapees-stream-out-as-a-penal-business-thrives.html,"A company with deep ties to Gov. Chris Christie dominates New Jersey’s system of large halfway houses. There has been little state oversight, despite widespread problems.","After serving more than a year behind bars in New Jersey for assaulting a former girlfriend, David Goodell was transferred in 2010 to a sprawling halfway house in Newark. One night, Mr. Goodell escaped, but no one in authority paid much notice. He headed straight for the suburbs, for another young woman who had spurned him, and he killed her, the police said.",A,1,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'superJumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-superJumbo.jpg', 'height': 1365, 'width': 2048, 'legacy': {}, 'subType': 'superJumbo', 'crop_name': 'superJumbo'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'hpSmall', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/unlocked-sf-image-hpSmall.jpg', 'height': 110, 'width': 163, 'legacy': {}, 'subType': 'hpSmall', 'crop_name': 'hpSmall'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}, {'rank': 0, 'subtype': 'thumbLarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2012/06/17/nyregion/unlocked-sf-image/Unlocked-thumbLarge.jpg', 'height': 150, 'width': 150, 'legacy': {}, 'subType': 'thumbLarge', 'crop_name': 'thumbLarge'}]","[{'name': 'subject', 'value': 'Series', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'DiVincenzo, Joseph N Jr', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Therapy and Rehabilitation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Prison Escapes', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Clancy, John J', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Community Education Centers', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Christie, Christopher J', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Palatucci, William J', 'rank': 10, 'major': 'N'}]",2012-06-16T17:48:03+0000,article,Metro,New York,,News,nyt://article/07e3a5b1-bc08-5781-8fac-6cd2d6bdb6e1,6184,nyt://article/07e3a5b1-bc08-5781-8fac-6cd2d6bdb6e1,"As Escapees Stream Out, a Penal Business Thrives",Unlocked | Part One,,"As Escapees Stream Out, A Penal Business Thrives",,,,By Sam Dolnick,"[{'firstname': 'Sam', 'middlename': None, 'lastname': 'Dolnick', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,An assortment of noteworthy cultural events in New York.,https://www.nytimes.com/2012/06/15/arts/spare-times-for-june-15-21.html,An assortment of noteworthy cultural events in New York.,Around Town,C,32,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 3, 'major': 'N'}]",2012-06-14T22:42:17+0000,article,Weekend,Arts,,Schedule,nyt://article/1b321047-426c-5978-88be-30bf273c4fde,3086,nyt://article/1b321047-426c-5978-88be-30bf273c4fde,Spare Times for June 15-21,,,Spare Times,,,,By Sunita Reddy,"[{'firstname': 'Sunita', 'middlename': None, 'lastname': 'Reddy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,A critical guide to exhibitions and installations in New York.,https://www.nytimes.com/2012/06/15/arts/design/museum-and-gallery-listings-for-june-15-21.html,A critical guide to exhibitions and installations in New York.,Art,C,19,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 2, 'major': 'N'}]",2012-06-14T22:35:58+0000,article,Weekend,Arts,Art & Design,Schedule,nyt://article/a3c411ba-98d8-534c-b8ba-a8c32e4f3625,6174,nyt://article/a3c411ba-98d8-534c-b8ba-a8c32e4f3625,Museum and Gallery Listings for June 15-21,,,The Listings,,,,,[],
4,A selected guide to installations and exhibitions in New York and the region.,https://www.nytimes.com/2012/06/08/arts/design/museum-and-gallery-listings-for-june-8-14.html,A selected guide to installations and exhibitions in New York and the region.,Art,C,22,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 2, 'major': 'N'}]",2012-06-07T22:39:19+0000,article,Weekend,Arts,Art & Design,Schedule,nyt://article/e07f878b-8b3e-5962-ac09-53303b368b6e,5979,nyt://article/e07f878b-8b3e-5962-ac09-53303b368b6e,Museum and Gallery Listings for June 8-14,,,The Listings,,,,,[],
5,"A selected guide to rock, pop, hip-hop, punk, metal and music festivals in New York and the area.",https://www.nytimes.com/2012/06/08/arts/music/rock-and-pop-listings-for-june-8-14.html,"A selected guide to rock, pop, hip-hop, punk, metal and music festivals in New York and the area.",Pop,C,20,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Central Park Summerstage', 'rank': 2, 'major': 'N'}]",2012-06-07T22:25:26+0000,article,Weekend,Arts,Music,Schedule,nyt://article/290ddc4e-586e-548f-8b6c-7694536ee92e,1412,nyt://article/290ddc4e-586e-548f-8b6c-7694536ee92e,Rock and Pop Listings for June 8-14,,,The Listings,,,,,[],
6,The Spanish operator is seeking to raise as much as 2.5 billion euros to help pay down debt.,https://www.nytimes.com/2012/06/01/business/global/telefonica-to-sell-stake-in-its-german-unit-to-public.html,The Spanish operator is seeking to raise as much as 2.5 billion euros to help pay down debt.,"BERLIN — Telefónica, the largest European telecom operator by sales, said Thursday that it planned to sell a stake in its German carrier, O2 Germany, and would weigh similar sales at some of its Latin American carriers as it looked to trim debt following a credit review.",,,International Herald Tribune,[],"[{'name': 'organizations', 'value': 'Telefonica S.A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Telephones and Telecommunications', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Vodafone Group Plc', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Telefonica Germany GmbH & Co OHG', 'rank': 4, 'major': 'N'}]",2012-06-01T01:32:13+0000,article,Business,Business Day,Global Business,News,nyt://article/71e603bb-00eb-5f9c-a10c-226c5156ef3a,363,nyt://article/71e603bb-00eb-5f9c-a10c-226c5156ef3a,Telefónica to Sell Stake in Its German Unit to Public,,,Telefónica to Sell Stake in Its German Unit to Public,,,,By Kevin J. O'Brien,"[{'firstname': 'Kevin', 'middlename': 'J.', 'lastname': ""O'Brien"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,A selection of events.,https://www.nytimes.com/2012/06/01/arts/spare-times-for-june-1-7.html,A selection of events.,Around Town,C,30,The New York Times,[],[],2012-05-31T21:27:53+0000,article,Weekend,Arts,,Schedule,nyt://article/424d1432-b10b-5fdf-8159-262523b536d0,3083,nyt://article/424d1432-b10b-5fdf-8159-262523b536d0,Spare Times for June 1 — 7,,,Spare Times,,,,By Liz Gerecitano and Sunita Reddy,"[{'firstname': 'Liz', 'middlename': None, 'lastname': 'Gerecitano', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Sunita', 'middlename': None, 'lastname': 'Reddy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
8,A selection of events.,https://www.nytimes.com/2012/06/01/arts/music/rock-and-pop-listings-for-june-1-7.html,A selection of events.,Pop,C,17,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}]",2012-05-31T21:24:52+0000,article,Weekend,Arts,Music,Schedule,nyt://article/5d2b6f01-1f02-5708-af8d-a84c735309e7,1802,nyt://article/5d2b6f01-1f02-5708-af8d-a84c735309e7,Rock and Pop Listings for June 1 — 7,,,The Listings,,,,,[],
9,A selection of events.,https://www.nytimes.com/2012/06/01/arts/design/museum-and-gallery-listings-for-june-1-7.html,A selection of events.,Art,C,19,The New York Times,[],"[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}]",2012-05-31T21:16:41+0000,article,Weekend,Arts,Art & Design,Schedule,nyt://article/57345825-d166-55d0-a3e9-4b6aaea86068,5256,nyt://article/57345825-d166-55d0-a3e9-4b6aaea86068,Museum and Gallery Listings for June 1 — 7,,,The Listings,,,,,[],
