,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Colin Kaepernick, who sparked a national debate when he protested against racial injustice by kneeling during the U.S. national anthem, will publish a memoir later this year, the former NFL quarterback announced on Thursday.",https://www.nytimes.com/reuters/2020/02/13/sports/football/13reuters-football-nfl-kaepernick-rtrs.html,"Colin Kaepernick, who sparked a national debate when he protested against racial injustice by kneeling during the U.S. national anthem, will publish a memoir later this year, the former NFL quarterback announced on Thursday.","(Reuters) - Colin Kaepernick, who sparked a national debate when he protested against racial injustice by kneeling during the U.S. national anthem, will publish a memoir later this year, the former NFL quarterback announced on Thursday.",Reuters,[],[],2020-02-13T16:53:17+0000,article,None,Sports,Pro Football,News,nyt://article/db926d35-3fe5-5f46-a43b-6a206cb82eeb,354,nyt://article/db926d35-3fe5-5f46-a43b-6a206cb82eeb,Kaepernick Writing Memoir About Decision to Protest During National Anthem,,,Kaepernick Writing Memoir About Decision to Protest During National Anthem,,,,By Reuters,[],Reuters
1,President Donald Trump on Thursday lashed out against former White House chief of staff John Kelly for being disloyal after he came to the defense of a former national security aide who offered key testimony in the impeachment inquiry.,https://www.nytimes.com/aponline/2020/02/13/us/politics/ap-us-trump-john-kelly.html,President Donald Trump on Thursday lashed out against former White House chief of staff John Kelly for being disloyal after he came to the defense of a former national security aide who offered key testimony in the impeachment inquiry.,WASHINGTON — President Donald Trump on Thursday lashed out against former White House chief of staff John Kelly for being disloyal after he came to the defense of a former national security aide who offered key testimony in the impeachment inquiry.,AP,[],[],2020-02-13T16:44:15+0000,article,None,U.S.,Politics,News,nyt://article/e2c5fa08-1c75-5768-adeb-aa0687dc0c75,752,nyt://article/e2c5fa08-1c75-5768-adeb-aa0687dc0c75,Trump Slams Ex-Adviser Who Defended Key Impeachment Witness,,,Trump Slams Ex-Adviser Who Defended Key Impeachment Witness,,,,By The Associated Press,[],The Associated Press
2,"Iran is ready to strike the United States and Israel if they give it any reason to do so, the head of the elite Revolutionary Guards said in a live speech on state television on Thursday.",https://www.nytimes.com/reuters/2020/02/13/business/13reuters-iran-politics-israel.html,"Iran is ready to strike the United States and Israel if they give it any reason to do so, the head of the elite Revolutionary Guards said in a live speech on state television on Thursday.","DUBAI — Iran is ready to strike the United States and Israel if they give it any reason to do so, the head of the elite Revolutionary Guards said in a live speech on state television on Thursday.",Reuters,[],[],2020-02-13T16:32:14+0000,article,None,Business Day,,News,nyt://article/a8e6fd36-aff5-5bd6-8497-55529e72b2b7,396,nyt://article/a8e6fd36-aff5-5bd6-8497-55529e72b2b7,Iran Says It Will Strike U.S. and Israel if They Make the 'Slightest Error',,,Iran Says It Will Strike U.S. and Israel if They Make the 'Slightest Error',,,,By Reuters,[],Reuters
3,"Saudi Arabia's foreign minister on Thursday denied media reports of a possible meeting between Crown Prince Mohammed bin Salman and Israeli Prime Minister Benjamin Netanyahu, amid speculation about normalizing ties between Gulf Arab states and Israel.",https://www.nytimes.com/reuters/2020/02/13/world/middleeast/13reuters-israel-saudi.html,"Saudi Arabia's foreign minister on Thursday denied media reports of a possible meeting between Crown Prince Mohammed bin Salman and Israeli Prime Minister Benjamin Netanyahu, amid speculation about normalizing ties between Gulf Arab states and Isr...","RIYADH — Saudi Arabia's foreign minister on Thursday denied media reports of a possible meeting between Crown Prince Mohammed bin Salman and Israeli Prime Minister Benjamin Netanyahu, amid speculation about normalizing ties between Gulf Arab states and Israel.",Reuters,[],[],2020-02-13T16:26:17+0000,article,None,World,Middle East,News,nyt://article/dc44a9b5-dda4-54af-9c80-a053eba46400,343,nyt://article/dc44a9b5-dda4-54af-9c80-a053eba46400,Saudi Minister Denies Any Plans for Crown Prince to Meet Israeli PM,,,Saudi Minister Denies Any Plans for Crown Prince to Meet Israeli PM,,,,By Reuters,[],Reuters
4,"U.S. President Donald Trump's comments this week weighing in on the trial of his longtime associate Roger Stone amount to political interference in the judiciary and are ""an abuse of power,"" House Speaker Nancy Pelosi told reporters on Thursday. ",https://www.nytimes.com/reuters/2020/02/13/us/politics/13reuters-usa-trump-russia-stone-pelosi.html,"U.S. President Donald Trump's comments this week weighing in on the trial of his longtime associate Roger Stone amount to political interference in the judiciary and are ""an abuse of power,"" House Speaker Nancy Pelosi told reporters on Thursday. ","WASHINGTON — U.S. President Donald Trump's comments this week weighing in on the trial of his longtime associate Roger Stone amount to political interference in the judiciary and are ""an abuse of power,"" House Speaker Nancy Pelosi told reporters on Thursday. ",Reuters,[],[],2020-02-13T16:11:20+0000,article,None,U.S.,Politics,News,nyt://article/b23dcfda-3176-5846-b9f7-819ea3a42aee,95,nyt://article/b23dcfda-3176-5846-b9f7-819ea3a42aee,Pelosi Says Trump's Comments on Stone Case Are 'an Abuse of Power',,,Pelosi Says Trump's Comments on Stone Case Are 'an Abuse of Power',,,,By Reuters,[],Reuters
5,"U.S. Attorney General William Barr said on Thursday that President Donald Trump's attacks on prosecutors, the judge and jurors in the trial of a longtime adviser undermined the Justice Department's work, adding he would not be ""bullied"" by anyone.",https://www.nytimes.com/reuters/2020/02/13/us/politics/13reuters-usa-trump-russia-stone.html,"U.S. Attorney General William Barr said on Thursday that President Donald Trump's attacks on prosecutors, the judge and jurors in the trial of a longtime adviser undermined the Justice Department's work, adding he would not be ""bullied"" by anyone.","WASHINGTON — U.S. Attorney General William Barr said on Thursday that President Donald Trump's attacks on prosecutors, the judge and jurors in the trial of a longtime adviser undermined the Justice Department's work, adding he would not be ""bullied"" by anyone.",Reuters,[],[],2020-02-13T16:05:20+0000,article,None,U.S.,Politics,News,nyt://article/2dc26d33-bc45-5355-8463-1de500ad7ad1,903,nyt://article/2dc26d33-bc45-5355-8463-1de500ad7ad1,Barr: Won't Be 'Bullied' by Trump on Stone Case; Jurors Appalled,,,Barr: Won't Be 'Bullied' by Trump on Stone Case; Jurors Appalled,,,,By Reuters,[],Reuters
6,"U.S. Secretary of State Mike Pompeo on Thursday said the U.S. government would not furnish any information for a database of companies operating in Israeli-controlled territories that the United Nations' human rights office released, and said the compilation hurts peace efforts in the Middle East.  ",https://www.nytimes.com/reuters/2020/02/13/world/middleeast/13reuters-israel-palestinians-un-companies.html,"U.S. Secretary of State Mike Pompeo on Thursday said the U.S. government would not furnish any information for a database of companies operating in Israeli-controlled territories that the United Nations' human rights office released, and said the ...","WASHINGTON — U.S. Secretary of State Mike Pompeo on Thursday said the U.S. government would not furnish any information for a database of companies operating in Israeli-controlled territories that the United Nations' human rights office released, and said the compilation hurts peace efforts in the Middle East. ",Reuters,[],[],2020-02-13T16:02:16+0000,article,None,World,Middle East,News,nyt://article/b59c49b6-73ca-5de3-ae72-ccffe0fcc6ad,377,nyt://article/b59c49b6-73ca-5de3-ae72-ccffe0fcc6ad,U.S. Rejects U.N. Database of Companies in Israeli-Controlled Territories: Pompeo,,,U.S. Rejects U.N. Database of Companies in Israeli-Controlled Territories: Pompeo,,,,By Reuters,[],Reuters
7,"A former law clerk said she was repeatedly sexually harassed by the prominent federal judge she worked for, the late Judge Stephen Reinhardt, and that the judiciary's new system for reporting misconduct remains inadequate.",https://www.nytimes.com/aponline/2020/02/13/us/politics/ap-us-judiciary-workplace-misconduct.html,"A former law clerk said she was repeatedly sexually harassed by the prominent federal judge she worked for, the late Judge Stephen Reinhardt, and that the judiciary's new system for reporting misconduct remains inadequate.","WASHINGTON — A former law clerk said she was repeatedly sexually harassed by the prominent federal judge she worked for, the late Judge Stephen Reinhardt, and that the judiciary's new system for reporting misconduct remains inadequate.",AP,[],[],2020-02-13T15:50:21+0000,article,None,U.S.,Politics,News,nyt://article/f5eb8302-0d9f-541e-8dc2-d41aa7a4f6b8,621,nyt://article/f5eb8302-0d9f-541e-8dc2-d41aa7a4f6b8,Former Law Clerk Alleges Harassment by Late Prominent Judge,,,Former Law Clerk Alleges Harassment by Late Prominent Judge,,,,By The Associated Press,[],The Associated Press
8,"Italy's Matteo Salvini denied on Thursday that his League party is a far-right group, instead portraying it as a moderate force that wants to broaden its appeal to metropolitan voters who have previously shunned it.",https://www.nytimes.com/reuters/2020/02/13/world/europe/13reuters-italy-salvini.html,"Italy's Matteo Salvini denied on Thursday that his League party is a far-right group, instead portraying it as a moderate force that wants to broaden its appeal to metropolitan voters who have previously shunned it.","ROME — Italy's Matteo Salvini denied on Thursday that his League party is a far-right group, instead portraying it as a moderate force that wants to broaden its appeal to metropolitan voters who have previously shunned it.",Reuters,[],[],2020-02-13T15:44:17+0000,article,None,World,Europe,News,nyt://article/120264bf-fe0c-5c4c-9880-70b30837927f,457,nyt://article/120264bf-fe0c-5c4c-9880-70b30837927f,"Looking to Moderate Image, Italy's Salvini Says His League Party Isn't Far Right",,,"Looking to Moderate Image, Italy's Salvini Says His League Party Isn't Far Right",,,,By Reuters,[],Reuters
9,A group aiming to spur climate change legislation that would tax carbon emissions stepped up efforts by issuing a blueprint on Thursday after previewing it with a group of bipartisan U.S. senators earlier this week.,https://www.nytimes.com/reuters/2020/02/13/us/13reuters-usa-climate-tax.html,A group aiming to spur climate change legislation that would tax carbon emissions stepped up efforts by issuing a blueprint on Thursday after previewing it with a group of bipartisan U.S. senators earlier this week.,WASHINGTON — A group aiming to spur climate change legislation that would tax carbon emissions stepped up efforts by issuing a blueprint on Thursday after previewing it with a group of bipartisan U.S. senators earlier this week.,Reuters,[],[],2020-02-13T15:35:21+0000,article,None,U.S.,,News,nyt://article/8a0a29df-9c19-5508-a98c-75e3361446fd,433,nyt://article/8a0a29df-9c19-5508-a98c-75e3361446fd,"U.S. Carbon Price Group Boosts Lobbying in Congress, Releases Plan",,,"U.S. Carbon Price Group Boosts Lobbying in Congress, Releases Plan",,,,By Reuters,[],Reuters
