,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,"Richmond, Kenneth C",https://www.nytimes.com/1969/01/22/archives/obituary-1-no-title.html,"Richmond, Kenneth C",,47,The New York Times,[],"[{'name': 'persons', 'value': 'RICHMOND, KENNETH C', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-01-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/03526983-e570-5f81-a7c5-445128a82437,0,nyt://article/03526983-e570-5f81-a7c5-445128a82437,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
1,,https://www.nytimes.com/1969/01/21/archives/ann-marie-amy-is-future-bride-of-francis-shea.html,,,50,The New York Times,[],[],1969-01-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/cf27dc8f-dd6a-5844-8ea0-49b3fa99f9a0,0,nyt://article/cf27dc8f-dd6a-5844-8ea0-49b3fa99f9a0,Ann Marie Amy Is Future Bride Of Francis Shea,1,,Ann Marie Amy Is Future Bride Of Francis Shea,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
2,,https://www.nytimes.com/1969/01/18/archives/obituary-1-no-title.html,,,31,The New York Times,[],[],1969-01-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/a1b78cac-4d1e-5fbe-a2f6-4d093145e6d1,0,nyt://article/a1b78cac-4d1e-5fbe-a2f6-4d093145e6d1,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
3,list of contributions,https://www.nytimes.com/1969/01/14/archives/total-of-donors-to-the-neediest-sets-a-record-donors-set-mark-for.html,list of contributions,,47,The New York Times,[],"[{'name': 'subject', 'value': 'HUNDRED NEEDIEST CASES (A FUND COLLECTED ANNUALLY BY THE NY TIMES FOR 8 BENEVOLENT ORGNS)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""CONTRIBUTIONS ('68 DRIVE)"", 'rank': 2, 'major': 'N'}]",1969-01-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/6ba6a9c7-7d59-59d8-bd16-30a43d9549dd,0,nyt://article/6ba6a9c7-7d59-59d8-bd16-30a43d9549dd,Total of Donors To the Neediest Sets a Record; DONORS SET MARK FOR THE NEEDIEST,,,Total of Donors To the Neediest Sets a Record; DONORS SET MARK FOR THE NEEDIEST,,,,,[],,
4,"Mason, Anna May",https://www.nytimes.com/1969/01/14/archives/obituary-1-no-title.html,"Mason, Anna May",,45,The New York Times,[],"[{'name': 'persons', 'value': 'MASON, ANNA MAY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-01-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/16f3d4ec-8162-5e51-9c09-a62180366dda,0,nyt://article/16f3d4ec-8162-5e51-9c09-a62180366dda,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
5,T Szulc article on Dubcek rise to leadership of party and liberalization movement; illus; cartoons,https://www.nytimes.com/1969/01/12/archives/the-aparatchik-who-made-a-revolution-the-aparatchik-who-made-a.html,T Szulc article on Dubcek rise to leadership of party and liberalization movement; illus; cartoons,,28,The New York Times,[],"[{'name': 'glocations', 'value': 'Czechoslovakia', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'BREZHNEV, LEONID ILYICH', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'BREZHNEV, LEONID ILYICH', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'SVOBODA, LUDVIK', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'DUBCEK, ALEXANDER', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'KOSYGIN, ALEKSEI NIKOLAYEVICH', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'KOSYGIN, ALEKSEI NIKOLAYEVICH', 'rank': 7, 'major': 'N'}]",1969-01-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/d4b7cf9e-c565-5057-9a0d-151dd0bf573c,0,nyt://article/d4b7cf9e-c565-5057-9a0d-151dd0bf573c,The Aparatchik Who Made a Revolution; The aparatchik who made a revolution,,,The Aparatchik Who Made a Revolution; The aparatchik who made a revolution,,,,By Tad Szulc,"[{'firstname': 'Tad', 'middlename': None, 'lastname': 'Szulc', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SM
6,list of contributions,https://www.nytimes.com/1969/01/10/archives/teacher-voices-desire-to-ease-plight-of-needy-teacher-donates-11-to.html,list of contributions,,49,The New York Times,[],"[{'name': 'subject', 'value': 'HUNDRED NEEDIEST CASES (A FUND COLLECTED ANNUALLY BY THE NY TIMES FOR 8 BENEVOLENT ORGNS)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""CONTRIBUTIONS ('68 DRIVE)"", 'rank': 2, 'major': 'N'}]",1969-01-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/064eaa49-16f7-554e-b1de-362f870ee5a2,0,nyt://article/064eaa49-16f7-554e-b1de-362f870ee5a2,Teacher Voices Desire to Ease Plight of Needy; TEACHER DONATES $11 TO NEEDIEST,,,Teacher Voices Desire to Ease Plight of Needy; TEACHER DONATES $11 TO NEEDIEST,,,,,[],,
7,,https://www.nytimes.com/1969/01/10/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-01-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/b8673fe6-4318-5bca-b848-ebebc412c390,0,nyt://article/b8673fe6-4318-5bca-b848-ebebc412c390,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
8,,https://www.nytimes.com/1969/01/09/archives/obituary-1-no-title.html,,,31,The New York Times,[],[],1969-01-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/75de4ab3-b13a-5820-9356-5f4f35d5e346,0,nyt://article/75de4ab3-b13a-5820-9356-5f4f35d5e346,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
9,,https://www.nytimes.com/1969/01/08/archives/march-nuptials-for-amy-p-glick.html,,,51,The New York Times,[],[],1969-01-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/22d52250-2fba-5f66-91a7-4cc7c7a7503f,0,nyt://article/22d52250-2fba-5f66-91a7-4cc7c7a7503f,March Nuptials for Amy P. Glick,1,,March Nuptials for Amy P. Glick,,,,SPecial to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
