,web_url,snippet,lead_paragraph,abstract,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_page,subsection_name
0,https://www.nytimes.com/aponline/2019/11/01/us/ap-us-keystone-pipeline-permit.html,"Opponents of the Keystone XL pipeline in South Dakota were making their case against a handful of water permits this week in a process so contentious that it is being extended to additional meetings next month. Now, those opponents are pointing to...","Opponents of the Keystone XL pipeline in South Dakota were making their case against a handful of water permits this week in a process so contentious that it is being extended to additional meetings next month. Now, those opponents are pointing to a major spill in North Dakota to bolster their case.","Opponents of the Keystone XL pipeline in South Dakota were making their case against a handful of water permits this week in a process so contentious that it is being extended to additional meetings next month. Now, those opponents are pointing to a major spill in North Dakota to bolster their case.",AP,[],[],2019-11-01T22:57:01+0000,article,None,U.S.,News,nyt://article/687387d4-4641-583b-b979-7966191d3aed,649,nyt://article/687387d4-4641-583b-b979-7966191d3aed,South Dakota Keystone XL Opponents Point to N. Dakota Spill,,,South Dakota Keystone XL Opponents Point to N. Dakota Spill,,,,By The Associated Press,[],The Associated Press,,
