,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1969/04/20/archives/obituary-1-no-title.html,,,93,The New York Times,[],[],1969-04-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/4da94daf-99c2-5017-ab36-e6d518088d6c,0,nyt://article/4da94daf-99c2-5017-ab36-e6d518088d6c,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
1,"PLANTATIONS, homes and gardens throughout Virginia are open to the public now through Saturday during the state's annual Historic Garden Week. Separate tours are planned in different areas each day.  ",https://www.nytimes.com/1969/04/20/archives/courses-tours.html,,,13,The New York Times,[],[],1969-04-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/03817da0-5633-5a34-bfcd-11b5c292e04a,0,nyt://article/03817da0-5633-5a34-bfcd-11b5c292e04a,"Courses, Tours",1,,"Courses, Tours",,,,,[],,G
2,,https://www.nytimes.com/1969/04/20/archives/birth-notice-1-no-title.html,,,91,The New York Times,[],[],1969-04-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/3988e76c-303f-5c80-bff2-80890b3c4312,0,nyt://article/3988e76c-303f-5c80-bff2-80890b3c4312,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],,
3,Pentagon officials express concern about mounting intensity of campus attacks on ROTC programs,https://www.nytimes.com/1969/04/19/archives/campus-attacks-on-rotc-stir-pentagon.html,Pentagon officials express concern about mounting intensity of campus attacks on ROTC programs,,19,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'ROTC', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'RESERVES', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'STUDENT ACTIVITIES AND CONDUCT', 'rank': 6, 'major': 'N'}]",1969-04-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/2d26a8a6-ef95-59fb-adaf-7c6671a8002e,0,nyt://article/2d26a8a6-ef95-59fb-adaf-7c6671a8002e,Campus Attacks on R.O.T.C. Stir Pentagon,,,Campus Attacks on R.O.T.C. Stir Pentagon,,,,By David E. Rosenbaumspecial To the New York Times,"[{'firstname': 'David', 'middlename': 'E.', 'lastname': 'Rosenbaumspecial', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
4,"Garden Club of Amer conv; 11 people, including NY Times editorial page ed Oakes, get awards for horticulture and conservation",https://www.nytimes.com/1969/04/18/archives/11-receive-awards-from-garden-club.html,"Garden Club of Amer conv; 11 people, including NY Times editorial page ed Oakes, get awards for horticulture and conservation",,34,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ENVIRONMENTAL PROBLEMS (GENERAL)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'HORTICULTURE', 'rank': 3, 'major': 'N'}]",1969-04-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/5713c8e9-8c7e-50f0-ace6-8fc51d723b92,0,nyt://article/5713c8e9-8c7e-50f0-ace6-8fc51d723b92,11 RECEIVE AWARDS FROM GARDEN CLUB,,,11 RECEIVE AWARDS FROM GARDEN CLUB,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
5,"Allen, Joseph M",https://www.nytimes.com/1969/04/17/archives/obituary-1-no-title.html,"Allen, Joseph M",,47,The New York Times,[],"[{'name': 'persons', 'value': 'ALLEN, JOSEPH M', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-04-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/8c5c57c9-2a6c-5a8b-87f1-2d23d17084c0,0,nyt://article/8c5c57c9-2a6c-5a8b-87f1-2d23d17084c0,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
6,,https://www.nytimes.com/1969/04/16/archives/obituary-1-no-title.html,,,47,The New York Times,[],[],1969-04-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/a0ee6000-8d46-5fda-9612-d1b0038604d6,0,nyt://article/a0ee6000-8d46-5fda-9612-d1b0038604d6,Obituary 1 -- No Title,1,,Obituary 1 -- No Title,,,,,[],,
7,"Cowenhoven, Charles T Jr",https://www.nytimes.com/1969/04/15/archives/obituary-1-no-title.html,"Cowenhoven, Charles T Jr",,47,The New York Times,[],"[{'name': 'persons', 'value': 'COWENHOVEN, CHARLES T JR', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1969-04-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/61c77ef5-0e41-586a-9b16-21a3d0c71a47,0,nyt://article/61c77ef5-0e41-586a-9b16-21a3d0c71a47,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
8,funeral plans,https://www.nytimes.com/1969/04/14/archives/obituary-1-no-title.html,funeral plans,,45,The New York Times,[],"[{'name': 'persons', 'value': 'Daniell, Raymond', 'rank': 1, 'major': 'N'}]",1969-04-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/03960e78-10d5-5104-ad3e-b8152c8a20b6,0,nyt://article/03960e78-10d5-5104-ad3e-b8152c8a20b6,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
9,"May, Richard A",https://www.nytimes.com/1969/04/13/archives/obituary-1-no-title.html,"May, Richard A",,88,The New York Times,[],"[{'name': 'persons', 'value': 'MORGAN, GEORGE W', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'MAY, RICHARD A', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 4, 'major': 'N'}]",1969-04-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/4677db26-0e01-572e-9cf4-69a13a6005e5,0,nyt://article/4677db26-0e01-572e-9cf4-69a13a6005e5,Obituary 1 -- No Title,,,Obituary 1 -- No Title,,,,,[],,
