,abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section,print_page
0,A Colorado Republican offered an amendment that purported to total up all of Barack Obama’s favored initiatives.,https://thecaucus.blogs.nytimes.com/2008/03/13/call-it-the-showdown-at-the-budget-corral/,A Colorado Republican offered an amendment that purported to total up all of Barack Obama’s favored initiatives.,"Trying to embarrass Senator Barack Obama during this afternoon’s budget fight, Senator Wayne Allard, Republican of Colorado, offered an amendment that purported to total up all of Mr. Obama’s favored initiatives to the tune of $1.4 trillion, which would be added to the budget. The message, of course, is that Mr. Obama is a big spender.",The New York Times,[],[],2008-03-13T21:59:20+0000,article,National,U.S.,Politics,News,nyt://article/cbfa9f77-9c4b-5487-a514-466c9fbe2f95,191,nyt://article/cbfa9f77-9c4b-5487-a514-466c9fbe2f95,Showdown at the Budget Corral,The Caucus,,,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
1,The legislation would create a public database of complaints about products and empower state prosecutors to take action to protect consumers.,https://www.nytimes.com/2008/03/07/business/07consumer.html,The legislation would create a public database of complaints about products and empower state prosecutors to take action to protect consumers.,"WASHINGTON  Responding to a wave of defective toys and other goods, the Senate approved a measure on Thursday to overhaul the country’s consumer product laws and strengthen the beleaguered safety agency that oversees the marketplace. ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/07/business/consumer.650.jpg', 'height': 422, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/07/business/consumer.190v.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/07/business/consumer.395.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]","[{'name': 'subject', 'value': 'Defective Products', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Whistle-Blowers', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ACCIDENTS AND SAFETY', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Consumer Product Safety Commission', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 7, 'major': 'N'}]",2008-03-07T05:00:00+0000,article,Business,Business Day,,News,nyt://article/722b6a35-8faf-5b2a-ba2f-7140476c5283,889,nyt://article/722b6a35-8faf-5b2a-ba2f-7140476c5283,Senate Votes to Strengthen Product Safety Laws,,,Senate Votes to Strengthen Product Safety Commission,,,,By Stephen Labaton,"[{'firstname': 'Stephen', 'middlename': None, 'lastname': 'Labaton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,1
2,"Responding to a wave of defective toys and other goods, the U.S. Senate has approved a measure that would overhaul the nation's consumer product laws and strengthen the safety agency that oversees the marketplace.",https://www.nytimes.com/2008/03/07/business/worldbusiness/07iht-safety.1.10800846.html,,"Responding to a wave of defective toys and other goods, the U.S. Senate has approved a measure that would overhaul the nation's consumer product laws and strengthen the safety agency that oversees the marketplace.",International Herald Tribune,[],[],2008-03-07T05:00:00+0000,article,IHT News,Business Day,International Business,News,nyt://article/e5b16b77-38f8-5bb3-80bf-82d174f4bc6f,941,nyt://article/e5b16b77-38f8-5bb3-80bf-82d174f4bc6f,U.S. Senate votes to bolster consumer product safeguards,,,U.S. Senate votes to bolster consumer product safeguards,,,,By Stephen Labaton,"[{'firstname': 'Stephen', 'middlename': None, 'lastname': 'Labaton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
3,The legislation would create a public database of complaints about products and empower state prosecutors to take action to protect consumers in their states.,https://www.nytimes.com/2008/03/06/business/06cnd-consumer.html,The legislation would create a public database of complaints about products and empower state prosecutors to take action to protect consumers in their states.,"WASHINGTON  Responding to a wave of defective toys and other goods, the Senate approved a measure on Thursday that would overhaul the nation’s consumer product laws and strengthen the safety agency that oversees the marketplace. ",The New York Times,[],"[{'name': 'subject', 'value': 'Defective Products', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Recalls and Bans of Products', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Consumer Product Safety Commission', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}]",2008-03-06T05:00:00+0000,article,Business,Business Day,,News,nyt://article/4c1f1fa2-90af-5fbb-a55f-ee105c94cc89,922,nyt://article/4c1f1fa2-90af-5fbb-a55f-ee105c94cc89,Senate Backs Overhaul of Product Safety Laws,,,,,,,By Stephen Labaton,"[{'firstname': 'Stephen', 'middlename': None, 'lastname': 'Labaton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
4,"WASHINGTON — Richard Anderson, the chief executive of Delta Air Lines, told a U.S. senator on Tuesday that there was no merger agreement yet with Northwest Airlines, but the two sides are continuing to work toward a deal.",https://www.nytimes.com/2008/02/20/business/worldbusiness/20iht-delta.1.10213415.html,,"WASHINGTON — Richard Anderson, the chief executive of Delta Air Lines, told a U.S. senator on Tuesday that there was no merger agreement yet with Northwest Airlines, but the two sides are continuing to work toward a deal.",International Herald Tribune,[],[],2008-02-20T05:00:00+0000,article,IHT News,Business Day,International Business,News,nyt://article/c012accd-9339-56fd-9785-750a31581f7f,589,nyt://article/c012accd-9339-56fd-9785-750a31581f7f,"Delta and Northwest airlines in talks, but no merger yet",,,"Delta and Northwest airlines in talks, but no merger yet",,,,By John Crawley,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Crawley', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,
5,"WASHINGTON — Seeing a good possibility that the Democratic presidential nomination will not be settled in the primaries and caucuses, Senators Hillary Rodham Clinton and Barack Obama are lavishing attention on a group that might hold the balance of power: elected officials and party leaders who could decide the outcome at the convention in August.",https://www.nytimes.com/2008/02/10/world/americas/10iht-10superdelegates.9899121.html,,"WASHINGTON — Seeing a good possibility that the Democratic presidential nomination will not be settled in the primaries and caucuses, Senators Hillary Rodham Clinton and Barack Obama are lavishing attention on a group that might hold the balance of power: elected officials and party leaders who could decide the outcome at the convention in August.",International Herald Tribune,[],[],2008-02-10T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/755035d4-8e0b-58ea-93a6-d9c8fae3347f,1406,nyt://article/755035d4-8e0b-58ea-93a6-d9c8fae3347f,"Neck and neck, Democrats woo superdelegates",,,"Neck and neck, Democrats woo superdelegates",,,,By Adam Nagourney and Carl Hulse,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,
6,The Clinton and Obama campaigns are aggressively pursuing members of a group that could decide the outcome at the convention.,https://www.nytimes.com/2008/02/10/us/politics/10superdelegates.html,The Clinton and Obama campaigns are aggressively pursuing members of a group that could decide the outcome at the convention.,"WASHINGTON  Seeing a good possibility that the Democratic presidential nomination will not be settled in the primaries and caucuses, Senators Hillary Rodham Clinton and Barack Obama are lavishing attention on a group that might hold the balance of power: elected officials and party leaders who could decide the outcome at the convention in August. ",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/02/10/us/10delegate.2-190.jpg', 'height': 236, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'PRIMARIES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}]",2008-02-10T05:00:00+0000,article,National,U.S.,Politics,News,nyt://article/1fdf03ad-11b2-5e50-b15e-582134de21ea,1485,nyt://article/1fdf03ad-11b2-5e50-b15e-582134de21ea,"Neck and Neck, Democrats Woo Superdelegates",,,"Neck and Neck, Democrats Woo Superdelegates",,,,By Adam Nagourney and Carl Hulse,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,A,1
7,Democrats and Republicans acknowledged the sense that an era was ending as President Bush gave his last State of the Union speech. ,https://www.nytimes.com/2008/01/29/washington/29scene.html,Democrats and Republicans acknowledged the sense that an era was ending as President Bush gave his last State of the Union speech. ,WASHINGTON  Democrats never seemed so elated about the prospect of a major speech by President Bush. Or of having it finished.,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama533.1.jpg', 'height': 311, 'width': 533, 'legacy': {'widewidth': 533, 'wideheight': 311, 'wide': 'images/2008/01/29/us/29obama533.1.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2008/01/29/us/29obama.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama.xlarge1.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/29/us/29obama.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/01/29/us/29obama.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Republican Party', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'State of the Union Message (US)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}]",2008-01-29T05:00:00+0000,article,National,Washington,,News,nyt://article/24277c16-0250-508e-b23a-419d119209a2,886,nyt://article/24277c16-0250-508e-b23a-419d119209a2,"For Democrats, a Gleeful State of the Union",,,"What’s the State of the Union? Well, Gleeful, if You’re a Democrat",,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,20
8,"Rachel K. Paulose, the United States attorney in Minnesota, said that she would step down to go to work at the Justice Department in Washington on legal policies.",https://www.nytimes.com/2007/11/20/us/20justice.html,"Rachel K. Paulose, the United States attorney in Minnesota, said that she would step down to go to work at the Justice Department in Washington on legal policies.","WASHINGTON, Nov. 19 — The embattled United States attorney in Minnesota announced on Monday that she would step down to go to work at the Justice Department in Washington on legal policies. ",The New York Times,[],"[{'name': 'organizations', 'value': 'Justice Department', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Washington (DC)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Paulose, Rachel K', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Minnesota', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Attorneys', 'rank': 5, 'major': 'N'}]",2007-11-20T05:00:00+0000,article,National,U.S.,,News,nyt://article/c9fc7811-ac7b-5c92-ae94-297d1d01d7cf,499,nyt://article/c9fc7811-ac7b-5c92-ae94-297d1d01d7cf,"Amid Turmoil, U.S. Attorney Will Shift to Headquarters",,,"Amid Turmoil, U.S. Attorney Will Shift to Headquarters",,,,By Philip Shenon,"[{'firstname': 'Philip', 'middlename': None, 'lastname': 'Shenon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,14
9,"The announcement by the prosecutor, Rachel K. Paulose, came after reports of new staff turmoil in her office.",https://www.nytimes.com/2007/11/20/washington/20cnd-justice.html,"The announcement by the prosecutor, Rachel K. Paulose, came after reports of new staff turmoil in her office.","WASHINGTON, Nov. 19 — The embattled United States attorney in Minnesota announced today that she would be stepping down to go work at the Justice Department in Washington on legal policy issues.",The New York Times,[],[],2007-11-20T05:00:00+0000,article,ContinuousNews,Washington,,News,nyt://article/3344e1b8-70b4-5065-8ee4-ddcd2caf49bb,537,nyt://article/3344e1b8-70b4-5065-8ee4-ddcd2caf49bb,U.S. Attorney in Minnesota Is Reassigned,,,U.S. Attorney in Minnesota Is Reassigned,,,,By Philip Shenon,"[{'firstname': 'Philip', 'middlename': None, 'lastname': 'Shenon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,
