,abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization,print_section
0,,https://www.nytimes.com/1966/08/27/archives/deaths.html,,,23,The New York Times,[],[],1966-08-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/70027b19-1591-5735-9cad-0dc4aa156f90,0,nyt://article/70027b19-1591-5735-9cad-0dc4aa156f90,Deaths,1,,Deaths,,,,,[],,
1,,https://www.nytimes.com/1966/08/25/archives/deaths5.html,,,37,The New York Times,[],[],1966-08-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/1409157e-45ef-563f-8749-1da55aa82427,0,nyt://article/1409157e-45ef-563f-8749-1da55aa82427,Deaths(5),1,,Deaths(5),,,,,[],,
2,,https://www.nytimes.com/1966/08/21/archives/deaths.html,,,93,The New York Times,[],[],1966-08-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/276c639f-54cd-5635-8df9-e4c25559a10b,0,nyt://article/276c639f-54cd-5635-8df9-e4c25559a10b,Deaths,1,,Deaths,,,,,[],,
3,Dr W E Boyd named pres,https://www.nytimes.com/1966/08/21/archives/dr-boyd-named-mills-college-head.html,Dr W E Boyd named pres,,67,The New York Times,[],"[{'name': 'organizations', 'value': 'MILLS COLLEGE OF EDUCATION', 'rank': 1, 'major': 'N'}]",1966-08-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/8e634246-7737-54c6-941e-756140dfe1e9,0,nyt://article/8e634246-7737-54c6-941e-756140dfe1e9,Dr. Boyd Named Mills College Head,,,Dr. Boyd Named Mills College Head,,,,,[],,
4,,https://www.nytimes.com/1966/08/20/archives/yonkers-raceway-results.html,,,27,The New York Times,[],[],1966-08-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/f57a4dd0-2e87-515d-8a6c-92a44412fa64,0,nyt://article/f57a4dd0-2e87-515d-8a6c-92a44412fa64,Yonkers Raceway Results,1,,Yonkers Raceway Results,,,,,[],,S
5,"Career as defender of poor consumers, NYC; illus",https://www.nytimes.com/1966/08/20/archives/deaths.html,"Career as defender of poor consumers, NYC; illus",,19,The New York Times,[],"[{'name': 'persons', 'value': 'RICE, FLORENCE MAY', 'rank': 1, 'major': 'N'}]",1966-08-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/779a4b73-c670-5ba3-89e1-2bf397eddd01,0,nyt://article/779a4b73-c670-5ba3-89e1-2bf397eddd01,Deaths,,,Deaths,,,,,[],,
6,"PASSAIC, N.J., Aug. 19 Mr. and Mrs. Harold M. Warshaw have announced the engagements of their twin daughters, Miss Amy Lynn Warshaw to Michael Charles Willner, and Miss Diane Joan Warshaw to Emanuel Stanley Fish.  ",https://www.nytimes.com/1966/08/20/archives/double-wedding-in-june-set-by-amy-and-diane-warshaw.html,,,12,The New York Times,[],[],1966-08-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/37e686cd-3088-55fa-900b-a8e4ed67ac71,0,nyt://article/37e686cd-3088-55fa-900b-a8e4ed67ac71,Double Wedding in June Set By Amy and Diane Warshaw,1,,Double Wedding in June Set By Amy and Diane Warshaw,,,,,[],,
7,,https://www.nytimes.com/1966/08/18/archives/deaths.html,,,34,The New York Times,[],[],1966-08-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/c373f7df-1173-5f82-bdb7-40990485d274,0,nyt://article/c373f7df-1173-5f82-bdb7-40990485d274,Deaths,1,,Deaths,,,,,[],,
8,,https://www.nytimes.com/1966/08/17/archives/todays-entries-at-saratoga.html,,,70,The New York Times,[],[],1966-08-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/09d190b8-f4e3-520f-933b-a1457ecafea3,0,nyt://article/09d190b8-f4e3-520f-933b-a1457ecafea3,Today's Entries at Saratoga,1,,Today's Entries at Saratoga,,,,,[],,S
9,"O'Connor expects 1st-ballot nomination, int, NYC; says many delegates were waiting for Kennedy statement before declaring for him; Roosevelt, Samuels refuse to concede",https://www.nytimes.com/1966/08/17/archives/0connor-expects-quick-nomination-sees-a-firstballot-victory-with.html,"O'Connor expects 1st-ballot nomination, int, NYC; says many delegates were waiting for Kennedy statement before declaring for him; Roosevelt, Samuels refuse to concede",,25,The New York Times,[],"[{'name': 'glocations', 'value': 'New York State', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'GOVERNOR', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'AG 16 PAR', 'rank': 8, 'major': 'N'}]",1966-08-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/f8205c98-6539-5510-951b-5c56b2d39dee,0,nyt://article/f8205c98-6539-5510-951b-5c56b2d39dee,0'CONNOR EXPECTS QUICK NOMINATION; Sees a First-Ballot Victory With Kennedy Neutral,,,0'CONNOR EXPECTS QUICK NOMINATION; Sees a First-Ballot Victory With Kennedy Neutral,,,,By Terence Smith,"[{'firstname': 'Terence', 'middlename': None, 'lastname': 'Smith', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
